S,D,gen,compositionality
3,8,24,0.004586490984764962
3,8,25,0.008884257701126108
3,8,26,0.017112999240968325
3,8,27,0.03261318119843702
3,8,28,0.060927815951374135
3,8,29,0.10984053406773504
3,8,30,0.1866255196752201
3,8,31,0.2906965809850536
3,8,32,0.40760568989597573
3,8,33,0.5170715591864858
3,8,34,0.6076494862586359
3,8,35,0.6785575580732157
3,8,36,0.7333945886328683
3,8,37,0.7760998211256016
3,8,38,0.8098060844394634
3,8,39,0.8367981612379954
3,8,40,0.8587098789394535
3,8,41,0.8767147038243168
3,8,42,0.8916667577308656
3,8,43,0.9041979020685802
3,8,44,0.9147834146073016
3,8,45,0.9237865448074617
3,8,46,0.9314890788094586
3,8,47,0.938112612186375
3,8,48,0.9438335865103613
3,8,49,0.9487940834031079
3,8,50,0.9531096895231838
3,8,51,0.9568753090389633
3,8,52,0.9601695168577762
3,8,53,0.9630578599379622
3,8,54,0.965595390298358
3,8,55,0.9678286298877139
3,8,56,0.9697971104101085
3,8,57,0.971534591660426
3,8,58,0.9730700341761777
3,8,59,0.9744283823048308
3,8,60,0.9756311996289122
3,8,61,0.9766971884111154
3,8,62,0.9776426171804393
3,8,63,0.9784816749948648
3,8,64,0.9792267667413336
3,8,65,0.9798887606865379
3,8,66,0.9804771970999985
3,8,67,0.9810004649387283
3,8,68,0.9814659521690661
3,8,69,0.9818801742027338
3,8,70,0.9822488840647866
3,8,71,0.9825771672344767
3,8,72,0.9828695235639414
3,8,73,0.98312993825232
3,8,74,0.98336194351031
3,8,75,0.9835686722739763
3,8,76,0.9837529051026851
3,8,77,0.9839171112135502
3,8,78,0.9840634844552462
3,8,79,0.9841939749009297
3,8,80,0.9843103166381403
3,8,81,0.9844140522488405
3,8,82,0.9845065544020218
3,8,83,0.9845890449219353
3,8,84,0.9846626116450031
3,8,85,0.9847282233361434
3,8,86,0.9847867428993092
3,8,87,0.9848389390863855
3,8,88,0.9848854968823761
3,8,89,0.9849270267222944
3,8,90,0.984964072675782
3,8,91,0.984997119718728
3,8,92,0.9850266001966539
3,8,93,0.9850528995720201
3,8,94,0.985076361536643
3,8,95,0.9850972925608252
3,8,96,0.9851159659424459
3,8,97,0.9851326254119007
3,8,98,0.985147488342365
3,8,99,0.9851607486091776
3,8,100,0.98517257913717
3,8,101,0.9851831341703756
4,8,1,1.0e-9
4,8,2,2.227752699711649e-9
4,8,3,4.962882083963812e-9
4,8,4,1.1056073909784683e-8
4,8,5,2.4630198211770677e-8
4,8,6,5.486998904801802e-8
4,8,7,1.2223675855249538e-7
4,8,8,2.72313230352551e-7
4,8,9,6.066463420620335e-7
4,8,10,1.351457071376154e-6
4,8,11,3.010707395830831e-6
4,8,12,6.707087978312165e-6
4,8,13,1.4941616450861756e-5
4,8,14,3.328564619076425e-5
4,8,15,7.4149308758113e-5
4,8,16,0.000165172033975971
4,8,17,0.0003678915480940215
4,8,18,0.0008192197317655398
4,8,19,0.001823275878528121
4,8,20,0.0040531806808815525
4,8,21,0.00898692917188059
4,8,22,0.019812296688057698
4,8,23,0.04313324730017728
4,8,24,0.09142351448435845
4,8,25,0.18351478347346098
4,8,26,0.3334313193185534
4,8,27,0.5216089157591003
4,8,28,0.6926137403213175
4,8,29,0.8117230790509309
4,8,30,0.8838380789683016
4,8,31,0.9251712458151539
4,8,32,0.9483972926257512
4,8,33,0.9613510785829156
4,8,34,0.9685533768975093
4,8,35,0.9725522362786803
4,8,36,0.9747709682461093
4,8,37,0.9760015823490813
4,8,38,0.9766840132852843
4,8,39,0.9770624142410239
4,8,40,0.9772722222675712
4,8,41,0.9773885488516543
4,8,42,0.9774530442426049
4,8,43,0.9774888023412543
4,8,44,0.9775086275587799
4,8,45,0.9775196191428982
4,8,46,0.9775257131357517
4,8,47,0.9775290917858677
4,8,48,0.9775309649864825
4,8,49,0.9775320035313145
4,8,50,0.9775325793239985
4,8,51,0.9775328985564262
4,8,52,0.9775330755460634
4,8,53,0.9775331736730963
4,8,54,0.9775332280769282
4,8,55,0.9775332582396348
4,8,56,0.9775332749625165
4,8,57,0.9775332842340578
4,8,58,0.9775332893744084
4,8,59,0.9775332922243345
4,8,60,0.9775332938043977
4,8,61,0.97753329468042
4,8,62,0.9775332951661064
4,8,63,0.9775332954353819
4,8,64,0.9775332955846744
4,8,65,0.9775332956674454
4,8,66,0.9775332957133356
4,8,67,0.9775332957387781
4,8,68,0.9775332957528841
4,8,69,0.9775332957607046
4,8,70,0.9775332957650407
4,8,71,0.9775332957674445
4,8,72,0.9775332957687772
4,8,73,0.977533295769516
4,8,74,0.9775332957699258
4,8,75,0.977533295770153
4,8,76,0.977533295770279
4,8,77,0.9775332957703489
4,8,78,0.9775332957703876
4,8,79,0.977533295770409
4,8,80,0.9775332957704209
4,8,81,0.9775332957704277
4,8,82,0.977533295770431
4,8,83,0.977533295770433
4,8,84,0.9775332957704344
4,8,85,0.9775332957704347
4,8,86,0.977533295770435
4,8,87,0.977533295770435
4,8,88,0.977533295770435
4,8,89,0.977533295770435
4,8,90,0.977533295770435
4,8,91,0.977533295770435
4,8,92,0.977533295770435
4,8,93,0.977533295770435
4,8,94,0.977533295770435
4,8,95,0.977533295770435
4,8,96,0.977533295770435
4,8,97,0.977533295770435
4,8,98,0.977533295770435
4,8,99,0.977533295770435
4,8,100,0.977533295770435
4,8,101,0.977533295770435
5,8,1,1.0e-9
5,8,2,2.164168734742257e-9
5,8,3,4.683626306869761e-9
5,8,4,1.0136157580428175e-8
5,8,5,2.1936355121394022e-8
5,8,6,4.7473972893285065e-8
5,8,7,1.0274168297535903e-7
5,8,8,2.2235031495647834e-7
5,8,9,4.812034910552961e-7
5,8,10,1.0414050398858098e-6
5,8,11,2.2537738338345796e-6
5,8,12,4.877535649455288e-6
5,8,13,1.055575760711906e-5
5,8,14,2.284419444579272e-5
5,8,15,4.943753854231954e-5
5,8,16,0.00010698577595047932
5,8,17,0.00023150998640342885
5,8,18,0.0005009082842733709
5,8,19,0.0010834959149294097
5,8,20,0.0023422763065325367
5,8,21,0.005056979854785442
5,8,22,0.010887853777048116
5,8,23,0.023303181968772117
5,8,24,0.049251095722887404
5,8,25,0.10140423358824902
5,8,26,0.19823753094413524
5,8,27,0.35296540798400267
5,8,28,0.5457456919681712
5,8,29,0.7188252899025817
5,8,30,0.8328626667468794
5,8,31,0.8942586387700657
5,8,32,0.9241544659611924
5,8,33,0.9380750341209636
5,8,34,0.9444311228859028
5,8,35,0.9473082606165506
5,8,36,0.9486056048373612
5,8,37,0.9491895870089693
5,8,38,0.9494522551533189
5,8,39,0.9495703590099098
5,8,40,0.9496234539140291
5,8,41,0.9496473216421046
5,8,42,0.949658050552137
5,8,43,0.9496628732933633
5,8,44,0.9496650411449369
5,8,45,0.9496660156046358
5,8,46,0.9496664536283879
5,8,47,0.9496666505218012
5,8,48,0.949666739026148
5,8,49,0.9496667788091878
5,8,50,0.9496667966918142
5,8,51,0.9496668047301219
5,8,52,0.9496668083433715
5,8,53,0.9496668099675407
5,8,54,0.9496668106976109
5,8,55,0.9496668110257803
5,8,56,0.9496668111732937
5,8,57,0.9496668112396014
5,8,58,0.9496668112694069
5,8,59,0.9496668112828046
5,8,60,0.9496668112888269
5,8,61,0.9496668112915341
5,8,62,0.949666811292751
5,8,63,0.949666811293298
5,8,64,0.9496668112935439
5,8,65,0.9496668112936544
5,8,66,0.9496668112937042
5,8,67,0.9496668112937265
5,8,68,0.9496668112937364
5,8,69,0.9496668112937409
5,8,70,0.9496668112937432
5,8,71,0.9496668112937439
5,8,72,0.9496668112937441
5,8,73,0.9496668112937443
5,8,74,0.9496668112937444
5,8,75,0.9496668112937446
5,8,76,0.9496668112937448
5,8,77,0.9496668112937448
5,8,78,0.9496668112937448
5,8,79,0.9496668112937448
5,8,80,0.9496668112937448
5,8,81,0.9496668112937448
5,8,82,0.9496668112937448
5,8,83,0.9496668112937448
5,8,84,0.9496668112937448
5,8,85,0.9496668112937448
5,8,86,0.9496668112937448
5,8,87,0.9496668112937448
5,8,88,0.9496668112937448
5,8,89,0.9496668112937448
5,8,90,0.9496668112937448
5,8,91,0.9496668112937448
5,8,92,0.9496668112937448
5,8,93,0.9496668112937448
5,8,94,0.9496668112937448
5,8,95,0.9496668112937448
5,8,96,0.9496668112937448
5,8,97,0.9496668112937448
5,8,98,0.9496668112937448
5,8,99,0.9496668112937448
5,8,100,0.9496668112937448
5,8,101,0.9496668112937448
6,8,1,1.0e-9
6,8,2,2.0069611981229285e-9
6,8,3,4.027893247120671e-9
6,8,4,8.083825435123265e-9
6,8,5,1.6223923877256845e-8
6,8,6,3.256078525682191e-8
6,8,7,6.534823073465718e-8
6,8,8,1.311513558550186e-7
6,8,9,2.632156514501456e-7
6,8,10,5.282634745320226e-7
6,8,11,1.0602037926652173e-6
6,8,12,2.1277858455982035e-6
6,8,13,4.270375456068498e-6
6,8,14,8.570444910298223e-6
6,8,15,1.7200417727023387e-5
6,8,16,3.45200366146036e-5
6,8,17,6.927822174362751e-5
6,8,18,0.0001390300342678547
6,8,19,0.00027899297327415597
6,8,20,0.0005597875006771344
6,8,21,0.0011229059621746529
6,8,22,0.00225135262252436
6,8,23,0.004509234045490566
6,8,24,0.00901322616933613
6,8,25,0.01794321910703821
6,8,26,0.03543579158740713
6,8,27,0.0688959953582869
6,8,28,0.13003089950046326
6,8,29,0.2326177138464944
6,8,30,0.3812180918644462
6,8,31,0.5531942239053507
6,8,32,0.7033632084064978
6,8,33,0.8033126234966481
6,8,34,0.8579839324025971
6,8,35,0.884721350857363
6,8,36,0.8970924532500932
6,8,37,0.9026713024051614
6,8,38,0.9051581830482305
6,8,39,0.9062610580132061
6,8,40,0.9067490413788964
6,8,41,0.9069647386455315
6,8,42,0.9070600380491811
6,8,43,0.9071021349358108
6,8,44,0.9071207288959722
6,8,45,0.9071289414281597
6,8,46,0.9071325686564014
6,8,47,0.907134170681885
6,8,48,0.907134878240649
6,8,49,0.9071351907442113
6,8,50,0.9071353287658405
6,8,51,0.9071353897250326
6,8,52,0.907135416648513
6,8,53,0.9071354285396442
6,8,54,0.9071354337915285
6,8,55,0.9071354361110967
6,8,56,0.907135437135566
6,8,57,0.9071354375880374
6,8,58,0.9071354377878774
6,8,59,0.9071354378761396
6,8,60,0.9071354379151217
6,8,61,0.907135437932339
6,8,62,0.9071354379399432
6,8,63,0.9071354379433015
6,8,64,0.9071354379447849
6,8,65,0.90713543794544
6,8,66,0.9071354379457296
6,8,67,0.9071354379458573
6,8,68,0.9071354379459136
6,8,69,0.9071354379459384
6,8,70,0.9071354379459493
6,8,71,0.9071354379459543
6,8,72,0.9071354379459564
6,8,73,0.9071354379459574
6,8,74,0.9071354379459579
6,8,75,0.9071354379459582
6,8,76,0.9071354379459583
6,8,77,0.9071354379459582
6,8,78,0.9071354379459583
6,8,79,0.9071354379459582
6,8,80,0.9071354379459583
6,8,81,0.9071354379459582
6,8,82,0.9071354379459583
6,8,83,0.9071354379459582
6,8,84,0.9071354379459583
6,8,85,0.9071354379459582
6,8,86,0.9071354379459583
6,8,87,0.9071354379459582
6,8,88,0.9071354379459583
6,8,89,0.9071354379459582
6,8,90,0.9071354379459583
6,8,91,0.9071354379459582
6,8,92,0.9071354379459583
6,8,93,0.9071354379459582
6,8,94,0.9071354379459583
6,8,95,0.9071354379459582
6,8,96,0.9071354379459583
6,8,97,0.9071354379459582
6,8,98,0.9071354379459583
6,8,99,0.9071354379459582
6,8,100,0.9071354379459583
6,8,101,0.9071354379459582
7,8,1,1.0e-9
7,8,2,1.8371869859459725e-9
7,8,3,3.3752560190627724e-9
7,8,4,6.200976420644106e-9
7,8,5,1.1392353132640614e-8
7,8,6,2.092988274012636e-8
7,8,7,3.8452107572861965e-8
7,8,8,7.064370949293971e-8
7,8,9,1.297856964695396e-7
7,8,10,2.3844056788560826e-7
7,8,11,4.380598248137664e-7
7,8,12,8.047975270850506e-7
7,8,13,1.4785625898339919e-6
7,8,14,2.7163927286741826e-6
7,8,15,4.9905105006412585e-6
7,8,16,9.168464252726781e-6
7,8,17,1.6844059350329454e-5
7,8,18,3.0945268570569886e-5
7,8,19,5.685083365044191e-5
7,8,20,0.00010444084931640728
7,8,21,0.0001918612965468609
7,8,22,0.00035243083916070884
7,8,23,0.00064729835484704
7,8,24,0.0011885908941467358
7,8,25,0.0021815831766917194
7,8,26,0.0040009707239249525
7,8,27,0.007326990160088851
7,8,28,0.013382233654116804
7,8,29,0.024323542904599718
7,8,30,0.043825679563893744
7,8,31,0.07774732479608015
7,8,32,0.1342696610027661
7,8,33,0.22183598386420497
7,8,34,0.34260476370704773
7,8,35,0.4833327945203133
7,8,36,0.6160508363227802
7,8,37,0.7165366278689866
7,8,38,0.7798476294270186
7,8,39,0.8150303143089724
7,8,40,0.8331958590675498
7,8,41,0.8422156725608123
7,8,42,0.8466069974134858
7,8,43,0.8487243848960653
7,8,44,0.8497405779009628
7,8,45,0.8502271830507249
7,8,46,0.8504599438151015
7,8,47,0.8505712243428403
7,8,48,0.8506244133181382
7,8,49,0.8506498331658654
7,8,50,0.8506619810273395
7,8,51,0.8506677861986416
7,8,52,0.8506705603149665
7,8,53,0.8506718859733717
7,8,54,0.8506725194598028
7,8,55,0.8506728221806956
7,8,56,0.8506729668402698
7,8,57,0.8506730359679258
7,8,58,0.8506730690015645
7,8,59,0.8506730847871595
7,8,60,0.8506730923305311
7,8,61,0.850673095935239
7,8,62,0.8506730976577994
7,8,63,0.8506730984809496
7,8,64,0.8506730988743038
7,8,65,0.8506730990622736
7,8,66,0.8506730991520977
7,8,67,0.8506730991950213
7,8,68,0.850673099215533
7,8,69,0.8506730992253349
7,8,70,0.8506730992300189
7,8,71,0.8506730992322571
7,8,72,0.8506730992333266
7,8,73,0.8506730992338378
7,8,74,0.8506730992340819
7,8,75,0.8506730992341986
7,8,76,0.8506730992342545
7,8,77,0.850673099234281
7,8,78,0.8506730992342939
7,8,79,0.8506730992343
7,8,80,0.8506730992343027
7,8,81,0.8506730992343041
7,8,82,0.8506730992343048
7,8,83,0.850673099234305
7,8,84,0.8506730992343055
7,8,85,0.8506730992343055
7,8,86,0.8506730992343055
7,8,87,0.8506730992343055
7,8,88,0.8506730992343055
7,8,89,0.8506730992343055
7,8,90,0.8506730992343055
7,8,91,0.8506730992343055
7,8,92,0.8506730992343055
7,8,93,0.8506730992343055
7,8,94,0.8506730992343055
7,8,95,0.8506730992343055
7,8,96,0.8506730992343055
7,8,97,0.8506730992343055
7,8,98,0.8506730992343055
7,8,99,0.8506730992343055
7,8,100,0.8506730992343055
7,8,101,0.8506730992343055
8,8,1,1.0e-9
8,8,2,1.679288446463063e-9
8,8,3,2.8200096850408265e-9
8,8,4,4.735609676778259e-9
8,8,5,7.952454595717145e-9
8,8,6,1.3354465056554177e-8
8,8,7,2.2425998678066307e-8
8,8,8,3.765971989771343e-8
8,8,9,6.324153084685277e-8
8,8,10,1.0620076731379696e-7
8,8,11,1.7834170800546468e-7
8,8,12,2.9948713141771447e-7
8,8,13,5.029251712365116e-7
8,8,14,8.445561233400143e-7
8,8,15,1.4182524762652996e-6
8,8,16,2.3816525597679416e-6
8,8,17,3.999474750565334e-6
8,8,18,6.716252345415371e-6
8,8,19,1.1278470267581938e-5
8,8,20,1.8939650553231957e-5
8,8,21,3.180470132984298e-5
8,8,22,5.340804072823327e-5
8,8,23,8.968404642151861e-5
8,8,24,0.000150595628503984
8,8,25,0.00025286599548375507
8,8,26,0.0004245574046443757
8,8,27,0.0007127357769882975
8,8,28,0.0011962730498198695
8,8,29,0.0020071528118347
8,8,30,0.0033657068697551746
8,8,31,0.0056382745121025465
8,8,32,0.0094298305496612
8,8,33,0.01572801281638339
8,8,34,0.026113954131492485
8,8,35,0.04303537531146253
8,8,36,0.07006530058552701
8,8,37,0.11188878391339732
8,8,38,0.17344620557944526
8,8,39,0.25747622431519157
8,8,40,0.36059354709652336
8,8,41,0.4708652217437007
8,8,42,0.5715920036585013
8,8,43,0.6503032501239431
8,8,44,0.7041869323571409
8,8,45,0.7376604930933663
8,8,46,0.7571760016292334
8,8,47,0.7681268410832571
8,8,48,0.7741386983213405
8,8,49,0.7773992582554029
8,8,50,0.7791559497280444
8,8,51,0.7800990150279551
8,8,52,0.7806043165767058
8,8,53,0.7808747811350742
8,8,54,0.7810194681551377
8,8,55,0.7810968466137
8,8,56,0.7811382219687117
8,8,57,0.7811603440802762
8,8,58,0.7811721715471135
8,8,59,0.7811784948848053
8,8,60,0.7811818754972457
8,8,61,0.7811836828435983
8,8,62,0.7811846490853074
8,8,63,0.7811851656554654
8,8,64,0.7811854418228503
8,8,65,0.781185589466651
8,8,66,0.7811856683995243
8,8,67,0.7811857105983668
8,8,68,0.7811857331585762
8,8,69,0.7811857452196425
8,8,70,0.7811857516676903
8,8,71,0.7811857551149246
8,8,72,0.781185756957874
8,8,73,0.7811857579431454
8,8,74,0.7811857584698879
8,8,75,0.7811857587514934
8,8,76,0.7811857589020443
8,8,77,0.7811857589825314
8,8,78,0.7811857590255611
8,8,79,0.7811857590485657
8,8,80,0.7811857590608642
8,8,81,0.7811857590674394
8,8,82,0.7811857590709544
8,8,83,0.7811857590728333
8,8,84,0.7811857590738384
8,8,85,0.7811857590743756
8,8,86,0.7811857590746627
8,8,87,0.7811857590748161
8,8,88,0.7811857590748981
8,8,89,0.7811857590749418
8,8,90,0.7811857590749653
8,8,91,0.781185759074978
8,8,92,0.7811857590749848
8,8,93,0.7811857590749883
8,8,94,0.7811857590749902
8,8,95,0.7811857590749911
8,8,96,0.7811857590749918
8,8,97,0.7811857590749922
8,8,98,0.7811857590749924
8,8,99,0.7811857590749924
8,8,100,0.7811857590749924
8,8,101,0.7811857590749924
9,8,1,1.0e-9
9,8,2,1.5391773577467216e-9
9,8,3,2.3690669377619255e-9
9,8,4,3.6464141863133824e-9
9,8,5,5.6124781427927376e-9
9,8,6,8.638599252086412e-9
9,8,7,1.3296336304806803e-8
9,8,8,2.046541961619914e-8
9,8,9,3.149991008765367e-8
9,8,10,4.848394740754021e-8
9,8,11,7.46253917384412e-8
9,8,12,1.1486170772705296e-7
9,8,13,1.767925265953543e-7
9,8,14,2.7211502256216663e-7
9,8,15,4.1883320691193524e-7
9,8,16,6.446584119839793e-7
9,8,17,9.922432120822675e-7
9,8,18,1.5272372919416627e-6
9,8,19,2.3506867052302296e-6
9,8,20,3.618118172770525e-6
9,8,21,5.568912350052663e-6
9,8,22,8.571512476619172e-6
9,8,23,1.3193003722779338e-5
9,8,24,2.0306196814307746e-5
9,8,25,3.125442188228626e-5
9,8,26,4.810511184418906e-5
9,8,27,7.403996159637349e-5
9,8,28,0.00011395509549521914
9,8,29,0.00017538398677451468
9,8,30,0.0002699159939633123
9,8,31,0.0004153750052592142
9,8,32,0.0006391615561131514
9,8,33,0.0009833704541266867
9,8,34,0.0015126051540209008
9,8,35,0.0023258579604876007
9,8,36,0.003574448842248445
9,8,37,0.005488823701239285
9,8,38,0.008417909143230276
9,8,39,0.012885320825076202
9,8,40,0.019665953320344546
9,8,41,0.029881810630744833
9,8,42,0.045102223453270106
9,8,43,0.06740240225045768
9,8,44,0.09927751619426142
9,8,45,0.14323757221495684
9,8,46,0.20089471307302598
9,8,47,0.2715764164996203
9,8,48,0.3511048706866524
9,8,49,0.43199779693963275
9,8,50,0.5058282797152676
9,8,51,0.5664981688856419
9,8,52,0.6119953991824703
9,8,53,0.6437365390774282
9,8,54,0.6647477580715406
9,8,55,0.6781667765911406
9,8,56,0.6865391190825139
9,8,57,0.69168618005022
9,8,58,0.6948215949248239
9,8,59,0.6967209035163064
9,8,60,0.6978675146703197
9,8,61,0.6985582976616485
9,8,62,0.698973947081793
9,8,63,0.6992238593696471
9,8,64,0.6993740533344139
9,8,65,0.6994642934813923
9,8,66,0.6995185031138539
9,8,67,0.699551065085237
9,8,68,0.6995706228592327
9,8,69,0.6995823694771539
9,8,70,0.699589424477913
9,8,71,0.6995936616466834
9,8,72,0.6995962064319566
9,8,73,0.6995977347879712
9,8,74,0.6995986526908273
9,8,75,0.6995992039656946
9,8,76,0.6995995350504876
9,8,77,0.6995997338933538
9,8,78,0.6995998533143364
9,8,79,0.6995999250361352
9,8,80,0.6995999681107743
9,8,81,0.6995999939805158
9,8,82,0.6996000095173494
9,8,83,0.699600018848451
9,8,84,0.6996000244525182
9,8,85,0.6996000278182051
9,8,86,0.699600029839567
9,8,87,0.6996000310535553
9,8,88,0.6996000317826516
9,8,89,0.6996000322205317
9,8,90,0.6996000324835134
9,8,91,0.6996000326414549
9,8,92,0.6996000327363114
9,8,93,0.6996000327932801
9,8,94,0.6996000328274945
9,8,95,0.6996000328480427
9,8,96,0.6996000328603837
9,8,97,0.6996000328677955
9,8,98,0.6996000328722468
9,8,99,0.6996000328749205
9,8,100,0.6996000328765262
9,8,101,0.6996000328774904
10,8,1,1.0e-9
10,8,2,1.4167393279671577e-9
10,8,3,2.007150322906108e-9
10,8,4,2.8436087978817976e-9
10,8,5,4.028652412848686e-9
10,8,6,5.707550301603327e-9
10,8,7,8.086110955754319e-9
10,8,8,1.1455911352534512e-8
10,8,9,1.6230040048849704e-8
10,8,10,2.299373582121626e-8
10,8,11,3.257612940419806e-8
10,8,12,4.615188280402383e-8
10,8,13,6.538518565385093e-8
10,8,14,9.263376039767473e-8
10,8,15,1.3123788422523207e-7
10,8,16,1.8592985734755917e-7
10,8,17,2.6341411187052264e-7
10,8,18,3.731890729715378e-7
10,8,19,5.287115181792125e-7
10,8,20,7.490461633862337e-7
10,8,21,1.0612026810330984e-6
10,8,22,1.5034466151785955e-6
10,8,23,2.129990023871627e-6
10,8,24,3.017636773794122e-6
10,8,25,4.27519694389175e-6
10,8,26,6.056824086215765e-6
10,8,27,8.580909654298939e-6
10,8,28,1.2156849488690878e-5
10,8,29,1.722296094713739e-5
10,8,30,2.440019356085246e-5
10,8,31,3.456820691097061e-5
10,8,32,4.897312079140822e-5
10,8,33,6.938010416833881e-5
10,8,34,9.828942365917464e-5
10,8,35,0.00013924226646436154
10,8,36,0.0001972534872339895
10,8,37,0.0002794236455205944
10,8,38,0.000395803993713101
10,8,39,0.0005606177109562592
10,8,40,0.0007939816024156626
10,8,41,0.0011243283425624465
10,8,42,0.001591804261594724
10,8,43,0.0022530154524467447
10,8,44,0.0031876169984576706
10,8,45,0.004507380670393386
10,8,46,0.006368512915005969
10,8,47,0.00898806876101288
10,8,48,0.012665188897201788
10,8,49,0.017807317992179404
10,8,50,0.02496007165009617
10,8,51,0.03483624526097177
10,8,52,0.04833358891181442
10,8,53,0.0665216287980474
10,8,54,0.09056599704281271
10,8,55,0.12155051309416705
10,8,56,0.16016797967493515
10,8,57,0.20630373251110481
10,8,58,0.25864228193731575
10,8,59,0.3145390211938975
10,8,60,0.3703858699297108
10,8,61,0.4224549315984333
10,8,62,0.46785265042944935
10,8,63,0.5050994074650085
10,8,64,0.5341194836461401
10,8,65,0.55581049069796
10,8,66,0.5715158769198571
10,8,67,0.5826236005237977
10,8,68,0.590348463965522
10,8,69,0.5956575616878481
10,8,70,0.5992766212385048
10,8,71,0.601729835654961
10,8,72,0.6033864406336192
10,8,73,0.6045022278036575
10,8,74,0.6052524458685039
10,8,75,0.6057562766102834
10,8,76,0.6060943723725152
10,8,77,0.6063211316836756
10,8,78,0.6064731641875489
10,8,79,0.6065750712866622
10,8,80,0.6066433685276337
10,8,81,0.6066891358443789
10,8,82,0.6067198032210845
10,8,83,0.6067403515710833
10,8,84,0.6067541193318238
10,8,85,0.6067633437780804
10,8,86,0.6067695240990136
10,8,87,0.6067736648350746
10,8,88,0.6067764390573455
10,8,89,0.6067782977306995
10,8,90,0.6067795430009939
10,8,91,0.6067803773030936
10,8,92,0.6067809362653429
10,8,93,0.6067813107562176
10,8,94,0.6067815616556884
10,8,95,0.6067817297519604
10,8,96,0.6067818423721627
10,8,97,0.6067819178248042
10,8,98,0.6067819683761291
10,8,99,0.606782002244211
10,8,100,0.6067820249349499
10,8,101,0.6067820401371575
11,8,1,1.0e-9
11,8,2,1.3100716279588847e-9
11,8,3,1.7162876700879231e-9
11,8,4,2.248459781105328e-9
11,8,5,2.945643363794772e-9
11,8,6,3.859003792832069e-9
11,8,7,5.055571373165136e-9
11,8,8,6.623160604219453e-9
11,8,9,8.676814767964469e-9
11,8,10,1.1367248800205889e-8
11,8,11,1.4891910055542584e-8
11,8,12,1.950946869968956e-8
11,8,13,2.5558801157850053e-8
11,8,14,3.34838597858377e-8
11,8,15,4.386625391032205e-8
11,8,16,5.746793330759979e-8
11,8,17,7.528710658778651e-8
11,8,18,9.8631498231369e-8
11,8,19,1.2921432046496572e-7
11,8,20,1.6928000313943756e-7
11,8,21,2.2176890861266946e-7
11,8,22,2.9053311959223557e-7
11,8,23,3.806191358899787e-7
11,8,24,4.986382260880221e-7
11,8,25,6.532516124634951e-7
11,8,26,8.558060940704365e-7
11,8,27,1.1211667517735411e-6
11,8,28,1.4688078399333102e-6
11,8,29,1.9242419128217356e-6
11,8,30,2.5208920485578705e-6
11,8,31,3.3025445381543744e-6
11,8,32,4.326561983597396e-6
11,8,33,5.66809251441947e-6
11,8,34,7.425583867609614e-6
11,8,35,9.72800672045485e-6
11,8,36,1.2744316904166454e-5
11,8,37,1.669585008875286e-5
11,8,38,2.18725571462063e-5
11,8,39,2.8654269242759205e-5
11,8,40,3.753854908821666e-5
11,8,41,4.9177165120504625e-5
11,8,42,6.44238530834198e-5
11,8,43,8.439684899396816e-5
11,8,44,0.00011056074640409043
11,8,45,0.00014483362307154174
11,8,46,0.00018972719210308468
11,8,47,0.000248530079900526
11,8,48,0.0003255473674111668
11,8,49,0.0004264134361480962
11,8,50,0.0005585001565253479
11,8,51,0.0007314487968791587
11,8,52,0.0009578619900299807
11,8,53,0.0012542019276352264
11,8,54,0.0016419528293913558
11,8,55,0.0021491195938550785
11,8,56,0.00281214983592994
11,8,57,0.0036783817805448463
11,8,58,0.004809132566110469
11,8,59,0.006283544388237154
11,8,60,0.008203288818803273
11,8,61,0.010698174384540952
11,8,62,0.01393258001325536
11,8,63,0.018112403706262614
11,8,64,0.023491812217201428
11,8,65,0.030378433882449655
11,8,66,0.039134696987035145
11,8,67,0.05017179709431699
11,8,68,0.06393148411017696
11,8,69,0.08085006358868523
11,8,70,0.10129981494856519
11,8,71,0.12550704430832169
11,8,72,0.15345463970257603
11,8,73,0.1847898604328453
11,8,74,0.2187706339091614
11,8,75,0.2542865682124491
11,8,76,0.28997463936338463
11,8,77,0.3244140280776109
11,8,78,0.35634635785428653
11,8,79,0.38485190315349943
11,8,80,0.4094320873615389
11,8,81,0.4299909087345545
11,8,82,0.4467453603905084
11,8,83,0.46010895405435115
11,8,84,0.4705843295687343
11,8,85,0.4786834410459709
11,8,86,0.48487847653924177
11,8,87,0.4895780805688196
11,8,88,0.4931208453549794
11,8,89,0.4957788305741327
11,8,90,0.49776586144222446
11,8,91,0.4992473190960611
11,8,92,0.5003496247727669
11,8,93,0.5011685897831906
11,8,94,0.5017763687380945
11,8,95,0.5022270476946887
11,8,96,0.5025610294887695
11,8,97,0.5028084188552733
11,8,98,0.502991605198654
11,8,99,0.503127216817683
11,8,100,0.5032275906609004
11,8,101,0.5033018728803704
12,8,1,1.0e-9
12,8,2,1.216942751598812e-9
12,8,3,1.4809496605037452e-9
12,8,4,1.8022309543872406e-9
12,8,5,2.1932118957442164e-9
12,8,6,2.669013317609316e-9
12,8,7,3.248036407999018e-9
12,8,8,3.95267435907627e-9
12,8,9,4.810178403408246e-9
12,8,10,5.8537117304610085e-9
12,8,11,7.123632042561826e-9
12,8,12,8.669052351967119e-9
12,8,13,1.0549740381372177e-8
12,8,14,1.2838430025343496e-8
12,8,15,1.5623634266183764e-8
12,8,16,1.9013068330954356e-8
