S,D,gen,compositionality
17,128,88,0.999999673512996
17,128,89,0.999999673512996
17,128,90,0.999999673512996
17,128,91,0.999999673512996
17,128,92,0.999999673512996
17,128,93,0.999999673512996
17,128,94,0.999999673512996
17,128,95,0.999999673512996
17,128,96,0.999999673512996
17,128,97,0.999999673512996
17,128,98,0.999999673512996
17,128,99,0.999999673512996
17,128,100,0.999999673512996
17,128,101,0.999999673512996
18,128,1,1.0e-9
18,128,2,9.337638161675987e-9
18,128,3,8.71914817220788e-8
18,128,4,8.141620518401837e-7
18,128,5,7.602310539122474e-6
18,128,6,7.098412441373249e-5
18,128,7,0.0006625189269047069
18,128,8,0.006159849811430412
18,128,9,0.055281258296476135
18,128,10,0.36917723571767963
18,128,11,0.7750087898381363
18,128,12,0.9149096404343136
18,128,13,0.966936943186273
18,128,14,0.9870216047384887
18,128,15,0.9948852155640958
18,128,16,0.9979808915601441
18,128,17,0.9992021877309903
18,128,18,0.9996844171091538
18,128,19,0.9998748891485605
18,128,20,0.9999501321339298
18,128,21,0.9999798572395702
18,128,22,0.9999916005278855
18,128,23,0.9999962399038461
18,128,24,0.9999980727702278
18,128,25,0.9999987968769738
18,128,26,0.9999990829484778
18,128,27,0.9999991959662371
18,128,28,0.9999992406159651
18,128,29,0.9999992582556554
18,128,30,0.9999992652245371
18,128,31,0.9999992679777208
18,128,32,0.9999992690654164
18,128,33,0.9999992694951305
18,128,34,0.9999992696648967
18,128,35,0.9999992697319662
18,128,36,0.9999992697584631
18,128,37,0.9999992697689314
18,128,38,0.9999992697730669
18,128,39,0.9999992697747013
18,128,40,0.9999992697753469
18,128,41,0.9999992697756018
18,128,42,0.9999992697757025
18,128,43,0.9999992697757423
18,128,44,0.9999992697757578
18,128,45,0.9999992697757641
18,128,46,0.9999992697757667
18,128,47,0.9999992697757676
18,128,48,0.999999269775768
18,128,49,0.9999992697757681
18,128,50,0.9999992697757683
18,128,51,0.9999992697757684
18,128,52,0.9999992697757683
18,128,53,0.9999992697757684
18,128,54,0.9999992697757683
18,128,55,0.9999992697757684
18,128,56,0.9999992697757683
18,128,57,0.9999992697757684
18,128,58,0.9999992697757683
18,128,59,0.9999992697757684
18,128,60,0.9999992697757683
18,128,61,0.9999992697757684
18,128,62,0.9999992697757683
18,128,63,0.9999992697757684
18,128,64,0.9999992697757683
18,128,65,0.9999992697757684
18,128,66,0.9999992697757683
18,128,67,0.9999992697757684
18,128,68,0.9999992697757683
18,128,69,0.9999992697757684
18,128,70,0.9999992697757683
18,128,71,0.9999992697757684
18,128,72,0.9999992697757683
18,128,73,0.9999992697757684
18,128,74,0.9999992697757683
18,128,75,0.9999992697757684
18,128,76,0.9999992697757683
18,128,77,0.9999992697757684
18,128,78,0.9999992697757683
18,128,79,0.9999992697757684
18,128,80,0.9999992697757683
18,128,81,0.9999992697757684
18,128,82,0.9999992697757683
18,128,83,0.9999992697757684
18,128,84,0.9999992697757683
18,128,85,0.9999992697757684
18,128,86,0.9999992697757683
18,128,87,0.9999992697757684
18,128,88,0.9999992697757683
18,128,89,0.9999992697757684
18,128,90,0.9999992697757683
18,128,91,0.9999992697757684
18,128,92,0.9999992697757683
18,128,93,0.9999992697757684
18,128,94,0.9999992697757683
18,128,95,0.9999992697757684
18,128,96,0.9999992697757683
18,128,97,0.9999992697757684
18,128,98,0.9999992697757683
18,128,99,0.9999992697757684
18,128,100,0.9999992697757683
18,128,101,0.9999992697757684
19,128,1,1.0e-9
19,128,2,9.223748326450397e-9
19,128,3,8.507752887029117e-8
19,128,4,7.847333072106034e-7
19,128,5,7.23814750751881e-6
19,128,6,6.675986813008867e-5
19,128,7,0.0006155225051020245
19,128,8,0.005655906227464399
19,128,9,0.05038961501262829
19,128,10,0.3465416440699996
19,128,11,0.7853424123735626
19,128,12,0.9266721871196127
19,128,13,0.9743298705175562
19,128,14,0.9909376984520937
19,128,15,0.996790782021742
19,128,16,0.9988617275050681
19,128,17,0.9995954922602021
19,128,18,0.9998556033853612
19,128,19,0.9999478258678691
19,128,20,0.9999805254017342
19,128,21,0.999992120003659
19,128,22,0.9999962312500178
19,128,23,0.9999976890312635
19,128,24,0.9999982059373433
19,128,25,0.9999983892240949
19,128,26,0.9999984542146965
19,128,27,0.9999984772593441
19,128,28,0.9999984854306142
19,128,29,0.999998488328018
19,128,30,0.999998489355392
19,128,31,0.999998489719683
19,128,32,0.9999984898488544
19,128,33,0.9999984898946565
19,128,34,0.9999984899108973
19,128,35,0.9999984899166564
19,128,36,0.9999984899186984
19,128,37,0.999998489919423
19,128,38,0.9999984899196797
19,128,39,0.9999984899197706
19,128,40,0.9999984899198028
19,128,41,0.9999984899198143
19,128,42,0.9999984899198183
19,128,43,0.9999984899198199
19,128,44,0.9999984899198204
19,128,45,0.9999984899198205
19,128,46,0.9999984899198205
19,128,47,0.9999984899198205
19,128,48,0.9999984899198205
19,128,49,0.9999984899198205
19,128,50,0.9999984899198205
19,128,51,0.9999984899198205
19,128,52,0.9999984899198205
19,128,53,0.9999984899198205
19,128,54,0.9999984899198205
19,128,55,0.9999984899198205
19,128,56,0.9999984899198205
19,128,57,0.9999984899198205
19,128,58,0.9999984899198205
19,128,59,0.9999984899198205
19,128,60,0.9999984899198205
19,128,61,0.9999984899198205
19,128,62,0.9999984899198205
19,128,63,0.9999984899198205
19,128,64,0.9999984899198205
19,128,65,0.9999984899198205
19,128,66,0.9999984899198205
19,128,67,0.9999984899198205
19,128,68,0.9999984899198205
19,128,69,0.9999984899198205
19,128,70,0.9999984899198205
19,128,71,0.9999984899198205
19,128,72,0.9999984899198205
19,128,73,0.9999984899198205
19,128,74,0.9999984899198205
19,128,75,0.9999984899198205
19,128,76,0.9999984899198205
19,128,77,0.9999984899198205
19,128,78,0.9999984899198205
19,128,79,0.9999984899198205
19,128,80,0.9999984899198205
19,128,81,0.9999984899198205
19,128,82,0.9999984899198205
19,128,83,0.9999984899198205
19,128,84,0.9999984899198205
19,128,85,0.9999984899198205
19,128,86,0.9999984899198205
19,128,87,0.9999984899198205
19,128,88,0.9999984899198205
19,128,89,0.9999984899198205
19,128,90,0.9999984899198205
19,128,91,0.9999984899198205
19,128,92,0.9999984899198205
19,128,93,0.9999984899198205
19,128,94,0.9999984899198205
19,128,95,0.9999984899198205
19,128,96,0.9999984899198205
19,128,97,0.9999984899198205
19,128,98,0.9999984899198205
19,128,99,0.9999984899198205
19,128,100,0.9999984899198205
19,128,101,0.9999984899198205
20,128,1,1.0e-9
20,128,2,9.081413200749209e-9
20,128,3,8.247206179813e-8
20,128,4,7.489625113948024e-7
20,128,5,6.801608081103602e-6
20,128,6,6.176573996188087e-5
20,128,7,0.0005607162500546258
20,128,8,0.005075320771707634
20,128,9,0.04474117934642289
20,128,10,0.31613323610467975
20,128,11,0.7887992406842368
20,128,12,0.9345992183292675
20,128,13,0.9792827790693838
20,128,14,0.9933896252482594
20,128,15,0.997884731092829
20,128,16,0.9993213012484998
20,128,17,0.9997808389492572
20,128,18,0.9999278824047398
20,128,19,0.9999749380704408
20,128,20,0.9999899969090001
20,128,21,0.9999948161128822
20,128,22,0.9999963583831569
20,128,23,0.9999968519501553
20,128,24,0.9999970099046099
20,128,25,0.9999970604542063
20,128,26,0.9999970766314117
20,128,27,0.9999970818085453
20,128,28,0.9999970834653646
20,128,29,0.9999970839955901
20,128,30,0.9999970841652763
20,128,31,0.9999970842195811
20,128,32,0.9999970842369593
20,128,33,0.9999970842425215
20,128,34,0.9999970842443012
20,128,35,0.999997084244871
20,128,36,0.9999970842450531
20,128,37,0.9999970842451114
20,128,38,0.9999970842451301
20,128,39,0.9999970842451359
20,128,40,0.9999970842451378
20,128,41,0.9999970842451383
20,128,42,0.9999970842451386
20,128,43,0.9999970842451386
20,128,44,0.9999970842451386
20,128,45,0.9999970842451386
20,128,46,0.9999970842451386
20,128,47,0.9999970842451386
20,128,48,0.9999970842451386
20,128,49,0.9999970842451386
20,128,50,0.9999970842451386
20,128,51,0.9999970842451386
20,128,52,0.9999970842451386
20,128,53,0.9999970842451386
20,128,54,0.9999970842451386
20,128,55,0.9999970842451386
20,128,56,0.9999970842451386
20,128,57,0.9999970842451386
20,128,58,0.9999970842451386
20,128,59,0.9999970842451386
20,128,60,0.9999970842451386
20,128,61,0.9999970842451386
20,128,62,0.9999970842451386
20,128,63,0.9999970842451386
20,128,64,0.9999970842451386
20,128,65,0.9999970842451386
20,128,66,0.9999970842451386
20,128,67,0.9999970842451386
20,128,68,0.9999970842451386
20,128,69,0.9999970842451386
20,128,70,0.9999970842451386
20,128,71,0.9999970842451386
20,128,72,0.9999970842451386
20,128,73,0.9999970842451386
20,128,74,0.9999970842451386
20,128,75,0.9999970842451386
20,128,76,0.9999970842451386
20,128,77,0.9999970842451386
20,128,78,0.9999970842451386
20,128,79,0.9999970842451386
20,128,80,0.9999970842451386
20,128,81,0.9999970842451386
20,128,82,0.9999970842451386
20,128,83,0.9999970842451386
20,128,84,0.9999970842451386
20,128,85,0.9999970842451386
20,128,86,0.9999970842451386
20,128,87,0.9999970842451386
20,128,88,0.9999970842451386
20,128,89,0.9999970842451386
20,128,90,0.9999970842451386
20,128,91,0.9999970842451386
20,128,92,0.9999970842451386
20,128,93,0.9999970842451386
20,128,94,0.9999970842451386
20,128,95,0.9999970842451386
20,128,96,0.9999970842451386
20,128,97,0.9999970842451386
20,128,98,0.9999970842451386
20,128,99,0.9999970842451386
20,128,100,0.9999970842451386
20,128,101,0.9999970842451386
2,256,1,1.0e-9
2,256,2,0.0
2,256,3,0.0
2,256,4,0.0
2,256,5,0.0
2,256,6,0.0
2,256,7,0.0
2,256,8,0.0
2,256,9,0.0
2,256,10,0.0
2,256,11,0.0
2,256,12,0.0
2,256,13,0.0
2,256,14,0.0
2,256,15,0.0
2,256,16,0.0
2,256,17,0.0
2,256,18,0.0
2,256,19,0.0
2,256,20,0.0
2,256,21,0.0
2,256,22,0.0
2,256,23,0.0
2,256,24,0.0
2,256,25,0.0
2,256,26,0.0
2,256,27,0.0
2,256,28,0.0
2,256,29,0.0
2,256,30,0.0
2,256,31,0.0
2,256,32,0.0
2,256,33,0.0
2,256,34,0.0
2,256,35,0.0
2,256,36,0.0
2,256,37,0.0
2,256,38,0.0
2,256,39,0.0
2,256,40,0.0
2,256,41,0.0
2,256,42,0.0
2,256,43,0.0
2,256,44,0.0
2,256,45,0.0
2,256,46,0.0
2,256,47,0.0
2,256,48,0.0
2,256,49,0.0
2,256,50,0.0
2,256,51,0.0
2,256,52,0.0
2,256,53,0.0
2,256,54,0.0
2,256,55,0.0
2,256,56,0.0
2,256,57,0.0
2,256,58,0.0
2,256,59,0.0
2,256,60,0.0
2,256,61,0.0
2,256,62,0.0
2,256,63,0.0
2,256,64,0.0
2,256,65,0.0
2,256,66,0.0
2,256,67,0.0
2,256,68,0.0
2,256,69,0.0
2,256,70,0.0
2,256,71,0.0
2,256,72,0.0
2,256,73,0.0
2,256,74,0.0
2,256,75,0.0
2,256,76,0.0
2,256,77,0.0
2,256,78,0.0
2,256,79,0.0
2,256,80,0.0
2,256,81,0.0
2,256,82,0.0
2,256,83,0.0
2,256,84,0.0
2,256,85,0.0
2,256,86,0.0
2,256,87,0.0
2,256,88,0.0
2,256,89,0.0
2,256,90,0.0
2,256,91,0.0
2,256,92,0.0
2,256,93,0.0
2,256,94,0.0
2,256,95,0.0
2,256,96,0.0
2,256,97,0.0
2,256,98,0.0
2,256,99,0.0
2,256,100,0.0
2,256,101,0.0
3,256,1,1.0e-9
3,256,2,1.2852927984167981e-20
3,256,3,1.6519776565538254e-31
3,256,4,2.1232750865130744e-42
3,256,5,2.729030308080468e-53
3,256,6,3.50760316914589e-64
3,256,7,4.508297308305002e-75
3,256,8,5.794482340207128e-86
3,256,9,7.447606778088898e-97
3,256,10,9.572355814454513e-108
3,256,11,1.2303280579756113e-118
3,256,12,1.5813318681241916e-129
3,256,13,2.0324745590697685e-140
3,256,14,2.6123250384918075e-151
3,256,15,3.357602719442929e-162
3,256,16,4.315502801335612e-173
3,256,17,5.546684936991415e-184
3,256,18,7.129114545059669e-195
3,256,19,9.163000021441457e-206
3,256,20,1.1777138501880166e-216
3,256,21,1.5137072025309108e-227
3,256,22,1.945557059236442e-238
3,256,23,2.5006105965644676e-249
3,256,24,3.2140169448973086e-260
3,256,25,4.1309530305434416e-271
3,256,26,5.309484434314731e-282
3,256,27,6.824242432628635e-293
3,256,28,8.771150072182066e-304
3,256,29,1.127349656e-314
3,256,30,0.0
3,256,31,0.0
3,256,32,0.0
3,256,33,0.0
3,256,34,0.0
3,256,35,0.0
3,256,36,0.0
3,256,37,0.0
3,256,38,0.0
3,256,39,0.0
3,256,40,0.0
3,256,41,0.0
3,256,42,0.0
3,256,43,0.0
3,256,44,0.0
3,256,45,0.0
3,256,46,0.0
3,256,47,0.0
3,256,48,0.0
3,256,49,0.0
3,256,50,0.0
3,256,51,0.0
3,256,52,0.0
3,256,53,0.0
3,256,54,0.0
3,256,55,0.0
3,256,56,0.0
3,256,57,0.0
3,256,58,0.0
3,256,59,0.0
3,256,60,0.0
3,256,61,0.0
3,256,62,0.0
3,256,63,0.0
3,256,64,0.0
3,256,65,0.0
3,256,66,0.0
3,256,67,0.0
3,256,68,0.0
3,256,69,0.0
3,256,70,0.0
3,256,71,0.0
3,256,72,0.0
3,256,73,0.0
3,256,74,0.0
3,256,75,0.0
3,256,76,0.0
3,256,77,0.0
3,256,78,0.0
3,256,79,0.0
3,256,80,0.0
3,256,81,0.0
3,256,82,0.0
3,256,83,0.0
3,256,84,0.0
3,256,85,0.0
3,256,86,0.0
3,256,87,0.0
3,256,88,0.0
3,256,89,0.0
3,256,90,0.0
3,256,91,0.0
3,256,92,0.0
3,256,93,0.0
3,256,94,0.0
3,256,95,0.0
3,256,96,0.0
3,256,97,0.0
3,256,98,0.0
3,256,99,0.0
3,256,100,0.0
3,256,101,0.0
4,256,1,1.0e-9
4,256,2,7.977989973759527e-15
4,256,3,6.36483267264398e-20
4,256,4,5.077857340510007e-25
4,256,5,4.051109667249151e-30
4,256,6,3.231971368150175e-35
4,256,7,2.5784636266426905e-40
4,256,8,2.0570957835324647e-45
4,256,9,1.641149023357328e-50
4,256,10,1.3093071010245472e-55
4,256,11,1.0445639368485627e-60
4,256,12,8.333520969303223e-66
4,256,13,6.648474956481751e-71
4,256,14,5.304146879786496e-76
4,256,15,4.231643242473278e-81
4,256,16,3.376000879577931e-86
4,256,17,2.693370231335834e-91
4,256,18,2.1487681614446047e-96
4,256,19,1.7142851576509882e-101
4,256,20,1.36765503811577e-106
4,256,21,1.0911138645372669e-111
4,256,22,8.704895841466369e-117
4,256,23,6.944757469736334e-122
4,256,24,5.5405207818469196e-127
4,256,25,4.4202221125575257e-132
4,256,26,3.526448919451476e-137
4,256,27,2.8133975318052845e-142
4,256,28,2.244525825486576e-147
4,256,29,1.790680529261539e-152
4,256,30,1.4286031915811268e-157
4,256,31,1.1397382423303801e-162
4,256,32,9.092820656466925e-168
4,256,33,7.254243511353988e-173
4,256,34,5.787428446044911e-178
4,256,35,4.617204807870886e-183
4,256,36,3.683601522951873e-188
4,256,37,2.9387737266414096e-193
4,256,38,2.3445508322727104e-198
4,256,39,1.8704803827795337e-203
4,256,40,1.492267437414261e-208
4,256,41,1.1905295159833798e-213
4,256,42,9.498032945646554e-219
4,256,43,7.577521483125223e-224
4,256,44,6.045339298759288e-229
4,256,45,4.82296583632391e-234
4,256,46,3.847757472127586e-239
4,256,47,3.069737183873213e-244
4,256,48,2.4490333515857775e-249
4,256,49,1.953836435473555e-254
4,256,50,1.5587688155051652e-259
4,256,51,1.2435842510033192e-264
4,256,52,9.921303107685642e-270
4,256,53,7.915206008371206e-275
4,256,54,6.314743685879607e-280
4,256,55,5.0378963953917445e-285
4,256,56,4.019228863944901e-290
4,256,57,3.2065368941577204e-295
4,256,58,2.5581720279304785e-300
4,256,59,2.0409071657368066e-305
4,256,60,1.62823375976223e-310
4,256,61,1.299003315e-315
4,256,62,1.0365e-320
4,256,63,0.0
4,256,64,0.0
4,256,65,0.0
4,256,66,0.0
4,256,67,0.0
4,256,68,0.0
4,256,69,0.0
4,256,70,0.0
4,256,71,0.0
4,256,72,0.0
4,256,73,0.0
4,256,74,0.0
4,256,75,0.0
4,256,76,0.0
4,256,77,0.0
4,256,78,0.0
4,256,79,0.0
4,256,80,0.0
4,256,81,0.0
4,256,82,0.0
4,256,83,0.0
4,256,84,0.0
4,256,85,0.0
4,256,86,0.0
4,256,87,0.0
4,256,88,0.0
4,256,89,0.0
4,256,90,0.0
4,256,91,0.0
4,256,92,0.0
4,256,93,0.0
4,256,94,0.0
4,256,95,0.0
4,256,96,0.0
4,256,97,0.0
4,256,98,0.0
4,256,99,0.0
4,256,100,0.0
4,256,101,0.0
5,256,1,1.0e-9
5,256,2,2.777837746608182e-12
5,256,3,7.716382832637084e-15
5,256,4,2.1434860296881264e-17
5,256,5,5.954256624018875e-20
5,256,6,1.6539959418271128e-22
5,256,7,4.594532530803259e-25
5,256,8,1.2762866366703537e-27
5,256,9,3.54531732667598e-30
5,256,10,9.84831665997884e-33
5,256,11,2.735702677597873e-35
5,256,12,7.599338443928803e-38
5,256,13,2.110972996381409e-40
5,256,14,5.863940689484117e-43
5,256,15,1.6289076396870533e-45
5,256,16,4.524841295528648e-48
5,256,17,1.2569275415550808e-50
5,256,18,3.4915408995247864e-53
5,256,19,9.698934465205312e-56
5,256,20,2.6942067261234338e-58
5,256,21,7.484069419305225e-61
5,256,22,2.0789531304292615e-63
5,256,23,5.774994693893149e-66
5,256,24,1.6041998843719869e-68
5,256,25,4.456207157628103e-71
5,256,26,1.2378620909494625e-73
5,256,27,3.43858016920688e-76
5,256,28,9.551818143969272e-79
5,256,29,2.6533401975765116e-81
5,256,30,7.370548829512987e-84
5,256,31,2.047418951322345e-86
5,256,32,5.6873978576041466e-89
5,256,33,1.5798669036344e-91
5,256,34,4.388614082734129e-94
5,256,35,1.219085830766241e-96
5,256,36,3.386422762990189e-99
5,256,37,9.40693332682747e-102
5,256,38,2.613093544683148e-104
5,256,39,7.258750153773652e-107
5,256,40,2.0163630920185025e-109
5,256,41,5.601129716168485e-112
5,256,42,1.5559030127823162e-114
5,256,43,4.3220462796942455e-117
5,256,44,1.200594374479362e-119
5,256,45,3.3350564958167487e-122
5,256,46,9.264246165665076e-125
5,256,47,2.5734573649859987e-127
5,256,48,7.148647273585524e-130
5,256,49,1.985778297221558e-132
5,256,50,5.516170115550147e-135
5,256,51,1.532302613351282e-137
5,256,52,4.256488196881868e-140
5,256,53,1.182383402098992e-142
5,256,54,3.2844693674549074e-145
5,256,55,9.123723325783342e-148
5,256,56,2.5344223986459786e-150
5,256,57,7.040214466616286e-153
5,256,58,1.955657421684454e-155
5,256,59,5.4324992074107776e-158
5,256,60,1.5090601917947013e-160
5,256,61,4.191924518558454e-163
5,256,62,1.1644486591613783e-165
5,256,63,3.2346495596944135e-168
5,256,64,8.985331978111045e-171
5,256,65,2.495979526279574e-173
5,256,66,6.933426400697662e-176
5,256,67,1.92599342854172e-178
5,256,68,5.350097444479446e-181
5,256,69,1.4861703181977122e-183
5,256,70,4.128340161301101e-186
5,256,71,1.1467859557362164e-188
5,256,72,3.185585433588279e-191
5,256,73,8.84903979154071e-194
5,256,74,2.4581197668293784e-196
5,256,75,6.828258127908455e-199
5,256,76,1.896779387665377e-201
5,256,77,5.268945575984348e-204
5,256,78,1.463627645008059e-206
5,256,79,4.06572027047675e-209
5,256,80,1.1293911654473107e-211
5,256,81,3.137265526732524e-214
5,256,82,8.714814925372713e-217
5,256,83,2.420834275465334e-219
5,256,84,6.724685078744951e-222
5,256,85,1.868008474045689e-224
5,256,86,5.189024643155112e-227
5,256,87,1.441426905786749e-229
5,256,88,4.004050216771834e-232
5,256,89,1.112260224508566e-234
5,256,90,3.089678550588322e-237
5,256,91,8.582626021876625e-240
5,256,92,2.3841143415183918e-242
5,256,93,6.622683056380972e-245
5,256,94,1.839673966196695e-247
5,256,95,5.1103159747936296e-250
5,256,96,1.4195629139777022e-252
5,256,97,3.9433155927745604e-255
5,256,98,1.0953891307746035e-257
5,256,99,3.042813387844756e-260
5,256,100,8.452442198965395e-263
5,256,101,2.3479513864455236e-265
6,256,1,1.0e-9
6,256,2,5.93668148984866e-11
6,256,3,3.524418819881879e-12
6,256,4,2.0923352654036317e-13
6,256,5,1.2421528447842756e-14
6,256,6,7.374266042961191e-16
6,256,7,4.377867015378123e-17
6,256,8,2.5990002927315037e-18
6,256,9,1.5429437435835496e-19
6,256,10,9.159965862726294e-21
6,256,11,5.437980156777317e-22
6,256,12,3.228355719734354e-23
6,256,13,1.916572027235572e-24
6,256,14,1.1378078051089503e-25
6,256,15,6.754802757056636e-27
6,256,16,4.0101113810140293e-28
6,256,17,2.3806754788418773e-29
6,256,18,1.4133312511947946e-30
6,256,19,8.390497753081264e-32
6,256,20,4.9811714334447056e-33
6,256,21,2.9571629216221154e-34
6,256,22,1.7555734954838141e-35
6,256,23,1.042228101640962e-36
6,256,24,6.187376482069577e-38
6,256,25,3.67324846361282e-39
6,256,26,2.1806906876500326e-40
6,256,27,1.2946066464903357e-41
6,256,28,7.685667566834343e-43
6,256,29,4.562736187708137e-44
6,256,30,2.708751235671304e-45
6,256,31,1.608099384864142e-46
6,256,32,9.546774164957799e-48
6,256,33,5.667615933103886e-49
6,256,34,3.3646831704764664e-50
6,256,35,1.9975052952269364e-51
6,256,36,1.1858553100839594e-52
6,256,37,7.04004549982712e-54
6,256,38,4.1794509176778956e-55
6,256,39,2.4812069714190834e-56
6,256,40,1.473013598264519e-57
6,256,41,8.744812849817169e-59
6,256,42,5.191517027977488e-60
6,256,43,3.0820384054696017e-61
6,256,44,1.829708095263671e-62
6,256,45,1.0862394537109317e-63
6,256,46,6.448657869812785e-65
6,256,47,3.828362906524011e-66
6,256,48,2.2727771948730278e-67
6,256,49,1.3492754745722306e-68
6,256,50,8.010218997220381e-70
6,256,51,4.755412040952757e-71
6,256,52,2.823136756571288e-72
6,256,53,1.6760064275538623e-73
6,256,54,9.9499166615414e-75
6,256,55,5.906948800674423e-76
6,256,56,3.5067674756165935e-77
6,256,57,2.081856224424753e-78
6,256,58,1.2359317717277558e-79
6,256,59,7.337333512491659e-81
6,256,60,4.355941347658144e-82
6,256,61,2.5859837217341457e-83
6,256,62,1.5352162197200468e-84
6,256,63,9.114090013339277e-86
6,256,64,5.41074512529566e-87
6,256,65,3.2121871484769723e-88
6,256,66,1.9069732611507567e-89
6,256,67,1.1321093232280024e-90
6,256,68,6.720972684044585e-92
6,256,69,3.99002754353045e-93
6,256,70,2.368752343827563e-94
6,256,71,1.40625286546866e-95
6,256,72,8.348475630185068e-97
6,256,73,4.956224236710523e-98
6,256,74,2.942352565028962e-99
6,256,75,1.7467810582110602e-100
6,256,76,1.0370083115090312e-101
6,256,77,6.156388249596392e-103
6,256,78,3.6548517363969494e-104
6,256,79,2.1697691362983054e-105
6,256,80,1.2881228691027192e-106
6,256,81,7.647175444370877e-108
6,256,82,4.539884639865485e-109
6,256,83,2.6951849991173e-110
6,256,84,1.6000455420563621e-111
6,256,85,9.498961063870979e-113
6,256,86,5.6392308169537396e-114
6,256,87,3.347831830560358e-115
6,256,88,1.9875011911230622e-116
6,256,89,1.1799161919236254e-117
6,256,90,7.004786845822562e-119
6,256,91,4.158518977132984e-120
6,256,92,2.468780344613674e-121
6,256,93,1.465636305488935e-122
6,256,94,8.701016210915263e-124
6,256,95,5.165516357576458e-125
6,256,96,3.0666026350941834e-126
6,256,97,1.8205443697363022e-127
6,256,98,1.0807992415609321e-128
6,256,99,6.416361061982159e-130
6,256,100,3.809189319772464e-131
6,256,101,2.2613944467436445e-132
7,256,1,1.0e-9
7,256,2,3.5359193310856747e-10
7,256,3,1.2502725752087263e-10
7,256,4,4.420863080828865e-11
7,256,5,1.563181566413592e-11
7,256,6,5.5272840776543945e-12
7,256,7,1.9544031186475962e-12
7,256,8,6.910611969484964e-13
7,256,9,2.4435367166011385e-13
7,256,10,8.640148964840228e-14
7,256,11,3.0550870640819476e-14
7,256,12,1.0802541723664247e-14
7,256,13,3.819691722161789e-15
7,256,14,1.3506122193810322e-15
7,256,15,4.775655994848443e-16
7,256,16,1.6886334844197115e-16
7,256,17,5.970871955139614e-17
7,256,18,2.111252218649697e-17
7,256,19,7.465217750845269e-18
7,256,20,2.639640852724776e-18
7,256,21,9.333557390987903e-19
7,256,22,3.3002706970889383e-19
7,256,23,1.166949129662027e-19
7,256,24,4.1262381065290643e-20
7,256,25,1.4590045511841298e-20
7,256,26,5.158922547411188e-21
7,256,27,1.824153449595973e-21
7,256,28,6.45005963375567e-22
7,256,29,2.2806891212040807e-22
7,256,30,8.064332987492002e-23
7,256,31,2.851483173595247e-23
7,256,32,1.0082614770382316e-23
7,256,33,3.565131351617145e-24
7,256,34,1.260601723237467e-24
7,256,35,4.457386132234504e-25
7,256,36,1.5760958251596618e-25
7,256,37,5.572947858660022e-26
7,256,38,1.970549464033832e-26
7,256,39,6.967704146325316e-27
7,256,40,2.4637240504146753e-27
7,256,41,8.711529750861918e-28
7,256,42,3.0803267349433462e-28
7,256,43,1.0891787166390554e-28
7,256,44,3.8512481916997626e-29
7,256,45,1.3617703327732148e-29
7,256,46,4.815110184843262e-30
7,256,47,1.702584168136854e-30
7,256,48,6.020200448818229e-31
7,256,49,2.1286943765964825e-31
7,256,50,7.526891816107209e-32
7,256,51,2.6614483053205846e-32
7,256,52,9.41066678643614e-33
7,256,53,3.327535958082972e-33
7,256,54,1.1765899062853083e-33
7,256,55,4.160327115954043e-34
7,256,56,1.4710581502766551e-34
7,256,57,5.201543102696925e-35
7,256,58,1.8392237345699516e-35
7,256,59,6.50334694727712e-36
7,256,60,2.2995310859528312e-36
7,256,61,8.130956656829404e-37
7,256,62,2.875040766315368e-37
7,256,63,1.0165912520309092e-37
7,256,64,3.594584764897939e-38
7,256,65,1.271016212880367e-38
7,256,66,4.4942109285622005e-39
7,256,67,1.589116776459957e-39
7,256,68,5.618988893417121e-40
7,256,69,1.9868292029915874e-40
7,256,70,7.025267991693015e-41
7,256,71,2.4840781623701243e-41
7,256,72,8.783500250895158e-42
7,256,73,3.105774923920454e-42
7,256,74,1.0981769912365015e-42
7,256,75,3.883065365724948e-43
7,256,76,1.3730206291715512e-43
7,256,77,4.854890326520908e-44
7,256,78,1.7166501057429748e-44
7,256,79,6.069936470962782e-45
7,256,80,2.1462806333255535e-45
7,256,81,7.58907540305389e-46
7,256,82,2.6834359206791375e-46
7,256,83,9.48841322289858e-47
7,256,84,3.355026471647266e-47
7,256,85,1.186310330402673e-47
7,256,86,4.1946977525012516e-48
7,256,87,1.4832113304506552e-48
7,256,88,5.244515768663945e-49
7,256,89,1.8544185230440322e-49
7,256,90,6.55707449514423e-50
7,256,91,2.3185287140194326e-50
7,256,92,8.198130739117619e-51
7,256,93,2.898792980620461e-51
7,256,94,1.0249898436480528e-51
7,256,95,3.624281508218592e-52
7,256,96,1.2815167420649578e-52
7,256,97,4.531339953777487e-53
7,256,98,1.6022453006438664e-53
7,256,99,5.665410297224007e-54
7,256,100,2.003243437380881e-54
7,256,101,7.083307402070927e-55
8,256,1,1.0e-9
8,256,2,1.0816779674913595e-9
8,256,3,1.1700272228419562e-9
8,256,4,1.2655926626518263e-9
8,256,5,1.3689636894434097e-9
8,256,6,1.4807778467923235e-9
8,256,7,1.6017247513642779e-9
8,256,8,1.7325503461081443e-9
8,256,9,1.8740615008358256e-9
8,256,10,2.0271309885617053e-9
8,256,11,2.1927028682920514e-9
8,256,12,2.3717983074609113e-9
8,256,13,2.5655218799205916e-9
8,256,14,2.775068378327225e-9
8,256,15,3.001730182934111e-9
8,256,16,3.2469052322367733e-9
