S,D,p_r,p_0,gen,bespoke_zilch,bespoke_full,comp_zilch,comp_partial,comp_full
10,3,0.5,1.0e-5,0,1.0,0.0,0.0,0.0,0.0
10,3,0.5,1.0e-5,1,0.97028929701,0.02970100000000009,9.70299e-6,0.0,0.0
10,3,0.5,1.0e-5,2,0.9702867293904837,0.029700714702957164,9.702938646627904e-6,2.567666339978275e-6,2.8530157276555635e-7
10,3,0.5,1.0e-5,3,0.9702859744483602,0.029700630818632705,9.702923547514004e-6,3.322620507281832e-6,3.691889525889225e-7
10,3,0.5,1.0e-5,4,0.9702857524771971,0.029700606154612195,9.702919108012424e-6,3.5445950627180332e-6,3.9385402045265305e-7
10,3,0.5,1.0e-5,5,0.9702856872123338,0.0297005989027959,9.702917802692261e-6,3.6098609102616203e-6,4.011061575684367e-7
10,3,0.5,1.0e-5,6,0.9702856680228942,0.029700596770587392,9.702917418896747e-6,3.629050638398838e-6,4.0323846152435673e-7
10,3,0.5,1.0e-5,7,0.9702856623807372,0.02970059614366679,9.702917306051632e-6,3.634692879984162e-6,4.0386541028221455e-7
10,3,0.5,1.0e-5,8,0.9702856607218072,0.029700595959337054,9.702917272872455e-6,3.636351834723554e-6,4.04049748306836e-7
10,3,0.5,1.0e-5,9,0.9702856602340422,0.029700595905139678,9.702917263116978e-6,3.636839607321418e-6,4.0410394812098373e-7
10,3,0.5,1.0e-5,10,0.9702856600906273,0.029700595889204352,9.702917260248635e-6,3.6369830241982005e-6,4.041198841701528e-7
10,3,0.5,1.0e-5,11,0.9702856600484598,0.029700595884518975,9.70291725940527e-6,3.6370251922097723e-6,4.041245697519458e-7
10,3,0.5,1.0e-5,12,0.9702856600360619,0.02970059588314137,9.702917259157302e-6,3.637037590619499e-6,4.041259474257022e-7
10,3,0.5,1.0e-5,13,0.9702856600324165,0.029700595882736318,9.702917259084395e-6,3.6370412360501915e-6,4.041263524949254e-7
10,3,0.5,1.0e-5,14,0.9702856600313444,0.029700595882617215,9.702917259062955e-6,3.6370423078945052e-6,4.0412647159502086e-7
10,3,0.5,1.0e-5,15,0.9702856600310296,0.029700595882582205,9.702917259056653e-6,3.637042623042514e-6,4.041265066133136e-7
10,3,0.5,1.0e-5,16,0.9702856600309369,0.029700595882571908,9.702917259054801e-6,3.6370427157036084e-6,4.041265169095339e-7
10,3,0.5,1.0e-5,17,0.9702856600309095,0.02970059588256888,9.702917259054256e-6,3.6370427429481982e-6,4.0412651993687025e-7
10,3,0.5,1.0e-5,18,0.9702856600309016,0.029700595882567987,9.702917259054095e-6,3.6370427509587663e-6,4.041265208269803e-7
10,3,0.5,1.0e-5,19,0.970285660030899,0.02970059588256772,9.702917259054047e-6,3.6370427533140655e-6,4.0412652108869397e-7
10,3,0.5,1.0e-5,20,0.9702856600308983,0.029700595882567647,9.702917259054034e-6,3.6370427540065767e-6,4.041265211656438e-7
5,9,0.5,1.0e-5,0,1.0,0.0,0.0,0.0,0.0
5,9,0.5,1.0e-5,1,0.6925270704845219,0.30746600417551995,6.925339958244801e-6,0.0,0.0
5,9,0.5,1.0e-5,2,0.6925198766115851,0.3074642056609364,6.92519607857275e-6,7.19395038873119e-6,1.7985810113199543e-6
5,9,0.5,1.0e-5,3,0.692510535639568,0.3074618703267723,6.925009258241062e-6,1.6534824720002263e-5,4.134199681373819e-6
5,9,0.5,1.0e-5,4,0.692498406875519,0.3074588379651658,6.924766685145276e-6,2.8663127676502366e-5,7.167264953412441e-6
5,9,0.5,1.0e-5,5,0.692482658536703,0.30745490057090147,6.924451726841627e-6,4.441030426718372e-5,1.1106136401510321e-5
5,9,0.5,1.0e-5,6,0.692462210820648,0.30744978809149537,6.924042793022014e-6,6.485556123946913e-5,1.6221483824431344e-5
5,9,0.5,1.0e-5,7,0.6924356620580364,0.30744314993594335,6.923511860404439e-6,9.1399529452826e-5,2.286496470706432e-5
5,9,0.5,1.0e-5,8,0.6924011929512808,0.3074345309845591,6.922822560621729e-6,0.00012585971166828943,3.149352993155097e-5
5,9,0.5,1.0e-5,9,0.6923564424460417,0.3074233404727548,6.921927702941567e-6,0.0001705940795877569,4.2701073912906716e-5
5,9,0.5,1.0e-5,10,0.6922983469175709,0.3074088116457253,6.920766066951925e-6,0.0002286609884453873,5.72596821914282e-5
5,9,0.5,1.0e-5,11,0.6922229319730281,0.3073899494697368,6.9192582537554865e-6,0.0003040258557329966,7.617344324876375e-5
5,9,0.5,1.0e-5,12,0.6921250431492646,0.307365462903308,6.917301325503417e-6,0.00040182790024822617,0.00010074874585357461
5,9,0.5,1.0e-5,13,0.6919979979788872,0.30733367723456567,6.9147618898502605e-6,0.0005287237557507862,0.00013268626890655335
5,9,0.5,1.0e-5,14,0.6918331371503623,0.3072924207282962,6.911467195801806e-6,0.0006933290373773227,0.00017420161676855278
5,9,0.5,1.0e-5,15,0.6916192466515717,0.30723887823996204,6.907193698770333e-6,0.0009067839682371749,0.00022818394653024624
5,9,0.5,1.0e-5,16,0.6913418157541616,0.3071694024836316,6.901652425451572e-6,0.0011834748614297542,0.00029840524835178094
5,9,0.5,1.0e-5,17,0.6909820874733487,0.30707927123177226,6.8944703269846774e-6,0.001541949245207903,0.00038979757934396234
5,9,0.5,1.0e-5,18,0.6905158489642192,0.306962375845742,6.88516666219644e-6,0.002006067911237526,0.0005088221121387209
5,9,0.5,1.0e-5,19,0.6899118998776018,0.3068108232105426,6.87312332433591e-6,0.0026064405673349774,0.000663963221196486
5,9,0.5,1.0e-5,20,0.6891301284833719,0.30661442951217993,6.85754795850741e-6,0.003382190180589599,0.0008663942759000148
10,9,0.5,1.0e-5,0,1.0,0.0,0.0,0.0,0.0
10,9,0.5,1.0e-5,1,0.913508112311166,0.08648275251635917,9.13517247483641e-6,0.0,0.0
10,9,0.5,1.0e-5,2,0.9135012846305366,0.08648199386720509,9.135035918946325e-6,6.827771822904934e-6,7.586945163392579e-7
10,9,0.5,1.0e-5,3,0.9134956145983504,0.08648136384444673,9.134922517100822e-6,1.2497810785381503e-5,1.3888239006427903e-6
10,9,0.5,1.0e-5,4,0.9134909059533318,0.08648084064280179,9.134828343678e-6,1.720641387585103e-5,1.912161646507643e-6
10,9,0.5,1.0e-5,5,0.9134869957008603,0.08648040615261417,9.13475013852265e-6,2.111659873415011e-5,2.3467976529833346e-6
10,9,0.5,1.0e-5,6,0.9134837484761882,0.08648004533378562,9.134685194167419e-6,2.4363744640409508e-5,2.7077601914990242e-6
10,9,0.5,1.0e-5,7,0.9134810518621636,0.0864797456956829,9.134631262157677e-6,2.7060277658369453e-5,3.0075332331428802e-6
10,9,0.5,1.0e-5,8,0.9134788124999985,0.08647949686510692,9.134586475246772e-6,2.929956179665182e-5,3.2564866230715395e-6
10,9,0.5,1.0e-5,9,0.913476952858908,0.08647929022743295,9.134549282775181e-6,3.1159130672843834e-5,3.4632337033511296e-6
10,9,0.5,1.0e-5,10,0.9134754085530891,0.08647911862854152,9.134518397000783e-6,3.270337140782714e-5,3.6349285646051025e-6
10,9,0.5,1.0e-5,11,0.9134741261133569,0.08647897612725068,9.13449274852541e-6,3.398575356463102e-5,3.7775130793644583e-6
10,9,0.5,1.0e-5,12,0.9134730611364466,0.08647885778969985,9.13447144927666e-6,3.505068022990103e-5,3.8959221745594445e-6
10,9,0.5,1.0e-5,13,0.9134721767479961,0.08647875951858003,9.1344537617648e-6,3.593502527790378e-5,3.994254384510349e-6
10,9,0.5,1.0e-5,14,0.9134714423260656,0.08647867791130824,9.13443907355131e-6,3.666941000828711e-5,4.075913544215449e-6
10,9,0.5,1.0e-5,15,0.9134708324410481,0.08647861014224187,9.134426876045879e-6,3.727926333641974e-5,4.143726497666956e-6
10,9,0.5,1.0e-5,16,0.9134703259752898,0.0864785538648595,9.13441674689808e-6,3.7785702228697275e-5,4.200040875231599e-6
10,9,0.5,1.0e-5,17,0.9134699053919719,0.08647850713052525,9.134408335374508e-6,3.820626285667633e-5,4.24680631076593e-6
10,9,0.5,1.0e-5,18,0.9134695561279461,0.08647846832102464,9.134401350215177e-6,3.855550777877152e-5,4.285641900380946e-6
10,9,0.5,1.0e-5,19,0.9134692660895121,0.0864784360925389,9.134395549548933e-6,3.8845530168238295e-5,4.317892231585732e-6
10,9,0.5,1.0e-5,20,0.9134690252336886,0.08647840932911799,9.13439073251878e-6,3.908637254310173e-5,4.344673917990679e-6
5,27,0.5,1.0e-5,0,1.0,0.0,0.0,0.0,0.0
5,27,0.5,1.0e-5,1,0.3321382928402068,0.6678583857436506,3.3214161425634937e-6,0.0,0.0
5,27,0.5,1.0e-5,2,0.33213332866288015,0.6678571446633336,3.3213168577457586e-6,4.964205162033872e-6,1.2411517663179082e-6
5,27,0.5,1.0e-5,3,0.33212405449723276,0.6678548259948701,3.3211313758865943e-6,1.4238039949207462e-5,3.5603365717406437e-6
5,27,0.5,1.0e-5,4,0.3321067289123502,0.6678504941524976,3.320784880267108e-6,3.156167051977171e-5,7.89447975225434e-6
5,27,0.5,1.0e-5,5,0.3320743640428162,0.6678424013729511,3.3201376595409687e-6,6.391822637894937e-5,1.5996220194042264e-5
5,27,0.5,1.0e-5,6,0.3320139122490549,0.6678272829635769,3.318928929550386e-6,0.00012433822294585732,3.114763549262354e-5
5,27,0.5,1.0e-5,7,0.33190102368171204,0.6677990417508503,3.316672296808222e-6,0.00023711067318665056,5.9507221954097033e-5
5,27,0.5,1.0e-5,8,0.3316902996189506,0.6677462941884825,3.31246191832025e-6,0.00044742024884391815,0.00011267348180425197
5,27,0.5,1.0e-5,9,0.33129724889470713,0.6676477995117651,3.3046154383998398e-6,0.0008390096701615392,0.00021263730792773626
5,27,0.5,1.0e-5,10,0.3305651530611173,0.6674639679159784,3.290024484443393e-6,0.0015659946412624282,0.00040159435715745077
5,27,0.5,1.0e-5,11,0.32920514670868617,0.6671211617070539,3.2630015761289702e-6,0.0029082520973651737,0.0007621764853186784
5,27,0.5,1.0e-5,12,0.3266910476235968,0.6664829415952256,3.2133299149197144e-6,0.005361269461540303,0.001461527989722649
5,27,0.5,1.0e-5,13,0.3220855505552558,0.6652983301785318,3.123290664207386e-6,0.009759607425181416,0.0028533885503667727
5,27,0.5,1.0e-5,14,0.3137886507732681,0.6631118985790477,2.964198710098703e-6,0.01737174396210785,0.005724742486866175
5,27,0.5,1.0e-5,15,0.2992873900244648,0.659118192700127,2.6957910216223846e-6,0.02971098365324801,0.011880737831138882
5,27,0.5,1.0e-5,16,0.2752628536316791,0.6519609646446014,2.2782830304856357e-6,0.047436828866145975,0.025337074574543202
5,27,0.5,1.0e-5,17,0.2389033550152024,0.6395653198213231,1.7114315419066626e-6,0.0677619122560781,0.05376770147585475
5,27,0.5,1.0e-5,18,0.19114840758864327,0.6193275997906672,1.0874520569849874e-6,0.08240428934220158,0.10711861582643059
5,27,0.5,1.0e-5,19,0.13962204290898603,0.5892690139872065,5.703037566349353e-7,0.0825922375492491,0.1885161352508021
5,27,0.5,1.0e-5,20,0.0953111205984445,0.5501792390738683,2.574404360141659e-7,0.06956733443746392,0.2849420484497857
10,27,0.5,1.0e-5,0,1.0,0.0,0.0,0.0,0.0
10,27,0.5,1.0e-5,1,0.7623350909199601,0.23765728565289646,7.623427143471036e-6,0.0,0.0
10,27,0.5,1.0e-5,2,0.7623208263399738,0.23765570065199862,7.623141848735779e-6,1.4264608244685917e-5,1.5852579345124079e-6
10,27,0.5,1.0e-5,3,0.7622911702104687,0.23765240532603915,7.622548736080858e-6,4.391915111897944e-5,4.882763637388541e-6
10,27,0.5,1.0e-5,4,0.7622295183421425,0.23764555426270625,7.621315790480662e-6,0.00010556060986691108,1.1745469494028434e-5
10,27,0.5,1.0e-5,5,0.7621013653569846,0.23763131136602383,7.6187532288046855e-6,0.0002336612297449522,2.6043294017567584e-5
10,27,0.5,1.0e-5,6,0.7618350423072595,0.23760170407840428,7.613429129980912e-6,0.000499742738298427,5.589744690747604e-5
10,27,0.5,1.0e-5,7,0.7612818503646631,0.23754017000298022,7.602375925080973e-6,0.0010518602324909355,0.00011851702394065403
10,27,0.5,1.0e-5,8,0.7601339596024198,0.23741233207626938,7.579464846839999e-6,0.0021950543832666837,0.00025107447319756
10,27,0.5,1.0e-5,9,0.7577570808890907,0.23714696670089366,7.532129922278875e-6,0.004551620791125542,0.0005367994889678753
10,27,0.5,1.0e-5,10,0.7528569152990302,0.2365970684919372,7.434995203486711e-6,0.009364829945562769,0.0011737512682665683
10,27,0.5,1.0e-5,11,0.7428457167006818,0.23546160689738652,7.238434649780231e-6,0.019009490157308448,0.0026759478099734196
10,27,0.5,1.0e-5,12,0.7227681548257048,0.23313425469191998,6.851887372555299e-6,0.037586269457547394,0.0065044691374554625
10,27,0.5,1.0e-5,13,0.6839810151155864,0.22843559480120923,6.134167920606244e-6,0.07057035722288295,0.017006898692400543
10,27,0.5,1.0e-5,14,0.6143411209172147,0.2192367004302946,4.942202409346376e-6,0.12012582218498659,0.046291414265095164
10,27,0.5,1.0e-5,15,0.5051104974357745,0.20228932319704382,3.325529578485223e-6,0.17256086511683064,0.12003598872077156
10,27,0.5,1.0e-5,16,0.36814103912077933,0.17442627829507398,1.7422985700153964e-6,0.1939129244178098,0.2635180158677654
10,27,0.5,1.0e-5,17,0.2421579766457612,0.13661280865861153,7.310610808220687e-7,0.16905259962463506,0.4521758840099126
10,27,0.5,1.0e-5,18,0.15866706667402386,0.09738780739201829,2.9973594694281196e-7,0.12869377171568958,0.6152510544823222
10,27,0.5,1.0e-5,19,0.11508434592668428,0.06688187544961002,1.506686059317196e-7,0.10001763600211824,0.7180159919529802
10,27,0.5,1.0e-5,20,0.0946241310857086,0.0479860918301207,9.861003035931176e-8,0.08476322665980777,0.7726264518143324
5,81,0.5,1.0e-5,0,1.0,0.0,0.0,0.0,0.0
5,81,0.5,1.0e-5,1,0.03664084943443628,0.9633587841534053,3.664121584659475e-7,0.0,0.0
5,81,0.5,1.0e-5,2,0.03664066819037963,0.9633587388413463,3.664085335211705e-7,1.812467961014158e-7,4.53129442357806e-8
5,81,0.5,1.0e-5,3,0.03664055612590214,0.9633587108244431,3.6640629220112936e-7,2.93312081405165e-7,7.333128145585076e-8
5,81,0.5,1.0e-5,4,0.036640486835746826,0.9633586935013663,3.664049063825575e-7,3.6260239745567396e-7,9.065558324718678e-8
5,81,0.5,1.0e-5,5,0.03664044399325641,0.9633586827903904,3.6640404952448187e-7,4.054448577411671e-7,1.013674456277215e-7
5,81,0.5,1.0e-5,6,0.03664041750351983,0.9633586761677306,3.6640351972513364e-7,4.319345261963034e-7,1.0799070357851866e-7
5,81,0.5,1.0e-5,7,0.03664040112478235,0.9633586720729032,3.664031921477189e-7,4.483132026136649e-7,1.1208591919213157e-7
5,81,0.5,1.0e-5,8,0.03664039099772871,0.963358669541051,3.664029896050701e-7,4.584402112955388e-7,1.1461801944710165e-7
5,81,0.5,1.0e-5,9,0.0366403847361226,0.9633586679755939,3.664028643720016e-7,4.647017868163812e-7,1.1618363243960267e-7
5,81,0.5,1.0e-5,10,0.036640380864541675,0.9633586670076638,3.664027869398084e-7,4.685733477734867e-7,1.1715165964419035e-7
5,81,0.5,1.0e-5,11,0.03664037847072485,0.9633586664091885,3.664027390631206e-7,4.70967151857385e-7,1.1775019591999958e-7
5,81,0.5,1.0e-5,12,0.03664037699061662,0.9633586660391483,3.6640270946074006e-7,4.724472520667756e-7,1.1812027390316472e-7
5,81,0.5,1.0e-5,13,0.03664037607545869,0.9633586658103502,3.6640269115744915e-7,4.7336240493570415e-7,1.1834909493086391e-7
5,81,0.5,1.0e-5,14,0.036640375509612265,0.9633586656688835,3.6640267984043877e-7,4.739282482339338e-7,1.1849057607405398e-7
5,81,0.5,1.0e-5,15,0.03664037515974677,0.9633586655814141,3.664026728430782e-7,4.742781117939422e-7,1.1857805453930649e-7
5,81,0.5,1.0e-5,16,0.03664037494342328,0.9633586655273313,3.6640266851657727e-7,4.744944340718646e-7,1.1863214288876625e-7
5,81,0.5,1.0e-5,17,0.036640374809669446,0.9633586654938913,3.6640266584148137e-7,4.7462818714996316e-7,1.1866558597046346e-7
5,81,0.5,1.0e-5,18,0.03664037472696882,0.9633586654732154,3.6640266418745715e-7,4.7471088730505763e-7,1.1868626398530452e-7
5,81,0.5,1.0e-5,19,0.03664037467583466,0.9633586654604316,3.664026631647663e-7,4.747620211986304e-7,1.186990492990736e-7
5,81,0.5,1.0e-5,20,0.03664037464421817,0.9633586654525275,3.6640266253243175e-7,4.7479363752475104e-7,1.1870695451861596e-7
10,81,0.5,1.0e-5,0,1.0,0.0,0.0,0.0,0.0
10,81,0.5,1.0e-5,1,0.4430435511463563,0.5569520183738275,4.430479816261725e-6,0.0,0.0
10,81,0.5,1.0e-5,2,0.4430290974749923,0.5569504123494744,4.430190741710189e-6,1.4453494715220375e-5,1.6064900767490664e-6
10,81,0.5,1.0e-5,3,0.4429767094087968,0.556944590750679,4.429143054377249e-6,6.683311412619363e-5,7.437583343595173e-6
10,81,0.5,1.0e-5,4,0.4427868759022964,0.5569234892621723,4.425347677470052e-6,0.00025653350296855475,2.8675984885410002e-5
10,81,0.5,1.0e-5,5,0.4420996470214832,0.5568470152533591,4.411621219313794e-6,0.0009419367113230884,0.00010698939261552743
10,81,0.5,1.0e-5,6,0.43962029336120023,0.5565700274275659,4.362274568037258e-6,0.003397198832042338,0.0004081181046239081
10,81,0.5,1.0e-5,7,0.4307855490224884,0.5555689054109653,4.188665821883115e-6,0.011923155499998781,0.001718201400725648
10,81,0.5,1.0e-5,8,0.40066506219168824,0.5519782220290994,3.622978620700326e-6,0.03837082310027637,0.008982269700314518
10,81,0.5,1.0e-5,9,0.3123738154900945,0.5394528613864773,2.1991099384224074e-6,0.09246502075779224,0.05570610325569758
10,81,0.5,1.0e-5,10,0.1476973087247438,0.49989395813192283,4.849959978707437e-7,0.09919819393366729,0.2532100542136698
10,81,0.5,1.0e-5,11,0.03169597096403788,0.4091864308782373,2.074920211742784e-8,0.029621071501497204,0.5294965059070239
10,81,0.5,1.0e-5,12,0.0064767443761724434,0.30086001702915055,7.503066899446661e-10,0.006401714457484669,0.6862615233868883
10,81,0.5,1.0e-5,13,0.002283005505129278,0.2206742129684026,8.153445175978095e-11,0.0022748521414877538,0.7747679293034451
10,81,0.5,1.0e-5,14,0.001173122239655574,0.16539521027304224,1.9427094745789256e-11,0.0011711795496080902,0.8322604879182662
10,81,0.5,1.0e-5,15,0.0007494943543662836,0.12631278203284826,7.343124801373617e-12,0.0007487600492292711,0.872188963556213
10,81,0.5,1.0e-5,16,0.000546770653541086,0.09786029366747515,3.688126770921521e-12,0.0005464018445521205,0.9010465338307464
10,81,0.5,1.0e-5,17,0.00043463628174848204,0.07665189264181912,2.2298385445098634e-12,0.0004344133001238696,0.9224790577740782
10,81,0.5,1.0e-5,18,0.00036624969291272635,0.060553274831545226,1.530353836725262e-12,0.00036609665905940774,0.9387143788149526
10,81,0.5,1.0e-5,19,0.0003215843843288554,0.04816145226174736,1.148994823733066e-12,0.0003214694859954769,0.9511954938667789
10,81,0.5,1.0e-5,20,0.0002909270226012116,0.03851929591699293,9.210131738791648e-13,0.0002908349222048369,0.9608989421372793
