comp_full,comp_partial,comp_none,bespoke_full,bespoke_none,bespoke_cost,free_cost,free_comp
1.0,1.4444444444444444,5.0,1,5,1.703472222222221,1.1875,0.8290625
1.0,1.8888888888888888,5.0,1,5,1.656527777777776,1.18875,0.83375
1.4444444444444444,1.8888888888888888,5.0,1,5,1.6715277777777777,1.409027777777777,0.55875
1.0,2.333333333333333,5.0,1,5,1.7458333333333333,1.165,0.839375
1.4444444444444444,2.333333333333333,5.0,1,5,1.8254166666666662,1.3881944444444436,0.53125
1.8888888888888888,2.333333333333333,5.0,1,5,1.8984722222222215,1.6641666666666663,0.559375
1.0,2.7777777777777777,5.0,1,5,1.7469444444444449,1.189861111111111,0.83
1.4444444444444444,2.7777777777777777,5.0,1,5,1.7570833333333327,1.4418055555555553,0.55375
1.8888888888888888,2.7777777777777777,5.0,1,5,1.829861111111111,1.6174999999999988,0.5228125
2.333333333333333,2.7777777777777777,5.0,1,5,1.7859722222222216,1.8619444444444446,0.529375
1.0,3.2222222222222223,5.0,1,5,1.7801388888888892,1.1920833333333334,0.8234375
1.4444444444444444,3.2222222222222223,5.0,1,5,1.8033333333333323,1.4154166666666663,0.5434375
1.8888888888888888,3.2222222222222223,5.0,1,5,1.7929166666666674,1.6423611111111105,0.55125
2.333333333333333,3.2222222222222223,5.0,1,5,1.8572222222222214,1.8634722222222222,0.521875
2.7777777777777777,3.2222222222222223,5.0,1,5,1.9019444444444442,2.0829166666666654,0.5171875
1.0,3.6666666666666665,5.0,1,5,1.7712500000000007,1.1791666666666665,0.818125
1.4444444444444444,3.6666666666666665,5.0,1,5,1.8181944444444447,1.4369444444444446,0.5190625
1.8888888888888888,3.6666666666666665,5.0,1,5,1.9366666666666665,1.6554166666666663,0.51375
2.333333333333333,3.6666666666666665,5.0,1,5,1.8599999999999997,1.8470833333333332,0.5128125
2.7777777777777777,3.6666666666666665,5.0,1,5,1.8612499999999996,2.146944444444443,0.5378125
3.2222222222222223,3.6666666666666665,5.0,1,5,1.8969444444444445,2.339027777777779,0.5365625
1.0,4.111111111111111,5.0,1,5,1.840416666666668,1.18625,0.8284375
1.4444444444444444,4.111111111111111,5.0,1,5,1.8204166666666663,1.4298611111111112,0.5184375
1.8888888888888888,4.111111111111111,5.0,1,5,1.9363888888888894,1.6361111111111102,0.51125
2.333333333333333,4.111111111111111,5.0,1,5,1.8565277777777782,1.9105555555555553,0.5440625
2.7777777777777777,4.111111111111111,5.0,1,5,1.9354166666666672,2.1379166666666665,0.52125
