S,G,D,gen,compositionality
6,14,8,5,7.666970305225095e-9
6,14,8,6,1.2757915604401265e-8
6,14,8,7,2.122929964448749e-8
6,14,8,8,3.532576751824749e-8
6,14,8,9,5.878243084042602e-8
6,14,8,10,9.781455181749063e-8
6,14,8,11,1.6276438627584947e-7
6,14,8,12,2.708415436559468e-7
6,14,8,13,4.5068296428359835e-7
6,14,8,14,7.499407416144776e-7
6,14,8,15,1.2479082633493252e-6
6,14,8,16,2.0765300395232217e-6
6,14,8,17,3.455361720343552e-6
6,14,8,18,5.749742401833522e-6
6,14,8,19,9.567589730954713e-6
6,14,8,20,1.5920456314653828e-5
6,14,8,21,2.6491497032859136e-5
6,14,8,22,4.408128026913404e-5
6,14,8,23,7.334937567672118e-5
6,14,8,24,0.0001220476809914152
6,14,8,25,0.00020307080059951942
6,14,8,26,0.00033786266682728395
6,14,8,27,0.0005620707265638184
6,14,8,28,0.0009349145752893442
6,14,8,29,0.0015546650270225485
6,14,8,30,0.002584097027608993
6,14,8,31,0.004292006896975712
6,14,8,32,0.007120009293299757
6,14,8,33,0.01178748182671625
6,14,8,34,0.019449592074819274
6,14,8,35,0.03191686731543204
6,14,8,36,0.051911554758370566
6,14,8,37,0.08323838180974685
6,14,8,38,0.13053723099890005
6,14,8,39,0.198003399955328
6,14,8,40,0.2865331337746699
6,14,8,41,0.39016616687788114
6,14,8,42,0.49543162186414397
6,14,8,43,0.586946592744275
6,14,8,44,0.6555924837838047
6,14,8,45,0.701242218075395
6,14,8,46,0.7291015643167371
6,14,8,47,0.7451924013560058
6,14,8,48,0.7541856590863002
6,14,8,49,0.7591188298266331
6,14,8,50,0.7617969320966862
6,14,8,51,0.7632425915763927
6,14,8,52,0.764020576854475
6,14,8,53,0.764438559116227
6,14,8,54,0.7646629254626734
6,14,8,55,0.7647833042454433
6,14,8,56,0.7648478742396481
6,14,8,57,0.7648825041819136
6,14,8,58,0.7649010754142858
6,14,8,59,0.7649110343398224
6,14,8,60,0.7649163747550392
6,14,8,61,0.7649192384886666
6,14,8,62,0.7649207741221115
6,14,8,63,0.7649215975794098
6,14,8,64,0.7649220391435951
6,14,8,65,0.7649222759242358
6,14,8,66,0.7649224028934178
6,14,8,67,0.7649224709782441
6,14,8,68,0.7649225074874413
6,14,8,69,0.7649225270648042
6,14,8,70,0.7649225375627928
6,14,8,71,0.7649225431921394
6,14,8,72,0.7649225462107696
6,14,8,73,0.7649225478294526
6,14,8,74,0.76492254869744
6,14,8,75,0.7649225491628817
6,14,8,76,0.7649225494124658
6,14,8,77,0.764922549546301
6,14,8,78,0.7649225496180676
6,14,8,79,0.764922549656551
6,14,8,80,0.764922549677187
6,14,8,81,0.7649225496882522
6,14,8,82,0.7649225496941863
6,14,8,83,0.7649225496973682
6,14,8,84,0.7649225496990745
6,14,8,85,0.7649225496999893
6,14,8,86,0.7649225497004799
6,14,8,87,0.7649225497007432
6,14,8,88,0.7649225497008845
6,14,8,89,0.7649225497009597
6,14,8,90,0.7649225497010003
6,14,8,91,0.7649225497010222
6,14,8,92,0.7649225497010338
6,14,8,93,0.7649225497010397
6,14,8,94,0.7649225497010433
6,14,8,95,0.7649225497010449
6,14,8,96,0.7649225497010463
6,14,8,97,0.7649225497010466
6,14,8,98,0.764922549701047
6,14,8,99,0.764922549701047
6,14,8,100,0.764922549701047
6,14,8,101,0.764922549701047
8,14,8,1,1.0e-9
8,14,8,2,1.4087241232722279e-9
8,14,8,3,1.9845036550031625e-9
8,14,8,4,2.795618169875947e-9
8,14,8,5,3.938254751125802e-9
8,14,8,6,5.5479144617363325e-9
8,14,8,7,7.815480914804321e-9
8,14,8,8,1.1009856454703614e-8
8,14,8,9,1.550985028849439e-8
8,14,8,10,2.184910005981206e-8
8,14,8,11,3.077935394159082e-8
8,14,8,12,4.335961762268344e-8
8,14,8,13,6.108173777082512e-8
8,14,8,14,8.604731439188365e-8
8,14,8,15,1.2121692135041882e-7
8,14,8,16,1.707611889565896e-7
8,14,8,17,2.4055538173640246e-7
8,14,8,18,3.3887612060040086e-7
8,14,8,19,4.773828692582333e-7
8,14,8,20,6.725005720289294e-7
8,14,8,21,9.473673976099267e-7
8,14,8,22,1.334578549951423e-6
8,14,8,23,1.8800514956586832e-6
8,14,8,24,2.6484709134425717e-6
8,14,8,25,3.730958947883214e-6
8,14,8,26,5.255880127942204e-6
8,14,8,27,7.4040618158075435e-6
8,14,8,28,1.0430234230207804e-5
8,14,8,29,1.4693230765811882e-5
8,14,8,30,2.069852643742288e-5
8,14,8,31,2.9158151949528688e-5
8,14,8,32,4.10750745359977e-5
8,14,8,33,5.7862024513800775e-5
8,14,8,34,8.150880425414589e-5
8,14,8,35,0.00011481781200569826
8,14,8,36,0.00016173549600728175
8,14,8,37,0.0002278186194828434
8,14,8,38,0.00032088978587494225
8,14,8,39,0.0004519582892919717
8,14,8,40,0.0006365121796921793
8,14,8,41,0.0008963282107829602
8,14,8,42,0.0012620013478356915
8,14,8,43,0.0017764682168512386
8,14,8,44,0.002499891922592456
8,14,8,45,0.003516388492900754
8,14,8,46,0.004943198926196712
8,14,8,47,0.006943017893438602
8,14,8,48,0.009740214929717144
8,14,8,49,0.01364148840620958
8,14,8,50,0.01906081183124241
8,14,8,51,0.026546903197439853
8,14,8,52,0.0368081593210037
8,14,8,53,0.050724184809134244
8,14,8,54,0.06932425365447865
8,14,8,55,0.09370279734328135
8,14,8,56,0.12483684844200048
8,14,8,57,0.16328498288514096
8,14,8,58,0.20880154218008604
8,14,8,59,0.25999772832443885
8,14,8,60,0.31427105233429564
8,14,8,61,0.36819042987900025
8,14,8,62,0.4182902793629244
8,14,8,63,0.46192662820227803
8,14,8,64,0.4977736610182258
8,14,8,65,0.5257921714569108
8,14,8,66,0.5468314198286041
8,14,8,67,0.5621501682091598
8,14,8,68,0.5730515275387585
8,14,8,69,0.580682289356342
8,14,8,70,0.5859616965706266
8,14,8,71,0.5895847063292438
8,14,8,72,0.5920570977276474
8,14,8,73,0.5937378217832671
8,14,8,74,0.5948773856359859
8,14,8,75,0.5956486598315752
8,14,8,76,0.5961700415376637
8,14,8,77,0.5965222087055971
8,14,8,78,0.5967599489865051
8,14,8,79,0.5969203825261931
8,14,8,80,0.5970286202228123
8,14,8,81,0.5971016312328233
8,14,8,82,0.5971508746911862
8,14,8,83,0.5971840851795658
8,14,8,84,0.5972064816408038
8,14,8,85,0.5972215848180251
8,14,8,86,0.5972317694881417
8,14,8,87,0.5972386373047736
8,14,8,88,0.5972432684217047
8,14,8,89,0.597246391261131
8,14,8,90,0.5972484970335729
8,14,8,91,0.5972499169794476
8,14,8,92,0.5972508744626805
8,14,8,93,0.5972515201019146
8,14,8,94,0.5972519554616005
8,14,8,95,0.5972522490279093
8,14,8,96,0.597252446981787
8,14,8,97,0.5972525804634723
8,14,8,98,0.5972526704710879
8,14,8,99,0.5972527311638318
8,14,8,100,0.5972527720893556
8,14,8,101,0.5972527996857088
10,14,8,1,1.0e-9
10,14,8,2,1.2499629465572098e-9
10,14,8,3,1.562407367559463e-9
10,14,8,4,1.95295131629653e-9
10,14,8,5,2.4411167805707088e-9
10,14,8,6,3.051305521607215e-9
10,14,8,7,3.814018836497418e-9
10,14,8,8,4.767382215999178e-9
10,14,8,9,5.959051110203684e-9
10,14,8,10,7.448593064863266e-9
10,14,8,11,9.310465303314587e-9
10,14,8,12,1.1637736593209052e-8
10,14,8,13,1.4546739441478911e-8
10,14,8,14,1.8182885164823176e-8
10,14,8,15,2.272793251102958e-8
10,14,8,16,2.840907316424151e-8
10,14,8,17,3.551028828667375e-8
10,14,8,18,4.4386543769929956e-8
10,14,8,19,5.5481533765305306e-8
10,14,8,20,6.934985942692304e-8
10,14,8,21,8.668475149965896e-8
10,14,8,22,1.0835272249683406e-7
10,14,8,23,1.3543688059147542e-7
10,14,8,24,1.692910703022208e-7
10,14,8,25,2.1160754623016026e-7
10,14,8,26,2.645015625435264e-7
10,14,8,27,3.306171064198301e-7
10,14,8,28,4.1325906049419376e-7
10,14,8,29,5.165584003406084e-7
10,14,8,30,6.456786841366429e-7
10,14,8,31,8.070741554280638e-7
10,14,8,32,1.0088123594193785e-6
10,14,8,33,1.26097739731812e-6
10,14,8,34,1.5761739729722651e-6
10,14,8,35,1.9701574225675258e-6
10,14,8,36,2.462621212900683e-6
10,14,8,37,3.078181260819118e-6
10,14,8,38,3.847606258202475e-6
10,14,8,39,4.8093554734729356e-6
10,14,8,40,6.011500854120169e-6
10,14,8,41,7.514129439301847e-6
10,14,8,42,9.392346061073118e-6
10,14,8,43,1.1740026257347753e-5
10,14,8,44,1.4674506723607787e-5
10,14,8,45,1.8342447343793442e-5
10,14,8,46,2.292715716821699e-5
10,14,8,47,2.8657749515622873e-5
10,14,8,48,3.58205822326194e-5
10,14,8,49,4.477355247182829e-5
10,14,8,50,5.5963956633366326e-5
10,14,8,51,6.995080213117828e-5
10,14,8,52,8.743267675177666e-5
10,14,8,53,0.00010928255382909386
10,14,8,54,0.00013659124980583653
10,14,8,55,0.0001707216702192228
10,14,8,56,0.00021337649908185553
10,14,8,57,0.00026668262687901877
10,14,8,58,0.000333296399611051
10,14,8,59,0.00041653473492100343
10,14,8,60,0.0005205383241410422
10,14,8,61,0.0006504745558030693
10,14,8,62,0.0008127894905941607
10,14,8,63,0.0010155202173665388
10,14,8,64,0.0012686812363404075
10,14,8,65,0.001584741129235986
10,14,8,66,0.00197920860984335
10,14,8,67,0.0024713499282854466
10,14,8,68,0.0030850621945839665
10,14,8,69,0.003849928906884024
10,14,8,70,0.004802483844972429
10,14,8,71,0.005987705973193643
10,14,8,72,0.0074607587145104695
10,14,8,73,0.009288968400175877
10,14,8,74,0.011554003895956406
10,14,8,75,0.014354165685018516
10,14,8,76,0.017806609769759004
10,14,8,77,0.022049210629136215
10,14,8,78,0.02724160083304076
10,14,8,79,0.03356471232670101
10,14,8,80,0.04121790145986297
10,14,8,81,0.05041251222776284
10,14,8,82,0.06136061298990807
10,14,8,83,0.07425778508846004
10,14,8,84,0.08925945504497239
10,14,8,85,0.10645155188710805
10,14,8,86,0.12581831213881217
10,14,8,87,0.14721258682060923
10,14,8,88,0.17033624488481955
10,14,8,89,0.19473893837165454
10,14,8,90,0.21984129377769343
10,14,8,91,0.24498310629393566
10,14,8,92,0.269489663633724
10,14,8,93,0.2927429053557911
10,14,8,94,0.31424193076697615
10,14,8,95,0.3336407335319182
10,14,8,96,0.3507583925742563
10,14,8,97,0.36556481092032156
10,14,8,98,0.37815030368329283
10,14,8,99,0.38868868025469516
10,14,8,100,0.3974017286082405
10,14,8,101,0.4045298937849767
12,14,8,1,1.0e-9
12,14,8,2,1.1417500510068258e-9
12,14,8,3,1.3035931788850118e-9
12,14,8,4,1.4883775782662968e-9
12,14,8,5,1.6993551755029082e-9
12,14,8,6,1.9402388576550648e-9
12,14,8,7,2.2152678136890612e-9
12,14,8,8,2.529282137791598e-9
12,14,8,9,2.8878080077054016e-9
12,14,8,10,3.2971549370951605e-9
12,14,8,11,3.7645268134372974e-9
12,14,8,12,4.298148675530866e-9
12,14,8,13,4.907411461720331e-9
12,14,8,14,5.603037276177242e-9
12,14,8,15,6.39726808167404e-9
12,14,8,16,7.304081139552786e-9
12,14,8,17,8.339434988300522e-9
12,14,8,18,9.521550289574177e-9
12,14,8,19,1.0871230484129646e-8
12,14,8,20,1.2412227900700967e-8
12,14,8,21,1.4171661760773829e-8
12,14,8,22,1.618049543548155e-8
12,14,8,23,1.8474081353591813e-8
12,14,8,24,2.109278315010021e-8
12,14,8,25,2.408268600425128e-8
12,14,8,26,2.749640766779135e-8
12,14,8,27,3.139402445623364e-8
12,14,8,28,3.584412849906144e-8
12,14,8,29,4.0925034854716636e-8
12,14,8,30,4.672615973356976e-8
12,14,8,31,5.334959408324297e-8
12,14,8,32,6.091190022866143e-8
12,14,8,33,6.954616318452502e-8
12,14,8,34,7.940433273960515e-8
12,14,8,35,9.065989752923352e-8
12,14,8,36,1.0351093815460619e-7
12,14,8,37,1.1818361307786546e-7
12,14,8,38,1.3493613863772426e-7
12,14,8,39,1.540633332256433e-7
12,14,8,40,1.7590180559026713e-7
12,14,8,41,2.008358785726159e-7
12,14,8,42,2.293043525158368e-7
12,14,8,43,2.6180822736881e-7
12,14,8,44,2.989195193724984e-7
12,14,8,45,3.4129132747834667e-7
12,14,8,46,3.896693266380934e-7
12,14,8,47,4.449048902107516e-7
12,14,8,48,5.079700723968261e-7
12,14,8,49,5.799747143360623e-7
12,14,8,50,6.621859748686033e-7
12,14,8,51,7.560506296172235e-7
12,14,8,52,8.63220530750093e-7
12,14,8,53,9.85581675385275e-7
12,14,8,54,1.125287394076815e-6
12,14,8,55,1.2847962432930198e-6
12,14,8,56,1.4669152685331007e-6
12,14,8,57,1.6748493991815257e-6
12,14,8,58,1.9122578440278986e-6
12,14,8,59,2.1833184794760123e-6
12,14,8,60,2.4928013629876253e-6
12,14,8,61,2.8461526647178416e-6
12,14,8,62,3.2495904934100947e-6
12,14,8,63,3.7102143016355015e-6
12,14,8,64,4.236129794040819e-6
12,14,8,65,4.8365915345817824e-6
12,14,8,66,5.522165759520329e-6
12,14,8,67,6.304916257676704e-6
12,14,8,68,7.1986165842314585e-6
12,14,8,69,8.218992336310619e-6
12,14,8,70,9.383997745683758e-6
12,14,8,71,1.071413144529867e-5
12,14,8,72,1.2232796952471024e-5
12,14,8,73,1.396671419418464e-5
12,14,8,74,1.5946389292606946e-5
12,14,8,75,1.8206650846895836e-5
12,14,8,76,2.0787262108068735e-5
12,14,8,77,2.3733619766873437e-5
12,14,8,78,2.7097551582652987e-5
12,14,8,79,3.0938226799527036e-5
12,14,8,80,3.5323195253574506e-5
12,14,8,81,4.0329573303596124e-5
12,14,8,82,4.604539725516524e-5
12,14,8,83,5.2571167834390166e-5
12,14,8,84,6.002161255062801e-5
12,14,8,85,6.852769651849645e-5
12,14,8,86,7.823891654730854e-5
12,14,8,87,8.932591811562591e-5
12,14,8,88,0.00010198348030229855
12,14,8,89,0.00011643391992307485
12,14,8,90,0.00013293097311148477
12,14,8,91,0.00015176422048008434
12,14,8,92,0.00017326413090700885
12,14,8,93,0.00019780780902405138
12,14,8,94,0.00022582554275310518
12,14,8,95,0.0002578082598688126
12,14,8,96,0.0002943160166785269
12,14,8,97,0.0003359876576244234
12,14,8,98,0.000383551802034604
12,14,8,99,0.0004378393334684956
12,14,8,100,0.0004997975881723338
12,14,8,101,0.0005705064620887858
14,14,8,1,1.0e-9
14,14,8,2,1.063279546199213e-9
14,14,8,3,1.1305633933334982e-9
14,14,8,4,1.2021049317426543e-9
14,14,8,5,1.2781735861912518e-9
14,14,8,6,1.3590558305196163e-9
14,14,8,7,1.4450562665014732e-9
14,14,8,8,1.5364987709711714e-9
14,14,8,9,1.6337277155405724e-9
14,14,8,10,1.7371092634990818e-9
14,14,8,11,1.84703274878083e-9
14,14,8,12,1.9639121421923158e-9
14,14,8,13,2.088187610422169e-9
14,14,8,14,2.2203271737043298e-9
14,14,8,15,2.3608284683773624e-9
14,14,8,16,2.510220620977643e-9
14,14,8,17,2.6690662409242812e-9
14,14,8,18,2.8379635393001296e-9
14,14,8,19,3.01754858170829e-9
14,14,8,20,3.208497683688169e-9
14,14,8,21,3.4115299577123666e-9
14,14,8,22,3.6274100213562024e-9
14,14,8,23,3.8569508768388695e-9
14,14,8,24,4.101016972780519e-9
14,14,8,25,4.360527459705718e-9
14,14,8,26,4.636459651553622e-9
14,14,8,27,4.929852706230618e-9
14,14,8,28,5.2418115390664625e-9
14,14,8,29,5.573510983911888e-9
14,14,8,30,5.926200217548303e-9
14,14,8,31,6.301207464071749e-9
14,14,8,32,6.6999449969677845e-9
14,14,8,33,7.123914457714961e-9
14,14,8,34,7.574712510946515e-9
14,14,8,35,8.054036857467742e-9
14,14,8,36,8.563692627773566e-9
14,14,8,37,9.10559918014452e-9
14,14,8,38,9.681797328922015e-9
14,14,8,39,1.0294457030185018e-8
14,14,8,40,1.09458855537716e-8
14,14,8,41,1.1638536172421163e-8
14,14,8,42,1.2375017400760428e-8
14,14,8,43,1.3158102818926646e-8
14,14,8,44,1.3990741517823538e-8
14,14,8,45,1.4876069205346567e-8
14,14,8,46,1.5817420015402686e-8
14,14,8,47,1.6818339064197177e-8
14,14,8,48,1.7882595801073845e-8
14,14,8,49,1.901419820418717e-8
14,14,8,50,2.0217407874466735e-8
14,14,8,51,2.1496756084716628e-8
14,14,8,52,2.2857060844290215e-8
14,14,8,53,2.430344504360482e-8
14,14,8,54,2.5841355746826935e-8
14,14,8,55,2.747658470538347e-8
14,14,8,56,2.921529016955144e-8
14,14,8,57,3.106402008026632e-8
14,14,8,58,3.302973672848884e-8
14,14,8,59,3.511984297499335e-8
14,14,8,60,3.734221012932222e-8
14,14,8,61,3.9705207592892504e-8
14,14,8,62,4.221773437789031e-8
14,14,8,63,4.4889252620649046e-8
14,14,8,64,4.772982321571923e-8
14,14,8,65,5.07501437048236e-8
14,14,8,66,5.396158856338282e-8
14,14,8,67,5.737625203632603e-8
14,14,8,68,6.100699368449988e-8
14,14,8,69,6.486748681319697e-8
14,14,8,70,6.897226996517817e-8
14,14,8,71,7.333680167210399e-8
14,14,8,72,7.797751867055767e-8
14,14,8,73,8.291189780189471e-8
14,14,8,74,8.815852182901748e-8
14,14,8,75,9.373714941792877e-8
14,14,8,76,9.966878954760294e-8
14,14,8,77,1.0597578062837964e-7
14,14,8,78,1.1268187462682502e-7
14,14,8,79,1.19812326513852e-7
14,14,8,80,1.2739398937293566e-7
14,14,8,81,1.3545541552657377e-7
14,14,8,82,1.4402696406180527e-7
14,14,8,83,1.5314091515969093e-7
14,14,8,84,1.6283159165928165e-7
14,14,8,85,1.7313548831384092e-7
14,14,8,86,1.8409140922604605e-7
14,14,8,87,1.957406139796981e-7
14,14,8,88,2.0812697301820144e-7
14,14,8,89,2.212971328548997e-7
14,14,8,90,2.3530069173736866e-7
14,14,8,91,2.501903864271207e-7
14,14,8,92,2.6602229079803113e-7
14,14,8,93,2.8285602700129095e-7
14,14,8,94,3.0075498999199807e-7
14,14,8,95,3.1978658626280053e-7
14,14,8,96,3.400224876834959e-7
14,14,8,97,3.6153890140235323e-7
14,14,8,98,3.844168568253854e-7
14,14,8,99,4.087425107540924e-7
14,14,8,100,4.346074718305469e-7
14,14,8,101,4.6210914551136207e-7
2,2,16,1,1.0e-9
2,2,16,2,1.603615317209929e-10
2,2,16,3,2.5715820909883074e-11
2,2,16,4,4.123828440616041e-12
2,2,16,5,6.613034469382241e-13
2,2,16,6,1.0604763394832991e-13
2,2,16,7,1.7005961057851723e-14
2,2,16,8,2.7271019704422935e-15
2,2,16,9,4.3732225023276575e-16
2,2,16,10,7.01296660783215e-17
2,2,16,11,1.1246100699516624e-17
2,2,16,12,1.803441938571611e-18
2,2,16,13,2.8920271236222573e-19
2,2,16,14,4.637699004821451e-20
2,2,16,15,7.437085179333604e-21
2,2,16,16,1.1926223738789825e-21
2,2,16,17,1.912507511180863e-22
2,2,16,18,3.0669263468759735e-23
2,2,16,19,4.9181700789004065e-24
2,2,16,20,7.886852890885354e-25
2,2,16,21,1.2647478132023802e-25
2,2,16,22,2.0281689707295123e-26
2,2,16,23,3.252402835482734e-27
2,2,16,24,5.215603017756102e-28
2,2,16,25,8.363820908669529e-29
2,2,16,26,1.341235135307394e-29
2,2,16,27,2.1508252123361224e-30
2,2,16,28,3.4490962637662292e-31
2,2,16,29,5.531023612934596e-32
2,2,16,30,8.869634207725765e-33
2,2,16,31,1.4223481309116832e-33
2,2,16,32,2.2808992548371266e-34
2,2,16,33,3.657684991213725e-35
2,2,16,34,5.865519692102966e-36
2,2,16,35,9.406037245167835e-37
2,2,16,36,1.5083665438307321e-37
2,2,16,37,2.418839699701052e-38
2,2,16,38,3.8788884020132755e-39
2,2,16,39,6.220244870767018e-40
2,2,16,40,9.974879976495641e-41
2,2,16,41,1.5995870357628633e-41
2,2,16,42,2.565122278172548e-42
2,2,16,43,4.113469386077581e-43
2,2,16,44,6.59642253087916e-44
2,2,16,45,1.0578124235751768e-44
2,2,16,46,1.696324209420914e-45
2,2,16,47,2.7202514919820176e-46
2,2,16,48,4.3622369701110986e-47
2,2,16,49,6.995350040057933e-48
2,2,16,50,1.1217850501526568e-48
2,2,16,51,1.79891169353918e-49
2,2,16,52,2.884762353279376e-50
2,2,16,53,4.62604910779447e-51
2,2,16,54,7.418403225970513e-52
2,2,16,55,1.1896265072146474e-52
2,2,16,56,1.9077032934976062e-53
2,2,16,57,3.059222229792632e-54
2,2,16,58,4.905815638709095e-55
2,2,16,59,7.867041121309483e-56
2,2,16,60,1.2615707674791474e-56
2,2,16,61,2.0230742115315232e-57
2,2,16,62,3.2442328015749175e-58
2,2,16,63,5.202501426206723e-59
2,2,16,64,8.342810995728591e-60
2,2,16,65,1.337865953478438e-60
2,2,16,66,2.1454223407352353e-61
2,2,16,67,3.440432136088468e-62
2,2,16,68,5.517129685045541e-63
2,2,16,69,8.847353692090966e-64
2,2,16,70,1.4187751932880207e-64
2,2,16,71,2.2751696373220615e-65
2,2,16,72,3.6484968887818433e-66
2,2,16,73,5.850785510270272e-67
2,2,16,74,9.3824092854353e-68
2,2,16,75,1.5045775280071082e-68
2,2,16,76,2.4127635758739483e-69
2,2,16,77,3.869144636750508e-70
2,2,16,78,6.2046196195052816e-71
2,2,16,79,9.949823084174425e-72
2,2,16,80,1.5955688741200196e-72
2,2,16,81,2.5586786925989497e-73
2,2,16,82,4.103136353528173e-74
2,2,16,83,6.579852321568276e-75
2,2,16,84,1.0551551994225029e-75
2,2,16,85,1.6920630440577733e-76
2,2,16,86,2.7134182219194376e-77
2,2,16,87,4.351279033544718e-78
2,2,16,88,6.97777772509114e-79
2,2,16,89,1.1189671268016532e-79
2,2,16,90,1.79439282847949e-80
2,2,16,91,2.8775158320351358e-81
2,2,16,92,4.614428475301668e-82
2,2,16,93,7.3997682016628e-83
2,2,16,94,1.1866381661655338e-83
2,2,16,95,1.9029111440062202e-84
2,2,16,96,3.051537465446674e-85
2,2,16,97,4.89349223286396e-86
2,2,16,98,7.847279118886626e-87
2,2,16,99,1.2584017024928211e-87
2,2,16,100,2.0179922503655117e-88
2,2,16,101,3.2360832907872624e-89
4,2,16,1,1.0e-9
4,2,16,2,1.349338133048542e-9
4,2,16,3,1.8207133952544961e-9
4,2,16,4,2.456758007088232e-9
4,2,16,5,3.3149972471142235e-9
4,2,16,6,4.473052163197896e-9
4,2,16,7,6.0356597875398155e-9
4,2,16,8,8.14414577761361e-9
4,2,16,9,1.0989206206491609e-8
4,2,16,10,1.482815451024805e-8
4,2,16,11,2.0008193434096496e-8
4,2,16,12,2.6997816724531534e-8
4,2,16,13,3.642918057128303e-8
4,2,16,14,4.915527690276453e-8
4,2,16,15,6.632707929903552e-8
4,2,16,16,8.949763855921774e-8
4,2,16,17,1.2076254217403334e-7
4,2,16,18,1.6294944047174867e-7
4,2,16,19,2.1987377933176266e-7
4,2,16,20,2.9668386618595023e-7
4,2,16,21,4.003264736296825e-7
4,2,16,22,5.401750831959006e-7
4,2,16,23,7.28877575088092e-7
4,2,16,24,9.83500005386778e-7
4,2,16,25,1.3270698701864308e-6
4,2,16,26,1.790658348615211e-6
4,2,16,27,2.4161896939735636e-6
4,2,16,28,3.2602315812020748e-6
4,2,16,29,4.399108709526951e-6
4,2,16,30,5.935801219966743e-6
4,2,16,31,8.00925015037108e-6
4,2,16,32,1.0806908465783072e-5
4,2,16,33,1.4581667222376982e-5
4,2,16,34,1.9674677540300603e-5
4,2,16,35,2.6546113957973225e-5
4,2,16,36,3.5816627818433096e-5
4,2,16,37,4.832317860324303e-5
4,2,16,38,6.51941813960983e-5
4,2,16,39,8.795056462208807e-5
4,2,16,40,0.00011864151034352152
4,2,16,41,0.00016002648649572285
4,2,16,42,0.00021581882453630664
4,2,16,43,0.00029101068147469603
4,2,16,44,0.0003923048176617198
4,2,16,45,0.0005286851059304516
4,2,16,46,0.000712164555646679
4,2,16,47,0.0009587556019658979
4,2,16,48,0.0012897097519410572
4,2,16,49,0.0017330671527053542
4,2,16,50,0.002325531869323969
4,2,16,51,0.003114629977147929
4,2,16,52,0.00416099102637295
4,2,16,53,0.0055403868514403275
4,2,16,54,0.0073448318827612396
4,2,16,55,0.009681585843006555
4,2,16,56,0.01266837023244776
4,2,16,57,0.01642275134454434
4,2,16,58,0.021043958191604765
4,2,16,59,0.02658713056735756
4,2,16,60,0.03303367940584338
4,2,16,61,0.040266467596822356
4,2,16,62,0.04806208501059941
4,2,16,63,0.05611027914044689
4,2,16,64,0.06406050469578047
4,2,16,65,0.07158198786207877
4,2,16,66,0.07841618621677503
4,2,16,67,0.08440510486373362
4,2,16,68,0.08949174825425887
4,2,16,69,0.09370049550443796
4,2,16,70,0.09710934725733464
4,2,16,71,0.09982363834923295
4,2,16,72,0.10195606854578891
4,2,16,73,0.1036139668005926
4,2,16,74,0.10489259225742123
4,2,16,75,0.10587264403225527
4,2,16,76,0.10662031641987205
4,2,16,77,0.10718867336938485
4,2,16,78,0.10761955164195251
4,2,16,79,0.10794553718593165
4,2,16,80,0.10819178379298247
4,2,16,81,0.10837757938084693
4,2,16,82,0.10851764082088008
4,2,16,83,0.1086231557914745
4,2,16,84,0.10870260562234912
4,2,16,85,0.10876240667854528
4,2,16,86,0.10880740559681598
4,2,16,87,0.10884125905355214
4,2,16,88,0.10886672351894208
4,2,16,89,0.10888587550898657
4,2,16,90,0.10890027854338362
4,2,16,91,0.10891110944399308
4,2,16,92,0.10891925372870442
4,2,16,93,0.10892537757998674
4,2,16,94,0.10892998209374141
4,2,16,95,0.10893344414488315
4,2,16,96,0.10893604715640012
4,2,16,97,0.10893800425797628
4,2,16,98,0.10893947571178589
4,2,16,99,0.10894058202190782
4,2,16,100,0.10894141379500832
4,2,16,101,0.10894203915652517
6,2,16,1,1.0e-9
6,2,16,2,2.5305117708545144e-9
6,2,16,3,6.403489789022061e-9
6,2,16,4,1.6204105987171403e-8
6,2,16,5,4.100467881134951e-8
6,2,16,6,1.0376280824109919e-7
6,2,16,7,2.625729156444345e-7
6,2,16,8,6.644432612444799e-7
6,2,16,9,1.6813776908056862e-6
6,2,16,10,4.254721664374457e-6
6,2,16,11,1.0766467124865803e-5
6,2,16,12,2.7243671926424568e-5
6,2,16,13,6.893403026267897e-5
6,2,16,14,0.00017439738958603535
6,2,16,15,0.0004410523912875442
6,2,16,16,0.0011144120802226412
6,2,16,17,0.0028093505614825093
6,2,16,18,0.007041509168085332
6,2,16,19,0.01739870811260051
6,2,16,20,0.041532116184863695
6,2,16,21,0.09172983886696587
6,2,16,22,0.17452752151507284
6,2,16,23,0.2695703210321496
6,2,16,24,0.34660532408184797
6,2,16,25,0.3995832130562499
6,2,16,26,0.4350041386271494
6,2,16,27,0.45899424228441765
6,2,16,28,0.47554596320988385
6,2,16,29,0.4871494842881482
6,2,16,30,0.4953853158454865
6,2,16,31,0.5012851896932248
6,2,16,32,0.5055406396542822
6,2,16,33,0.508625459545589
6,2,16,34,0.5108699375070348
6,2,16,35,0.5125074163243764
6,2,16,36,0.5137044271906087
6,2,16,37,0.5145807280216261
6,2,16,38,0.5152229318540431
6,2,16,39,0.5156939457347554
6,2,16,40,0.5160396025289133
6,2,16,41,0.5162933727026732
6,2,16,42,0.5164797406894358
6,2,16,43,0.5166166400564364
6,2,16,44,0.5167172184291895
6,2,16,45,0.5167911213234392
6,2,16,46,0.5168454285643135
6,2,16,47,0.5168853386834835
6,2,16,48,0.5169146698692706
6,2,16,49,0.5169362270458926
6,2,16,50,0.516952071075729
6,2,16,51,0.5169637163007512
6,2,16,52,0.5169722755630931
6,2,16,53,0.5169785667032696
6,2,16,54,0.5169831907876076
