comp_full,comp_partial,comp_none,bespoke_full,bespoke_none,bespoke_cost,free_cost,free_comp
1.0,1.4444444444444444,5.0,1,5,1.5079166666666666,1.01875,0.98125
1.0,1.8888888888888888,5.0,1,5,1.57875,1.01625,0.980625
1.4444444444444444,1.8888888888888888,5.0,1,5,1.5401388888888885,1.4223611111111105,0.908125
1.0,2.333333333333333,5.0,1,5,1.5158333333333331,1.01625,0.9775
1.4444444444444444,2.333333333333333,5.0,1,5,1.52625,1.4273611111111106,0.919375
1.8888888888888888,2.333333333333333,5.0,1,5,1.5333333333333334,1.846388888888887,0.9325
1.0,2.7777777777777777,5.0,1,5,1.5008333333333328,1.020138888888889,0.979375
1.4444444444444444,2.7777777777777777,5.0,1,5,1.59,1.4283333333333326,0.92625
1.8888888888888888,2.7777777777777777,5.0,1,5,1.5763888888888888,1.8387499999999988,0.911875
2.333333333333333,2.7777777777777777,5.0,1,5,1.5602777777777777,2.2354166666666675,0.9171875
1.0,3.2222222222222223,5.0,1,5,1.581527777777778,1.01375,0.986875
1.4444444444444444,3.2222222222222223,5.0,1,5,1.5716666666666665,1.4186111111111106,0.9025
1.8888888888888888,3.2222222222222223,5.0,1,5,1.535277777777778,1.839166666666665,0.9271875
2.333333333333333,3.2222222222222223,5.0,1,5,1.5606944444444446,2.2472222222222222,0.92125
2.7777777777777777,3.2222222222222223,5.0,1,5,1.552361111111111,2.640416666666664,0.9103125
1.0,3.6666666666666665,5.0,1,5,1.5375,1.0225,0.9790625
1.4444444444444444,3.6666666666666665,5.0,1,5,1.4738888888888888,1.4281944444444434,0.9134375
1.8888888888888888,3.6666666666666665,5.0,1,5,1.5320833333333332,1.8397222222222203,0.919375
2.333333333333333,3.6666666666666665,5.0,1,5,1.51875,2.2462500000000007,0.9234375
2.7777777777777777,3.6666666666666665,5.0,1,5,1.5472222222222223,2.652916666666664,0.9178125
3.2222222222222223,3.6666666666666665,5.0,1,5,1.501111111111111,3.080000000000001,0.9309375
1.0,4.111111111111111,5.0,1,5,1.5701388888888892,1.02875,0.9784375
1.4444444444444444,4.111111111111111,5.0,1,5,1.5388888888888892,1.4383333333333326,0.93
1.8888888888888888,4.111111111111111,5.0,1,5,1.5584722222222223,1.8438888888888878,0.9240625
2.333333333333333,4.111111111111111,5.0,1,5,1.5355555555555558,2.258750000000001,0.9290625
2.7777777777777777,4.111111111111111,5.0,1,5,1.5752777777777778,2.6740277777777766,0.92875
3.2222222222222223,4.111111111111111,5.0,1,5,1.5972222222222223,3.0786111111111136,0.9246875
3.6666666666666665,4.111111111111111,5.0,1,5,1.5731944444444446,3.48125,0.9253125
1.0,4.555555555555555,5.0,1,5,1.5616666666666668,1.02,0.98125
1.4444444444444444,4.555555555555555,5.0,1,5,1.5919444444444446,1.4438888888888883,0.9178125
1.8888888888888888,4.555555555555555,5.0,1,5,1.6247222222222222,1.848194444444443,0.9275
2.333333333333333,4.555555555555555,5.0,1,5,1.551388888888889,2.2422222222222232,0.9203125
2.7777777777777777,4.555555555555555,5.0,1,5,1.6498611111111108,2.6865277777777754,0.9353125
