pop,gen,cost,compositionality,agent
1,1,5.555555555555556,0.5,rational
1,2,1.875,0.28125,rational
1,3,2.2500000000000004,0.34375,rational
1,4,2.458333333333334,0.375,rational
1,5,2.0138888888888893,0.28125,rational
1,6,2.5277777777777786,0.46875,rational
1,7,2.3888888888888893,0.40625,rational
1,8,2.2638888888888893,0.40625,rational
1,9,2.7638888888888893,0.5,rational
1,10,2.986111111111112,0.625,rational
1,11,3.319444444444446,0.625,rational
1,12,2.583333333333334,0.46875,rational
1,13,2.458333333333334,0.46875,rational
1,14,2.6805555555555567,0.5,rational
1,15,2.3611111111111116,0.4375,rational
1,16,2.847222222222223,0.5625,rational
1,17,2.708333333333334,0.46875,rational
1,18,3.3611111111111125,0.71875,rational
1,19,2.5555555555555562,0.5,rational
1,20,3.13888888888889,0.6875,rational
1,21,2.875000000000001,0.5625,rational
1,22,2.9027777777777786,0.53125,rational
1,23,2.6805555555555562,0.5,rational
1,24,2.597222222222223,0.46875,rational
1,25,2.7083333333333344,0.46875,rational
1,26,3.0763888888888897,0.53125,rational
1,27,2.319444444444445,0.34375,rational
1,28,1.5972222222222223,0.1875,rational
1,29,2.7222222222222228,0.4375,rational
1,30,2.0000000000000004,0.28125,rational
1,31,2.2916666666666674,0.40625,rational
2,1,5.555555555555556,0.5,rational
2,2,2.2222222222222223,0.3125,rational
2,3,2.4722222222222228,0.46875,rational
2,4,2.458333333333334,0.375,rational
2,5,2.3055555555555562,0.40625,rational
2,6,2.2638888888888893,0.40625,rational
2,7,3.069444444444445,0.5,rational
2,8,2.847222222222223,0.59375,rational
2,9,2.166666666666667,0.375,rational
2,10,2.208333333333334,0.34375,rational
2,11,2.6805555555555562,0.5,rational
2,12,2.5694444444444455,0.5,rational
2,13,2.4027777777777786,0.40625,rational
2,14,2.9305555555555562,0.5,rational
2,15,2.6527777777777786,0.53125,rational
2,16,2.166666666666667,0.375,rational
2,17,2.916666666666668,0.5625,rational
2,18,2.8611111111111125,0.59375,rational
2,19,3.0694444444444455,0.625,rational
2,20,3.0277777777777786,0.53125,rational
2,21,2.750000000000001,0.5625,rational
2,22,3.250000000000001,0.625,rational
2,23,2.2638888888888893,0.40625,rational
2,24,3.125000000000001,0.59375,rational
2,25,2.583333333333334,0.46875,rational
2,26,2.9027777777777786,0.53125,rational
2,27,2.4166666666666674,0.375,rational
2,28,2.3611111111111116,0.4375,rational
2,29,2.2777777777777786,0.40625,rational
2,30,3.1250000000000013,0.5625,rational
2,31,2.847222222222223,0.59375,rational
3,1,5.555555555555556,0.5,rational
3,2,2.750000000000001,0.5625,rational
3,3,2.569444444444445,0.5,rational
3,4,3.3611111111111125,0.71875,rational
3,5,3.5277777777777795,0.8125,rational
3,6,3.6527777777777795,0.8125,rational
3,7,4.1527777777777795,0.8125,rational
3,8,2.972222222222223,0.59375,rational
3,9,3.333333333333335,0.75,rational
3,10,3.4861111111111125,0.71875,rational
3,11,3.13888888888889,0.6875,rational
3,12,3.3611111111111125,0.71875,rational
3,13,3.3611111111111125,0.71875,rational
3,14,2.847222222222223,0.59375,rational
3,15,2.847222222222223,0.59375,rational
3,16,3.583333333333335,0.75,rational
3,17,3.097222222222223,0.59375,rational
3,18,2.708333333333334,0.5,rational
3,19,2.7777777777777786,0.53125,rational
3,20,2.5138888888888893,0.40625,rational
3,21,2.7916666666666674,0.53125,rational
3,22,2.458333333333334,0.46875,rational
3,23,2.3750000000000004,0.4375,rational
3,24,3.0277777777777786,0.53125,rational
3,25,2.166666666666667,0.375,rational
3,26,2.708333333333334,0.53125,rational
3,27,3.2083333333333344,0.5625,rational
3,28,2.0000000000000004,0.28125,rational
3,29,2.569444444444445,0.375,rational
3,30,2.3611111111111116,0.4375,rational
3,31,2.6527777777777786,0.53125,rational
4,1,5.555555555555557,0.5,rational
4,2,2.0000000000000004,0.28125,rational
4,3,2.4027777777777786,0.40625,rational
4,4,2.8055555555555562,0.5,rational
