S,N,D,bespoke_cost,free_cost,free_comp
4,42,20,26.24810965714243,29.634004830952257,0.5174523809523832
4,44,20,26.20796722363706,29.586911301818205,0.5159045454545449
4,46,20,26.279060728694464,29.568607966521785,0.5144086956521754
4,48,20,26.28881204499994,29.553655256250046,0.5132791666666674
4,50,20,26.23575516000021,29.51897472920005,0.5131119999999959
4,22,22,25.314551181818516,29.399336125454727,0.5041636363636358
4,24,22,25.339379589999844,29.30404692416662,0.5062833333333316
4,26,22,25.2748243384615,29.217149863846192,0.5039000000000005
4,28,22,25.27934667428535,29.061524297142903,0.4992357142857148
4,30,22,25.19181435199932,29.019210503999954,0.4953799999999995
4,32,22,25.275512520000646,29.001019869375035,0.49585625
4,34,22,25.26253152705796,28.906948364705936,0.4922470588235308
4,36,22,25.22415378666725,28.840471426111204,0.4864999999999998
4,38,22,25.277395964211138,28.865568616315823,0.4904210526315775
4,40,22,25.2804330180019,28.801260594500143,0.48863500000000065
4,42,22,25.247963411428156,28.71296264619052,0.486314285714285
4,44,22,25.23945597818253,28.71535150500006,0.4823227272727262
4,46,22,25.22974346086838,28.62345888695639,0.4816695652173902
4,48,22,25.275015499999935,28.679669118749903,0.4820333333333349
4,50,22,25.29925019520013,28.596271778800002,0.47925200000000584
4,24,24,24.43753679999996,28.63353345583341,0.4741249999999993
4,26,24,24.36642470769227,28.490238570000034,0.47418461538461615
4,28,24,24.472470205713783,28.42238521928584,0.4701785714285727
4,30,24,24.408113215999304,28.239856566666607,0.4663266666666664
4,32,24,24.390195645000613,28.221196071250066,0.46624375
4,34,24,24.407364762352362,28.206943559411762,0.4650705882352984
4,36,24,24.375574973333798,28.070370608888886,0.45924999999999966
4,38,24,24.437222892632143,28.049343705263162,0.4584631578947393
4,40,24,24.358808832001902,28.008615711000072,0.4584899999999995
4,42,24,24.40870963999963,27.96621069238094,0.4560333333333292
4,44,24,24.33533141454592,27.868553895454703,0.4538136363636382
4,46,24,24.386970417390533,27.862662981304346,0.4536434782608667
4,48,24,24.400260299999943,27.87275513833334,0.4508541666666658
4,50,24,24.38159222880005,27.81672769360001,0.4504400000000079
4,26,26,23.6920068,27.91529897692302,0.45111538461538664
4,28,26,23.57400005142804,27.74070981500011,0.4453714285714282
4,30,26,23.604928895999425,27.683640571333356,0.44151333333333487
4,32,26,23.646715852500584,27.591660686875013,0.4378625
4,34,26,23.629031442352865,27.51865504823525,0.43847058823529805
4,36,26,23.630376320000362,27.38062732166663,0.4322055555555544
4,38,26,23.600816709474252,27.33378575473679,0.4306578947368448
4,40,26,23.556618552001854,27.258265408000028,0.43056500000000053
4,42,26,23.62753620571403,27.171415882380977,0.42598571428571
4,44,26,23.608236338181953,27.205244728181896,0.425713636363638
4,46,26,23.548994697391198,27.096717874347867,0.42351739130434235
4,48,26,23.61819933000008,27.06551905124998,0.42214583333333167
4,50,26,23.636897222399977,27.02178505999997,0.41926000000000657
4,28,28,22.96948172571382,27.205039712857232,0.4206357142857132
4,30,28,22.938723287999643,27.100003077333287,0.42007333333333374
4,32,28,22.95579592500058,26.978940318124952,0.417025
4,34,28,22.93419748235312,26.790912697058804,0.4094647058823567
4,36,28,22.90804058666697,26.76167421388892,0.4062999999999997
4,38,28,22.90519798105308,26.676603165789484,0.4046578947368486
4,40,28,23.010890592001797,26.62978717350011,0.40215000000000006
4,42,28,22.957553245714163,26.517445775237977,0.403290476190473
4,44,28,22.979822323636235,26.5227035850002,0.3988954545454539
4,46,28,22.93610420869591,26.48252001826084,0.3975695652173869
4,48,28,22.937903205000225,26.454973312083258,0.39554583333333354
4,50,28,22.90568139839992,26.34712539839997,0.39038400000000345
4,30,30,22.34607663999975,26.56680142666666,0.39487999999999607
4,32,30,22.39925778000044,26.418005527499982,0.38904375
4,34,30,22.399170070588582,26.290871083529463,0.3884058823529449
4,36,30,22.376229186667118,26.162885924444453,0.3840555555555568
4,38,30,22.35068061473736,26.09067879684211,0.3823210526315851
4,40,30,22.278631026001715,26.066772269000058,0.3812950000000002
4,42,30,22.35246689714271,25.966948979523796,0.3734428571428551
4,44,30,22.37241869999957,25.866048167727463,0.37254999999999977
4,46,30,22.414881495652804,25.803691458695667,0.37100869565217076
4,48,30,22.382483355000307,25.79305660583324,0.37144583333333325
4,50,30,22.338124319999846,25.78262570160008,0.3686440000000025
4,32,32,21.82855456500047,25.954464864375066,0.3697125
4,34,32,21.790993009412336,25.778264418235246,0.3621176470588266
4,36,32,21.869434460000527,25.723266966111108,0.36177777777777836
4,38,32,21.86679240631621,25.560486937894694,0.3593578947368485
4,40,32,21.816998850001646,25.54562901050014,0.3565949999999999
4,42,32,21.828749822857002,25.406778533809455,0.35299523809523625
4,44,32,21.846345621817708,25.388701369091013,0.3535136363636351
4,46,32,21.83622055826172,25.297852118260966,0.34896521739130126
4,48,32,21.837376670000378,25.220654037083253,0.34734999999999966
4,50,32,21.783807854399782,25.171918152400092,0.34603199999999995
4,34,34,21.367005712941854,25.366008778235248,0.3433411764705912
4,36,34,21.447630153333904,25.2623570772223,0.34350000000000047
4,38,34,21.374271745263666,25.15062647105263,0.33975789473684714
4,40,34,21.41724566400159,25.07794663700011,0.3365949999999992
4,42,34,21.310144954285516,24.94825552047615,0.33100952380952364
4,44,34,21.407025125454012,24.86758503454557,0.33110909090908947
4,46,34,21.37801133739229,24.771500249565218,0.3289521739130406
4,48,34,21.366325965000357,24.80227744791659,0.32722083333333296
4,50,34,21.411042854399668,24.709330795200074,0.3240200000000009
4,36,36,20.982750780000643,24.831699139444503,0.3200500000000011
4,38,36,20.95520540842154,24.745022775263106,0.3200368421052664
4,40,36,20.972909784001494,24.67729381950013,0.31837999999999944
4,42,36,20.998442411428304,24.53498978476173,0.3140952380952389
4,44,36,21.00525223090863,24.434517977272808,0.3117818181818164
4,46,36,21.01937899304461,24.360607043043476,0.3121043478260845
4,48,36,21.019778770000194,24.305206452916615,0.30686249999999904
4,50,36,20.960862019199553,24.269112878800033,0.3057399999999994
4,38,38,20.592642397895265,24.319787075263115,0.30264210526316
4,40,38,20.57852441400143,24.22867728850017,0.29950499999999963
4,42,38,20.63362973142837,24.150531199047506,0.2972095238095235
4,44,38,20.625438583635933,24.055213393636468,0.295845454545453
4,46,38,20.60642020174033,24.021083504347807,0.2949869565217375
4,48,38,20.619926180000196,23.908876150833393,0.2900916666666666
4,50,38,20.596804809599558,23.870594198400013,0.29044799999999943
4,40,40,20.332052196001385,23.941148747500197,0.2841850000000009
4,42,40,20.295514125714195,23.860262581904653,0.2841714285714292
4,44,40,20.293881059999745,23.769891215454663,0.2825818181818171
4,46,40,20.29498314782729,23.65535597130443,0.27928260869565125
4,48,40,20.30034232000002,23.5788788929167,0.27676666666666594
4,50,40,20.258393831999634,23.51986986520001,0.27554799999999985
4,42,42,20.03635369714292,23.53435852952358,0.2689238095238096
4,44,42,20.04758505818171,23.389742376818344,0.2668136363636363
4,46,42,20.036316652175113,23.29779898478263,0.26610869565217266
4,48,42,20.0257387700001,23.269867610000013,0.26567083333333347
4,50,42,20.029009161599713,23.210772115600044,0.2635720000000007
4,44,44,19.799120241818127,23.147240007272824,0.25535909090909104
4,46,44,19.859982600001146,23.115698016521737,0.2555260869565212
4,48,44,19.75362032000017,23.046703360833416,0.25394583333333337
4,50,44,19.76705974079989,22.950651018400023,0.2514880000000012
4,46,46,19.598722956522835,22.82037893913047,0.24217391304347852
4,48,46,19.589727975000297,22.72340745833343,0.24137500000000073
4,50,46,19.601492438399962,22.743326762799967,0.2436440000000011
4,48,48,19.418628840000512,22.536089847916738,0.23148749999999976
4,50,48,19.410278904000204,22.519992715600047,0.23261200000000085
4,50,50,19.268568561600244,22.2723949776,0.22346400000000022
