S,G,D,base_cost,act_cost,search_cost,bespoke_zilch,bespoke_full,comp_zilch,comp_partial,comp_full,gen,cost,compositionality
100,1,4,10,1,1,10,0,12,6.5,1,89,6.2832780549999985,0.9999999999999998
100,1,4,10,1,1,10,0,12,6.5,1,90,6.2832780549999985,0.9999999999999998
100,1,4,10,1,1,10,0,12,6.5,1,91,6.2832780549999985,0.9999999999999998
100,1,4,10,1,1,10,0,12,6.5,1,92,6.2832780549999985,0.9999999999999998
100,1,4,10,1,1,10,0,12,6.5,1,93,6.2832780549999985,0.9999999999999998
100,1,4,10,1,1,10,0,12,6.5,1,94,6.2832780549999985,0.9999999999999998
100,1,4,10,1,1,10,0,12,6.5,1,95,6.2832780549999985,0.9999999999999998
100,1,4,10,1,1,10,0,12,6.5,1,96,6.2832780549999985,0.9999999999999998
100,1,4,10,1,1,10,0,12,6.5,1,97,6.2832780549999985,0.9999999999999998
100,1,4,10,1,1,10,0,12,6.5,1,98,6.2832780549999985,0.9999999999999998
100,1,4,10,1,1,10,0,12,6.5,1,99,6.2832780549999985,0.9999999999999998
100,1,4,10,1,1,10,0,12,6.5,1,100,6.2832780549999985,0.9999999999999998
100,1,4,10,1,1,10,0,12,6.5,1,101,6.2832780549999985,0.9999999999999998
100,1,20,10,1,1,10,0,12,6.5,1,1,1.0e-6,1.0e-6
100,1,20,10,1,1,10,0,12,6.5,1,2,8.179012288264321,1.652321709118176e-5
100,1,20,10,1,1,10,0,12,6.5,1,3,8.178126242878301,0.00027297685161744326
100,1,20,10,1,1,10,0,12,6.5,1,4,8.16352606963188,0.004498938307480608
100,1,20,10,1,1,10,0,12,6.5,1,5,7.932950546163552,0.07127584796581961
100,1,20,10,1,1,10,0,12,6.5,1,6,5.980642322069402,0.6433681106080351
100,1,20,10,1,1,10,0,12,6.5,1,7,5.429527387833695,0.9310392269721277
100,1,20,10,1,1,10,0,12,6.5,1,8,5.484785985586716,0.9862978288019485
100,1,20,10,1,1,10,0,12,6.5,1,9,5.495751286854543,0.9972631300697754
100,1,20,10,1,1,10,0,12,6.5,1,10,5.49794092509404,0.9994527683092708
100,1,20,10,1,1,10,0,12,6.5,1,11,5.498378716136224,0.9998905593514551
100,1,20,10,1,1,10,0,12,6.5,1,12,5.498466268882626,0.9999781120978573
100,1,20,10,1,1,10,0,12,6.5,1,13,5.4984837792134424,0.9999956224286738
100,1,20,10,1,1,10,0,12,6.5,1,14,5.498487281270866,0.9999991244860986
100,1,20,10,1,1,10,0,12,6.5,1,15,5.498487981682002,0.9999998248972342
100,1,20,10,1,1,10,0,12,6.5,1,16,5.498488121764218,0.9999999649794477
100,1,20,10,1,1,10,0,12,6.5,1,17,5.498488149780657,0.9999999929958893
100,1,20,10,1,1,10,0,12,6.5,1,18,5.498488155383947,0.9999999985991779
100,1,20,10,1,1,10,0,12,6.5,1,19,5.498488156504605,0.9999999997198356
100,1,20,10,1,1,10,0,12,6.5,1,20,5.498488156728737,0.999999999943967
100,1,20,10,1,1,10,0,12,6.5,1,21,5.498488156773563,0.9999999999887934
100,1,20,10,1,1,10,0,12,6.5,1,22,5.498488156782528,0.9999999999977587
100,1,20,10,1,1,10,0,12,6.5,1,23,5.498488156784321,0.9999999999995517
100,1,20,10,1,1,10,0,12,6.5,1,24,5.4984881567846795,0.9999999999999103
100,1,20,10,1,1,10,0,12,6.5,1,25,5.4984881567847514,0.999999999999982
100,1,20,10,1,1,10,0,12,6.5,1,26,5.498488156784766,0.9999999999999964
100,1,20,10,1,1,10,0,12,6.5,1,27,5.498488156784768,0.9999999999999993
100,1,20,10,1,1,10,0,12,6.5,1,28,5.498488156784769,0.9999999999999999
100,1,20,10,1,1,10,0,12,6.5,1,29,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,30,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,31,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,32,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,33,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,34,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,35,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,36,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,37,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,38,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,39,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,40,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,41,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,42,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,43,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,44,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,45,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,46,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,47,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,48,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,49,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,50,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,51,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,52,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,53,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,54,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,55,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,56,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,57,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,58,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,59,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,60,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,61,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,62,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,63,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,64,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,65,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,66,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,67,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,68,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,69,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,70,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,71,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,72,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,73,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,74,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,75,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,76,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,77,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,78,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,79,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,80,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,81,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,82,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,83,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,84,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,85,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,86,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,87,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,88,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,89,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,90,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,91,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,92,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,93,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,94,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,95,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,96,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,97,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,98,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,99,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,100,5.498488156784769,1.0
100,1,20,10,1,1,10,0,12,6.5,1,101,5.498488156784769,1.0
100,1,100,10,1,1,10,0,12,6.5,1,1,1.0e-6,1.0e-6
100,1,100,10,1,1,10,0,12,6.5,1,2,3.6601956774839723,3.6971152148934235e-5
100,1,100,10,1,1,10,0,12,6.5,1,3,3.6556093167686847,0.0013644597396564988
100,1,100,10,1,1,10,0,12,6.5,1,4,3.497322540623852,0.04722073914392006
100,1,100,10,1,1,10,0,12,6.5,1,5,2.4072460404425233,0.38100761234339375
100,1,100,10,1,1,10,0,12,6.5,1,6,2.550629735801335,0.5374518587985717
100,1,100,10,1,1,10,0,12,6.5,1,7,2.64217964885308,0.6290017718503047
100,1,100,10,1,1,10,0,12,6.5,1,8,2.702747139574816,0.6895692625720564
100,1,100,10,1,1,10,0,12,6.5,1,9,2.745955081762737,0.7327772047599803
100,1,100,10,1,1,10,0,12,6.5,1,10,2.7784066251313897,0.7652287481286284
100,1,100,10,1,1,10,0,12,6.5,1,11,2.8037113559107825,0.7905334789080208
100,1,100,10,1,1,10,0,12,6.5,1,12,2.82401651688901,0.8108386398862553
100,1,100,10,1,1,10,0,12,6.5,1,13,2.840682573555729,0.8275046965529735
100,1,100,10,1,1,10,0,12,6.5,1,14,2.854614781552155,0.8414369045493906
100,1,100,10,1,1,10,0,12,6.5,1,15,2.8664396104846697,0.853261733481913
100,1,100,10,1,1,10,0,12,6.5,1,16,2.8766047838262736,0.8634269068235185
100,1,100,10,1,1,10,0,12,6.5,1,17,2.885439006713195,0.8722611297104352
100,1,100,10,1,1,10,0,12,6.5,1,18,2.8931891811863535,0.880011304183594
100,1,100,10,1,1,10,0,12,6.5,1,19,2.90004444390831,0.8868665669055461
100,1,100,10,1,1,10,0,12,6.5,1,20,2.9061521775778747,0.8929743005751222
100,1,100,10,1,1,10,0,12,6.5,1,21,2.9116289639357253,0.8984510869329638
100,1,100,10,1,1,10,0,12,6.5,1,22,2.9165682530009316,0.9033903759981745
100,1,100,10,1,1,10,0,12,6.5,1,23,2.921045844519779,0.9078679675170238
100,1,100,10,1,1,10,0,12,6.5,1,24,2.9251238779702393,0.911946000967485
100,1,100,10,1,1,10,0,12,6.5,1,25,2.928853784821944,0.9156759078191858
100,1,100,10,1,1,10,0,12,6.5,1,26,2.932278505369247,0.9191006283664909
100,1,100,10,1,1,10,0,12,6.5,1,27,2.9354341756880777,0.9222562986853229
100,1,100,10,1,1,10,0,12,6.5,1,28,2.9383514270439854,0.9251735500412254
100,1,100,10,1,1,10,0,12,6.5,1,29,2.941056397946774,0.9278785209440158
100,1,100,10,1,1,10,0,12,6.5,1,30,2.943571530460408,0.930393653457649
100,1,100,10,1,1,10,0,12,6.5,1,31,2.945916202659036,0.9327383256562767
100,1,100,10,1,1,10,0,12,6.5,1,32,2.94810723531364,0.9349293583108785
100,1,100,10,1,1,10,0,12,6.5,1,33,2.9501593010906935,0.9369814240879356
100,1,100,10,1,1,10,0,12,6.5,1,34,2.9520852574944474,0.9389073804916896
100,1,100,10,1,1,10,0,12,6.5,1,35,2.9538964196534803,0.9407185426507236
100,1,100,10,1,1,10,0,12,6.5,1,36,2.955602785276905,0.9424249082741469
100,1,100,10,1,1,10,0,12,6.5,1,37,2.9572132212984097,0.9440353442956508
100,1,100,10,1,1,10,0,12,6.5,1,38,2.9587356196194077,0.945557742616647
100,1,100,10,1,1,10,0,12,6.5,1,39,2.9601770277664405,0.9469991507636812
100,1,100,10,1,1,10,0,12,6.5,1,40,2.9615437590589373,0.9483658820561789
100,1,100,10,1,1,10,0,12,6.5,1,41,2.962841485944612,0.9496636089418521
100,1,100,10,1,1,10,0,12,6.5,1,42,2.9640753194316356,0.9508974424288789
100,1,100,10,1,1,10,0,12,6.5,1,43,2.965249876977822,0.9520719999750642
100,1,100,10,1,1,10,0,12,6.5,1,44,2.9663693407494405,0.9531914637466792
100,1,100,10,1,1,10,0,12,6.5,1,45,2.9674375078083215,0.9542596308055609
100,1,100,10,1,1,10,0,12,6.5,1,46,2.9684578335038028,0.9552799565010398
100,1,100,10,1,1,10,0,12,6.5,1,47,2.969433469120168,0.956255592117408
100,1,100,10,1,1,10,0,12,6.5,1,48,2.970367294648629,0.9571894176458686
100,1,100,10,1,1,10,0,12,6.5,1,49,2.971261947405459,0.9580840704026983
100,1,100,10,1,1,10,0,12,6.5,1,50,2.972119847098484,0.9589419700957236
100,1,100,10,1,1,10,0,12,6.5,1,51,2.9729432178461543,0.9597653408433936
100,1,100,10,1,1,10,0,12,6.5,1,52,2.9737341075732324,0.9605562305704725
100,1,100,10,1,1,10,0,12,6.5,1,53,2.9744944051409763,0.9613165281382152
100,1,100,10,1,1,10,0,12,6.5,1,54,2.9752258555148754,0.9620479785121139
100,1,100,10,1,1,10,0,12,6.5,1,55,2.975930073227574,0.9627521962248128
100,1,100,10,1,1,10,0,12,6.5,1,56,2.9766085543565772,0.9634306773538137
100,1,100,10,1,1,10,0,12,6.5,1,57,2.9772626872045906,0.9640848102018298
100,1,100,10,1,1,10,0,12,6.5,1,58,2.977893761843724,0.9647158848409616
100,1,100,10,1,1,10,0,12,6.5,1,59,2.978502978662102,0.9653251016593404
100,1,100,10,1,1,10,0,12,6.5,1,60,2.9790914560326645,0.9659135790299052
100,1,100,10,1,1,10,0,12,6.5,1,61,2.979660237207574,0.9664823602048129
100,1,100,10,1,1,10,0,12,6.5,1,62,2.9802102965280173,0.9670324195252569
100,1,100,10,1,1,10,0,12,6.5,1,63,2.980742545027542,0.9675646680247821
100,1,100,10,1,1,10,0,12,6.5,1,64,2.9812578354969017,0.9680799584941416
100,1,100,10,1,1,10,0,12,6.5,1,65,2.9817569670699133,0.9685790900671511
100,1,100,10,1,1,10,0,12,6.5,1,66,2.982240689382372,0.9690628123796119
100,1,100,10,1,1,10,0,12,6.5,1,67,2.9827097063497643,0.9695318293470037
100,1,100,10,1,1,10,0,12,6.5,1,68,2.98316467960388,0.9699868026011187
100,1,100,10,1,1,10,0,12,6.5,1,69,2.9836062316238188,0.9704283546210585
100,1,100,10,1,1,10,0,12,6.5,1,70,2.9840349485926305,0.9708570715898694
100,1,100,10,1,1,10,0,12,6.5,1,71,2.9844513830072246,0.9712735060044654
100,1,100,10,1,1,10,0,12,6.5,1,72,2.984856056066136,0.9716781790633768
100,1,100,10,1,1,10,0,12,6.5,1,73,2.985249459856843,0.9720715828540817
100,1,100,10,1,1,10,0,12,6.5,1,74,2.9856320593620547,0.9724541823592925
100,1,100,10,1,1,10,0,12,6.5,1,75,2.986004294302216,0.9728264172994552
100,1,100,10,1,1,10,0,12,6.5,1,76,2.986366580829624,0.973188703826863
100,1,100,10,1,1,10,0,12,6.5,1,77,2.9867193130878995,0.9735414360851395
100,1,100,10,1,1,10,0,12,6.5,1,78,2.987062864649192,0.9738849876464306
100,1,100,10,1,1,10,0,12,6.5,1,79,2.9873975898401035,0.9742197128373438
100,1,100,10,1,1,10,0,12,6.5,1,80,2.9877238249663343,0.9745459479635739
100,1,100,10,1,1,10,0,12,6.5,1,81,2.9880418894448857,0.9748640124421237
100,1,100,10,1,1,10,0,12,6.5,1,82,2.9883520868519273,0.9751742098491661
100,1,100,10,1,1,10,0,12,6.5,1,83,2.9886547058935555,0.9754768288907958
100,1,100,10,1,1,10,0,12,6.5,1,84,2.988950021305969,0.9757721443032098
100,1,100,10,1,1,10,0,12,6.5,1,85,2.9892382946909963,0.9760604176882364
100,1,100,10,1,1,10,0,12,6.5,1,86,2.989519775292324,0.9763418982895642
100,1,100,10,1,1,10,0,12,6.5,1,87,2.989794700717298,0.9766168237145363
100,1,100,10,1,1,10,0,12,6.5,1,88,2.9900632976086614,0.9768854206059008
100,1,100,10,1,1,10,0,12,6.5,1,89,2.990325782270297,0.9771479052675367
100,1,100,10,1,1,10,0,12,6.5,1,90,2.9905823612505413,0.977404484247781
100,1,100,10,1,1,10,0,12,6.5,1,91,2.9908332318864392,0.9776553548836794
100,1,100,10,1,1,10,0,12,6.5,1,92,2.9910785828119453,0.9779007058091841
100,1,100,10,1,1,10,0,12,6.5,1,93,2.991318594432807,0.9781407174300474
100,1,100,10,1,1,10,0,12,6.5,1,94,2.991553439370708,0.9783755623679466
100,1,100,10,1,1,10,0,12,6.5,1,95,2.9917832828788837,0.9786054058761227
100,1,100,10,1,1,10,0,12,6.5,1,96,2.9920082832314225,0.9788304062286607
100,1,100,10,1,1,10,0,12,6.5,1,97,2.992228592088094,0.979050715085331
100,1,100,10,1,1,10,0,12,6.5,1,98,2.992444354836527,0.9792664778337672
100,1,100,10,1,1,10,0,12,6.5,1,99,2.9926557109133745,0.9794778339106134
100,1,100,10,1,1,10,0,12,6.5,1,100,2.9928627941058803,0.9796849171031192
100,1,100,10,1,1,10,0,12,6.5,1,101,2.993065732835334,0.9798878558325741
100,1,500,10,1,1,10,0,12,6.5,1,1,1.0e-6,1.0e-6
100,1,500,10,1,1,10,0,12,6.5,1,2,0.0656933681315241,3.3176063309168506e-6
100,1,500,10,1,1,10,0,12,6.5,1,3,0.06566682509263495,1.100021457712744e-5
100,1,500,10,1,1,10,0,12,6.5,1,4,0.06557905771218317,3.640440294447285e-5
100,1,500,10,1,1,10,0,12,6.5,1,5,0.06529122733328273,0.00011972566530377939
100,1,500,10,1,1,10,0,12,6.5,1,6,0.06437247489822698,0.0003857827013085247
100,1,500,10,1,1,10,0,12,6.5,1,7,0.06168266548539911,0.0011656655976380558
100,1,500,10,1,1,10,0,12,6.5,1,8,0.055581957833998094,0.002942129376310409
100,1,500,10,1,1,10,0,12,6.5,1,9,0.04807695809011042,0.00516299766173591
100,1,500,10,1,1,10,0,12,6.5,1,10,0.04461006380090907,0.006250249158760565
100,1,500,10,1,1,10,0,12,6.5,1,11,0.043919269801498934,0.006495360661475678
100,1,500,10,1,1,10,0,12,6.5,1,12,0.043811582068945025,0.0065369277467676205
100,1,500,10,1,1,10,0,12,6.5,1,13,0.04379469957404216,0.006543584009438731
100,1,500,10,1,1,10,0,12,6.5,1,14,0.043792031499229896,0.006544639826800474
100,1,500,10,1,1,10,0,12,6.5,1,15,0.04379160917868496,0.006544807047360634
100,1,500,10,1,1,10,0,12,6.5,1,16,0.04379154231379603,0.006544833525430746
100,1,500,10,1,1,10,0,12,6.5,1,17,0.043791531726822645,0.0065448377178670995
100,1,500,10,1,1,10,0,12,6.5,1,18,0.04379153005053583,0.0065448383816774465
100,1,500,10,1,1,10,0,12,6.5,1,19,0.04379152978512086,0.006544838486781895
100,1,500,10,1,1,10,0,12,6.5,1,20,0.04379152974309649,0.00654483850342363
100,1,500,10,1,1,10,0,12,6.5,1,21,0.043791529736442424,0.00654483850605858
100,1,500,10,1,1,10,0,12,6.5,1,22,0.043791529735388864,0.006544838506475783
