S,G,D,ε,β,base_cost,act_cost,search_cost,bespoke_zilch,bespoke_full,comp_zilch,comp_partial,comp_full,asymptotic_compositionality,max_compositionality,asymptotic_cost,max_cost,bespoke_cost,comp_cost
4,4,32,0.05,2.0,100,50,14,100,0,164,107.0,50,0.0439404511887849,0.0439404511887849,15.879283726383072,15.879283726383072,12.67887863770003,50.01145157653216
1,5,32,0.05,2.0,100,50,14,100,0,164,107.0,50,0.025167293754870406,0.025167293754870406,3.178908816800096,3.178908816800096,0.07922816251426656,50.04516005263313
2,5,32,0.05,2.0,100,50,14,100,0,164,107.0,50,0.02974186530261525,0.02974186530261525,6.793122059203721,6.793122059203721,3.43368382029251,50.04516006590448
3,5,32,0.05,2.0,100,50,14,100,0,164,107.0,50,0.04047818464498418,0.04047818464498418,14.254570113884975,14.254570113884975,10.99453463986453,50.04529216837442
4,5,32,0.05,2.0,100,50,14,100,0,164,107.0,50,0.06157213078248999,0.06157213078248999,22.19445114819263,22.19445114819263,19.371148445850082,50.050885840899205
5,5,32,0.05,2.0,100,50,14,100,0,164,107.0,50,0.45094399389919854,0.45094399389919854,27.99665602067865,27.99665602067865,27.08192040014181,50.09032010526626
1,6,32,0.05,2.0,100,50,14,100,0,164,107.0,50,0.0254911391693349,0.0254911391693349,3.42826267917745,3.42826267917745,0.29255001618663234,50.166753509226375
2,6,32,0.05,2.0,100,50,14,100,0,164,107.0,50,0.03288358295859863,0.03288358295859863,9.515389428844019,9.515389428844019,6.176835728613705,50.16675352249772
3,6,32,0.05,2.0,100,50,14,100,0,164,107.0,50,0.04920389637821979,0.04920389637821979,19.145953070508526,19.145953070508526,16.05629433511946,50.16688562496767
4,6,32,0.05,2.0,100,50,14,100,0,164,107.0,50,0.34598501984494284,0.34598501984494284,25.767547037609873,25.767547037609873,25.617162181562204,50.17247929749245
5,6,32,0.05,2.0,100,50,14,100,0,164,107.0,50,0.677289315570738,0.677289315570738,37.65619460446444,37.65619460446444,33.795259202357165,50.21191356185951
6,6,32,0.05,2.0,100,50,14,100,0,164,107.0,50,0.8198701873418897,0.8198701873418897,44.57341835645198,44.57341835645198,40.597322779986214,50.333507018452764
2,2,2,0.05,2.0,100,30,16,100,0,146,88.0,30,0.6144004262207305,0.6144004262207305,58.08222423458321,58.08222423458321,56.249999999999986,58.999999999999986
1,3,2,0.05,2.0,100,30,16,100,0,146,88.0,30,0.9272469489418946,0.9272469489418946,55.48023256528528,55.48023256528528,44.44444444444444,55.77777777777777
2,3,2,0.05,2.0,100,30,16,100,0,146,88.0,30,0.49999999992474903,0.49999999992474903,69.2336805560868,69.2336805560868,69.44444444444444,70.27777777777776
3,3,2,0.05,2.0,100,30,16,100,0,146,88.0,30,0.24035457837036256,0.24035457837036256,79.3856108325536,79.3856108325536,79.01234567901231,81.55555555555554
1,4,2,0.05,2.0,100,30,16,100,0,146,88.0,30,0.9501308729721518,0.9501308729721518,62.838117159486195,62.838117159486195,56.249999999999986,62.624999999999986
2,4,2,0.05,2.0,100,30,16,100,0,146,88.0,30,0.4340939176800374,0.4340939176800374,75.70820530943224,75.70820530943224,76.56249999999997,77.12499999999999
3,4,2,0.05,2.0,100,30,16,100,0,146,88.0,30,0.16155486861843155,0.16155486861843155,84.60605737297466,84.60605737297466,84.02777777777774,88.40277777777777
4,4,2,0.05,2.0,100,30,16,100,0,146,88.0,30,0.10658838830127229,0.10658838830127229,88.69928215624263,88.69928215624263,87.89062499999997,95.24999999999999
1,5,2,0.05,2.0,100,30,16,100,0,146,88.0,30,0.9580603333255687,0.9580603333255687,67.45907488842474,67.45907488842474,64.0,67.11999999999999
2,5,2,0.05,2.0,100,30,16,100,0,146,88.0,30,0.39302367932027227,0.39302367932027227,79.85998916254215,79.85998916254215,80.99999999999999,81.61999999999999
3,5,2,0.05,2.0,100,30,16,100,0,146,88.0,30,0.1304019312414582,0.1304019312414582,87.7451826778301,87.7451826778301,87.1111111111111,92.89777777777778
4,5,2,0.05,2.0,100,30,16,100,0,146,88.0,30,0.08683591952895096,0.08683591952895096,91.11516435176681,91.11516435176681,90.24999999999997,99.74499999999999
5,5,2,0.05,2.0,100,30,16,100,0,146,88.0,30,0.07138855947154049,0.07138855947154049,93.08555011158292,93.08555011158292,92.15999999999997,104.23999999999998
1,6,2,0.05,2.0,100,30,16,100,0,146,88.0,30,0.9620820671331146,0.9620820671331146,70.659050293212,70.659050293212,69.44444444444444,70.27777777777777
2,6,2,0.05,2.0,100,30,16,100,0,146,88.0,30,0.36544429105117254,0.36544429105117254,82.73459438174783,82.73459438174783,84.02777777777774,84.77777777777777
3,6,2,0.05,2.0,100,30,16,100,0,146,88.0,30,0.11438127618681648,0.11438127618681648,89.8479387821704,89.8479387821704,89.1975308641975,96.05555555555556
4,6,2,0.05,2.0,100,30,16,100,0,146,88.0,30,0.07688145133589673,0.07688145133589673,92.72337032277197,92.72337032277197,91.84027777777777,102.90277777777776
5,6,2,0.05,2.0,100,30,16,100,0,146,88.0,30,0.063589357906772,0.063589357906772,94.39208429485042,94.39208429485042,93.44444444444441,107.39777777777776
6,6,2,0.05,2.0,100,30,16,100,0,146,88.0,30,0.05685732393973504,0.05685732393973504,95.495019218962,95.495019218962,94.52160493827158,110.55555555555554
2,2,4,0.05,2.0,100,30,16,100,0,146,88.0,30,0.6702107809188417,0.6702107809188417,34.67729762574939,34.67729762574939,31.640624999999993,37.24999999999999
1,3,4,0.05,2.0,100,30,16,100,0,146,88.0,30,0.34564104554723357,0.34564104554723357,24.7870064933835,24.7870064933835,19.753086419753092,41.456790123456784
2,3,4,0.05,2.0,100,30,16,100,0,146,88.0,30,0.8748286377573502,0.8748286377573502,45.736485650745,45.736485650745,48.2253086419753,45.081790123456784
3,3,4,0.05,2.0,100,30,16,100,0,146,88.0,30,0.8457027714325954,0.8457027714325954,54.02594891898988,54.02594891898988,62.42950769699739,52.91358024691358
1,4,4,0.05,2.0,100,30,16,100,0,146,88.0,30,0.7904615690086075,0.7904615690086075,43.79189452662857,43.79189452662857,31.640624999999993,48.35156249999999
2,4,4,0.05,2.0,100,30,16,100,0,146,88.0,30,0.8934001884930846,0.8934001884930846,52.71404417559059,52.71404417559059,58.618164062499986,51.976562499999986
3,4,4,0.05,2.0,100,30,16,100,0,146,88.0,30,0.808351724803027,0.808351724803027,60.842658892540314,60.842658892540314,70.60667438271602,59.80835262345678
4,4,4,0.05,2.0,100,30,16,100,0,146,88.0,30,0.7246270094276539,0.7246270094276539,67.89608147645689,67.89608147645689,77.24761962890622,66.70312499999999
1,5,4,0.05,2.0,100,30,16,100,0,146,88.0,30,0.9042892697610092,0.9042892697610092,52.66597376030409,52.66597376030409,40.959999999999994,53.75679999999999
2,5,4,0.05,2.0,100,30,16,100,0,146,88.0,30,0.8969619442030542,0.8969619442030542,57.94917466299826,57.94917466299826,65.60999999999999,57.381799999999984
3,5,4,0.05,2.0,100,30,16,100,0,146,88.0,30,0.7771800683181699,0.7771800683181699,65.99040274675038,65.99040274675038,75.88345679012343,65.21359012345678
4,5,4,0.05,2.0,100,30,16,100,0,146,88.0,30,0.6542521952169413,0.6542521952169413,73.21263735658437,73.21263735658437,81.45062499999996,72.10836249999998
5,5,4,0.05,2.0,100,30,16,100,0,146,88.0,30,0.5481920161352052,0.5481920161352052,78.63324957962776,78.63324957962776,84.93465599999996,77.5136
1,6,4,0.05,2.0,100,30,16,100,0,146,88.0,30,0.9336793721090734,0.9336793721090734,57.711323710150424,57.711323710150424,48.2253086419753,57.97067901234567
2,6,4,0.05,2.0,100,30,16,100,0,146,88.0,30,0.8973282387863163,0.8973282387863163,61.96142918981811,61.96142918981811,70.60667438271602,61.59567901234567
3,6,4,0.05,2.0,100,30,16,100,0,146,88.0,30,0.7521000539423215,0.7521000539423215,69.87777130175814,69.87777130175814,79.56199512269468,69.42746913580245
4,6,4,0.05,2.0,100,30,16,100,0,146,88.0,30,0.5968333580953759,0.5968333580953759,77.16303317123808,77.16303317123808,84.34636622299382,76.32224151234568
5,6,4,0.05,2.0,100,30,16,100,0,146,88.0,30,0.46198575667967906,0.46198575667967906,82.56643415477785,82.56643415477785,87.31864197530862,81.72747901234568
6,6,4,0.05,2.0,100,30,16,100,0,146,88.0,30,0.3569269821769125,0.3569269821769125,86.33087988851582,86.33087988851582,89.34333800106688,85.94135802469135
2,2,8,0.05,2.0,100,30,16,100,0,146,88.0,30,0.08298712405763645,0.08298712405763645,12.716655908062712,12.716655908062712,10.01129150390625,30.453125
1,3,8,0.05,2.0,100,30,16,100,0,146,88.0,30,0.042778957187035054,0.042778957187035054,6.960813501728425,6.960813501728425,3.901844231062346,32.263069654016164
2,3,8,0.05,2.0,100,30,16,100,0,146,88.0,30,0.4391239466536509,0.4391239466536509,23.491083410002943,23.491083410002943,23.256803936137793,32.489632154016164
3,3,8,0.05,2.0,100,30,16,100,0,146,88.0,30,0.8548579930329998,0.8548579930329998,34.24544056884476,34.24544056884476,38.974434312894566,34.52613930803232
1,4,8,0.05,2.0,100,30,16,100,0,146,88.0,30,0.12267622567829652,0.12267622567829652,12.582465180054866,12.582465180054866,10.01129150390625,35.806549072265625
2,4,8,0.05,2.0,100,30,16,100,0,146,88.0,30,0.7911689950773451,0.7911689950773451,33.93262201153288,33.93262201153288,34.360891580581665,36.033111572265625
3,4,8,0.05,2.0,100,30,16,100,0,146,88.0,30,0.917985569355947,0.917985569355947,39.17668557770051,39.17668557770051,49.853024673868894,38.06961872628179
4,4,8,0.05,2.0,100,30,16,100,0,146,88.0,30,0.926890065150848,0.926890065150848,43.09849542163378,43.09849542163378,59.67194738332182,41.61309814453125
1,5,8,0.05,2.0,100,30,16,100,0,146,88.0,30,0.30018813123150145,0.30018813123150145,20.350271794660472,20.350271794660472,16.777216000000006,39.730785280000006
2,5,8,0.05,2.0,100,30,16,100,0,146,88.0,30,0.9000361280685424,0.9000361280685424,40.19905535654612,40.19905535654612,43.04672100000001,39.957347780000006
3,5,8,0.05,2.0,100,30,16,100,0,146,88.0,30,0.9316274972260122,0.9316274972260122,43.352528493742014,43.352528493742014,57.582990144185345,41.99385493401617
4,5,8,0.05,2.0,100,30,16,100,0,146,88.0,30,0.9238586495012687,0.9238586495012687,47.07237163854219,47.07237163854219,66.34204312890623,45.53733435226563
5,5,8,0.05,2.0,100,30,16,100,0,146,88.0,30,0.9099195704900103,0.9099195704900103,51.026661497910226,51.026661497910226,72.13895789838334,49.46157056000001
1,6,8,0.05,2.0,100,30,16,100,0,146,88.0,30,0.49246535698662586,0.49246535698662586,29.599260056681757,29.599260056681757,23.256803936137793,43.48894628295992
2,6,8,0.05,2.0,100,30,16,100,0,146,88.0,30,0.9297773338692652,0.9297773338692652,44.53062277464968,44.53062277464968,49.853024673868894,43.71550878295993
3,6,8,0.05,2.0,100,30,16,100,0,146,88.0,30,0.936135673525115,0.936135673525115,47.13076624041122,47.13076624041122,63.30111067903695,45.75201593697608
4,6,8,0.05,2.0,100,30,16,100,0,146,88.0,30,0.9183374195635925,0.9183374195635925,50.77486679449055,50.77486679449055,71.14309495023396,49.29549535522555
5,6,8,0.05,2.0,100,30,16,100,0,146,88.0,30,0.8951670646076492,0.8951670646076492,54.752586472457125,54.752586472457125,76.24545236412132,53.21973156295992
6,6,8,0.05,2.0,100,30,16,100,0,146,88.0,30,0.8714613326646617,0.8714613326646617,58.53704795775079,58.53704795775079,79.82232045172886,56.977892565919845
2,2,16,0.05,2.0,100,30,16,100,0,146,88.0,30,0.02916040759987349,0.02916040759987349,4.030128398271036,4.030128398271036,1.0022595757618546,30.00177001953125
1,3,16,0.05,2.0,100,30,16,100,0,146,88.0,30,0.02582425948722579,0.02582425948722579,3.119973619721979,3.119973619721979,0.15224388403474176,30.088301452740147
2,3,16,0.05,2.0,100,30,16,100,0,146,88.0,30,0.05730413681396443,0.05730413681396443,7.922140008983099,7.922140008983099,5.408789293239547,30.089186462505776
3,3,16,0.05,2.0,100,30,16,100,0,146,88.0,30,0.234468145707411,0.234468145707411,14.479621246457175,14.479621246457175,15.190065300101342,30.1766029054803
1,4,16,0.05,2.0,100,30,16,100,0,146,88.0,30,0.03037414009771467,0.03037414009771467,3.905740698026323,3.905740698026323,1.0022595757618546,30.581310553941876
2,4,16,0.05,2.0,100,30,16,100,0,146,88.0,30,0.16458910169285923,0.16458910169285923,12.567574766208079,12.567574766208079,11.80670870212488,30.5821955637075
3,4,16,0.05,2.0,100,30,16,100,0,146,88.0,30,0.5068627582125208,0.5068627582125208,20.849489637089082,20.849489637089082,24.85324069133381,30.669612006682023
4,4,16,0.05,2.0,100,30,16,100,0,146,88.0,30,0.8054065164971779,0.8054065164971779,28.648147157139682,28.648147157139682,35.60741304517928,31.162621107883755
1,5,16,0.05,2.0,100,30,16,100,0,146,88.0,30,0.043754405409749786,0.043754405409749786,5.464748761529677,5.464748761529677,2.8147497671065613,31.632554864921808
2,5,16,0.05,2.0,100,30,16,100,0,146,88.0,30,0.3333899823367578,0.3333899823367578,17.649506930179207,17.649506930179207,18.530201888518416,31.633439874687433
3,5,16,0.05,2.0,100,30,16,100,0,146,88.0,30,0.751762694899295,0.751762694899295,27.92670269201235,27.92670269201235,33.15800753945346,31.720856317661955
4,5,16,0.05,2.0,100,30,16,100,0,146,88.0,30,0.9038878028789474,0.9038878028789474,32.39652696567896,32.39652696567896,44.01266686517653,32.21386541886368
5,5,16,0.05,2.0,100,30,16,100,0,146,88.0,30,0.9349649591331347,0.9349649591331347,34.34681315026764,34.34681315026764,52.040292466647244,33.26510972984361
1,6,16,0.05,2.0,100,30,16,100,0,146,88.0,30,0.075822745547395,0.075822745547395,7.631790450099201,7.631790450099201,5.408789293239547,33.13709779007894
2,6,16,0.05,2.0,100,30,16,100,0,146,88.0,30,0.5141889674058073,0.5141889674058073,23.61474994535911,23.61474994535911,24.85324069133381,33.13798279984456
3,6,16,0.05,2.0,100,30,16,100,0,146,88.0,30,0.8727572092934995,0.8727572092934995,32.62523503787632,32.62523503787632,40.07030613199687,33.22539924281909
4,6,16,0.05,2.0,100,30,16,100,0,146,88.0,30,0.9318077397791029,0.9318077397791029,34.699498485304574,34.699498485304574,50.613399590980045,33.718408344020816
5,6,16,0.05,2.0,100,30,16,100,0,146,88.0,30,0.9457612489346162,0.9457612489346162,36.18978975015443,36.18978975015443,58.13369006209494,34.76965265500074
6,6,16,0.05,2.0,100,30,16,100,0,146,88.0,30,0.9505192446626135,0.9505192446626135,37.88147001596111,37.88147001596111,63.71602842298492,36.27419558015787
2,2,32,0.05,2.0,100,30,16,100,0,146,88.0,30,0.025068897550283298,0.025068897550283298,2.6968374700757463,2.6968374700757463,0.010045242572065405,30.000000027008355
1,3,32,0.05,2.0,100,30,16,100,0,146,88.0,30,0.02500229757105735,0.02500229757105735,2.5044608768252523,2.5044608768252523,0.00023178200225792978,30.00013443356131
2,3,32,0.05,2.0,100,30,16,100,0,146,88.0,30,0.02663452006779787,0.02663452006779787,3.0656220370365443,3.0656220370365443,0.29255001618663234,30.000134447065484
3,3,32,0.05,2.0,100,30,16,100,0,146,88.0,30,0.03891312881381376,0.03891312881381376,4.817087462818098,4.817087462818098,2.307380838213424,30.000268867122617
1,4,32,0.05,2.0,100,30,16,100,0,146,88.0,30,0.025082233259952694,0.025082233259952694,2.5889334955988015,2.5889334955988015,0.010045242572065405,30.005826240691796
2,4,32,0.05,2.0,100,30,16,100,0,146,88.0,30,0.03324169432795998,0.03324169432795998,4.026211051655583,4.026211051655583,1.393983703768309,30.005826254195977
3,4,32,0.05,2.0,100,30,16,100,0,146,88.0,30,0.08203966176455658,0.08203966176455658,7.476844814205963,7.476844814205963,6.176835728613705,30.005960674253107
4,4,32,0.05,2.0,100,30,16,100,0,146,88.0,30,0.20134772469310677,0.20134772469310677,10.700361568630022,10.700361568630022,12.67887863770003,30.011652481383596
1,5,32,0.05,2.0,100,30,16,100,0,146,88.0,30,0.025594793162451057,0.025594793162451057,2.690575353457146,2.690575353457146,0.07922816251426656,30.045952334258274
2,5,32,0.05,2.0,100,30,16,100,0,146,88.0,30,0.051132174785962145,0.051132174785962145,5.589231447233733,5.589231447233733,3.43368382029251,30.045952347762455
3,5,32,0.05,2.0,100,30,16,100,0,146,88.0,30,0.1688474817739747,0.1688474817739747,10.046249767840928,10.046249767840928,10.99453463986453,30.04608676781958
4,5,32,0.05,2.0,100,30,16,100,0,146,88.0,30,0.3566535677625207,0.3566535677625207,14.302527690326952,14.302527690326952,19.371148445850082,30.05177857495007
5,5,32,0.05,2.0,100,30,16,100,0,146,88.0,30,0.5698690477307808,0.5698690477307808,19.810704005701663,19.810704005701663,27.08192040014181,30.09190466851655
1,6,32,0.05,2.0,100,30,16,100,0,146,88.0,30,0.02715344834618531,0.02715344834618531,2.8878449007011886,2.8878449007011886,0.29255001618663234,30.169679009388247
2,6,32,0.05,2.0,100,30,16,100,0,146,88.0,30,0.08900768514230432,0.08900768514230432,7.447744980956144,7.447744980956144,6.176835728613705,30.16967902289242
3,6,32,0.05,2.0,100,30,16,100,0,146,88.0,30,0.27843679580067315,0.27843679580067315,12.981845085536591,12.981845085536591,16.05629433511946,30.169813442949554
4,6,32,0.05,2.0,100,30,16,100,0,146,88.0,30,0.5272485586951458,0.5272485586951458,18.95702456700948,18.95702456700948,25.617162181562204,30.175505250080047
5,6,32,0.05,2.0,100,30,16,100,0,146,88.0,30,0.7581881242122223,0.7581881242122223,25.454572309432088,25.454572309432088,33.795259202357165,30.21563134364652
6,6,32,0.05,2.0,100,30,16,100,0,146,88.0,30,0.8745622263389797,0.8745622263389797,29.11585576262552,29.11585576262552,40.597322779986214,30.339358018776494
2,2,2,0.05,2.0,100,35,16,100,0,151,93.0,35,0.6143987465135521,0.6143987465135521,61.15422353732385,61.15422353732385,56.249999999999986,63.999999999999986
1,3,2,0.05,2.0,100,35,16,100,0,151,93.0,35,0.9272458596501313,0.9272458596501313,60.11644584844881,60.11644584844881,44.44444444444444,60.777777777777764
2,3,2,0.05,2.0,100,35,16,100,0,151,93.0,35,0.49999834251245767,0.49999834251245767,71.73368396950733,71.73368396950733,69.44444444444444,75.27777777777777
3,3,2,0.05,2.0,100,35,16,100,0,151,93.0,35,0.2403536454000272,0.2403536454000272,80.58738630640278,80.58738630640278,79.01234567901231,86.55555555555554
1,4,2,0.05,2.0,100,35,16,100,0,151,93.0,35,0.9501299449981238,0.9501299449981238,67.58875923956649,67.58875923956649,56.249999999999986,67.62499999999999
2,4,2,0.05,2.0,100,35,16,100,0,151,93.0,35,0.4340923042193506,0.4340923042193506,77.87868040966292,77.87868040966292,76.56249999999997,82.12499999999999
3,4,2,0.05,2.0,100,35,16,100,0,151,93.0,35,0.161554357399707,0.161554357399707,85.41383351607959,85.41383351607959,84.02777777777774,93.40277777777776
4,4,2,0.05,2.0,100,35,16,100,0,151,93.0,35,0.10658815758821263,0.10658815758821263,89.23222507440282,89.23222507440282,87.89062499999997,100.24999999999999
1,5,2,0.05,2.0,100,35,16,100,0,151,93.0,35,0.9580594513486959,0.9580594513486959,72.24936841683345,72.24936841683345,64.0,72.12
2,5,2,0.05,2.0,100,35,16,100,0,151,93.0,35,0.3930221185170561,0.3930221185170561,81.82511411307205,81.82511411307205,80.99999999999999,86.61999999999999
3,5,2,0.05,2.0,100,35,16,100,0,151,93.0,35,0.13040158142097066,0.13040158142097066,88.39719379832174,88.39719379832174,87.1111111111111,97.89777777777778
4,5,2,0.05,2.0,100,35,16,100,0,151,93.0,35,0.08683577000748606,0.08683577000748606,91.54934466815187,91.54934466815187,90.24999999999997,104.74499999999999
5,5,2,0.05,2.0,100,35,16,100,0,151,93.0,35,0.07138846416305228,0.07138846416305228,93.44249341219067,93.44249341219067,92.15999999999997,109.24
1,6,2,0.05,2.0,100,35,16,100,0,151,93.0,35,0.9620812049247905,0.9620812049247905,75.46945500019285,75.46945500019285,69.44444444444444,75.27777777777777
2,6,2,0.05,2.0,100,35,16,100,0,151,93.0,35,0.36544277974835093,0.36544277974835093,84.56182300454327,84.56182300454327,84.02777777777774,89.77777777777776
3,6,2,0.05,2.0,100,35,16,100,0,151,93.0,35,0.11438100274057991,0.11438100274057991,90.41984644903583,90.41984644903583,89.1975308641975,101.05555555555554
4,6,2,0.05,2.0,100,35,16,100,0,151,93.0,35,0.07688133716515301,0.07688133716515301,93.10777817679767,93.10777817679767,91.84027777777777,107.90277777777776
5,6,2,0.05,2.0,100,35,16,100,0,151,93.0,35,0.06358928587959964,0.06358928587959964,94.71003148945394,94.71003148945394,93.44444444444441,112.39777777777775
6,6,2,0.05,2.0,100,35,16,100,0,151,93.0,35,0.05685726994815761,0.05685726994815761,95.77930615750222,95.77930615750222,94.52160493827158,115.55555555555553
2,2,4,0.05,2.0,100,35,16,100,0,151,93.0,35,0.6702097459023116,0.6702097459023116,38.02834103069803,38.02834103069803,31.640624999999993,42.24999999999999
1,3,4,0.05,2.0,100,35,16,100,0,151,93.0,35,0.3456403538830272,0.3456403538830272,26.515199922525028,26.515199922525028,19.753086419753092,46.456790123456784
2,3,4,0.05,2.0,100,35,16,100,0,151,93.0,35,0.8748279224105576,0.8748279224105576,50.11062772918036,50.11062772918036,48.2253086419753,50.081790123456784
3,3,4,0.05,2.0,100,35,16,100,0,151,93.0,35,0.8457020385616115,0.8457020385616115,58.25447087462943,58.25447087462943,62.42950769699739,57.91358024691358
1,4,4,0.05,2.0,100,35,16,100,0,151,93.0,35,0.7904601873875765,0.7904601873875765,47.744163303299224,47.744163303299224,31.640624999999993,53.35156249999999
2,4,4,0.05,2.0,100,35,16,100,0,151,93.0,35,0.8933994731621038,0.8933994731621038,57.18104827579156,57.18104827579156,58.618164062499986,56.976562499999986
3,4,4,0.05,2.0,100,35,16,100,0,151,93.0,35,0.8083508965384996,0.8083508965384996,64.88442976370605,64.88442976370605,70.60667438271602,64.80835262345677
4,4,4,0.05,2.0,100,35,16,100,0,151,93.0,35,0.7246260433925344,0.7246260433925344,71.51923267268428,71.51923267268428,77.24761962890622,71.70312499999999
1,5,4,0.05,2.0,100,35,16,100,0,151,93.0,35,0.9042881202749005,0.9042881202749005,57.187392100195055,57.187392100195055,40.959999999999994,58.75679999999999
2,5,4,0.05,2.0,100,35,16,100,0,151,93.0,35,0.896961193966072,0.896961193966072,62.43398981908539,62.43398981908539,65.60999999999999,62.381799999999984
3,5,4,0.05,2.0,100,35,16,100,0,151,93.0,35,0.777179156417679,0.777179156417679,69.87631740152376,69.87631740152376,75.88345679012343,70.21359012345678
4,5,4,0.05,2.0,100,35,16,100,0,151,93.0,35,0.6542511220365329,0.6542511220365329,76.48391584048032,76.48391584048032,81.45062499999996,77.10836249999997
5,5,4,0.05,2.0,100,35,16,100,0,151,93.0,35,0.5481908405412995,0.5481908405412995,81.3742272508874,81.3742272508874,84.93465599999996,82.51359999999998
1,6,4,0.05,2.0,100,35,16,100,0,151,93.0,35,0.9336783875407173,0.9336783875407173,62.37970111957493,62.37970111957493,48.2253086419753,62.97067901234567
2,6,4,0.05,2.0,100,35,16,100,0,151,93.0,35,0.8973274543053293,0.8973274543053293,66.44807717378052,66.44807717378052,70.60667438271602,66.59567901234567
3,6,4,0.05,2.0,100,35,16,100,0,151,93.0,35,0.7520990754633564,0.7520990754633564,73.63828689000621,73.63828689000621,79.56199512269468,74.42746913580245
4,6,4,0.05,2.0,100,35,16,100,0,151,93.0,35,0.5968322097073434,0.5968322097073434,80.1472176004994,80.1472176004994,84.34636622299382,81.32224151234567
5,6,4,0.05,2.0,100,35,16,100,0,151,93.0,35,0.46198454452983645,0.46198454452983645,84.87637916044747,84.87637916044747,87.31864197530862,86.72747901234567
6,6,4,0.05,2.0,100,35,16,100,0,151,93.0,35,0.356925833293463,0.356925833293463,88.11552799681077,88.11552799681077,89.34333800106688,90.94135802469134
2,2,8,0.05,2.0,100,35,16,100,0,151,93.0,35,0.08298705013335204,0.08298705013335204,13.131591997238878,13.131591997238878,10.01129150390625,35.453125
1,3,8,0.05,2.0,100,35,16,100,0,151,93.0,35,0.04277894226673654,0.04277894226673654,7.1747084572219935,7.1747084572219935,3.901844231062346,37.263069654016164
2,3,8,0.05,2.0,100,35,16,100,0,151,93.0,35,0.43912354586179664,0.43912354586179664,25.686701142712963,25.686701142712963,23.256803936137793,37.489632154016164
3,3,8,0.05,2.0,100,35,16,100,0,151,93.0,35,0.8548576104066286,0.8548576104066286,38.51972606961102,38.51972606961102,38.974434312894566,39.52613930803232
1,4,8,0.05,2.0,100,35,16,100,0,151,93.0,35,0.12267608305298304,0.12267608305298304,13.195846163999413,13.195846163999413,10.01129150390625,40.806549072265625
2,4,8,0.05,2.0,100,35,16,100,0,151,93.0,35,0.7911684142896308,0.7911684142896308,37.888457808135016,37.888457808135016,34.360891580581665,41.033111572265625
3,4,8,0.05,2.0,100,35,16,100,0,151,93.0,35,0.9179852327839917,0.9179852327839917,43.76661263278203,43.76661263278203,49.853024673868894,43.06961872628179
4,4,8,0.05,2.0,100,35,16,100,0,151,93.0,35,0.9268897248353302,0.9268897248353302,47.73294857985961,47.73294857985961,59.67194738332182,46.61309814453125
1,5,8,0.05,2.0,100,35,16,100,0,151,93.0,35,0.3001877901337334,0.3001877901337334,21.851207623232618,21.851207623232618,16.777216000000006,44.730785280000006
2,5,8,0.05,2.0,100,35,16,100,0,151,93.0,35,0.9000355894488038,0.9000355894488038,44.69922935620491,44.69922935620491,43.04672100000001,44.957347780000006
3,5,8,0.05,2.0,100,35,16,100,0,151,93.0,35,0.9316271292488745,0.9316271292488745,48.010667641046695,48.010667641046695,57.582990144185345,46.99385493401616
4,5,8,0.05,2.0,100,35,16,100,0,151,93.0,35,0.923858264393797,0.923858264393797,51.69167047311166,51.69167047311166,66.34204312890623,50.53733435226563
5,5,8,0.05,2.0,100,35,16,100,0,151,93.0,35,0.9099191359047127,0.9099191359047127,55.57626803472833,55.57626803472833,72.13895789838334,54.461570560000006
1,6,8,0.05,2.0,100,35,16,100,0,151,93.0,35,0.4924647520937226,0.4924647520937226,32.061573358624,32.061573358624,23.256803936137793,48.48894628295992
2,6,8,0.05,2.0,100,35,16,100,0,151,93.0,35,0.9297768136674013,0.9297768136674013,49.179505591927565,49.179505591927565,49.853024673868894,48.71550878295992
3,6,8,0.05,2.0,100,35,16,100,0,151,93.0,35,0.9361352634696691,0.9361352634696691,51.81144821848427,51.81144821848427,63.30111067903695,50.75201593697608
4,6,8,0.05,2.0,100,35,16,100,0,151,93.0,35,0.9183369841653982,0.9183369841653982,55.366561721671175,55.366561721671175,71.14309495023396,54.295495355225555
5,6,8,0.05,2.0,100,35,16,100,0,151,93.0,35,0.895166575185512,0.895166575185512,59.228432972771756,59.228432972771756,76.24545236412132,58.21973156295992
6,6,8,0.05,2.0,100,35,16,100,0,151,93.0,35,0.8714607837380024,0.8714607837380024,62.894368449205416,62.894368449205416,79.82232045172886,61.977892565919845
2,2,16,0.05,2.0,100,35,16,100,0,151,93.0,35,0.029160405315651807,0.029160405315651807,4.175930490388188,4.175930490388188,1.0022595757618546,35.00177001953125
1,3,16,0.05,2.0,100,35,16,100,0,151,93.0,35,0.025824259063313156,0.025824259063313156,3.249094929382056,3.249094929382056,0.15224388403474176,35.088301452740154
2,3,16,0.05,2.0,100,35,16,100,0,151,93.0,35,0.05730410525619114,0.05730410525619114,8.208661202685924,8.208661202685924,5.408789293239547,35.08918646250578
3,3,16,0.05,2.0,100,35,16,100,0,151,93.0,35,0.23446799012577296,0.23446799012577296,15.651963287861419,15.651963287861419,15.190065300101342,35.1766029054803
1,4,16,0.05,2.0,100,35,16,100,0,151,93.0,35,0.030374136448239122,0.030374136448239122,4.0576114866273185,4.0576114866273185,1.0022595757618546,35.581310553941876
