S,G,D,ε,β,base_cost,act_cost,search_cost,bespoke_zilch,bespoke_full,comp_zilch,comp_partial,comp_full,asymptotic_compositionality,max_compositionality,asymptotic_cost,max_cost,bespoke_cost,comp_cost
1,3,4,0.05,2.0,100,30,4,100,0,134,82.0,30,0.34564104557863634,0.34564104557863634,23.748082325996734,23.748082325996734,19.753086419753092,40.2716049382716
2,3,4,0.05,2.0,100,30,4,100,0,134,82.0,30,0.874828637789828,0.874828637789828,44.19929097983981,44.19929097983981,48.2253086419753,43.5216049382716
3,3,4,0.05,2.0,100,30,4,100,0,134,82.0,30,0.8457027714658693,0.8457027714658693,51.98373833978245,51.98373833978245,62.42950769699739,50.543209876543216
1,4,4,0.05,2.0,100,30,4,100,0,134,82.0,30,0.7904615690713356,0.7904615690713356,41.92939066412487,41.92939066412487,31.640624999999993,46.45312499999999
2,4,4,0.05,2.0,100,30,4,100,0,134,82.0,30,0.8934001885255619,0.8934001885255619,50.609301264068456,50.609301264068456,58.618164062499986,49.70312499999999
3,4,4,0.05,2.0,100,30,4,100,0,134,82.0,30,0.8083517248406318,0.8083517248406318,58.41077415778402,58.41077415778402,70.60667438271602,56.724729938271594
4,4,4,0.05,2.0,100,30,4,100,0,134,82.0,30,0.7246270094715134,0.7246270094715134,65.2932313630859,65.2932313630859,77.24761962890622,62.906249999999986
1,5,4,0.05,2.0,100,30,4,100,0,134,82.0,30,0.9042892698131979,0.9042892698131979,50.26390218022524,50.26390218022524,40.959999999999994,51.29919999999999
2,5,4,0.05,2.0,100,30,4,100,0,134,82.0,30,0.8969619442371162,0.8969619442371162,55.394694115870266,55.394694115870266,65.60999999999999,54.549199999999985
3,5,4,0.05,2.0,100,30,4,100,0,134,82.0,30,0.777180068359572,0.777180068359572,63.29469453672854,63.29469453672854,75.88345679012343,61.57080493827161
4,5,4,0.05,2.0,100,30,4,100,0,134,82.0,30,0.6542521952656648,0.6542521952656648,70.56647702138598,70.56647702138598,81.45062499999996,67.75232499999998
5,5,4,0.05,2.0,100,30,4,100,0,134,82.0,30,0.548192016188579,0.548192016188579,76.16434053457671,76.16434053457671,84.93465599999996,72.5984
1,6,4,0.05,2.0,100,30,4,100,0,134,82.0,30,0.9336793721537745,0.9336793721537745,54.88627839451016,54.88627839451016,48.2253086419753,55.07716049382715
2,6,4,0.05,2.0,100,30,4,100,0,134,82.0,30,0.8973282388219324,0.8973282388219324,59.05777500766491,59.05777500766491,70.60667438271602,58.32716049382715
3,6,4,0.05,2.0,100,30,4,100,0,134,82.0,30,0.7521000539867465,0.7521000539867465,67.00335786601077,67.00335786601077,79.56199512269468,65.34876543209876
4,6,4,0.05,2.0,100,30,4,100,0,134,82.0,30,0.5968333581475145,0.5968333581475145,74.54273136640643,74.54273136640643,84.34636622299382,71.53028549382715
5,6,4,0.05,2.0,100,30,4,100,0,134,82.0,30,0.4619857567347128,0.4619857567347128,80.32018796888964,80.32018796888964,87.31864197530862,76.37636049382715
6,6,4,0.05,2.0,100,30,4,100,0,134,82.0,30,0.3569269822290736,0.3569269822290736,84.45867946749497,84.45867946749497,89.34333800106688,80.15432098765432
2,2,8,0.05,2.0,100,30,4,100,0,134,82.0,30,0.08298712406099276,0.08298712406099276,12.314911745663,12.314911745663,10.01129150390625,30.40625
1,3,8,0.05,2.0,100,30,4,100,0,134,82.0,30,0.04277895718771246,0.04277895718771246,6.655724761878873,6.655724761878873,3.901844231062346,32.02895900015242
2,3,8,0.05,2.0,100,30,4,100,0,134,82.0,30,0.43912394667184745,0.43912394667184745,22.73964086618627,22.73964086618627,23.256803936137793,32.23208400015242
3,3,8,0.05,2.0,100,30,4,100,0,134,82.0,30,0.8548579930503735,0.8548579930503735,33.62713956316377,33.62713956316377,38.974434312894566,34.05791800030484
1,4,8,0.05,2.0,100,30,4,100,0,134,82.0,30,0.12267622568477182,0.12267622568477182,12.04254361401645,12.04254361401645,10.01129150390625,35.20587158203125
2,4,8,0.05,2.0,100,30,4,100,0,134,82.0,30,0.7911689951037146,0.7911689951037146,33.114425278412575,33.114425278412575,34.360891580581665,35.40899658203125
3,4,8,0.05,2.0,100,30,4,100,0,134,82.0,30,0.9179855693712282,0.9179855693712282,38.282807543249746,38.282807543249746,49.853024673868894,37.23483058218367
4,4,8,0.05,2.0,100,30,4,100,0,134,82.0,30,0.9268900651662985,0.9268900651662985,41.91003743837816,41.91003743837816,59.67194738332182,40.4117431640625
1,5,8,0.05,2.0,100,30,4,100,0,134,82.0,30,0.3001881312469877,0.3001881312469877,19.348946238809184,19.348946238809184,16.777216000000006,38.72415232
2,5,8,0.05,2.0,100,30,4,100,0,134,82.0,30,0.9000361280929967,0.9000361280929967,39.088915698349496,39.088915698349496,43.04672100000001,38.92727732
3,5,8,0.05,2.0,100,30,4,100,0,134,82.0,30,0.9316274972427192,0.9316274972427192,42.10436124886631,42.10436124886631,57.582990144185345,40.75311132015243
4,5,8,0.05,2.0,100,30,4,100,0,134,82.0,30,0.9238586495187537,0.9238586495187537,45.5545038816709,45.5545038816709,66.34204312890623,43.93002390203125
5,5,8,0.05,2.0,100,30,4,100,0,134,82.0,30,0.9099195705097414,0.9099195705097414,49.21669414780477,49.21669414780477,72.13895789838334,47.44830464
1,6,8,0.05,2.0,100,30,4,100,0,134,82.0,30,0.49246535701408894,0.49246535701408894,28.203195267950072,28.203195267950072,23.256803936137793,42.09353804679165
2,6,8,0.05,2.0,100,30,4,100,0,134,82.0,30,0.9297773338928824,0.9297773338928824,43.073335753497794,43.073335753497794,49.853024673868894,42.29666304679166
3,6,8,0.05,2.0,100,30,4,100,0,134,82.0,30,0.9361356735437322,0.9361356735437322,45.53832549184942,45.53832549184942,63.30111067903695,44.12249704694407
4,6,8,0.05,2.0,100,30,4,100,0,134,82.0,30,0.9183374195833608,0.9183374195833608,48.94578469208868,48.94578469208868,71.14309495023396,47.2994096288229
5,6,8,0.05,2.0,100,30,4,100,0,134,82.0,30,0.8951670646298695,0.8951670646298695,52.67256925272567,52.67256925272567,76.24545236412132,50.81769036679166
6,6,8,0.05,2.0,100,30,4,100,0,134,82.0,30,0.8714613326895841,0.8714613326895841,56.23120766939474,56.23120766939474,79.82232045172886,54.1870760935833
2,2,16,0.05,2.0,100,30,4,100,0,134,82.0,30,0.0291604075999772,0.0291604075999772,3.778689189270278,3.778689189270278,1.0022595757618546,30.0015869140625
1,3,16,0.05,2.0,100,30,4,100,0,134,82.0,30,0.02582425948724503,0.02582425948724503,2.887689705258093,2.887689705258093,0.15224388403474176,30.079166819698063
2,3,16,0.05,2.0,100,30,4,100,0,134,82.0,30,0.05730413681539722,0.05730413681539722,7.600923782335898,7.600923782335898,5.408789293239547,30.079960276729313
3,3,16,0.05,2.0,100,30,4,100,0,134,82.0,30,0.23446814571447486,0.23446814571447486,13.974774186512544,13.974774186512544,15.190065300101342,30.15833363939613
1,4,16,0.05,2.0,100,30,4,100,0,134,82.0,30,0.03037414009788037,0.03037414009788037,3.6591389254918836,3.6591389254918836,1.0022595757618546,30.521174979396164
2,4,16,0.05,2.0,100,30,4,100,0,134,82.0,30,0.16458910169896313,0.16458910169896313,12.06147350372093,12.06147350372093,11.80670870212488,30.521968436427414
3,4,16,0.05,2.0,100,30,4,100,0,134,82.0,30,0.5068627582209414,0.5068627582209414,20.434815270888986,20.434815270888986,24.85324069133381,30.600341799094227
4,4,16,0.05,2.0,100,30,4,100,0,134,82.0,30,0.8054065165045013,0.8054065165045013,28.403668129940186,28.403668129940186,35.60741304517928,31.042349958792332
1,5,16,0.05,2.0,100,30,4,100,0,134,82.0,30,0.0437544054105372,0.0437544054105372,5.179089656071621,5.179089656071621,2.8147497671065613,31.463669878895413
2,5,16,0.05,2.0,100,30,4,100,0,134,82.0,30,0.33338998234615713,0.33338998234615713,17.012823277541987,17.012823277541987,18.530201888518416,31.464463335926663
3,5,16,0.05,2.0,100,30,4,100,0,134,82.0,30,0.7517626949097088,0.7517626949097088,27.5752774102808,27.5752774102808,33.15800753945346,31.542836698593476
4,5,16,0.05,2.0,100,30,4,100,0,134,82.0,30,0.9038878028853295,0.9038878028853295,32.09640365149537,32.09640365149537,44.01266686517653,31.984844858291577
5,5,16,0.05,2.0,100,30,4,100,0,134,82.0,30,0.9349649591390226,0.9349649591390226,33.956365977757955,33.956365977757955,52.040292466647244,32.927339757790826
1,6,16,0.05,2.0,100,30,4,100,0,134,82.0,30,0.07582274554996035,0.07582274554996035,7.24593670725388,7.24593670725388,5.408789293239547,32.81257043248456
2,6,16,0.05,2.0,100,30,4,100,0,134,82.0,30,0.514188967419559,0.514188967419559,22.913716411972853,22.913716411972853,24.85324069133381,32.81336388951581
3,6,16,0.05,2.0,100,30,4,100,0,134,82.0,30,0.87275720930461,0.87275720930461,32.19280730064273,32.19280730064273,40.07030613199687,32.89173725218263
4,6,16,0.05,2.0,100,30,4,100,0,134,82.0,30,0.9318077397861024,0.9318077397861024,34.25825835206171,34.25825835206171,50.613399590980045,33.33374541188073
5,6,16,0.05,2.0,100,30,4,100,0,134,82.0,30,0.9457612489412739,0.9457612489412739,35.65438605371516,35.65438605371516,58.13369006209494,34.27624031137997
6,6,16,0.05,2.0,100,30,4,100,0,134,82.0,30,0.9505192446699681,0.9505192446699681,37.20491609521368,37.20491609521368,63.71602842298492,35.625140864969126
2,2,32,0.05,2.0,100,30,4,100,0,134,82.0,30,0.02506889755028461,0.02506889755028461,2.496263897835467,2.496263897835467,0.010045242572065405,30.000000024214387
1,3,32,0.05,2.0,100,30,4,100,0,134,82.0,30,0.02500229757105739,0.02500229757105739,2.3229830772631703,2.3229830772631703,0.00023178200225792978,30.000120526641176
2,3,32,0.05,2.0,100,30,4,100,0,134,82.0,30,0.026634520067837578,0.026634520067837578,2.849214075137455,2.849214075137455,0.29255001618663234,30.000120538748366
3,3,32,0.05,2.0,100,30,4,100,0,134,82.0,30,0.03891312881427732,0.03891312881427732,4.567424597234598,4.567424597234598,2.307380838213424,30.00024105328235
1,4,32,0.05,2.0,100,30,4,100,0,134,82.0,30,0.025082233259954696,0.025082233259954696,2.399426021095595,2.399426021095595,0.010045242572065405,30.00522352613747
2,4,32,0.05,2.0,100,30,4,100,0,134,82.0,30,0.03324169432821603,0.03324169432821603,3.7912273802693495,3.7912273802693495,1.393983703768309,30.005223538244667
3,4,32,0.05,2.0,100,30,4,100,0,134,82.0,30,0.08203966176672052,0.08203966176672052,7.158157387671797,7.158157387671797,6.176835728613705,30.005344052778646
4,4,32,0.05,2.0,100,30,4,100,0,134,82.0,30,0.2013477246967693,0.2013477246967693,10.35337837735824,10.35337837735824,12.67887863770003,30.010447052274948
1,5,32,0.05,2.0,100,30,4,100,0,134,82.0,30,0.025594793162467374,0.025594793162467374,2.495319586460058,2.495319586460058,0.07922816251426656,30.04119864450742
2,5,32,0.05,2.0,100,30,4,100,0,134,82.0,30,0.05113217478698219,0.05113217478698219,5.314553463194838,5.314553463194838,3.43368382029251,30.041198656614615
3,5,32,0.05,2.0,100,30,4,100,0,134,82.0,30,0.1688474817776746,0.1688474817776746,9.670382348346653,9.670382348346653,10.99453463986453,30.04131917114859
4,5,32,0.05,2.0,100,30,4,100,0,134,82.0,30,0.35665356776609847,0.35665356776609847,14.041633270002722,14.041633270002722,19.371148445850082,30.04642217064489
5,5,32,0.05,2.0,100,30,4,100,0,134,82.0,30,0.5698690477334881,0.5698690477334881,19.681436995823763,19.681436995823763,27.08192040014181,30.082397289014835
1,6,32,0.05,2.0,100,30,4,100,0,134,82.0,30,0.027153448346250608,0.027153448346250608,2.6861856481227977,2.6861856481227977,0.29255001618663234,30.15212600841705
2,6,32,0.05,2.0,100,30,4,100,0,134,82.0,30,0.08900768514479195,0.08900768514479195,7.097665762901848,7.097665762901848,6.176835728613705,30.15212602052424
3,6,32,0.05,2.0,100,30,4,100,0,134,82.0,30,0.27843679580510894,0.27843679580510894,12.604892112342771,12.604892112342771,16.05629433511946,30.15224653505822
4,6,32,0.05,2.0,100,30,4,100,0,134,82.0,30,0.5272485586986757,0.5272485586986757,18.77292104972565,18.77292104972565,25.617162181562204,30.157349534554523
5,6,32,0.05,2.0,100,30,4,100,0,134,82.0,30,0.7581881242145277,0.7581881242145277,25.374573050849403,25.374573050849403,33.795259202357165,30.193324652924467
6,6,32,0.05,2.0,100,30,4,100,0,134,82.0,30,0.8745622263406516,0.8745622263406516,29.049721126615157,29.049721126615157,40.597322779986214,30.3042520168341
2,2,2,0.05,2.0,100,35,4,100,0,139,87.0,35,0.6144004262866711,0.6144004262866711,59.190553431698994,59.190553431698994,56.249999999999986,60.999999999999986
1,3,2,0.05,2.0,100,35,4,100,0,139,87.0,35,0.9272469489846575,0.9272469489846575,57.52414388933829,57.52414388933829,44.44444444444444,58.1111111111111
2,3,2,0.05,2.0,100,35,4,100,0,139,87.0,35,0.4999999999898153,0.4999999999898153,69.68472222227813,69.68472222227813,69.44444444444444,71.11111111111109
3,3,2,0.05,2.0,100,35,4,100,0,139,87.0,35,0.24035457840698907,0.24035457840698907,79.34861081480366,79.34861081480366,79.01234567901231,81.22222222222221
1,4,2,0.05,2.0,100,35,4,100,0,139,87.0,35,0.9501308730085819,0.9501308730085819,64.3029187507686,64.3029187507686,56.249999999999986,64.24999999999999
2,4,2,0.05,2.0,100,35,4,100,0,139,87.0,35,0.4340939177433778,0.4340939177433778,75.87168938939158,75.87168938939158,76.56249999999997,77.24999999999999
3,4,2,0.05,2.0,100,35,4,100,0,139,87.0,35,0.16155486863850066,0.16155486863850066,84.47621289651978,84.47621289651978,84.02777777777774,87.3611111111111
4,4,2,0.05,2.0,100,35,4,100,0,139,87.0,35,0.10658838831032946,0.10658838831032946,88.53447298956847,88.53447298956847,87.89062499999997,93.49999999999999
1,5,2,0.05,2.0,100,35,4,100,0,139,87.0,35,0.9580603333601933,0.9580603333601933,68.50950565463937,68.50950565463937,64.0,68.28
2,5,2,0.05,2.0,100,35,4,100,0,139,87.0,35,0.393023679381547,0.393023679381547,79.87526529440693,79.87526529440693,80.99999999999999,81.27999999999999
3,5,2,0.05,2.0,100,35,4,100,0,139,87.0,35,0.1304019312551913,0.1304019312551913,87.58508139479937,87.58508139479937,87.1111111111111,91.39111111111112
4,5,2,0.05,2.0,100,35,4,100,0,139,87.0,35,0.08683591953482075,0.08683591953482075,90.93964329181031,90.93964329181031,90.24999999999997,97.52999999999999
5,5,2,0.05,2.0,100,35,4,100,0,139,87.0,35,0.07138855947528214,0.07138855947528214,92.90545186948557,92.90545186948557,92.15999999999997,101.56
1,6,2,0.05,2.0,100,35,4,100,0,139,87.0,35,0.9620820671669628,0.9620820671669628,71.41085023055275,71.41085023055275,69.44444444444444,71.1111111111111
2,6,2,0.05,2.0,100,35,4,100,0,139,87.0,35,0.3654442911105029,0.3654442911105029,82.66306514585699,82.66306514585699,84.02777777777774,84.1111111111111
3,6,2,0.05,2.0,100,35,4,100,0,139,87.0,35,0.11438127619755127,0.11438127619755127,89.67369255161994,89.67369255161994,89.1975308641975,94.22222222222221
4,6,2,0.05,2.0,100,35,4,100,0,139,87.0,35,0.07688145134037892,0.07688145134037892,92.54282933664592,92.54282933664592,91.84027777777777,100.3611111111111
5,6,2,0.05,2.0,100,35,4,100,0,139,87.0,35,0.0635893579095996,0.0635893579095996,94.20985713689292,94.20985713689292,93.44444444444441,104.39111111111109
6,6,2,0.05,2.0,100,35,4,100,0,139,87.0,35,0.056857323941854616,0.056857323941854616,95.31205049811446,95.31205049811446,94.52160493827158,107.22222222222221
2,2,4,0.05,2.0,100,35,4,100,0,139,87.0,35,0.6702107809594748,0.6702107809594748,36.99552433210047,36.99552433210047,31.640624999999993,41.49999999999999
1,3,4,0.05,2.0,100,35,4,100,0,139,87.0,35,0.3456410455743864,0.3456410455743864,25.476287553826175,25.476287553826175,19.753086419753092,45.271604938271594
2,3,4,0.05,2.0,100,35,4,100,0,139,87.0,35,0.8748286377854331,0.8748286377854331,48.573434168784644,48.573434168784644,48.2253086419753,48.5216049382716
3,3,4,0.05,2.0,100,35,4,100,0,139,87.0,35,0.8457027714613663,0.8457027714613663,56.21225219716753,56.21225219716753,62.42950769699739,55.543209876543216
1,4,4,0.05,2.0,100,35,4,100,0,139,87.0,35,0.7904615690628466,0.7904615690628466,45.88169850925057,45.88169850925057,31.640624999999993,51.45312499999999
2,4,4,0.05,2.0,100,35,4,100,0,139,87.0,35,0.8934001885211666,0.8934001885211666,55.07630220672192,55.07630220672192,58.618164062499986,54.703124999999986
3,4,4,0.05,2.0,100,35,4,100,0,139,87.0,35,0.808351724835543,0.808351724835543,62.45253278207254,62.45253278207254,70.60667438271602,61.724729938271594
4,4,4,0.05,2.0,100,35,4,100,0,139,87.0,35,0.7246270094655779,0.7246270094655779,68.91636641055813,68.91636641055813,77.24761962890622,67.90624999999999
1,5,4,0.05,2.0,100,35,4,100,0,139,87.0,35,0.9042892698061356,0.9042892698061356,54.78534852913067,54.78534852913067,40.959999999999994,56.29919999999999
2,5,4,0.05,2.0,100,35,4,100,0,139,87.0,35,0.8969619442325071,0.8969619442325071,59.87950383709877,59.87950383709877,65.60999999999999,59.549199999999985
3,5,4,0.05,2.0,100,35,4,100,0,139,87.0,35,0.7771800683539688,0.7771800683539688,67.18059487862851,67.18059487862851,75.88345679012343,66.5708049382716
4,5,4,0.05,2.0,100,35,4,100,0,139,87.0,35,0.6542521952590716,0.6542521952590716,73.83773799784247,73.83773799784247,81.45062499999996,72.75232499999998
5,5,4,0.05,2.0,100,35,4,100,0,139,87.0,35,0.5481920161813568,0.5481920161813568,78.90530061565404,78.90530061565404,84.93465599999996,77.59839999999998
1,6,4,0.05,2.0,100,35,4,100,0,139,87.0,35,0.933679372147725,0.933679372147725,59.554675255173215,59.554675255173215,48.2253086419753,60.07716049382715
2,6,4,0.05,2.0,100,35,4,100,0,139,87.0,35,0.8973282388171125,0.8973282388171125,63.54441620182859,63.54441620182859,70.60667438271602,63.32716049382715
3,6,4,0.05,2.0,100,35,4,100,0,139,87.0,35,0.752100053980734,0.752100053980734,70.76385813605638,70.76385813605638,79.56199512269468,70.34876543209876
4,6,4,0.05,2.0,100,35,4,100,0,139,87.0,35,0.5968333581404589,0.5968333581404589,77.52689815727733,77.52689815727733,84.34636622299382,76.53028549382715
5,6,4,0.05,2.0,100,35,4,100,0,139,87.0,35,0.46198575672726466,0.46198575672726466,82.63011675269313,82.63011675269313,87.31864197530862,81.37636049382715
6,6,4,0.05,2.0,100,35,4,100,0,139,87.0,35,0.35692698222201463,0.35692698222201463,86.243314378753,86.243314378753,89.34333800106688,85.1543209876543
2,2,8,0.05,2.0,100,35,4,100,0,139,87.0,35,0.08298712406053864,0.08298712406053864,12.729847365972121,12.729847365972121,10.01129150390625,35.40625
1,3,8,0.05,2.0,100,35,4,100,0,139,87.0,35,0.04277895718762079,0.04277895718762079,6.869619547818818,6.869619547818818,3.901844231062346,37.02895900015242
2,3,8,0.05,2.0,100,35,4,100,0,139,87.0,35,0.4391239466693853,0.4391239466693853,24.935260599534388,24.935260599534388,23.256803936137793,37.23208400015242
3,3,8,0.05,2.0,100,35,4,100,0,139,87.0,35,0.8548579930480217,0.8548579930480217,37.901429528388036,37.901429528388036,38.974434312894566,39.05791800030484
1,4,8,0.05,2.0,100,35,4,100,0,139,87.0,35,0.12267622568389554,0.12267622568389554,12.655924742442282,12.655924742442282,10.01129150390625,40.20587158203125
2,4,8,0.05,2.0,100,35,4,100,0,139,87.0,35,0.7911689951001458,0.7911689951001458,37.07027025387467,37.07027025387467,34.360891580581665,40.40899658203125
3,4,8,0.05,2.0,100,35,4,100,0,139,87.0,35,0.9179855693691603,0.9179855693691603,42.87273539010217,42.87273539010217,49.853024673868894,42.23483058218367
4,4,8,0.05,2.0,100,35,4,100,0,139,87.0,35,0.9268900651642081,0.9268900651642081,46.5444877642291,46.5444877642291,59.67194738332182,45.4117431640625
1,5,8,0.05,2.0,100,35,4,100,0,139,87.0,35,0.30018813124489196,0.30018813124489196,20.849886895019853,20.849886895019853,16.777216000000006,43.72415232
2,5,8,0.05,2.0,100,35,4,100,0,139,87.0,35,0.9000361280896881,0.9000361280896881,43.58909633877529,43.58909633877529,43.04672100000001,43.92727732
3,5,8,0.05,2.0,100,35,4,100,0,139,87.0,35,0.9316274972404576,0.9316274972404576,46.76249873509248,46.76249873509248,57.582990144185345,45.75311132015243
4,5,8,0.05,2.0,100,35,4,100,0,139,87.0,35,0.9238586495163874,0.9238586495163874,50.17379712930206,50.17379712930206,66.34204312890623,48.93002390203125
5,5,8,0.05,2.0,100,35,4,100,0,139,87.0,35,0.9099195705070712,0.9099195705070712,53.766292000410864,53.766292000410864,72.13895789838334,52.44830464
1,6,8,0.05,2.0,100,35,4,100,0,139,87.0,35,0.4924653570103726,0.4924653570103726,30.66552205294432,30.66552205294432,23.256803936137793,47.09353804679165
2,6,8,0.05,2.0,100,35,4,100,0,139,87.0,35,0.929777333889687,0.929777333889687,47.72222242294188,47.72222242294188,49.853024673868894,47.29666304679165
3,6,8,0.05,2.0,100,35,4,100,0,139,87.0,35,0.9361356735412129,0.9361356735412129,50.2190038595939,50.2190038595939,63.30111067903695,49.122497046944076
4,6,8,0.05,2.0,100,35,4,100,0,139,87.0,35,0.9183374195806856,0.9183374195806856,53.537471790057786,53.537471790057786,71.14309495023396,52.2994096288229
5,6,8,0.05,2.0,100,35,4,100,0,139,87.0,35,0.8951670646268625,0.8951670646268625,57.14840457594891,57.14840457594891,76.24545236412132,55.817690366791666
6,6,8,0.05,2.0,100,35,4,100,0,139,87.0,35,0.8714613326862111,0.8714613326862111,60.588514332934125,60.588514332934125,79.82232045172886,59.18707609358331
2,2,16,0.05,2.0,100,35,4,100,0,139,87.0,35,0.029160407599963165,0.029160407599963165,3.924491227270548,3.924491227270548,1.0022595757618546,35.0015869140625
1,3,16,0.05,2.0,100,35,4,100,0,139,87.0,35,0.025824259487242422,0.025824259487242422,3.016811002694402,3.016811002694402,0.15224388403474176,35.07916681969807
2,3,16,0.05,2.0,100,35,4,100,0,139,87.0,35,0.057304136815203334,0.057304136815203334,7.887444466416594,7.887444466416594,5.408789293239547,35.07996027672932
3,3,16,0.05,2.0,100,35,4,100,0,139,87.0,35,0.23446814571351896,0.23446814571351896,15.147114915094061,15.147114915094061,15.190065300101342,35.15833363939613
1,4,16,0.05,2.0,100,35,4,100,0,139,87.0,35,0.030374140097857945,0.030374140097857945,3.811009625981908,3.811009625981908,1.0022595757618546,35.521174979396164
2,4,16,0.05,2.0,100,35,4,100,0,139,87.0,35,0.1645891016981371,0.1645891016981371,12.884419012224669,12.884419012224669,11.80670870212488,35.521968436427414
3,4,16,0.05,2.0,100,35,4,100,0,139,87.0,35,0.5068627582198019,0.5068627582198019,22.9691290619849,22.9691290619849,24.85324069133381,35.60034179909423
4,4,16,0.05,2.0,100,35,4,100,0,139,87.0,35,0.8054065165035096,0.8054065165035096,32.4307007124439,32.4307007124439,35.60741304517928,36.04234995879233
1,5,16,0.05,2.0,100,35,4,100,0,139,87.0,35,0.043754405410430644,0.043754405410430644,5.397861683126535,5.397861683126535,2.8147497671065613,36.46366987889541
2,5,16,0.05,2.0,100,35,4,100,0,139,87.0,35,0.333389982344885,0.333389982344885,18.679773189271693,18.679773189271693,18.530201888518416,36.464463335926666
3,5,16,0.05,2.0,100,35,4,100,0,139,87.0,35,0.7517626949082985,0.7517626949082985,31.334090884803942,31.334090884803942,33.15800753945346,36.542836698593476
4,5,16,0.05,2.0,100,35,4,100,0,139,87.0,35,0.9038878028844665,0.9038878028844665,36.615842665909746,36.615842665909746,44.01266686517653,36.984844858291574
5,5,16,0.05,2.0,100,35,4,100,0,139,87.0,35,0.9349649591382255,0.9349649591382255,38.631190773448324,38.631190773448324,52.040292466647244,37.927339757790826
1,6,16,0.05,2.0,100,35,4,100,0,139,87.0,35,0.07582274554961314,0.07582274554961314,7.62505043500778,7.62505043500778,5.408789293239547,37.81257043248456
2,6,16,0.05,2.0,100,35,4,100,0,139,87.0,35,0.5141889674176995,0.5141889674176995,25.48466124905042,25.48466124905042,24.85324069133381,37.81336388951581
3,6,16,0.05,2.0,100,35,4,100,0,139,87.0,35,0.8727572093031056,0.8727572093031056,36.55659334714049,36.55659334714049,40.07030613199687,37.89173725218263
4,6,16,0.05,2.0,100,35,4,100,0,139,87.0,35,0.9318077397851547,0.9318077397851547,38.917297050985226,38.917297050985226,50.613399590980045,38.33374541188073
5,6,16,0.05,2.0,100,35,4,100,0,139,87.0,35,0.9457612489403732,0.9457612489403732,40.3831922984224,40.3831922984224,58.13369006209494,39.27624031137997
6,6,16,0.05,2.0,100,35,4,100,0,139,87.0,35,0.9505192446689728,0.9505192446689728,41.95751231857095,41.95751231857095,63.71602842298492,40.625140864969126
2,2,32,0.05,2.0,100,35,4,100,0,139,87.0,35,0.02506889755028444,0.02506889755028444,2.621608385586899,2.621608385586899,0.010045242572065405,35.00000002421439
1,3,32,0.05,2.0,100,35,4,100,0,139,87.0,35,0.025002297571057385,0.025002297571057385,2.4479945651184574,2.4479945651184574,0.00023178200225792978,35.000120526641176
2,3,32,0.05,2.0,100,35,4,100,0,139,87.0,35,0.0266345200678322,0.0266345200678322,2.9823866754768393,2.9823866754768393,0.29255001618663234,35.00012053874836
3,3,32,0.05,2.0,100,35,4,100,0,139,87.0,35,0.038913128814214604,0.038913128814214604,4.761990241307861,4.761990241307861,2.307380838213424,35.000241053282345
1,4,32,0.05,2.0,100,35,4,100,0,139,87.0,35,0.025082233259954418,0.025082233259954418,2.524837187395381,2.524837187395381,0.010045242572065405,35.00522352613748
2,4,32,0.05,2.0,100,35,4,100,0,139,87.0,35,0.033241694328181394,0.033241694328181394,3.957435851911528,3.957435851911528,1.393983703768309,35.00522353824467
3,4,32,0.05,2.0,100,35,4,100,0,139,87.0,35,0.0820396617664277,0.0820396617664277,7.568355696512466,7.568355696512466,6.176835728613705,35.005344052778646
4,4,32,0.05,2.0,100,35,4,100,0,139,87.0,35,0.20134772469627435,0.20134772469627435,11.36011700084903,11.36011700084903,12.67887863770003,35.01044705227495
1,5,32,0.05,2.0,100,35,4,100,0,139,87.0,35,0.025594793162465164,0.025594793162465164,2.6232935522724796,2.6232935522724796,0.07922816251426656,35.04119864450742
2,5,32,0.05,2.0,100,35,4,100,0,139,87.0,35,0.05113217478684421,0.05113217478684421,5.570214337133327,5.570214337133327,3.43368382029251,35.04119865661461
3,5,32,0.05,2.0,100,35,4,100,0,139,87.0,35,0.16884748177717399,0.16884748177717399,10.51461975724291,10.51461975724291,10.99453463986453,35.04131917114859
4,5,32,0.05,2.0,100,35,4,100,0,139,87.0,35,0.35665356776561435,0.35665356776561435,15.82490110883262,15.82490110883262,19.371148445850082,35.046422170644895
5,5,32,0.05,2.0,100,35,4,100,0,139,87.0,35,0.5698690477331213,0.5698690477331213,22.53078223448522,22.53078223448522,27.08192040014181,35.082397289014835
1,6,32,0.05,2.0,100,35,4,100,0,139,87.0,35,0.027153448346241765,0.027153448346241765,2.821952889854365,2.821952889854365,0.29255001618663234,35.15212600841705
2,6,32,0.05,2.0,100,35,4,100,0,139,87.0,35,0.08900768514445533,0.08900768514445533,7.542704188632276,7.542704188632276,6.176835728613705,35.15212602052424
3,6,32,0.05,2.0,100,35,4,100,0,139,87.0,35,0.27843679580450836,0.27843679580450836,13.997076091371156,13.997076091371156,16.05629433511946,35.152246535058225
4,6,32,0.05,2.0,100,35,4,100,0,139,87.0,35,0.5272485586981964,0.5272485586981964,21.40916384321254,21.40916384321254,25.617162181562204,35.15734953455452
5,6,32,0.05,2.0,100,35,4,100,0,139,87.0,35,0.7581881242142154,0.7581881242142154,29.165513671914823,29.165513671914823,33.795259202357165,35.19332465292447
