S,D,act_cost,search_cost,bespoke_zilch,bespoke_full,comp_zilch,comp_partial,comp_full,asymptotic_compositionality,max_compositionality,asymptotic_cost,max_cost,bespoke_cost,comp_cost
16,8,7,4,10,0,11,9.0,7,0.0,0.0,9.69173924480955,9.69173924480955,9.69173924480955,9.386877895332871
17,8,7,4,10,0,11,9.0,7,0.0,0.0,9.726512741007674,9.726512741007674,9.726512741007674,9.46279623815836
18,8,7,4,10,0,11,9.0,7,0.0,0.0,9.755737294778706,9.755737294778706,9.755737294778706,9.532044427161475
19,8,7,4,10,0,11,9.0,7,0.0,0.0,9.780530030562442,9.780530030562442,9.780530030562442,9.595441380444544
20,8,7,4,10,0,11,9.0,7,0.0,0.0,9.801741277289134,9.801741277289134,9.801741277289134,9.653681725156247
6,16,7,4,10,0,11,9.0,7,0.9945524179873774,0.9945524179873774,7.199557986497068,7.199557986497068,6.371602842298491,7.2163515717295805
7,16,7,4,10,0,11,9.0,7,0.9886426773691989,0.9886426773691989,7.314909008729334,7.314909008729334,7.189894494838615,7.339555959598282
8,16,7,4,10,0,11,9.0,7,0.9796204559733159,0.9796204559733159,7.4410137941577235,7.4410137941577235,7.772651709434126,7.472268348084993
9,16,7,4,10,0,11,9.0,7,0.9672658313952827,0.9672658313952827,7.572529734977475,7.572529734977475,8.197463466123013,7.607602612004052
10,16,7,4,10,0,11,9.0,7,0.9515094000290052,0.9515094000290052,7.7059814901306085,7.7059814901306085,8.514577710948753,7.741208075540735
11,16,7,4,10,0,11,9.0,7,0.9323754483054442,0.9323754483054442,7.839153968806818,7.839153968806818,8.756569756556328,7.870516543160592
12,16,7,4,10,0,11,9.0,7,0.9099418744067272,0.9099418744067272,7.970646354304469,7.970646354304469,8.944925461409722,7.994129627653351
13,16,7,4,10,0,11,9.0,7,0.8843149287619424,0.8843149287619424,8.099580382743412,8.099580382743412,9.094131584531478,8.11138950452101
14,16,7,4,10,0,11,9.0,7,0.8556139611132895,0.8556139611132895,8.225414991740593,8.225414991740593,9.214178899028443,8.222095253615432
15,16,7,4,10,0,11,9.0,7,0.8239624299867027,0.8239624299867027,8.34782871096548,8.34782871096548,9.312107986441475,8.326320301578136
16,16,7,4,10,0,11,9.0,7,0.7894827257542009,0.7894827257542009,8.466644355890212,8.466644355890212,9.392980958938162,8.424296521807172
17,16,7,4,10,0,11,9.0,7,0.7522932925228385,0.7522932925228385,8.581780188595308,8.581780188595308,9.460505010098464,8.516341327671743
18,16,7,4,10,0,11,9.0,7,0.7125071292147719,0.7125071292147719,8.693217812915595,8.693217812915595,9.517441016473617,8.602812245279871
19,16,7,4,10,0,11,9.0,7,0.6702311137776925,0.6702311137776925,8.800980797887402,8.800980797887402,9.565876767873378,8.684078989830972
20,16,7,4,10,0,11,9.0,7,0.6255658137152315,0.6255658137152315,8.905120281322532,8.905120281322532,9.607413206691362,8.76050667460706
6,32,7,4,10,0,11,9.0,7,0.9999229174692246,0.9999229174692246,7.011218636660028,7.011218636660028,4.05973227799862,7.011702000647464
7,32,7,4,10,0,11,9.0,7,0.9998500977117695,0.9998500977117695,7.028107074852824,7.028107074852824,5.169458284691063,7.028824562424677
8,32,7,4,10,0,11,9.0,7,0.9996100105883841,0.9996100105883841,7.054286548979406,7.054286548979406,6.041411459616927,7.055759348150731
9,32,7,4,10,0,11,9.0,7,0.9991137459532671,0.9991137459532671,7.089599863588609,7.089599863588609,6.719840727842154,7.092295233528536
10,32,7,4,10,0,11,9.0,7,0.9982445992773087,0.9982445992773087,7.132996121323201,7.132996121323201,7.249803359578532,7.1373473528117
11,32,7,4,10,0,11,9.0,7,0.9968893976440356,0.9968893976440356,7.183127166121067,7.183127166121067,7.667751390143696,7.189449762979066
12,32,7,4,10,0,11,9.0,7,0.9949491341562111,0.9949491341562111,7.238641364060845,7.238641364060845,8.001169151017596,7.247073429144547
13,32,7,4,10,0,11,9.0,7,0.9923432644386359,0.9923432644386359,7.298320696055381,7.298320696055381,8.270322927677304,7.3087966576898635
14,32,7,4,10,0,11,9.0,7,0.9890100350863028,0.9890100350863028,7.3611271869714825,7.3611271869714825,8.490109278330104,7.373379202227341
15,32,7,4,10,0,11,9.0,7,0.9849047197955829,0.9849047197955829,7.426203733097214,7.426203733097214,8.671535515114712,7.43978138559458
16,32,7,4,10,0,11,9.0,7,0.9799970281356447,0.9799970281356447,7.4928554424052445,7.4928554424052445,8.82280912949749,7.507155145508
17,32,7,4,10,0,11,9.0,7,0.9742684047887623,0.9742684047887623,7.560524979432895,7.560524979432895,8.950115504609816,7.574822755501326
18,32,7,4,10,0,11,9.0,7,0.9677095644407162,0.9677095644407162,7.628768185706224,7.628768185706224,9.058168350205438,7.642251773404777
19,32,7,4,10,0,11,9.0,7,0.9603183904825238,0.9603183904825238,7.697232479462052,7.697232479462052,9.150599833813967,7.709030510997528
20,32,7,4,10,0,11,9.0,7,0.9520982136294426,0.9520982136294426,7.7656387163735126,7.7656387163735126,9.230238852410762,7.774845937834
6,64,7,4,10,0,11,9.0,7,0.26705903871931974,0.26705903871931974,1.930253198903202,1.930253198903202,1.648142616902387,7.0000342342047865
7,64,7,4,10,0,11,9.0,7,0.5654472124116101,0.5654472124116101,3.968029786562824,3.968029786562824,2.6723298957161075,7.000207713849741
8,64,7,4,10,0,11,9.0,7,0.9997223023625147,0.9997223023625147,6.998835349148504,6.998835349148504,3.649865242439074,7.000777276226547
9,64,7,4,10,0,11,9.0,7,0.9999986494155341,0.9999986494155341,7.00212186963425,7.00212186963425,4.5156259407566175,7.00212960253302
10,64,7,4,10,0,11,9.0,7,0.9999961384503805,0.9999961384503805,7.00469750050305,7.00469750050305,5.255964875255619,7.0047160738310925
11,64,7,4,10,0,11,9.0,7,0.999989316714216,0.999989316714216,7.008928773742659,7.008928773742659,5.879441138105061,7.008972803173205
12,64,7,4,10,0,11,9.0,7,0.9999737899907578,0.9999737899907578,7.015167350357381,7.015167350357381,6.401870778319566,7.015261319847309
13,64,7,4,10,0,11,9.0,7,0.9999427981642194,0.9999427981642194,7.023658384262538,7.023658384262538,6.839824132806492,7.023838843950107
14,64,7,4,10,0,11,9.0,7,0.9998871448379479,0.9998871448379479,7.034537037578703,7.034537037578703,7.208195555798694,7.03485300716398
15,64,7,4,10,0,11,9.0,7,0.9997954161095643,0.9997954161095643,7.047840410486102,7.047840410486102,7.51955281898958,7.048351916778872
16,64,7,4,10,0,11,9.0,7,0.9996544295425068,0.9996544295425068,7.06352662471156,7.06352662471156,7.784196093554426,7.0643015854038085
17,64,7,4,10,0,11,9.0,7,0.9994498067451413,0.9994498067451413,7.081495374227768,7.081495374227768,8.010456754585704,7.082605300060532
18,64,7,4,10,0,11,9.0,7,0.9991665693779415,0.9991665693779415,7.1016067428634635,7.1016067428634635,8.205041386066352,7.103121835110394
19,64,7,4,10,0,11,9.0,7,0.9987896856473951,0.9987896856473951,7.123696874325893,7.123696874325893,8.37334773185962,7.125681066381351
20,64,7,4,10,0,11,9.0,7,0.9983045254362775,0.9983045254362775,7.147590174101481,7.147590174101481,8.519730927255317,7.1500965568444625
6,128,7,4,10,0,11,9.0,7,0.0055551221917181344,0.0055551221917181344,0.2700382575131382,0.2700382575131382,0.27163740856498525,7.000000000292994
7,128,7,4,10,0,11,9.0,7,0.08499265098788815,0.08499265098788815,0.6951589904936406,0.6951589904936406,0.7141347071538061,7.000000010786259
8,128,7,4,10,0,11,9.0,7,0.19910070708749142,0.19910070708749142,1.426554569754745,1.426554569754745,1.3321516287964839,7.000000151039583
9,128,7,4,10,0,11,9.0,7,0.3653608277610759,0.3653608277610759,2.5645570276939162,2.5645570276939162,2.0390877636834097,7.000001133801735
10,128,7,4,10,0,11,9.0,7,0.5943467640348873,0.5943467640348873,4.161330848003563,4.161330848003563,2.762516676992082,7.000005560338094
11,128,7,4,10,0,11,9.0,7,0.8918428139071125,0.8918428139071125,6.242970122083993,6.242970122083993,3.456782809644214,7.0000201277991945
12,128,7,4,10,0,11,9.0,7,0.9999999980929117,0.9999999980929117,7.000058214893829,7.000058214893829,4.098394946230196,7.00005822697087
13,128,7,4,10,0,11,9.0,7,0.9999999947999941,0.9999999947999941,7.000142043796689,7.000142043796689,4.678319416772209,7.000142072620217
14,128,7,4,10,0,11,9.0,7,0.9999999833862228,0.9999999833862228,7.00030360136056,7.00030360136056,5.195808317063606,7.0003036830270915
15,128,7,4,10,0,11,9.0,7,0.9999999504748277,0.9999999504748277,7.000584258639962,7.000584258639962,5.654367459757416,7.000584476964046
16,128,7,4,10,0,11,9.0,7,0.9999998664395946,0.9999998664395946,7.001033140334218,7.001033140334218,6.059370882290802,7.001033673471359
17,128,7,4,10,0,11,9.0,7,0.9999996735129961,0.9999996735129961,7.0017047189867005,7.0017047189867005,6.4167417417087735,7.00170590889952
18,128,7,4,10,0,11,9.0,7,0.9999992697757683,0.9999992697757683,7.002656080898256,7.002656080898256,6.732270414706168,7.002658528219133
19,128,7,4,10,0,11,9.0,7,0.9999984899198205,0.9999984899198205,7.003944250125186,7.003944250125186,7.011295223863869,7.003948932611688
20,128,7,4,10,0,11,9.0,7,0.9999970842451387,0.9999970842451387,7.005623835195864,7.005623835195864,7.258581507283076,7.00563224409414
6,256,7,4,10,0,11,9.0,7,0.0,0.0,0.00737868817318965,0.00737868817318965,0.00737868817318965,6.999999999999998
7,256,7,4,10,0,11,9.0,7,0.0,0.0,0.05099883799616566,0.05099883799616566,0.05099883799616566,6.999999999999998
8,256,7,4,10,0,11,9.0,7,0.0030374157078507137,0.0030374157078507137,0.1759461002826297,0.1759461002826297,0.1774627962105124,7.000000000000004
9,256,7,4,10,0,11,9.0,7,0.0432517622722111,0.0432517622722111,0.3845758666641484,0.3845758666641484,0.4157878908003409,7.00000000000032
10,256,7,4,10,0,11,9.0,7,0.09736293890445634,0.09736293890445634,0.7176208075988932,0.7176208075988932,0.7631498390659374,7.000000000007728
11,256,7,4,10,0,11,9.0,7,0.17255614379539344,0.17255614379539344,1.2200254450433914,1.2200254450433914,1.1949347393051744,7.000000000101281
12,256,7,4,10,0,11,9.0,7,0.27436882201282,0.27436882201282,1.9234535234918353,1.9234535234918353,1.679684113528522,7.000000000847593
13,256,7,4,10,0,11,9.0,7,0.40603183755226385,0.40603183755226385,2.8426910065107034,2.8426910065107034,2.188667256534786,7.0000000050461555
14,256,7,4,10,0,11,9.0,7,0.5697068135349298,0.5697068135349298,3.988001208475327,3.988001208475327,2.6996424067667353,7.000000023055844
15,256,7,4,10,0,11,9.0,7,0.7671754759579025,0.7671754759579025,5.370232736301484,5.370232736301484,3.197187136996354,7.000000085403328
16,256,7,4,10,0,11,9.0,7,0.9999999020414981,0.9999999020414981,6.999999581411144,6.999999581411144,3.6715975489153614,7.0000002671202095
17,256,7,4,10,0,11,9.0,7,1.0,1.0,7.000000727531052,7.000000727531052,4.117457457978776,7.000000727531292
18,256,7,4,10,0,11,9.0,7,0.9999999999990689,0.9999999999990689,7.000001766937726,7.000001766937726,4.5323464936727955,7.000001766943071
19,256,7,4,10,0,11,9.0,7,0.9999999999967337,0.9999999999967337,7.000003898500029,7.000003898500029,4.915826071617632,7.000003898517192
20,256,7,4,10,0,11,9.0,7,0.9999999999890804,0.9999999999890804,7.000007930490533,7.000007930490533,5.2687005497871855,7.000007930543383
6,512,7,4,10,0,11,9.0,7,0.0,0.0,5.444503915486009e-6,5.444503915486009e-6,5.444503915486009e-6,6.999999999999998
7,512,7,4,10,0,11,9.0,7,0.0,0.0,0.0002600881476955141,0.0002600881476955141,0.0002600881476955141,6.999999999999998
8,512,7,4,10,0,11,9.0,7,0.0,0.0,0.0031493044038854996,0.0031493044038854996,0.0031493044038854996,6.999999999999998
9,512,7,4,10,0,11,9.0,7,0.0,0.0,0.017287957013619733,0.017287957013619733,0.017287957013619733,6.999999999999998
10,512,7,4,10,0,11,9.0,7,0.0,0.0,0.058239767686636405,0.058239767686636405,0.058239767686636405,6.999999999999998
11,512,7,4,10,0,11,9.0,7,0.006427428016946162,0.006427428016946162,0.1378941711238529,0.1378941711238529,0.14278690311983253,6.999999999999998
12,512,7,4,10,0,11,9.0,7,0.028145853211202693,0.028145853211202693,0.2525750258547945,0.2525750258547945,0.2821338721240096,6.999999999999998
13,512,7,4,10,0,11,9.0,7,0.05604088837909487,0.05604088837909487,0.4215543926908144,0.4215543926908144,0.4790264359827511,6.999999999999998
14,512,7,4,10,0,11,9.0,7,0.09287973881345424,0.09287973881345424,0.6630206247750391,0.6630206247750391,0.7288069124413287,6.999999999999998
15,512,7,4,10,0,11,9.0,7,0.1410982870315464,0.1410982870315464,0.9921410224755624,0.9921410224755624,1.0222005588974945,7.0
16,512,7,4,10,0,11,9.0,7,0.20233738737475032,0.20233738737475032,1.4175383673846838,1.4175383673846838,1.34806285612013,7.000000000000016
17,512,7,4,10,0,11,9.0,7,0.277681568046519,0.277681568046519,1.9440078465044828,1.9440078465044828,1.6953455918265046,7.000000000000131
18,512,7,4,10,0,11,9.0,7,0.36798321654932015,0.36798321654932015,2.575919323502343,2.575919323502343,2.0542164738708086,7.000000000000779
19,512,7,4,10,0,11,9.0,7,0.4739815945311713,0.4739815945311713,3.3178756502982085,3.3178756502982085,2.416534596639564,7.000000000003798
20,512,7,4,10,0,11,9.0,7,0.5963365193131718,0.5963365193131718,4.174356071469024,4.174356071469024,2.7759205483327793,7.000000000015722
