pop,gen,cost,compositionality,agent
1,1,53.34369999999994,0.0,rational
1,2,24.644964000000005,0.0,rational
1,3,23.340476000000002,0.0,rational
1,4,23.340476000000002,0.0,rational
1,5,25.297208000000005,0.0,rational
1,6,29.92250200000001,0.06,rational
1,7,23.34047600000001,0.0,rational
1,8,25.297207999999998,0.0,rational
1,9,25.317070000000005,0.02,rational
1,10,25.474572000000013,0.06,rational
1,11,23.992720000000006,0.0,rational
1,12,26.601696,0.0,rational
1,13,30.554884000000005,0.04,rational
1,14,23.99272,0.0,rational
1,15,25.297208000000005,0.0,rational
1,16,27.25394000000002,0.0,rational
1,17,24.664826000000012,0.02,rational
1,18,23.992720000000006,0.0,rational
1,19,23.99272000000001,0.0,rational
1,20,25.297208,0.0,rational
1,21,27.273802000000003,0.02,rational
1,22,23.340476000000002,0.0,rational
1,23,22.708094000000003,0.02,rational
1,24,25.94945200000001,0.0,rational
1,25,26.64142000000001,0.04,rational
1,26,22.865596,0.06,rational
1,27,26.30926000000001,0.08,rational
1,28,24.545792000000002,0.04,rational
1,29,23.61701200000001,0.02,rational
1,30,25.94945200000001,0.0,rational
1,31,24.644964000000005,0.0,rational
2,1,53.34369999999994,0.0,rational
2,2,28.558428000000003,0.0,rational
2,3,23.340476,0.0,rational
2,4,24.664826000000016,0.02,rational
2,5,27.25394000000001,0.0,rational
2,6,24.664826000000012,0.02,rational
2,7,24.921500000000005,0.02,rational
2,8,26.03272400000001,0.06,rational
2,9,22.688232000000003,0.0,rational
2,10,23.340476000000002,0.0,rational
2,11,26.601696000000025,0.0,rational
2,12,23.99272000000001,0.0,rational
2,13,24.644964000000005,0.0,rational
2,14,24.644963999999995,0.0,rational
2,15,20.731499999999993,0.0,rational
2,16,26.601696,0.0,rational
2,17,25.29720800000001,0.0,rational
2,18,25.94945200000001,0.0,rational
2,19,26.621558000000007,0.02,rational
2,20,23.340476000000002,0.0,rational
2,21,29.21067200000001,0.0,rational
2,22,25.29720800000001,0.0,rational
2,23,22.688232000000003,0.0,rational
2,24,23.340476000000002,0.0,rational
2,25,25.949452000000004,0.0,rational
2,26,22.708094000000003,0.02,rational
2,27,26.60169600000001,0.0,rational
2,28,29.882778000000012,0.02,rational
2,29,23.61701200000001,0.02,rational
2,30,25.29720800000001,0.0,rational
2,31,22.035987999999996,0.0,rational
3,1,53.34369999999994,0.0,rational
3,2,28.558428000000017,0.0,rational
3,3,27.273802,0.02,rational
3,4,24.644964000000005,0.0,rational
3,5,30.515160000000016,0.0,rational
3,6,25.297208000000005,0.0,rational
3,7,27.90618400000001,0.0,rational
3,8,27.25394000000001,0.0,rational
3,9,22.708094000000003,0.02,rational
3,10,24.54579199999999,0.04,rational
3,11,25.573744,0.02,rational
3,12,28.459256000000003,0.04,rational
3,13,25.949452000000004,0.0,rational
3,14,22.688232000000003,0.0,rational
3,15,27.253940000000007,0.0,rational
3,16,23.99272000000001,0.0,rational
3,17,29.862916000000006,0.0,rational
3,18,29.86291600000001,0.0,rational
3,19,26.60169600000001,0.0,rational
3,20,24.644964000000012,0.0,rational
3,21,24.644964000000005,0.0,rational
3,22,29.21067200000001,0.0,rational
3,23,24.664826000000012,0.02,rational
3,24,25.949452000000015,0.0,rational
3,25,23.99272000000001,0.0,rational
3,26,23.99272000000001,0.0,rational
3,27,27.25394000000001,0.0,rational
3,28,27.253940000000004,0.0,rational
3,29,29.210672000000013,0.0,rational
3,30,27.926046000000007,0.02,rational
3,31,23.340476,0.0,rational
4,1,53.34369999999994,0.0,rational
4,2,25.29720800000001,0.0,rational
4,3,24.644964000000005,0.0,rational
4,4,26.601696000000025,0.0,rational
4,5,25.949452000000004,0.0,rational
4,6,24.644964,0.0,rational
4,7,24.644964,0.0,rational
4,8,28.558428000000006,0.0,rational
4,9,23.340476000000002,0.0,rational
4,10,26.621558,0.02,rational
4,11,24.012582,0.02,rational
4,12,28.578290000000003,0.02,rational
4,13,24.644964,0.0,rational
4,14,27.253940000000007,0.0,rational
4,15,25.94945200000001,0.0,rational
4,16,23.99272000000001,0.0,rational
4,17,25.297207999999998,0.0,rational
4,18,26.621558000000014,0.02,rational
4,19,21.383743999999997,0.0,rational
4,20,22.035987999999996,0.0,rational
4,21,25.969314000000004,0.02,rational
4,22,25.850279999999987,0.04,rational
4,23,28.854826000000003,0.04,rational
4,24,23.893547999999996,0.04,rational
4,25,23.99272000000001,0.0,rational
4,26,24.664825999999998,0.02,rational
4,27,24.26925600000001,0.02,rational
4,28,27.273801999999996,0.02,rational
4,29,24.289117999999995,0.04,rational
4,30,22.865596000000004,0.06,rational
4,31,24.910680000000003,0.08,rational
5,1,53.34369999999994,0.0,rational
5,2,23.992720000000013,0.0,rational
5,3,23.99272,0.0,rational
5,4,25.949452000000004,0.0,rational
5,5,23.99272,0.0,rational
5,6,26.601696,0.0,rational
5,7,29.90264000000001,0.04,rational
5,8,26.601696000000018,0.0,rational
5,9,21.383743999999997,0.0,rational
5,10,25.949452000000004,0.0,rational
5,11,25.297208,0.0,rational
5,12,23.340475999999995,0.0,rational
5,13,24.644964000000005,0.0,rational
5,14,23.99272,0.0,rational
5,15,27.253940000000004,0.0,rational
5,16,24.664825999999998,0.02,rational
5,17,24.921499999999995,0.02,rational
5,18,25.47457200000001,0.06,rational
5,19,24.26925599999999,0.02,rational
5,20,23.992719999999995,0.0,rational
5,21,27.906184,0.0,rational
5,22,22.035987999999996,0.0,rational
5,23,27.253940000000004,0.0,rational
5,24,25.317070000000008,0.02,rational
5,25,27.253940000000007,0.0,rational
5,26,23.360338000000006,0.02,rational
5,27,27.530476000000007,0.02,rational
5,28,25.949452000000004,0.0,rational
5,29,23.340476000000002,0.0,rational
5,30,25.96931400000002,0.02,rational
5,31,22.035987999999996,0.0,rational
6,1,53.34369999999994,0.0,rational
6,2,23.99272000000001,0.0,rational
6,3,24.644964000000005,0.0,rational
6,4,23.99272000000001,0.0,rational
6,5,22.688232000000003,0.0,rational
6,6,22.035987999999996,0.0,rational
6,7,25.94945200000001,0.0,rational
6,8,23.340476000000002,0.0,rational
6,9,25.297208000000015,0.0,rational
6,10,23.340476,0.0,rational
6,11,25.94945200000001,0.0,rational
6,12,23.992720000000013,0.0,rational
6,13,23.99272,0.0,rational
6,14,27.253940000000007,0.0,rational
6,15,23.340475999999995,0.0,rational
6,16,24.644964000000005,0.0,rational
6,17,26.601695999999997,0.0,rational
6,18,28.57829000000002,0.02,rational
6,19,23.340476000000002,0.0,rational
6,20,26.621558000000004,0.02,rational
6,21,26.621558000000007,0.02,rational
6,22,26.601695999999997,0.0,rational
6,23,26.60169600000001,0.0,rational
6,24,23.340476,0.0,rational
6,25,23.34047599999999,0.0,rational
6,26,24.64496400000001,0.0,rational
6,27,25.94945200000001,0.0,rational
6,28,27.90618400000001,0.0,rational
6,29,25.949452000000015,0.0,rational
6,30,25.949452,0.0,rational
6,31,27.906184000000007,0.0,rational
7,1,53.34369999999994,0.0,rational
7,2,28.558428000000003,0.0,rational
7,3,25.969314000000008,0.02,rational
