S,D,ε,β,act_cost,search_cost,bespoke_zilch,bespoke_full,comp_zilch,comp_partial,comp_full,asymptotic_compositionality,max_compositionality,asymptotic_cost,max_cost,bespoke_cost,comp_cost
4,32,0.05,2.0,7,10,10,0,17,12.0,7,0.04574711436954088,0.04574711436954088,1.6526373594292172,1.6526373594292172,1.2678878637700028,7.001004524257205
4,64,0.05,2.0,7,10,10,0,17,12.0,7,0.028499886411752978,0.028499886411752978,0.5002644635592994,0.5002644635592994,0.16075396350952673,7.000000100906898
4,2,0.05,2.0,8,10,10,0,18,13.0,8,0.02818228807469299,0.02818228807469299,9.04192338601571,9.04192338601571,8.789062499999996,13.624999999999996
4,4,0.05,2.0,8,10,10,0,18,13.0,8,0.03150060030877429,0.03150060030877429,8.024770904927902,8.024770904927902,7.724761962890621,11.164062499999998
4,8,0.05,2.0,8,10,10,0,18,13.0,8,0.03843046975202793,0.03843046975202793,6.343690204170221,6.343690204170221,5.967194738332181,9.001129150390625
4,16,0.05,2.0,8,10,10,0,18,13.0,8,0.0508703570269275,0.0508703570269275,4.018019612925441,4.018019612925441,3.5607413045179275,8.100225957576184
4,32,0.05,2.0,8,10,10,0,18,13.0,8,0.04342572068301995,0.04342572068301995,1.6960003241150121,1.6960003241150121,1.2678878637700028,8.001004524257205
4,64,0.05,2.0,8,10,10,0,18,13.0,8,0.028318047349937658,0.028318047349937658,0.5289478637219049,0.5289478637219049,0.16075396350952673,8.000000100906897
4,2,0.05,2.0,9,10,10,0,19,14.0,9,0.02777793725424129,0.02777793725424129,9.069896642535312,9.069896642535312,8.789062499999996,14.624999999999996
4,4,0.05,2.0,9,10,10,0,19,14.0,9,0.030586731467205933,0.030586731467205933,8.05517515578631,8.05517515578631,7.724761962890621,12.164062499999998
4,8,0.05,2.0,9,10,10,0,19,14.0,9,0.03611660866162228,0.03611660866162228,6.377519017227958,6.377519017227958,5.967194738332181,10.001129150390625
4,16,0.05,2.0,9,10,10,0,19,14.0,9,0.04448238350369321,0.04448238350369321,4.054855179412339,4.054855179412339,3.5607413045179275,9.100225957576184
4,32,0.05,2.0,9,10,10,0,19,14.0,9,0.03955764368001337,0.03955764368001337,1.7372985404650527,1.7372985404650527,1.2678878637700028,9.001004524257205
4,64,0.05,2.0,9,10,10,0,19,14.0,9,0.02790750254895125,0.02790750254895125,0.5583508492465874,0.5583508492465874,0.16075396350952673,9.000000100906897
4,2,0.05,2.0,10,10,10,0,20,15.0,10,0.026500693524836222,0.026500693524836222,9.096344186997122,9.096344186997122,8.789062499999996,15.624999999999995
4,4,0.05,2.0,10,10,10,0,20,15.0,10,0.027871499567915455,0.027871499567915455,8.080889181153696,8.080889181153696,7.724761962890621,13.164062499999998
4,8,0.05,2.0,10,10,10,0,20,15.0,10,0.03014863861222927,0.03014863861222927,6.3975541318841795,6.3975541318841795,5.967194738332181,11.001129150390625
4,16,0.05,2.0,10,10,10,0,20,15.0,10,0.03253987438597792,0.03253987438597792,4.063589872749749,4.063589872749749,3.5607413045179275,10.100225957576184
4,32,0.05,2.0,10,10,10,0,20,15.0,10,0.031034310781443614,0.031034310781443614,1.7655701773119818,1.7655701773119818,1.2678878637700028,10.001004524257203
4,64,0.05,2.0,10,10,10,0,20,15.0,10,0.026544548359610416,0.026544548359610416,0.5887727077001323,0.5887727077001323,0.16075396350952673,10.000000100906897
