comp_full,comp_partial,comp_none,bespoke_full,bespoke_none,bespoke_cost,free_cost,free_comp
1.0,1.4444444444444444,5.0,1,5,1.5348055555555564,1.0175277777777778,0.98115625
1.0,1.8888888888888888,5.0,1,5,1.5546111111111125,1.019375,0.981375
1.4444444444444444,1.8888888888888888,5.0,1,5,1.5633750000000013,1.428319444444448,0.9206875
1.0,2.333333333333333,5.0,1,5,1.5419166666666673,1.022875,0.9799375
1.4444444444444444,2.333333333333333,5.0,1,5,1.5728750000000005,1.4288888888888942,0.9223125
1.8888888888888888,2.333333333333333,5.0,1,5,1.5413888888888896,1.8379722222222286,0.92228125
1.0,2.7777777777777777,5.0,1,5,1.565680555555556,1.016875,0.9835
1.4444444444444444,2.7777777777777777,5.0,1,5,1.5485694444444453,1.4302500000000018,0.92221875
1.8888888888888888,2.7777777777777777,5.0,1,5,1.5266527777777783,1.8394027777777828,0.9236875
2.333333333333333,2.7777777777777777,5.0,1,5,1.5588888888888894,2.2485833333333303,0.9205
1.0,3.2222222222222223,5.0,1,5,1.5687222222222212,1.020375,0.981125
1.4444444444444444,3.2222222222222223,5.0,1,5,1.5595694444444437,1.4285555555555562,0.92375
1.8888888888888888,3.2222222222222223,5.0,1,5,1.5778055555555546,1.8417500000000084,0.9260625
2.333333333333333,3.2222222222222223,5.0,1,5,1.5449583333333328,2.2539166666666643,0.92628125
2.7777777777777777,3.2222222222222223,5.0,1,5,1.5688749999999994,2.654111111111119,0.9195
1.0,3.6666666666666665,5.0,1,5,1.549958333333333,1.0235833333333333,0.98203125
1.4444444444444444,3.6666666666666665,5.0,1,5,1.547680555555555,1.4299722222222258,0.92140625
1.8888888888888888,3.6666666666666665,5.0,1,5,1.5606527777777774,1.8372500000000043,0.91828125
2.333333333333333,3.6666666666666665,5.0,1,5,1.553125,2.249541666666667,0.92190625
2.7777777777777777,3.6666666666666665,5.0,1,5,1.554236111111111,2.6580972222222323,0.92203125
3.2222222222222223,3.6666666666666665,5.0,1,5,1.5567499999999999,3.073138888888876,0.92428125
1.0,4.111111111111111,5.0,1,5,1.5332361111111104,1.0232083333333333,0.98009375
