S,D,bespoke_zilch,bespoke_full,comp_zilch,comp_partial,comp_full,asymptotic_compositionality,max_compositionality,asymptotic_cost,max_cost,bespoke_cost,comp_cost
5,81,10,0,10.001,5,1,0.009452373989610543,0.009452373989610543,0.3241916987565272,0.3241916987565272,0.3664121584659474,1.0000001130782128
10,81,10,0,10.001,5,1,0.999999796250919,0.999999796250919,1.0015728930753796,1.0015728930753796,4.430479816261724,1.0015730551046633
5,243,10,0,10.001,5,1,5.022514815666493e-11,5.022514815666493e-11,0.0004919376579571448,0.0004919376579571448,0.000491937158907385,0.9999999999999996
10,243,10,0,10.001,5,1,0.11471025977486109,0.11471025977486109,0.17021550907305444,0.17021550907305444,0.869665590982469,1.0000000000608158
5,3,10,0,10.001,6,1,1.0702047449742624e-8,1.0702047449742624e-8,8.847359963367298,8.847359963367298,8.847359999999998,5.858118144000002
10,3,10,0,10.001,6,1,1.1329056990241086e-10,1.1329056990241086e-10,9.702989999778392,9.702989999778392,9.702989999999996,7.759090441000002
5,9,10,0,10.001,6,1,0.9675611917975832,0.9675611917975832,2.3901728691795143,2.3901728691795143,6.925339958244799,2.324180895889029
10,9,10,0,10.001,6,1,0.7121229464232987,0.7121229464232987,5.713786499775297,5.713786499775297,9.135172474836406,4.724260349338299
5,27,10,0,10.001,6,1,0.849804378508195,0.849804378508195,0.903566960533415,0.903566960533415,3.321416142563493,1.0241726762317498
10,27,10,0,10.001,6,1,0.9952347717907761,0.9952347717907761,1.5842602866455486,1.5842602866455486,7.623427143471034,1.5781193595087917
5,81,10,0,10.001,6,1,0.009452373989610543,0.009452373989610543,0.3319356077866818,0.3319356077866818,0.3664121584659474,1.0000001413477655
10,81,10,0,10.001,6,1,0.999999796250919,0.999999796250919,1.0019660705006477,1.0019660705006477,4.430479816261724,1.0019662318812204
5,243,10,0,10.001,6,1,5.022514815666493e-11,5.022514815666493e-11,0.0004919376581572767,0.0004919376581572767,0.000491937158907385,0.9999999999999996
10,243,10,0,10.001,6,1,0.11471025977486109,0.11471025977486109,0.1827947502613707,0.1827947502613707,0.869665590982469,1.0000000000760199
5,3,10,0,10.001,7,1,1.0702047449742624e-8,1.0702047449742624e-8,8.847359972835784,8.847359972835784,8.847359999999998,6.357830144000003
10,3,10,0,10.001,7,1,1.1329056990241086e-10,1.1329056990241086e-10,9.702989999838351,9.702989999838351,9.702989999999996,8.154208441000003
5,9,10,0,10.001,7,1,0.9675611917975832,0.9675611917975832,2.633052674228247,2.633052674228247,6.925339958244799,2.5565875548700654
10,9,10,0,10.001,7,1,0.7121229464232987,0.7121229464232987,6.189590276651303,6.189590276651303,9.135172474836406,5.198912056744301
5,27,10,0,10.001,7,1,0.849804378508195,0.849804378508195,0.914236875971312,0.914236875971312,3.321416142563493,1.0289966874971095
10,27,10,0,10.001,7,1,0.9952347717907761,0.9952347717907761,1.695106563003946,1.695106563003946,7.623427143471034,1.6876560496878263
5,81,10,0,10.001,7,1,0.009452373989610543,0.009452373989610543,0.3396795168168364,0.3396795168168364,0.3664121584659474,1.0000001696173182
10,81,10,0,10.001,7,1,0.999999796250919,0.999999796250919,1.0023592479259158,1.0023592479259158,4.430479816261724,1.0023594086577774
5,243,10,0,10.001,7,1,5.022514815666493e-11,5.022514815666493e-11,0.0004919376583574086,0.0004919376583574086,0.000491937158907385,0.9999999999999996
10,243,10,0,10.001,7,1,0.11471025977486109,0.11471025977486109,0.19537399144968698,0.19537399144968698,0.869665590982469,1.000000000091224
5,3,10,0,10.001,8,1,1.0702047449742624e-8,1.0702047449742624e-8,8.84735998230427,8.84735998230427,8.847359999999998,6.857542144000002
10,3,10,0,10.001,8,1,1.1329056990241086e-10,1.1329056990241086e-10,9.702989999898312,9.702989999898312,9.702989999999996,8.549326441000003
5,9,10,0,10.001,8,1,0.9675611917975832,0.9675611917975832,2.8759324792769805,2.8759324792769805,6.925339958244799,2.788994213851102
10,9,10,0,10.001,8,1,0.7121229464232987,0.7121229464232987,6.665394053527308,6.665394053527308,9.135172474836406,5.673563764150303
5,27,10,0,10.001,8,1,0.849804378508195,0.849804378508195,0.9249067914092091,0.9249067914092091,3.321416142563493,1.0338206987624694
10,27,10,0,10.001,8,1,0.9952347717907761,0.9952347717907761,1.8059528393623432,1.8059528393623432,7.623427143471034,1.797192739866861
5,81,10,0,10.001,8,1,0.009452373989610543,0.009452373989610543,0.347423425846991,0.347423425846991,0.3664121584659474,1.0000001978868711
10,81,10,0,10.001,8,1,0.999999796250919,0.999999796250919,1.0027524253511841,1.0027524253511841,4.430479816261724,1.0027525854343344
5,243,10,0,10.001,8,1,5.022514815666493e-11,5.022514815666493e-11,0.0004919376585575405,0.0004919376585575405,0.000491937158907385,0.9999999999999996
10,243,10,0,10.001,8,1,0.11471025977486109,0.11471025977486109,0.20795323263800325,0.20795323263800325,0.869665590982469,1.000000000106428
5,3,10,0,10.001,9,1,1.0702047449742624e-8,1.0702047449742624e-8,8.847359991772757,8.847359991772757,8.847359999999998,7.357254144000002
10,3,10,0,10.001,9,1,1.1329056990241086e-10,1.1329056990241086e-10,9.702989999958271,9.702989999958271,9.702989999999996,8.944444441000003
5,9,10,0,10.001,9,1,0.9675611917975832,0.9675611917975832,3.1188122843257133,3.1188122843257133,6.925339958244799,3.021400872832138
10,9,10,0,10.001,9,1,0.7121229464232987,0.7121229464232987,7.141197830403314,7.141197830403314,9.135172474836406,6.148215471556305
5,27,10,0,10.001,9,1,0.849804378508195,0.849804378508195,0.9355767068471061,0.9355767068471061,3.321416142563493,1.0386447100278293
10,27,10,0,10.001,9,1,0.9952347717907761,0.9952347717907761,1.9167991157207407,1.9167991157207407,7.623427143471034,1.906729430045896
5,81,10,0,10.001,9,1,0.009452373989610543,0.009452373989610543,0.3551673348771456,0.3551673348771456,0.3664121584659474,1.0000002261564238
10,81,10,0,10.001,9,1,0.999999796250919,0.999999796250919,1.0031456027764523,1.0031456027764523,4.430479816261724,1.0031457622108915
5,243,10,0,10.001,9,1,5.022514815666493e-11,5.022514815666493e-11,0.0004919376587576725,0.0004919376587576725,0.000491937158907385,0.9999999999999996
10,243,10,0,10.001,9,1,0.11471025977486109,0.11471025977486109,0.22053247382631952,0.22053247382631952,0.869665590982469,1.000000000121632
5,3,10,0,10.001,10,1,1.118468145869514e-10,1.118468145869514e-10,8.847360000070049,8.847360000070049,8.847359999999998,7.856966144000001
10,3,10,0,10.001,10,1,7.082453928325334e-11,7.082453928325334e-11,9.702990000016982,9.702990000016982,9.702989999999996,9.339562441000004
5,9,10,0,10.001,10,1,0.5852671592353297,0.5852671592353297,4.925628458758408,4.925628458758408,6.925339958244799,3.253807531813174
10,9,10,0,10.001,10,1,2.949334413248056e-10,2.949334413248056e-10,9.13517247490419,9.13517247490419,9.135172474836406,6.622867178962307
5,27,10,0,10.001,10,1,0.7795715371304752,0.7795715371304752,0.925937553289373,0.925937553289373,3.321416142563493,1.0434687212931892
10,27,10,0,10.001,10,1,0.8948837383520322,0.8948837383520322,2.3033839580221454,2.3033839580221454,7.623427143471034,2.0162661202249303
5,81,10,0,10.001,10,1,1.309999678256841e-10,1.309999678256841e-10,0.3664121589638768,0.3664121589638768,0.3664121584659474,1.0000002544259765
10,81,10,0,10.001,10,1,0.9989582014234933,0.9989582014234933,1.002725418837146,1.002725418837146,4.430479816261724,1.0035389389874487
5,243,10,0,10.001,10,1,5.0124832480027554e-11,5.0124832480027554e-11,0.0004919376589577545,0.0004919376589577545,0.000491937158907385,0.9999999999999996
10,243,10,0,10.001,10,1,0.10323895156273298,0.10323895156273298,0.26250079669895504,0.26250079669895504,0.869665590982469,1.000000000136836
5,3,10,0,10.001,2,2,1.0702047449742624e-8,1.0702047449742624e-8,8.84735992667691,8.84735992667691,8.847359999999998,4.097414144000002
10,3,10,0,10.001,2,2,1.1329056990241086e-10,1.1329056990241086e-10,9.702989999541884,9.702989999541884,9.702989999999996,6.252059441000003
5,9,10,0,10.001,2,2,0.9675611917975832,0.9675611917975832,2.143335035732374,2.143335035732374,6.925339958244799,2.144133202474366
10,9,10,0,10.001,2,2,0.7121229464232987,0.7121229464232987,4.046890561805055,4.046890561805055,9.135172474836406,3.200907177011291
5,27,10,0,10.001,2,2,0.849804378508195,0.849804378508195,1.7000217618521227,1.7000217618521227,3.321416142563493,2.000046773898401
10,27,10,0,10.001,2,2,0.9952347717907761,0.9952347717907761,2.0252636766441636,2.0252636766441636,7.623427143471034,2.0270545167000953
5,81,10,0,10.001,2,2,0.009452373989610543,0.009452373989610543,0.30266843658758263,0.30266843658758263,0.3664121584659474,2.0000000000000018
10,81,10,0,10.001,2,2,0.999999796250919,0.999999796250919,1.999999979625226,1.999999979625226,4.430479816261724,2.000000309336238
5,243,10,0,10.001,2,2,5.022514815666493e-11,5.022514815666493e-11,0.0004919376573817658,0.0004919376573817658,0.000491937158907385,1.9999999999999991
10,243,10,0,10.001,2,2,0.11471025977486109,0.11471025977486109,0.23460880409441418,0.23460880409441418,0.869665590982469,1.9999999999999991
5,3,10,0,10.001,3,2,1.0702047449742624e-8,1.0702047449742624e-8,8.847359936145397,8.847359936145397,8.847359999999998,4.5971261440000015
10,3,10,0,10.001,3,2,1.1329056990241086e-10,1.1329056990241086e-10,9.702989999601845,9.702989999601845,9.702989999999996,6.647177441000002
5,9,10,0,10.001,3,2,0.9675611917975832,0.9675611917975832,2.3862148407811063,2.3862148407811063,6.925339958244799,2.376539861455402
10,9,10,0,10.001,3,2,0.7121229464232987,0.7121229464232987,4.5226943386810605,4.5226943386810605,9.135172474836406,3.675558884417293
5,27,10,0,10.001,3,2,0.849804378508195,0.849804378508195,1.7106916772900196,1.7106916772900196,3.321416142563493,2.004870785163761
10,27,10,0,10.001,3,2,0.9952347717907761,0.9952347717907761,2.136109953002561,2.136109953002561,7.623427143471034,2.13659120687913
5,81,10,0,10.001,3,2,0.009452373989610543,0.009452373989610543,0.31041234561773723,0.31041234561773723,0.3664121584659474,2.0000000282695543
10,81,10,0,10.001,3,2,0.999999796250919,0.999999796250919,2.000393157050494,2.000393157050494,4.430479816261724,2.0003934861127948
5,243,10,0,10.001,3,2,5.022514815666493e-11,5.022514815666493e-11,0.0004919376575818977,0.0004919376575818977,0.000491937158907385,1.9999999999999991
10,243,10,0,10.001,3,2,0.11471025977486109,0.11471025977486109,0.24718804528273045,0.24718804528273045,0.869665590982469,2.0000000000152034
5,3,10,0,10.001,4,2,1.0702047449742624e-8,1.0702047449742624e-8,8.847359945613883,8.847359945613883,8.847359999999998,5.096838144000002
10,3,10,0,10.001,4,2,1.1329056990241086e-10,1.1329056990241086e-10,9.702989999661805,9.702989999661805,9.702989999999996,7.042295441000002
5,9,10,0,10.001,4,2,0.9675611917975832,0.9675611917975832,2.629094645829839,2.629094645829839,6.925339958244799,2.6089465204364384
10,9,10,0,10.001,4,2,0.7121229464232987,0.7121229464232987,4.998498115557066,4.998498115557066,9.135172474836406,4.150210591823295
5,27,10,0,10.001,4,2,0.849804378508195,0.849804378508195,1.7213615927279167,1.7213615927279167,3.321416142563493,2.009694796429121
10,27,10,0,10.001,4,2,0.9952347717907761,0.9952347717907761,2.2469562293609586,2.2469562293609586,7.623427143471034,2.2461278970581646
5,81,10,0,10.001,4,2,0.009452373989610543,0.009452373989610543,0.31815625464789177,0.31815625464789177,0.3664121584659474,2.000000056539107
10,81,10,0,10.001,4,2,0.999999796250919,0.999999796250919,2.0007863344757624,2.0007863344757624,4.430479816261724,2.000786662889352
5,243,10,0,10.001,4,2,5.022514815666493e-11,5.022514815666493e-11,0.0004919376577820296,0.0004919376577820296,0.000491937158907385,1.9999999999999991
10,243,10,0,10.001,4,2,0.11471025977486109,0.11471025977486109,0.25976728647104674,0.25976728647104674,0.869665590982469,2.0000000000304072
5,3,10,0,10.001,5,2,1.0702047449742624e-8,1.0702047449742624e-8,8.84735995508237,8.84735995508237,8.847359999999998,5.596550144000001
10,3,10,0,10.001,5,2,1.1329056990241086e-10,1.1329056990241086e-10,9.702989999721764,9.702989999721764,9.702989999999996,7.437413441000002
5,9,10,0,10.001,5,2,0.9675611917975832,0.9675611917975832,2.871974450878572,2.871974450878572,6.925339958244799,2.8413531794174745
10,9,10,0,10.001,5,2,0.7121229464232987,0.7121229464232987,5.474301892433071,5.474301892433071,9.135172474836406,4.624862299229297
5,27,10,0,10.001,5,2,0.849804378508195,0.849804378508195,1.7320315081658137,1.7320315081658137,3.321416142563493,2.0145188076944804
10,27,10,0,10.001,5,2,0.9952347717907761,0.9952347717907761,2.3578025057193557,2.3578025057193557,7.623427143471034,2.3556645872371993
5,81,10,0,10.001,5,2,0.009452373989610543,0.009452373989610543,0.32590016367804636,0.32590016367804636,0.3664121584659474,2.00000008480866
10,81,10,0,10.001,5,2,0.999999796250919,0.999999796250919,2.0011795119010305,2.0011795119010305,4.430479816261724,2.0011798396659093
5,243,10,0,10.001,5,2,5.022514815666493e-11,5.022514815666493e-11,0.0004919376579821614,0.0004919376579821614,0.000491937158907385,1.9999999999999991
10,243,10,0,10.001,5,2,0.11471025977486109,0.11471025977486109,0.27234652765936296,0.27234652765936296,0.869665590982469,2.0000000000456115
5,3,10,0,10.001,6,2,1.0702047449742624e-8,1.0702047449742624e-8,8.847359964550858,8.847359964550858,8.847359999999998,6.0962621440000015
10,3,10,0,10.001,6,2,1.1329056990241086e-10,1.1329056990241086e-10,9.702989999781723,9.702989999781723,9.702989999999996,7.832531441000002
5,9,10,0,10.001,6,2,0.9675611917975832,0.9675611917975832,3.1148542559273045,3.1148542559273045,6.925339958244799,3.0737598383985105
10,9,10,0,10.001,6,2,0.7121229464232987,0.7121229464232987,5.950105669309077,5.950105669309077,9.135172474836406,5.099514006635298
5,27,10,0,10.001,6,2,0.849804378508195,0.849804378508195,1.7427014236037108,1.7427014236037108,3.321416142563493,2.0193428189598404
10,27,10,0,10.001,6,2,0.9952347717907761,0.9952347717907761,2.468648782077753,2.468648782077753,7.623427143471034,2.4652012774162344
5,81,10,0,10.001,6,2,0.009452373989610543,0.009452373989610543,0.33364407270820096,0.33364407270820096,0.3664121584659474,2.0000001130782126
10,81,10,0,10.001,6,2,0.999999796250919,0.999999796250919,2.0015726893262986,2.0015726893262986,4.430479816261724,2.001573016442466
5,243,10,0,10.001,6,2,5.022514815666493e-11,5.022514815666493e-11,0.0004919376581822933,0.0004919376581822933,0.000491937158907385,1.9999999999999991
10,243,10,0,10.001,6,2,0.11471025977486109,0.11471025977486109,0.28492576884767923,0.28492576884767923,0.869665590982469,2.0000000000608154
5,3,10,0,10.001,7,2,1.0702047449742624e-8,1.0702047449742624e-8,8.847359974019344,8.847359974019344,8.847359999999998,6.595974144000002
10,3,10,0,10.001,7,2,1.1329056990241086e-10,1.1329056990241086e-10,9.702989999841682,9.702989999841682,9.702989999999996,8.227649441000002
5,9,10,0,10.001,7,2,0.9675611917975832,0.9675611917975832,3.3577340609760373,3.3577340609760373,6.925339958244799,3.306166497379547
10,9,10,0,10.001,7,2,0.7121229464232987,0.7121229464232987,6.4259094461850825,6.4259094461850825,9.135172474836406,5.5741657140413
5,27,10,0,10.001,7,2,0.849804378508195,0.849804378508195,1.753371339041608,1.753371339041608,3.321416142563493,2.0241668302252003
10,27,10,0,10.001,7,2,0.9952347717907761,0.9952347717907761,2.5794950584361507,2.5794950584361507,7.623427143471034,2.574737967595269
5,81,10,0,10.001,7,2,0.009452373989610543,0.009452373989610543,0.34138798173835555,0.34138798173835555,0.3664121584659474,2.0000001413477655
10,81,10,0,10.001,7,2,0.999999796250919,0.999999796250919,2.0019658667515667,2.0019658667515667,4.430479816261724,2.0019661932190234
5,243,10,0,10.001,7,2,5.022514815666493e-11,5.022514815666493e-11,0.0004919376583824252,0.0004919376583824252,0.000491937158907385,1.9999999999999991
10,243,10,0,10.001,7,2,0.11471025977486109,0.11471025977486109,0.2975050100359955,0.2975050100359955,0.869665590982469,2.000000000076019
5,3,10,0,10.001,8,2,1.0702047449742624e-8,1.0702047449742624e-8,8.84735998348783,8.84735998348783,8.847359999999998,7.095686144000001
10,3,10,0,10.001,8,2,1.1329056990241086e-10,1.1329056990241086e-10,9.702989999901643,9.702989999901643,9.702989999999996,8.622767441000002
5,9,10,0,10.001,8,2,0.9675611917975832,0.9675611917975832,3.6006138660247706,3.6006138660247706,6.925339958244799,3.5385731563605836
10,9,10,0,10.001,8,2,0.7121229464232987,0.7121229464232987,6.901713223061088,6.901713223061088,9.135172474836406,6.048817421447302
5,27,10,0,10.001,8,2,0.849804378508195,0.849804378508195,1.7640412544795048,1.7640412544795048,3.321416142563493,2.02899084149056
10,27,10,0,10.001,8,2,0.9952347717907761,0.9952347717907761,2.6903413347945477,2.6903413347945477,7.623427143471034,2.6842746577743037
5,81,10,0,10.001,8,2,0.009452373989610543,0.009452373989610543,0.34913189076851014,0.34913189076851014,0.3664121584659474,2.000000169617318
10,81,10,0,10.001,8,2,0.999999796250919,0.999999796250919,2.002359044176835,2.002359044176835,4.430479816261724,2.00235936999558
5,243,10,0,10.001,8,2,5.022514815666493e-11,5.022514815666493e-11,0.0004919376585825571,0.0004919376585825571,0.000491937158907385,1.9999999999999991
10,243,10,0,10.001,8,2,0.11471025977486109,0.11471025977486109,0.31008425122431177,0.31008425122431177,0.869665590982469,2.0000000000912235
5,3,10,0,10.001,9,2,1.0702047449742624e-8,1.0702047449742624e-8,8.847359992956317,8.847359992956317,8.847359999999998,7.595398144000002
10,3,10,0,10.001,9,2,1.1329056990241086e-10,1.1329056990241086e-10,9.702989999961602,9.702989999961602,9.702989999999996,9.017885441000002
5,9,10,0,10.001,9,2,0.9675611917975832,0.9675611917975832,3.8434936710735035,3.8434936710735035,6.925339958244799,3.7709798153416196
10,9,10,0,10.001,9,2,0.7121229464232987,0.7121229464232987,7.377516999937094,7.377516999937094,9.135172474836406,6.5234691288533035
5,27,10,0,10.001,9,2,0.849804378508195,0.849804378508195,1.7747111699174019,1.7747111699174019,3.321416142563493,2.03381485275592
10,27,10,0,10.001,9,2,0.9952347717907761,0.9952347717907761,2.8011876111529452,2.8011876111529452,7.623427143471034,2.7938113479533384
5,81,10,0,10.001,9,2,0.009452373989610543,0.009452373989610543,0.35687579979866474,0.35687579979866474,0.3664121584659474,2.000000197886871
10,81,10,0,10.001,9,2,0.999999796250919,0.999999796250919,2.002752221602103,2.002752221602103,4.430479816261724,2.0027525467721374
5,243,10,0,10.001,9,2,5.022514815666493e-11,5.022514815666493e-11,0.000491937658782689,0.000491937658782689,0.000491937158907385,1.9999999999999991
10,243,10,0,10.001,9,2,0.11471025977486109,0.11471025977486109,0.32266349241262804,0.32266349241262804,0.869665590982469,2.0000000001064273
5,3,10,0,10.001,10,2,1.118468145869514e-10,1.118468145869514e-10,8.84736000008242,8.84736000008242,8.847359999999998,8.095110144000001
10,3,10,0,10.001,10,2,7.082453928325334e-11,7.082453928325334e-11,9.702990000019065,9.702990000019065,9.702989999999996,9.413003441000003
5,9,10,0,10.001,10,2,0.5852671592353297,0.5852671592353297,5.334146914715617,5.334146914715617,6.925339958244799,4.003386474322656
10,9,10,0,10.001,10,2,2.949334413248056e-10,2.949334413248056e-10,9.135172474928682,9.135172474928682,9.135172474836406,6.9981208362593055
5,27,10,0,10.001,10,2,0.7795715371304752,0.7795715371304752,1.6978573872004274,1.6978573872004274,3.321416142563493,2.03863886402128
10,27,10,0,10.001,10,2,0.8948837383520322,0.8948837383520322,3.127455816359478,3.127455816359478,7.623427143471034,2.903348038132373
5,81,10,0,10.001,10,2,1.309999678256841e-10,1.309999678256841e-10,0.3664121589800768,0.3664121589800768,0.3664121584659474,2.000000226156424
10,81,10,0,10.001,10,2,0.9989582014234933,0.9989582014234933,2.001485366419867,2.001485366419867,4.430479816261724,2.0031457235486947
5,243,10,0,10.001,10,2,5.0124832480027554e-11,5.0124832480027554e-11,0.000491937658982721,0.000491937658982721,0.000491937158907385,1.9999999999999991
10,243,10,0,10.001,10,2,0.10323895156273298,0.10323895156273298,0.3578155086187668,0.3578155086187668,0.869665590982469,2.0000000001216316
5,3,10,0,10.001,3,3,1.0702047449742624e-8,1.0702047449742624e-8,8.847359937328958,8.847359937328958,8.847359999999998,4.835270144000002
10,3,10,0,10.001,3,3,1.1329056990241086e-10,1.1329056990241086e-10,9.702989999605178,9.702989999605178,9.702989999999996,6.720618441000002
5,9,10,0,10.001,3,3,0.9675611917975832,0.9675611917975832,3.1108962275288965,3.1108962275288965,6.925339958244799,3.1261188039648835
10,9,10,0,10.001,3,3,0.7121229464232987,0.7121229464232987,4.759013508214841,4.759013508214841,9.135172474836406,4.050812541714292
5,27,10,0,10.001,3,3,0.849804378508195,0.849804378508195,2.5498261403603153,2.5498261403603153,3.321416142563493,3.000040927891852
10,27,10,0,10.001,3,3,0.9952347717907761,0.9952347717907761,3.0204984484347657,3.0204984484347657,7.623427143471034,3.0236731247865722
5,81,10,0,10.001,3,3,0.009452373989610543,0.009452373989610543,0.3121208105392564,0.3121208105392564,0.3664121584659474,3.0000000000000013
10,81,10,0,10.001,3,3,0.999999796250919,0.999999796250919,2.999999775876145,2.999999775876145,4.430479816261724,3.000000270674041
