S,D,act_cost,search_cost,bespoke_zilch,bespoke_full,comp_zilch,comp_partial,comp_full,gen,cost,compositionality
5,9,4,2,10,0,6,5.0,4,15,4.268434162916142,0.999999513479701
5,9,4,2,10,0,6,5.0,4,16,4.268434990489652,0.9999998248527059
5,9,4,2,10,0,6,5.0,4,17,4.268435288416255,0.9999999369469758
5,9,4,2,10,0,6,5.0,4,18,4.268435395669847,0.9999999773009111
5,9,4,2,10,0,6,5.0,4,19,4.2684354342811455,0.999999991828328
5,9,4,2,10,0,6,5.0,4,20,4.2684354481812115,0.9999999970581979
5,9,4,2,10,0,6,5.0,4,21,4.268435453185234,0.9999999989409509
5,9,4,2,10,0,6,5.0,4,22,4.268435454986683,0.9999999996187419
5,9,4,2,10,0,6,5.0,4,23,4.268435455635205,0.9999999998627469
5,9,4,2,10,0,6,5.0,4,24,4.268435455868673,0.9999999999505885
5,9,4,2,10,0,6,5.0,4,25,4.268435455952721,0.9999999999822116
5,9,4,2,10,0,6,5.0,4,26,4.26843545598298,0.9999999999935959
5,9,4,2,10,0,6,5.0,4,27,4.268435455993871,0.9999999999976943
5,9,4,2,10,0,6,5.0,4,28,4.2684354559977935,0.9999999999991698
5,9,4,2,10,0,6,5.0,4,29,4.268435455999204,0.9999999999997007
5,9,4,2,10,0,6,5.0,4,30,4.268435455999713,0.999999999999892
5,9,4,2,10,0,6,5.0,4,31,4.268435455999897,0.9999999999999611
5,9,4,2,10,0,6,5.0,4,32,4.268435455999961,0.9999999999999856
5,9,4,2,10,0,6,5.0,4,33,4.268435455999985,0.9999999999999943
5,9,4,2,10,0,6,5.0,4,34,4.2684354559999935,0.9999999999999976
5,9,4,2,10,0,6,5.0,4,35,4.268435455999996,0.9999999999999987
5,9,4,2,10,0,6,5.0,4,36,4.268435455999998,0.9999999999999994
5,9,4,2,10,0,6,5.0,4,37,4.268435455999999,0.9999999999999997
5,9,4,2,10,0,6,5.0,4,38,4.268435455999999,0.9999999999999996
5,9,4,2,10,0,6,5.0,4,39,4.268435455999999,0.9999999999999997
5,9,4,2,10,0,6,5.0,4,40,4.268435455999999,0.9999999999999996
5,9,4,2,10,0,6,5.0,4,41,4.268435455999999,0.9999999999999997
5,9,4,2,10,0,6,5.0,4,42,4.268435455999999,0.9999999999999996
5,9,4,2,10,0,6,5.0,4,43,4.268435455999999,0.9999999999999997
5,9,4,2,10,0,6,5.0,4,44,4.268435455999999,0.9999999999999996
5,9,4,2,10,0,6,5.0,4,45,4.268435455999999,0.9999999999999997
5,9,4,2,10,0,6,5.0,4,46,4.268435455999999,0.9999999999999996
5,9,4,2,10,0,6,5.0,4,47,4.268435455999999,0.9999999999999997
5,9,4,2,10,0,6,5.0,4,48,4.268435455999999,0.9999999999999996
5,9,4,2,10,0,6,5.0,4,49,4.268435455999999,0.9999999999999997
5,9,4,2,10,0,6,5.0,4,50,4.268435455999999,0.9999999999999996
5,9,4,2,10,0,6,5.0,4,51,4.268435455999999,0.9999999999999997
5,9,4,2,10,0,6,5.0,4,52,4.268435455999999,0.9999999999999996
5,9,4,2,10,0,6,5.0,4,53,4.268435455999999,0.9999999999999997
5,9,4,2,10,0,6,5.0,4,54,4.268435455999999,0.9999999999999996
5,9,4,2,10,0,6,5.0,4,55,4.268435455999999,0.9999999999999997
5,9,4,2,10,0,6,5.0,4,56,4.268435455999999,0.9999999999999996
5,9,4,2,10,0,6,5.0,4,57,4.268435455999999,0.9999999999999997
5,9,4,2,10,0,6,5.0,4,58,4.268435455999999,0.9999999999999996
5,9,4,2,10,0,6,5.0,4,59,4.268435455999999,0.9999999999999997
5,9,4,2,10,0,6,5.0,4,60,4.268435455999999,0.9999999999999996
5,9,4,2,10,0,6,5.0,4,61,4.268435455999999,0.9999999999999997
5,9,4,2,10,0,6,5.0,4,62,4.268435455999999,0.9999999999999996
5,9,4,2,10,0,6,5.0,4,63,4.268435455999999,0.9999999999999997
5,9,4,2,10,0,6,5.0,4,64,4.268435455999999,0.9999999999999996
5,9,4,2,10,0,6,5.0,4,65,4.268435455999999,0.9999999999999997
5,9,4,2,10,0,6,5.0,4,66,4.268435455999999,0.9999999999999996
5,9,4,2,10,0,6,5.0,4,67,4.268435455999999,0.9999999999999997
5,9,4,2,10,0,6,5.0,4,68,4.268435455999999,0.9999999999999996
5,9,4,2,10,0,6,5.0,4,69,4.268435455999999,0.9999999999999997
5,9,4,2,10,0,6,5.0,4,70,4.268435455999999,0.9999999999999996
5,9,4,2,10,0,6,5.0,4,71,4.268435455999999,0.9999999999999997
5,9,4,2,10,0,6,5.0,4,72,4.268435455999999,0.9999999999999996
5,9,4,2,10,0,6,5.0,4,73,4.268435455999999,0.9999999999999997
5,9,4,2,10,0,6,5.0,4,74,4.268435455999999,0.9999999999999996
5,9,4,2,10,0,6,5.0,4,75,4.268435455999999,0.9999999999999997
5,9,4,2,10,0,6,5.0,4,76,4.268435455999999,0.9999999999999996
5,9,4,2,10,0,6,5.0,4,77,4.268435455999999,0.9999999999999997
5,9,4,2,10,0,6,5.0,4,78,4.268435455999999,0.9999999999999996
5,9,4,2,10,0,6,5.0,4,79,4.268435455999999,0.9999999999999997
5,9,4,2,10,0,6,5.0,4,80,4.268435455999999,0.9999999999999996
5,9,4,2,10,0,6,5.0,4,81,4.268435455999999,0.9999999999999997
5,9,4,2,10,0,6,5.0,4,82,4.268435455999999,0.9999999999999996
5,9,4,2,10,0,6,5.0,4,83,4.268435455999999,0.9999999999999997
5,9,4,2,10,0,6,5.0,4,84,4.268435455999999,0.9999999999999996
5,9,4,2,10,0,6,5.0,4,85,4.268435455999999,0.9999999999999997
5,9,4,2,10,0,6,5.0,4,86,4.268435455999999,0.9999999999999996
5,9,4,2,10,0,6,5.0,4,87,4.268435455999999,0.9999999999999997
5,9,4,2,10,0,6,5.0,4,88,4.268435455999999,0.9999999999999996
5,9,4,2,10,0,6,5.0,4,89,4.268435455999999,0.9999999999999997
5,9,4,2,10,0,6,5.0,4,90,4.268435455999999,0.9999999999999996
5,9,4,2,10,0,6,5.0,4,91,4.268435455999999,0.9999999999999997
5,9,4,2,10,0,6,5.0,4,92,4.268435455999999,0.9999999999999996
5,9,4,2,10,0,6,5.0,4,93,4.268435455999999,0.9999999999999997
5,9,4,2,10,0,6,5.0,4,94,4.268435455999999,0.9999999999999996
5,9,4,2,10,0,6,5.0,4,95,4.268435455999999,0.9999999999999997
5,9,4,2,10,0,6,5.0,4,96,4.268435455999999,0.9999999999999996
5,9,4,2,10,0,6,5.0,4,97,4.268435455999999,0.9999999999999997
5,9,4,2,10,0,6,5.0,4,98,4.268435455999999,0.9999999999999996
5,9,4,2,10,0,6,5.0,4,99,4.268435455999999,0.9999999999999997
5,9,4,2,10,0,6,5.0,4,100,4.268435455999999,0.9999999999999996
5,9,4,2,10,0,6,5.0,4,101,4.268435455999999,0.9999999999999997
5,27,4,2,10,0,6,5.0,4,1,4.0e-6,1.0e-6
5,27,4,2,10,0,6,5.0,4,2,1.9928481909081175,0.3321419879158677
5,27,4,2,10,0,6,5.0,4,3,2.068276024117088,0.48138106353059185
5,27,4,2,10,0,6,5.0,4,4,2.340621825087633,0.5677922261686997
5,27,4,2,10,0,6,5.0,4,5,2.543199500978213,0.6244609576497395
5,27,4,2,10,0,6,5.0,4,6,2.69233402406736,0.6645406302886329
5,27,4,2,10,0,6,5.0,4,7,2.8054037888672916,0.6943710569320436
5,27,4,2,10,0,6,5.0,4,8,2.893621049923372,0.7174058996842907
5,27,4,2,10,0,6,5.0,4,9,2.96411741647821,0.7356949603600325
5,27,4,2,10,0,6,5.0,4,10,3.0215699707198094,0.7505349369580111
5,27,4,2,10,0,6,5.0,4,11,3.0691551560706163,0.7627877178712315
5,27,4,2,10,0,6,5.0,4,12,3.1091006778269996,0.7730493169602034
5,27,4,2,10,0,6,5.0,4,13,3.1430135173332063,0.7817454837048595
5,27,4,2,10,0,6,5.0,4,14,3.172081602928382,0.7891887007871566
5,27,4,2,10,0,6,5.0,4,15,3.197201968621323,0.7956136556111358
5,27,4,2,10,0,6,5.0,4,16,3.2190646970030325,0.8012001293261205
5,27,4,2,10,0,6,5.0,4,17,3.2382094123888927,0.8060882307554346
5,27,4,2,10,0,6,5.0,4,18,3.255064231243615,0.8103888104738393
5,27,4,2,10,0,6,5.0,4,19,3.2699732034918507,0.8141907485134365
5,27,4,2,10,0,6,5.0,4,20,3.2832160227306053,0.8175661605941198
5,27,4,2,10,0,6,5.0,4,21,3.2950224315219265,0.8205741862429978
5,27,4,2,10,0,6,5.0,4,22,3.3055829159578423,0.8232637907209687
5,27,4,2,10,0,6,5.0,4,23,3.31505675904969,0.8256758683895192
5,27,4,2,10,0,6,5.0,4,24,3.3235781842354735,0.8278448429816211
5,27,4,2,10,0,6,5.0,4,25,3.331261097736289,0.8297999000567217
5,27,4,2,10,0,6,5.0,4,26,3.3382027893069126,0.831565946833719
5,27,4,2,10,0,6,5.0,4,27,3.34448684920383,0.8331643674097313
5,27,4,2,10,0,6,5.0,4,28,3.350185488737906,0.8346136226286959
5,27,4,2,10,0,6,5.0,4,29,3.3553614022664964,0.8359297307438741
5,27,4,2,10,0,6,5.0,4,30,3.3600692732160113,0.8371266557061574
5,27,4,2,10,0,6,5.0,4,31,3.3643570012960518,0.8382166232150129
5,27,4,2,10,0,6,5.0,4,32,3.3682667095152237,0.8392103797978908
5,27,4,2,10,0,6,5.0,4,33,3.371835575928864,0.8401174066004351
5,27,4,2,10,0,6,5.0,4,34,3.37509652485946,0.8409460969063357
5,27,4,2,10,0,6,5.0,4,35,3.378078804669257,0.8417039044068093
5,27,4,2,10,0,6,5.0,4,36,3.380808473352828,0.8423974677260047
5,27,4,2,10,0,6,5.0,4,37,3.38330880877225,0.8430327155526716
5,27,4,2,10,0,6,5.0,4,38,3.385600656931042,0.8436149558386276
5,27,4,2,10,0,6,5.0,4,39,3.3877027290220623,0.8441489518344448
5,27,4,2,10,0,6,5.0,4,40,3.3896318559039518,0.8446389871938128
5,27,4,2,10,0,6,5.0,4,41,3.3914032070230316,0.8450889219542661
5,27,4,2,10,0,6,5.0,4,42,3.393030479500528,0.8455022408666845
5,27,4,2,10,0,6,5.0,4,43,3.3945260620717086,0.8458820952791078
5,27,4,2,10,0,6,5.0,4,44,3.395901177735658,0.8462313395667946
5,27,4,2,10,0,6,5.0,4,45,3.397166008307786,0.8465525629285652
5,27,4,2,10,0,6,5.0,4,46,3.3983298035273437,0.8468481172303955
5,27,4,2,10,0,6,5.0,4,47,3.3994009769333493,0.8471201414642283
5,27,4,2,10,0,6,5.0,4,48,3.4003871903634715,0.8473705832976416
5,27,4,2,10,0,6,5.0,4,49,3.4012954286361095,0.8476012181143283
5,27,4,2,10,0,6,5.0,4,50,3.402132065733131,0.8478136658829565
5,27,4,2,10,0,6,5.0,4,51,3.4029029235999397,0.8480094061403993
5,27,4,2,10,0,6,5.0,4,52,3.4036133245127003,0.8481897913324937
5,27,4,2,10,0,6,5.0,4,53,3.40426813782336,0.848356058719771
5,27,4,2,10,0,6,5.0,4,54,3.4048718217767,0.8485093410257454
5,27,4,2,10,0,6,5.0,4,55,3.4054284609958354,0.8486506759802678
5,27,4,2,10,0,6,5.0,4,56,3.4059418001501145,0.8487810148893239
5,27,4,2,10,0,6,5.0,4,57,3.4064152742497726,0.8489012303448203
5,27,4,2,10,0,6,5.0,4,58,3.4068520359525394,0.8490121231727604
5,27,4,2,10,0,6,5.0,4,59,3.407254980217107,0.8491144287053333
5,27,4,2,10,0,6,5.0,4,60,3.407626766595526,0.8492088224514823
5,27,4,2,10,0,6,5.0,4,61,3.4079698394198203,0.8492959252311062
5,27,4,2,10,0,6,5.0,4,62,3.408286446106617,0.8493763078299965
5,27,4,2,10,0,6,5.0,4,63,3.408578653776476,0.849450495225682
5,27,4,2,10,0,6,5.0,4,64,3.408848364361169,0.8495189704283633
5,27,4,2,10,0,6,5.0,4,65,3.409097328351919,0.8495821779759475
5,27,4,2,10,0,6,5.0,4,66,3.409327157324067,0.8496405271177133
5,27,4,2,10,0,6,5.0,4,67,3.4095393353582595,0.8496943947172141
5,27,4,2,10,0,6,5.0,4,68,3.4097352294650136,0.84974412790164
5,27,4,2,10,0,6,5.0,4,69,3.409916099107817,0.8497900464818829
5,27,4,2,10,0,6,5.0,4,70,3.410083104909699,0.8498324451649335
5,27,4,2,10,0,6,5.0,4,71,3.410237316619277,0.8498715955779645
5,27,4,2,10,0,6,5.0,4,72,3.4103797204043484,0.8499077481214324
5,27,4,2,10,0,6,5.0,4,73,3.4105112255341594,0.8499411336667522
5,27,4,2,10,0,6,5.0,4,74,3.410632670505303,0.8499719651125389
5,27,4,2,10,0,6,5.0,4,75,3.410744828660753,0.8500004388120065
5,27,4,2,10,0,6,5.0,4,76,3.41084841334668,0.8500267358828874
5,27,4,2,10,0,6,5.0,4,77,3.4109440826473865,0.8500510234101328
5,27,4,2,10,0,6,5.0,4,78,3.411032443734849,0.8500734555506747
5,27,4,2,10,0,6,5.0,4,79,3.4111140568659377,0.8500941745486593
5,27,4,2,10,0,6,5.0,4,80,3.4111894390573005,0.8501133116687801
5,27,4,2,10,0,6,5.0,4,81,3.4112590674650876,0.8501309880546177
5,27,4,2,10,0,6,5.0,4,82,3.411323382494343,0.8501473155182991
5,27,4,2,10,0,6,5.0,4,83,3.411382790660532,0.8501623972671901
5,27,4,2,10,0,6,5.0,4,84,3.411437667223767,0.8501763285728441
5,27,4,2,10,0,6,5.0,4,85,3.4114883586144025,0.8501891973869562
5,27,4,2,10,0,6,5.0,4,86,3.411535184667115,0.8502010849086712
5,27,4,2,10,0,6,5.0,4,87,3.411578440679056,0.8502120661072059
5,27,4,2,10,0,6,5.0,4,88,3.4116183993063287,0.8502222102034085
5,27,4,2,10,0,6,5.0,4,89,3.411655312311865,0.8502315811135763
5,27,4,2,10,0,6,5.0,4,90,3.4116894121765884,0.850240237858554
5,27,4,2,10,0,6,5.0,4,91,3.411720913584891,0.8502482349409102
5,27,4,2,10,0,6,5.0,4,92,3.4117500147943596,0.8502556226927206
5,27,4,2,10,0,6,5.0,4,93,3.4117768988990234,0.8502624475963104
5,27,4,2,10,0,6,5.0,4,94,3.411801734994523,0.8502687525800912
5,27,4,2,10,0,6,5.0,4,95,3.4118246792529514,0.8502745772914592
5,27,4,2,10,0,6,5.0,4,96,3.4118458759144956,0.8502799583485683
5,27,4,2,10,0,6,5.0,4,97,3.4118654582024353,0.8502849295726405
5,27,4,2,10,0,6,5.0,4,98,3.411883549167436,0.8502895222023237
5,27,4,2,10,0,6,5.0,4,99,3.4119002624667676,0.8502937650915251
5,27,4,2,10,0,6,5.0,4,100,3.4119157030834564,0.850297684891994
5,27,4,2,10,0,6,5.0,4,101,3.4119299679900728,0.8503013062218459
5,81,4,2,10,0,6,5.0,4,1,4.0e-6,1.0e-6
5,81,4,2,10,0,6,5.0,4,2,0.21984680043057434,0.036641339510904335
5,81,4,2,10,0,6,5.0,4,3,0.21046085534075856,0.041460614937362666
5,81,4,2,10,0,6,5.0,4,4,0.21034761252972983,0.042139374770713195
5,81,4,2,10,0,6,5.0,4,5,0.21034966985066722,0.04223585069205769
5,81,4,2,10,0,6,5.0,4,6,0.21035031645141386,0.042249581048131715
5,81,4,2,10,0,6,5.0,4,7,0.21035041562200452,0.04225153549691212
5,81,4,2,10,0,6,5.0,4,8,0.21035042988318783,0.042251813710360936
5,81,4,2,10,0,6,5.0,4,9,0.2103504319161828,0.04225185331386007
5,81,4,2,10,0,6,5.0,4,10,0.210350432205638,0.04225185895139484
5,81,4,2,10,0,6,5.0,4,11,0.2103504322468429,0.04225185975389464
5,81,4,2,10,0,6,5.0,4,12,0.21035043225270839,0.04225185986813001
5,81,4,2,10,0,6,5.0,4,13,0.21035043225354347,0.042251859884391375
5,81,4,2,10,0,6,5.0,4,14,0.21035043225366212,0.04225185988670613
5,81,4,2,10,0,6,5.0,4,15,0.2103504322536788,0.04225185988703559
5,81,4,2,10,0,6,5.0,4,16,0.21035043225368144,0.042251859887082535
5,81,4,2,10,0,6,5.0,4,17,0.21035043225368186,0.04225185988708923
5,81,4,2,10,0,6,5.0,4,18,0.21035043225368194,0.042251859887090196
5,81,4,2,10,0,6,5.0,4,19,0.21035043225368188,0.04225185988709031
5,81,4,2,10,0,6,5.0,4,20,0.210350432253682,0.04225185988709035
5,81,4,2,10,0,6,5.0,4,21,0.21035043225368188,0.042251859887090334
5,81,4,2,10,0,6,5.0,4,22,0.21035043225368166,0.04225185988709028
5,81,4,2,10,0,6,5.0,4,23,0.2103504322536818,0.04225185988709031
5,81,4,2,10,0,6,5.0,4,24,0.210350432253682,0.04225185988709035
5,81,4,2,10,0,6,5.0,4,25,0.21035043225368188,0.042251859887090334
5,81,4,2,10,0,6,5.0,4,26,0.21035043225368166,0.04225185988709028
5,81,4,2,10,0,6,5.0,4,27,0.2103504322536818,0.04225185988709031
5,81,4,2,10,0,6,5.0,4,28,0.210350432253682,0.04225185988709035
5,81,4,2,10,0,6,5.0,4,29,0.21035043225368188,0.042251859887090334
5,81,4,2,10,0,6,5.0,4,30,0.21035043225368166,0.04225185988709028
5,81,4,2,10,0,6,5.0,4,31,0.2103504322536818,0.04225185988709031
5,81,4,2,10,0,6,5.0,4,32,0.210350432253682,0.04225185988709035
5,81,4,2,10,0,6,5.0,4,33,0.21035043225368188,0.042251859887090334
5,81,4,2,10,0,6,5.0,4,34,0.21035043225368166,0.04225185988709028
5,81,4,2,10,0,6,5.0,4,35,0.2103504322536818,0.04225185988709031
5,81,4,2,10,0,6,5.0,4,36,0.210350432253682,0.04225185988709035
5,81,4,2,10,0,6,5.0,4,37,0.21035043225368188,0.042251859887090334
5,81,4,2,10,0,6,5.0,4,38,0.21035043225368166,0.04225185988709028
5,81,4,2,10,0,6,5.0,4,39,0.2103504322536818,0.04225185988709031
5,81,4,2,10,0,6,5.0,4,40,0.210350432253682,0.04225185988709035
5,81,4,2,10,0,6,5.0,4,41,0.21035043225368188,0.042251859887090334
5,81,4,2,10,0,6,5.0,4,42,0.21035043225368166,0.04225185988709028
5,81,4,2,10,0,6,5.0,4,43,0.2103504322536818,0.04225185988709031
5,81,4,2,10,0,6,5.0,4,44,0.210350432253682,0.04225185988709035
5,81,4,2,10,0,6,5.0,4,45,0.21035043225368188,0.042251859887090334
5,81,4,2,10,0,6,5.0,4,46,0.21035043225368166,0.04225185988709028
5,81,4,2,10,0,6,5.0,4,47,0.2103504322536818,0.04225185988709031
5,81,4,2,10,0,6,5.0,4,48,0.210350432253682,0.04225185988709035
5,81,4,2,10,0,6,5.0,4,49,0.21035043225368188,0.042251859887090334
5,81,4,2,10,0,6,5.0,4,50,0.21035043225368166,0.04225185988709028
5,81,4,2,10,0,6,5.0,4,51,0.2103504322536818,0.04225185988709031
5,81,4,2,10,0,6,5.0,4,52,0.210350432253682,0.04225185988709035
5,81,4,2,10,0,6,5.0,4,53,0.21035043225368188,0.042251859887090334
5,81,4,2,10,0,6,5.0,4,54,0.21035043225368166,0.04225185988709028
5,81,4,2,10,0,6,5.0,4,55,0.2103504322536818,0.04225185988709031
5,81,4,2,10,0,6,5.0,4,56,0.210350432253682,0.04225185988709035
5,81,4,2,10,0,6,5.0,4,57,0.21035043225368188,0.042251859887090334
5,81,4,2,10,0,6,5.0,4,58,0.21035043225368166,0.04225185988709028
5,81,4,2,10,0,6,5.0,4,59,0.2103504322536818,0.04225185988709031
5,81,4,2,10,0,6,5.0,4,60,0.210350432253682,0.04225185988709035
5,81,4,2,10,0,6,5.0,4,61,0.21035043225368188,0.042251859887090334
5,81,4,2,10,0,6,5.0,4,62,0.21035043225368166,0.04225185988709028
5,81,4,2,10,0,6,5.0,4,63,0.2103504322536818,0.04225185988709031
5,81,4,2,10,0,6,5.0,4,64,0.210350432253682,0.04225185988709035
5,81,4,2,10,0,6,5.0,4,65,0.21035043225368188,0.042251859887090334
5,81,4,2,10,0,6,5.0,4,66,0.21035043225368166,0.04225185988709028
5,81,4,2,10,0,6,5.0,4,67,0.2103504322536818,0.04225185988709031
5,81,4,2,10,0,6,5.0,4,68,0.210350432253682,0.04225185988709035
5,81,4,2,10,0,6,5.0,4,69,0.21035043225368188,0.042251859887090334
5,81,4,2,10,0,6,5.0,4,70,0.21035043225368166,0.04225185988709028
5,81,4,2,10,0,6,5.0,4,71,0.2103504322536818,0.04225185988709031
5,81,4,2,10,0,6,5.0,4,72,0.210350432253682,0.04225185988709035
5,81,4,2,10,0,6,5.0,4,73,0.21035043225368188,0.042251859887090334
5,81,4,2,10,0,6,5.0,4,74,0.21035043225368166,0.04225185988709028
5,81,4,2,10,0,6,5.0,4,75,0.2103504322536818,0.04225185988709031
5,81,4,2,10,0,6,5.0,4,76,0.210350432253682,0.04225185988709035
5,81,4,2,10,0,6,5.0,4,77,0.21035043225368188,0.042251859887090334
5,81,4,2,10,0,6,5.0,4,78,0.21035043225368166,0.04225185988709028
5,81,4,2,10,0,6,5.0,4,79,0.2103504322536818,0.04225185988709031
5,81,4,2,10,0,6,5.0,4,80,0.210350432253682,0.04225185988709035
5,81,4,2,10,0,6,5.0,4,81,0.21035043225368188,0.042251859887090334
5,81,4,2,10,0,6,5.0,4,82,0.21035043225368166,0.04225185988709028
5,81,4,2,10,0,6,5.0,4,83,0.2103504322536818,0.04225185988709031
5,81,4,2,10,0,6,5.0,4,84,0.210350432253682,0.04225185988709035
5,81,4,2,10,0,6,5.0,4,85,0.21035043225368188,0.042251859887090334
5,81,4,2,10,0,6,5.0,4,86,0.21035043225368166,0.04225185988709028
5,81,4,2,10,0,6,5.0,4,87,0.2103504322536818,0.04225185988709031
5,81,4,2,10,0,6,5.0,4,88,0.210350432253682,0.04225185988709035
5,81,4,2,10,0,6,5.0,4,89,0.21035043225368188,0.042251859887090334
5,81,4,2,10,0,6,5.0,4,90,0.21035043225368166,0.04225185988709028
5,81,4,2,10,0,6,5.0,4,91,0.2103504322536818,0.04225185988709031
5,81,4,2,10,0,6,5.0,4,92,0.210350432253682,0.04225185988709035
5,81,4,2,10,0,6,5.0,4,93,0.21035043225368188,0.042251859887090334
5,81,4,2,10,0,6,5.0,4,94,0.21035043225368166,0.04225185988709028
5,81,4,2,10,0,6,5.0,4,95,0.2103504322536818,0.04225185988709031
5,81,4,2,10,0,6,5.0,4,96,0.210350432253682,0.04225185988709035
5,81,4,2,10,0,6,5.0,4,97,0.21035043225368188,0.042251859887090334
5,81,4,2,10,0,6,5.0,4,98,0.21035043225368166,0.04225185988709028
5,81,4,2,10,0,6,5.0,4,99,0.2103504322536818,0.04225185988709031
5,81,4,2,10,0,6,5.0,4,100,0.210350432253682,0.04225185988709035
5,81,4,2,10,0,6,5.0,4,101,0.21035043225368188,0.042251859887090334
5,243,4,2,10,0,6,5.0,4,1,4.0e-6,1.0e-6
5,243,4,2,10,0,6,5.0,4,2,0.00029516030308933893,4.9194213979623066e-5
5,243,4,2,10,0,6,5.0,4,3,0.00029506450213074166,4.9218224936618447e-5
5,243,4,2,10,0,6,5.0,4,4,0.00029506445450605746,4.9218236902084276e-5
5,243,4,2,10,0,6,5.0,4,5,0.00029506445448232454,4.921823690804708e-5
5,243,4,2,10,0,6,5.0,4,6,0.00029506445448231283,4.9218236908050064e-5
5,243,4,2,10,0,6,5.0,4,7,0.0002950644544823127,4.921823690805006e-5
5,243,4,2,10,0,6,5.0,4,8,0.0002950644544823127,4.921823690805006e-5
5,243,4,2,10,0,6,5.0,4,9,0.0002950644544823127,4.921823690805006e-5
5,243,4,2,10,0,6,5.0,4,10,0.0002950644544823127,4.921823690805006e-5
5,243,4,2,10,0,6,5.0,4,11,0.0002950644544823127,4.921823690805006e-5
5,243,4,2,10,0,6,5.0,4,12,0.0002950644544823127,4.921823690805006e-5
5,243,4,2,10,0,6,5.0,4,13,0.0002950644544823127,4.921823690805006e-5
5,243,4,2,10,0,6,5.0,4,14,0.0002950644544823127,4.921823690805006e-5
5,243,4,2,10,0,6,5.0,4,15,0.0002950644544823127,4.921823690805006e-5
5,243,4,2,10,0,6,5.0,4,16,0.0002950644544823127,4.921823690805006e-5
5,243,4,2,10,0,6,5.0,4,17,0.0002950644544823127,4.921823690805006e-5
5,243,4,2,10,0,6,5.0,4,18,0.0002950644544823127,4.921823690805006e-5
5,243,4,2,10,0,6,5.0,4,19,0.0002950644544823127,4.921823690805006e-5
5,243,4,2,10,0,6,5.0,4,20,0.0002950644544823127,4.921823690805006e-5
5,243,4,2,10,0,6,5.0,4,21,0.0002950644544823127,4.921823690805006e-5
5,243,4,2,10,0,6,5.0,4,22,0.0002950644544823127,4.921823690805006e-5
5,243,4,2,10,0,6,5.0,4,23,0.0002950644544823127,4.921823690805006e-5
5,243,4,2,10,0,6,5.0,4,24,0.0002950644544823127,4.921823690805006e-5
5,243,4,2,10,0,6,5.0,4,25,0.0002950644544823127,4.921823690805006e-5
5,243,4,2,10,0,6,5.0,4,26,0.0002950644544823127,4.921823690805006e-5
5,243,4,2,10,0,6,5.0,4,27,0.0002950644544823127,4.921823690805006e-5
5,243,4,2,10,0,6,5.0,4,28,0.0002950644544823127,4.921823690805006e-5
5,243,4,2,10,0,6,5.0,4,29,0.0002950644544823127,4.921823690805006e-5
5,243,4,2,10,0,6,5.0,4,30,0.0002950644544823127,4.921823690805006e-5
5,243,4,2,10,0,6,5.0,4,31,0.0002950644544823127,4.921823690805006e-5
5,243,4,2,10,0,6,5.0,4,32,0.0002950644544823127,4.921823690805006e-5
5,243,4,2,10,0,6,5.0,4,33,0.0002950644544823127,4.921823690805006e-5
5,243,4,2,10,0,6,5.0,4,34,0.0002950644544823127,4.921823690805006e-5
5,243,4,2,10,0,6,5.0,4,35,0.0002950644544823127,4.921823690805006e-5
5,243,4,2,10,0,6,5.0,4,36,0.0002950644544823127,4.921823690805006e-5
5,243,4,2,10,0,6,5.0,4,37,0.0002950644544823127,4.921823690805006e-5
5,243,4,2,10,0,6,5.0,4,38,0.0002950644544823127,4.921823690805006e-5
5,243,4,2,10,0,6,5.0,4,39,0.0002950644544823127,4.921823690805006e-5
5,243,4,2,10,0,6,5.0,4,40,0.0002950644544823127,4.921823690805006e-5
5,243,4,2,10,0,6,5.0,4,41,0.0002950644544823127,4.921823690805006e-5
5,243,4,2,10,0,6,5.0,4,42,0.0002950644544823127,4.921823690805006e-5
5,243,4,2,10,0,6,5.0,4,43,0.0002950644544823127,4.921823690805006e-5
5,243,4,2,10,0,6,5.0,4,44,0.0002950644544823127,4.921823690805006e-5
5,243,4,2,10,0,6,5.0,4,45,0.0002950644544823127,4.921823690805006e-5
5,243,4,2,10,0,6,5.0,4,46,0.0002950644544823127,4.921823690805006e-5
5,243,4,2,10,0,6,5.0,4,47,0.0002950644544823127,4.921823690805006e-5
5,243,4,2,10,0,6,5.0,4,48,0.0002950644544823127,4.921823690805006e-5
5,243,4,2,10,0,6,5.0,4,49,0.0002950644544823127,4.921823690805006e-5
5,243,4,2,10,0,6,5.0,4,50,0.0002950644544823127,4.921823690805006e-5
5,243,4,2,10,0,6,5.0,4,51,0.0002950644544823127,4.921823690805006e-5
5,243,4,2,10,0,6,5.0,4,52,0.0002950644544823127,4.921823690805006e-5
5,243,4,2,10,0,6,5.0,4,53,0.0002950644544823127,4.921823690805006e-5
5,243,4,2,10,0,6,5.0,4,54,0.0002950644544823127,4.921823690805006e-5
5,243,4,2,10,0,6,5.0,4,55,0.0002950644544823127,4.921823690805006e-5
5,243,4,2,10,0,6,5.0,4,56,0.0002950644544823127,4.921823690805006e-5
5,243,4,2,10,0,6,5.0,4,57,0.0002950644544823127,4.921823690805006e-5
5,243,4,2,10,0,6,5.0,4,58,0.0002950644544823127,4.921823690805006e-5
5,243,4,2,10,0,6,5.0,4,59,0.0002950644544823127,4.921823690805006e-5
