pop,gen,cost,compositionality,agent
12,7,25.82715624999999,0.0,rational
12,8,33.98020625000001,0.0,rational
12,9,26.87732187499999,0.03125,rational
12,10,24.808024999999994,0.0,rational
12,11,24.808024999999994,0.0,rational
12,12,21.75063124999999,0.0,rational
12,13,22.76976249999999,0.0,rational
12,14,20.731499999999993,0.0,rational
12,15,28.91558437499999,0.03125,rational
12,16,20.731499999999993,0.0,rational
12,17,33.98020625,0.0,rational
12,18,23.788893749999996,0.0,rational
12,19,25.858190624999988,0.03125,rational
12,20,24.808024999999994,0.0,rational
12,21,29.903681249999995,0.0,rational
12,22,27.865418749999993,0.0,rational
12,23,20.731499999999993,0.0,rational
12,24,29.90368124999999,0.0,rational
12,25,25.827156249999994,0.0,rational
12,26,21.75063124999999,0.0,rational
12,27,20.731499999999993,0.0,rational
12,28,30.922812499999996,0.0,rational
12,29,21.750631249999994,0.0,rational
12,30,23.78889374999999,0.0,rational
12,31,22.76976249999999,0.0,rational
13,1,53.34369999999996,0.0,rational
13,2,20.731499999999993,0.0,rational
13,3,26.877321874999993,0.03125,rational
13,4,21.16358749999999,0.03125,rational
13,5,24.80802499999999,0.0,rational
13,6,22.76976249999999,0.0,rational
13,7,23.788893749999996,0.0,rational
13,8,25.85819062499999,0.03125,rational
13,9,29.316637499999995,0.03125,rational
13,10,25.672199999999993,0.0625,rational
13,11,24.498112499999998,0.125,rational
13,12,30.953846874999996,0.03125,rational
13,13,25.827156249999994,0.0,rational
13,14,23.81992812499999,0.03125,rational
13,15,29.903681249999995,0.0,rational
13,16,29.90368124999999,0.0,rational
13,17,26.877321874999993,0.03125,rational
13,18,29.934715624999995,0.03125,rational
13,19,22.76976249999999,0.0,rational
13,20,20.731499999999993,0.0,rational
13,21,28.884549999999994,0.0,rational
13,22,23.788893749999993,0.0,rational
13,23,20.731499999999993,0.0,rational
13,24,24.808024999999994,0.0,rational
13,25,24.808024999999994,0.0,rational
13,26,24.808024999999994,0.0,rational
13,27,28.91558437499999,0.03125,rational
13,28,24.80802499999999,0.0,rational
13,29,21.750631249999994,0.0,rational
13,30,20.731499999999993,0.0,rational
13,31,26.877321874999993,0.03125,rational
14,1,53.34369999999996,0.0,rational
14,2,24.808024999999994,0.0,rational
14,3,22.76976249999999,0.0,rational
14,4,23.788893749999993,0.0,rational
14,5,24.808024999999994,0.0,rational
14,6,25.82715624999999,0.0,rational
14,7,24.808024999999994,0.0,rational
14,8,22.769762499999995,0.0,rational
14,9,26.846287499999995,0.0,rational
14,10,20.731499999999993,0.0,rational
14,11,25.827156249999994,0.0,rational
14,12,25.82715624999999,0.0,rational
14,13,23.81992812499999,0.03125,rational
14,14,24.653068749999996,0.0625,rational
14,15,21.16358749999999,0.03125,rational
14,16,27.278374999999993,0.03125,rational
14,17,22.02776249999999,0.09375,rational
14,18,25.271146874999992,0.0625,rational
14,19,22.76976249999999,0.0,rational
14,20,29.903681249999998,0.0,rational
14,21,28.884549999999994,0.0,rational
14,22,27.865418749999993,0.0,rational
14,23,24.808024999999994,0.0,rational
14,24,20.731499999999993,0.0,rational
14,25,20.731499999999993,0.0,rational
14,26,26.846287499999992,0.0,rational
14,27,24.808024999999997,0.0,rational
14,28,20.731499999999993,0.0,rational
14,29,23.81992812499999,0.03125,rational
14,30,22.76976249999999,0.0,rational
14,31,25.82715624999999,0.0,rational
15,1,53.34369999999996,0.0,rational
15,2,28.88454999999999,0.0,rational
15,3,31.941943749999997,0.0,rational
15,4,26.846287499999992,0.0,rational
15,5,23.788893749999993,0.0,rational
15,6,27.89645312499999,0.03125,rational
15,7,23.788893749999993,0.0,rational
15,8,22.800796874999993,0.03125,rational
15,9,27.865418749999993,0.0,rational
15,10,25.82715624999999,0.0,rational
15,11,26.877321874999996,0.03125,rational
15,12,22.76976249999999,0.0,rational
15,13,23.788893749999993,0.0,rational
15,14,24.80802499999999,0.0,rational
15,15,24.808024999999994,0.0,rational
15,16,29.903681249999995,0.0,rational
15,17,22.769762499999995,0.0,rational
15,18,20.731499999999993,0.0,rational
15,19,23.788893749999993,0.0,rational
15,20,22.769762499999995,0.0,rational
15,21,28.884549999999994,0.0,rational
15,22,24.80802499999999,0.0,rational
15,23,25.82715624999999,0.0,rational
15,24,23.788893749999996,0.0,rational
15,25,23.788893749999993,0.0,rational
15,26,22.76976249999999,0.0,rational
15,27,21.75063124999999,0.0,rational
15,28,24.808024999999994,0.0,rational
15,29,26.846287499999995,0.0,rational
15,30,33.98020625,0.0,rational
15,31,20.731499999999993,0.0,rational
16,1,53.34369999999996,0.0,rational
16,2,26.846287499999995,0.0,rational
16,3,26.877321874999993,0.03125,rational
16,4,22.769762499999988,0.0,rational
16,5,24.80802499999999,0.0,rational
16,6,23.788893749999993,0.0,rational
16,7,23.788893749999993,0.0,rational
16,8,21.750631249999994,0.0,rational
16,9,28.884549999999994,0.0,rational
16,10,22.80079687499999,0.03125,rational
16,11,27.865418749999996,0.0,rational
16,12,20.731499999999993,0.0,rational
16,13,23.788893749999993,0.0,rational
16,14,25.827156249999994,0.0,rational
16,15,24.808024999999994,0.0,rational
16,16,28.91558437499999,0.03125,rational
16,17,26.11222499999999,0.03125,rational
16,18,28.884549999999994,0.0,rational
16,19,20.731499999999993,0.0,rational
16,20,20.731499999999993,0.0,rational
16,21,25.827156249999994,0.0,rational
16,22,24.808024999999994,0.0,rational
16,23,21.75063124999999,0.0,rational
16,24,21.75063124999999,0.0,rational
16,25,24.808024999999994,0.0,rational
16,26,24.80802499999999,0.0,rational
16,27,21.75063124999999,0.0,rational
16,28,20.731499999999993,0.0,rational
16,29,23.788893749999993,0.0,rational
16,30,23.78889374999999,0.0,rational
16,31,20.731499999999993,0.0,rational
17,1,53.34369999999996,0.0,rational
17,2,25.858190624999995,0.03125,rational
17,3,25.827156249999994,0.0,rational
17,4,26.846287499999995,0.0,rational
17,5,24.808024999999994,0.0,rational
17,6,29.93471562499999,0.03125,rational
17,7,25.827156249999994,0.0,rational
17,8,24.808024999999994,0.0,rational
17,9,22.769762499999995,0.0,rational
17,10,31.972978124999994,0.03125,rational
17,11,25.82715624999999,0.0,rational
17,12,21.75063124999999,0.0,rational
17,13,22.769762499999995,0.0,rational
17,14,26.846287499999992,0.0,rational
17,15,24.80802499999999,0.0,rational
17,16,20.731499999999993,0.0,rational
17,17,23.788893749999993,0.0,rational
17,18,24.808024999999994,0.0,rational
17,19,23.78889374999999,0.0,rational
17,20,20.731499999999993,0.0,rational
17,21,28.884549999999997,0.0,rational
17,22,22.800796874999993,0.03125,rational
17,23,28.142549999999996,0.09375,rational
17,24,24.220981249999994,0.03125,rational
17,25,25.95726874999999,0.09375,rational
17,26,28.574637499999998,0.125,rational
17,27,22.614806249999994,0.0625,rational
17,28,21.16358749999999,0.03125,rational
17,29,24.220981249999994,0.03125,rational
17,30,23.04689374999999,0.09375,rational
17,31,23.478981249999997,0.125,rational
18,1,53.34369999999996,0.0,rational
18,2,25.827156249999994,0.0,rational
18,3,26.846287499999995,0.0,rational
18,4,25.85819062499999,0.03125,rational
18,5,24.808024999999994,0.0,rational
18,6,25.82715624999999,0.0,rational
18,7,26.84628749999999,0.0,rational
18,8,21.750631249999994,0.0,rational
18,9,20.731499999999993,0.0,rational
18,10,23.788893749999996,0.0,rational
18,11,27.896453124999997,0.03125,rational
18,12,27.865418749999993,0.0,rational
18,13,26.877321874999996,0.03125,rational
18,14,23.788893749999993,0.0,rational
18,15,38.05673124999999,0.0,rational
18,16,21.750631249999994,0.0,rational
18,17,23.788893749999993,0.0,rational
18,18,25.858190624999988,0.03125,rational
18,19,20.731499999999993,0.0,rational
18,20,23.788893749999993,0.0,rational
18,21,20.731499999999993,0.0,rational
18,22,20.731499999999993,0.0,rational
18,23,20.731499999999993,0.0,rational
18,24,20.731499999999993,0.0,rational
18,25,30.9228125,0.0,rational
18,26,20.731499999999993,0.0,rational
18,27,22.769762499999995,0.0,rational
18,28,23.78889374999999,0.0,rational
18,29,23.788893749999993,0.0,rational
18,30,25.827156249999994,0.0,rational
18,31,26.846287499999995,0.0,rational
19,1,53.34369999999996,0.0,rational
19,2,23.788893749999993,0.0,rational
19,3,27.86541874999999,0.0,rational
19,4,22.76976249999999,0.0,rational
19,5,25.82715624999999,0.0,rational
19,6,22.76976249999999,0.0,rational
19,7,30.922812499999992,0.0,rational
19,8,22.76976249999999,0.0,rational
19,9,27.865418749999996,0.0,rational
19,10,28.91558437499999,0.03125,rational
19,11,21.75063124999999,0.0,rational
19,12,24.80802499999999,0.0,rational
19,13,24.808024999999994,0.0,rational
19,14,20.731499999999993,0.0,rational
19,15,24.808024999999994,0.0,rational
19,16,20.731499999999993,0.0,rational
19,17,24.808024999999994,0.0,rational
19,18,21.75063124999999,0.0,rational
19,19,20.731499999999993,0.0,rational
19,20,24.808024999999994,0.0,rational
19,21,23.78889374999999,0.0,rational
19,22,20.731499999999993,0.0,rational
19,23,21.75063124999999,0.0,rational
19,24,26.846287499999992,0.0,rational
19,25,22.76976249999999,0.0,rational
19,26,25.85819062499999,0.03125,rational
19,27,24.80802499999999,0.0,rational
19,28,22.769762499999995,0.0,rational
19,29,24.83905937499999,0.03125,rational
