S,D,bespoke_zilch,bespoke_full,comp_zilch,comp_partial,comp_full,asymptotic_compositionality,asymptotic_cost,comp_cost,bespoke_cost
13,2,10,0,100,11,2,5.0595217006166124e-11,9.882006937037458,9.882006937037458,9.882006932530368
14,2,10,0,100,11,2,5.051280702674208e-11,9.898219496384495,9.898219496384495,9.89821949187838
15,2,10,0,100,11,2,5.044641967432766e-11,9.911308646480633,9.911308646480633,9.911308641975303
16,2,10,0,100,11,2,5.039215083195298e-11,9.922027592395306,9.922027592395306,9.922027587890621
17,2,10,0,100,11,2,5.0347218036028675e-11,9.930915582622223,9.930915582622223,9.930915578118073
18,2,10,0,100,11,2,5.030959455571947e-11,9.938366869310892,9.938366869310892,9.93836686480719
19,2,10,0,100,11,2,5.0277775634431976e-11,9.944675076057406,9.944675076057406,9.944675071554082
20,2,10,0,100,11,2,5.0250624992134604e-11,9.950062504502995,9.950062504502995,9.950062499999996
2,4,10,0,100,11,2,8.648648648836276e-11,3.1640625049147686,3.1640625049147686,3.164062499999999
3,4,10,0,100,11,2,7.269000664821051e-11,6.24295077443297,6.24295077443297,6.242950769699737
4,4,10,0,100,11,2,6.29717887619475e-11,7.724761967530327,7.724761967530327,7.724761962890621
5,4,10,0,100,11,2,5.824503696389162e-11,8.493465604591812,8.493465604591812,8.493465599999993
6,4,10,0,100,11,2,5.568590214559578e-11,8.934333804671342,8.934333804671342,8.934333800106685
7,4,10,0,100,11,2,5.415569345834207e-11,9.208324801882613,9.208324801882613,9.208324797334717
8,4,10,0,100,11,2,5.316976048983033e-11,9.389496450192686,9.389496450192686,9.38949644565582
9,4,10,0,100,11,2,5.249763888983025e-11,9.515242756700758,9.515242756700758,9.515242752171524
10,4,10,0,100,11,2,5.201895770577573e-11,9.605960104523737,9.605960104523737,9.605960099999995
11,4,10,0,100,11,2,5.166596864867128e-11,9.673497040548686,9.673497040548686,9.673497036029028
12,4,10,0,100,11,2,5.139818923599847e-11,9.725102372595016,9.725102372595016,9.725102368078474
13,4,10,0,100,11,2,5.1190222161541264e-11,9.765406105971943,9.765406105971943,9.765406101457831
14,4,10,0,100,11,2,5.102547866053712e-11,9.797474915452295,9.797474915452295,9.797474910940116
15,4,10,0,100,11,2,5.0892750070578865e-11,9.823403904160054,9.823403904160054,9.823403899649438
16,4,10,0,100,11,2,5.0784241172485656e-11,9.844663149995595,9.844663149995595,9.844663145486262
17,4,10,0,100,11,2,5.0694394097038385e-11,9.8623084264791,9.8623084264791,9.862308421970825
18,4,10,0,100,11,2,5.061915936482307e-11,9.877113598457134,9.877113598457134,9.877113593949753
19,4,10,0,100,11,2,5.055552978894365e-11,9.889656232385551,9.889656232385551,9.889656227878923
20,4,10,0,100,11,2,5.050123421064996e-11,9.900374379896608,9.900374379896608,9.900374375390623
2,8,10,0,100,11,2,6.820982514915841e-11,1.0011291553769879,1.0011291553769879,1.0011291503906248
3,8,10,0,100,11,2,8.193287427022338e-11,3.8974434361584502,3.8974434361584502,3.8974434312894557
4,8,10,0,100,11,2,7.334070893732861e-11,5.967194743080502,5.967194743080502,5.967194738332181
5,8,10,0,100,11,2,6.582959448741656e-11,7.213895794509296,7.213895794509296,7.2138957898383325
6,8,10,0,100,11,2,6.115841510899285e-11,7.982232049796091,7.982232049796091,7.982232045172884
7,8,10,0,100,11,2,5.822905026626458e-11,8.479324561913442,8.479324561913442,8.47932455732095
8,8,10,0,100,11,2,5.630329859435836e-11,8.816264354870125,8.816264354870125,8.816264350298331
9,8,10,0,100,11,2,5.49776696713627e-11,9.053984467832532,9.053984467832532,9.053984463275278
10,8,10,0,100,11,2,5.402865929032202e-11,9.227446948825884,9.227446948825884,9.227446944279198
11,8,10,0,100,11,2,5.3326755700367426e-11,9.35765449514502,9.35765449514502,9.357654490606247
12,8,10,0,100,11,2,5.279332404688861e-11,9.45776161149326,9.45776161149326,9.457761606960561
13,8,10,0,100,11,2,5.237856439306848e-11,9.536315637166933,9.536315637166933,9.53631563263899
14,8,10,0,100,11,2,5.20497571171916e-11,9.599051467574256,9.599051467574256,9.599051463050108
15,8,10,0,100,11,2,5.178470941247978e-11,9.64992642208586,9.64992642208586,9.649926417564785
16,8,10,0,100,11,2,5.1567946966264344e-11,9.691739249328098,9.691739249328098,9.69173924480955
17,8,10,0,100,11,2,5.1388416922348866e-11,9.726512745524127,9.726512745524127,9.726512741007674
18,8,10,0,100,11,2,5.1238055756194064e-11,9.755737299293395,9.755737299293395,9.755737294778706
19,8,10,0,100,11,2,5.11108697706471e-11,9.780530035075635,9.780530035075635,9.780530030562442
20,8,10,0,100,11,2,5.100232909154117e-11,9.801741281801053,9.801741281801053,9.801741277289134
2,16,10,0,100,11,2,5.282362585917323e-11,0.10022596257682137,0.10022596257682137,0.10022595757618545
3,16,10,0,100,11,2,7.181857771652909e-11,1.5190065349778203,1.5190065349778203,1.5190065300101339
4,16,10,0,100,11,2,8.06207677954539e-11,3.560741309401132,3.560741309401132,3.5607413045179275
5,16,10,0,100,11,2,7.656209059417427e-11,5.204029251457646,5.204029251457646,5.204029246664723
6,16,10,0,100,11,2,7.054905380904126e-11,6.371602847021008,6.371602847021008,6.371602842298491
7,16,10,0,100,11,2,6.576032714833123e-11,7.189894499510644,7.189894499510644,7.189894494838615
8,16,10,0,100,11,2,6.229758567956877e-11,7.77265171407009,7.77265171407009,7.772651709434126
9,16,10,0,100,11,2,5.980498332390769e-11,8.197463470732748,8.197463470732748,8.197463466123013
10,16,10,0,100,11,2,5.797836425554033e-11,8.514577715538982,8.514577715538982,8.514577710948753
11,16,10,0,100,11,2,5.660938732372033e-11,8.756569761131718,8.756569761131718,8.756569756556328
12,16,10,0,100,11,2,5.556068455659727e-11,8.944925465973595,8.944925465973595,8.944925461409722
13,16,10,0,100,11,2,5.474117576995989e-11,9.094131589086254,9.094131589086254,9.094131584531478
14,16,10,0,100,11,2,5.4089344820593476e-11,9.214178903575913,9.214178903575913,9.214178899028443
15,16,10,0,100,11,2,5.3562727904245564e-11,9.312107990982993,9.312107990982993,9.312107986441475
16,16,10,0,100,11,2,5.3131369021776864e-11,9.392980963474779,9.392980963474779,9.392980958938162
17,16,10,0,100,11,2,5.277369914127516e-11,9.460505014630986,9.460505014630986,9.460505010098464
18,16,10,0,100,11,2,5.2473893168746324e-11,9.517441021002695,9.517441021002695,9.517441016473617
19,16,10,0,100,11,2,5.2220139648819965e-11,9.565876772399527,9.565876772399527,9.565876767873378
20,16,10,0,100,11,2,5.200348457046368e-11,9.607413211215,9.607413211215,9.607413206691362
2,32,10,0,100,11,2,5.005363209347536e-11,0.0010045292572635727,0.0010045292572635727,0.0010045242572065403
3,32,10,0,100,11,2,5.5083989697157586e-11,0.2307380888199734,0.2307380888199734,0.2307380838213424
4,32,10,0,100,11,2,6.853847476592333e-11,1.2678878687436852,1.2678878687436852,1.2678878637700028
5,32,10,0,100,11,2,0.20058906972264962,1.9299643050374649,1.3433747599917991,2.708192040014181
6,32,10,0,100,11,2,0.123016103622443,3.557981360714491,1.9601991787851372,4.05973227799862
7,32,10,0,100,11,2,0.12674799817742646,4.610646201873091,2.0794733595861183,5.169458284691063
8,32,10,0,100,11,2,0.14887461898837312,5.324394658823857,2.2234251683946704,6.041411459616927
9,32,10,0,100,11,2,0.18436305488949978,5.758608712368474,2.447581832332256,6.719840727842154
10,32,10,0,100,11,2,0.2353968695603373,5.939072464114242,2.7869771221435298,7.249803359578532
11,32,10,0,100,11,2,0.3120221206959197,5.83597126474658,3.3141618194311517,7.667751390143696
12,32,10,0,100,11,2,0.4933878163927235,4.986378259601617,4.5222859649951905,8.001169151017596
13,32,10,0,100,11,2,5.93492915726097e-11,8.270322932282486,8.270322932282486,8.270322927677304
14,32,10,0,100,11,2,5.809392915068094e-11,8.490109282921784,8.490109282921784,8.490109278330104
15,32,10,0,100,11,2,5.706974779355749e-11,8.671535519695276,8.671535519695276,8.671535515114712
16,32,10,0,100,11,2,5.622510945537045e-11,8.8228091340688,8.8228091340688,8.82280912949749
17,32,10,0,100,11,2,5.552136229099733e-11,8.950115509173353,8.950115509173353,8.950115504609816
18,32,10,0,100,11,2,5.4929383029756786e-11,9.058168354762389,9.058168354762389,9.058168350205438
19,32,10,0,100,11,2,5.442702126633179e-11,9.150599838365292,9.150599838365292,9.150599833813967
20,32,10,0,100,11,2,5.3997253518222875e-11,9.230238856957246,9.230238856957246,9.230238852410762
2,64,10,0,100,11,2,5.0000010763404866e-11,1.0590689839803576e-7,1.0590689839803576e-7,1.0090689839259424e-7
3,64,10,0,100,11,2,5.0213871174852746e-11,0.005324011332715898,0.005324011332715898,0.005324006332554364
4,64,10,0,100,11,2,5.368195730030689e-11,0.1607539685088529,0.1607539685088529,0.16075396350952673
5,64,10,0,100,11,2,6.215669643386803e-11,0.7334304175472587,0.7334304175472587,0.7334304125596168
6,64,10,0,100,11,2,7.156911793276162e-11,1.6481426218631186,1.6481426218631186,1.648142616902387
7,64,10,0,100,11,2,0.057598140528894975,2.4247264125464896,1.145587332059348,2.6723298957161075
8,64,10,0,100,11,2,0.046764373641112855,3.453260394660036,1.9408092621558857,3.649865242439074
9,64,10,0,100,11,2,0.04586168060966158,4.317435383663369,2.0005997008906276,4.5156259407566175
10,64,10,0,100,11,2,0.049006725792078015,5.033049141664298,2.0109920735120332,5.255964875255619
11,64,10,0,100,11,2,0.054594247484335175,5.616355017718447,2.027397305867531,5.879441138105061
12,64,10,0,100,11,2,0.06204452524062204,6.085734390454516,2.0528084001707825,6.401870778319566
13,64,10,0,100,11,2,0.07114432659453744,6.458541175246241,2.0894944637620534,6.839824132806492
14,64,10,0,100,11,2,0.08184944428744974,6.749619281760574,2.139521724875921,7.208195555798694
15,64,10,0,100,11,2,0.09421450820235766,6.970956553722295,2.2048848255437363,7.51955281898958
16,64,10,0,100,11,2,0.10836884842690646,7.131822694058774,2.2876243727475214,7.784196093554426
17,64,10,0,100,11,2,0.12451438665549762,7.239035634578811,2.3899728422355606,8.010456754585704
18,64,10,0,100,11,2,0.1429393063534644,7.2971821693346115,2.514553671194964,8.205041386066352
19,64,10,0,100,11,2,0.16404994274687257,7.308690778539715,2.664678707172561,8.37334773185962
20,64,10,0,100,11,2,0.18843262421853296,7.2736453441299,2.8448409798889993,8.519730927255317
2,128,10,0,100,11,2,5.000000000000018e-11,5.000001088143024e-9,5.000001088143024e-9,1.1102230246251563e-15
3,128,10,0,100,11,2,5.000022676137662e-11,2.8395043437586504e-6,2.8395043437586504e-6,2.8345043434629953e-6
4,128,10,0,100,11,2,5.011050218014674e-11,0.0025841886784941904,0.0025841886784941904,0.002584183678402407
5,128,10,0,100,11,2,5.1476822464881275e-11,0.053792022007001436,0.053792022007001436,0.05379201700673741
6,128,10,0,100,11,2,5.551494830445518e-11,0.27163741356243326,0.27163741356243326,0.27163740856498525
7,128,10,0,100,11,2,6.176163372613772e-11,0.7141347121416229,0.7141347121416229,0.7141347071538061
8,128,10,0,100,11,2,0.05504227204331147,1.0493673920339373,0.5824982368322945,1.3321516287964839
9,128,10,0,100,11,2,0.02848754056269207,1.9062625764680994,0.7513996075856535,2.0390877636834097
10,128,10,0,100,11,2,0.021996745720247016,2.6662282584259955,1.1894175572189833,2.762516676992082
11,128,10,0,100,11,2,0.01970710115872193,3.3725537431406445,1.7827743340023054,3.456782809644214
12,128,10,0,100,11,2,0.019196466154083377,4.015849028034949,1.9997669265222837,4.098394946230196
13,128,10,0,100,11,2,0.01966690547499069,4.591609238889358,2.000125307777075,4.678319416772209
14,128,10,0,100,11,2,0.020777102073137408,5.100935108186884,2.000645892441508,5.195808317063606
15,128,10,0,100,11,2,0.022358717610156176,5.548200060069511,2.0015760081236293,5.654367459757416
16,128,10,0,100,11,2,0.02432125623434094,5.939225381499374,2.003127106614887,6.059370882290802
17,128,10,0,100,11,2,0.026613617348602393,6.280178892162083,2.005531134354647,6.4167417417087735
18,128,10,0,100,11,2,0.029206484820922803,6.576987529092887,2.0090384354721067,6.732270414706168
19,128,10,0,100,11,2,0.03208349377918234,6.835062703910946,2.0139107840401564,7.011295223863869
20,128,10,0,100,11,2,0.035236487040251716,7.059201988311491,2.0204145924618104,7.258581507283076
2,256,10,0,100,11,2,4.999999999999998e-11,4.999999955839999e-9,4.999999955839999e-9,0.0
3,256,10,0,100,11,2,5.000000000012852e-11,5.000803769185594e-9,5.000803769185594e-9,8.038014698286132e-13
4,256,10,0,100,11,2,5.00000569857105e-11,6.728005282643296e-7,6.728005282643296e-7,6.678005282090281e-7
5,256,10,0,100,11,2,5.0015437197303425e-11,0.0002893631093818642,0.0002893631093818642,0.0002893581093654784
6,256,10,0,100,11,2,5.0271313444123947e-11,0.00737869317336332,0.00737869317336332,0.00737868817318965
7,256,10,0,100,11,2,5.13979935861823e-11,0.05099884299641169,0.05099884299641169,0.05099883799616566
8,256,10,0,100,11,2,5.3885806091080066e-11,0.17746280120941088,0.17746280120941088,0.1774627962105124
9,256,10,0,100,11,2,5.7673594382426955e-11,0.41578789579489855,0.41578789579489855,0.4157878908003409
10,256,10,0,100,11,2,6.229285747735254e-11,0.7631498440523652,0.7631498440523652,0.7631498390659374
11,256,10,0,100,11,2,0.020912756844039475,1.0821455890659497,0.39615004697085865,1.1949347393051744
12,256,10,0,100,11,2,0.014009418107438625,1.610265495102386,0.5579518747999526,1.679684113528522
13,256,10,0,100,11,2,0.01109850740112711,2.1372074919671946,0.8131946730964352,2.188667256534786
14,256,10,0,100,11,2,0.009650923679178733,2.6568560469458915,1.1394708731091363,2.6996424067667353
15,256,10,0,100,11,2,0.008928271810699117,3.1585505807412537,1.534338077540915,3.197187136996354
16,256,10,0,100,11,2,0.008627085636673821,3.6345178327120187,1.9989610480125888,3.6715975489153614
17,256,10,0,100,11,2,0.008599023705650233,4.080257487430918,1.999997265808854,4.117457457978776
18,256,10,0,100,11,2,0.008763188026222174,4.4938292621538904,2.0000004158521514,4.5323464936727955
19,256,10,0,100,11,2,0.009071957330733963,4.875065355749075,2.0000060898930716,4.915826071617632
20,256,10,0,100,11,2,0.009495672213896609,5.224932127465169,2.000017626257246,5.2687005497871855
2,512,10,0,100,11,2,4.9999999999999976e-11,4.999999911679999e-9,4.999999911679999e-9,0.0
3,512,10,0,100,11,2,4.9999999999999976e-11,4.999999935431109e-9,4.999999935431109e-9,0.0
4,512,10,0,100,11,2,5.0000000000007614e-11,5.0000443583610045e-9,5.0000443583610045e-9,4.4408920985006255e-14
5,512,10,0,100,11,2,5.000000089309995e-11,1.3372811293041614e-8,1.3372811293041614e-8,8.372811333146045e-9
6,512,10,0,100,11,2,5.0000398229751204e-11,5.4495039159751145e-6,5.4495039159751145e-6,5.444503915486009e-6
7,512,10,0,100,11,2,5.0013875217510307e-11,0.00026009314771022966,0.00026009314771022966,0.0002600881476955141
8,512,10,0,100,11,2,5.0128300112835985e-11,0.0031493094039846065,0.0031493094039846065,0.0031493044038854996
9,512,10,0,100,11,2,5.0559404046016855e-11,0.01728796201387412,0.01728796201387412,0.017287957013619733
10,512,10,0,100,11,2,5.155276735838018e-11,0.058239772686829935,0.058239772686829935,0.058239767686636405
11,512,10,0,100,11,2,5.32437369525116e-11,0.14278690811918057,0.14278690811918057,0.14278690311983253
12,512,10,0,100,11,2,5.561832803417514e-11,0.2821338771211396,0.2821338771211396,0.2821338721240096
13,512,10,0,100,11,2,5.854725612387929e-11,0.47902644097589425,0.47902644097589425,0.4790264359827511
14,512,10,0,100,11,2,0.015929602455185946,0.6324979065675362,0.24971862512770548,0.7288069124413287
15,512,10,0,100,11,2,0.009958154811919421,0.9660684234392475,0.299496505894477,1.0222005588974945
16,512,10,0,100,11,2,0.007413840881412863,1.3089689716223074,0.4086871104258521,1.34806285612013
17,512,10,0,100,11,2,0.27744652149250876,0.5560847284759166,0.5560847284759166,1.6953455918265046
18,512,10,0,100,11,2,0.005187942498084125,2.0296755316347994,0.736062395028458,2.0542164738708086
19,512,10,0,100,11,2,0.004663044948484841,2.3953095787730905,0.9479718980668066,2.416534596639564
20,512,10,0,100,11,2,0.0043322700803402,2.756737189806636,1.1926733709666404,2.7759205483327793
2,2,10,0,100,9,3,0.666666666533331,5.736111112442359,5.736111112442359,5.624999999999998
3,2,10,0,100,9,3,4.049999721561308e-9,7.901234571706168,7.901234571706168,7.90123456790123
4,2,10,0,100,9,3,2.7826086937927046e-10,8.789062504462716,8.789062504462716,8.789062499999996
5,2,10,0,100,9,3,1.6191709840079402e-10,9.216000004477019,9.216000004477019,9.215999999999996
6,2,10,0,100,9,3,1.2319391632891878e-10,9.452160498307972,9.452160498307972,9.452160493827154
7,2,10,0,100,9,3,1.0411968775841733e-10,9.59600167045524,9.59600167045524,9.596001665972507
8,2,10,0,100,9,3,9.283771531313366e-11,9.689941410734084,9.689941410734084,9.689941406249996
9,2,10,0,100,9,3,8.540744597107757e-11,9.754610582141034,9.754610582141034,9.75461057765584
10,2,10,0,100,9,3,8.015389547415361e-11,9.80100000448614,9.80100000448614,9.800999999999995
11,2,10,0,100,9,3,7.624726590555674e-11,9.835393761743997,9.835393761743997,9.835393757257014
12,2,10,0,100,9,3,7.323068229617438e-11,9.86159336868526,9.86159336868526,9.861593364197528
13,2,10,0,100,9,3,7.083229998202534e-11,9.882006937018767,9.882006937018767,9.882006932530368
14,2,10,0,100,9,3,6.888044179603613e-11,9.898219496367387,9.898219496367387,9.89821949187838
15,2,10,0,100,9,3,6.726144606885098e-11,9.911308646464859,9.911308646464859,9.911308641975303
16,2,10,0,100,9,3,6.589711619458454e-11,9.922027592380674,9.922027592380674,9.922027587890621
17,2,10,0,100,9,3,6.473191449587945e-11,9.93091558260858,9.93091558260858,9.930915578118073
18,2,10,0,100,9,3,6.372532355402986e-11,9.938366869298113,9.938366869298113,9.93836686480719
19,2,10,0,100,9,3,6.284709830950174e-11,9.94467507604539,9.94467507604539,9.944675071554082
20,2,10,0,100,9,3,6.207420971617538e-11,9.950062504491656,9.950062504491656,9.950062499999996
2,4,10,0,100,9,3,0.7914069980698821,3.458039140638036,3.458039140638036,3.164062499999999
3,4,10,0,100,9,3,0.8976902950459512,5.2884941597900195,5.2884941597900195,6.242950769699737
4,4,10,0,100,9,3,0.7601979045233006,6.71079417331605,6.71079417331605,7.724761962890621
5,4,10,0,100,9,3,0.5590168789714977,7.824912411323327,7.824912411323327,8.493465599999993
6,4,10,0,100,9,3,0.301441976137735,8.64833388166324,8.64833388166324,8.934333800106685
7,4,10,0,100,9,3,2.0563544428361825e-8,9.208324787672614,9.208324787672614,9.208324797334717
8,4,10,0,100,9,3,4.727585038812419e-10,9.38949644987632,9.38949644987632,9.38949644565582
9,4,10,0,100,9,3,2.61500304580847e-10,9.515242756534025,9.515242756534025,9.515242752171524
10,4,10,0,100,9,3,1.9042340865469107e-10,9.605960104408839,9.605960104408839,9.605960099999995
11,4,10,0,100,9,3,1.5486818495584573e-10,9.673497040460461,9.673497040460461,9.673497036029028
12,4,10,0,100,9,3,1.335723107608543e-10,9.725102372523182,9.725102372523182,9.725102368078474
13,4,10,0,100,9,3,1.1940987809244767e-10,9.765406105911257,9.765406105911257,9.765406101457831
14,4,10,0,100,9,3,1.0932053300264113e-10,9.797474915399707,9.797474915399707,9.797474910940116
15,4,10,0,100,9,3,1.017732953746681e-10,9.823403904113636,9.823403904113636,9.823403899649438
16,4,10,0,100,9,3,9.591790185182296e-11,9.844663149954037,9.844663149954037,9.844663145486262
17,4,10,0,100,9,3,9.124461715624826e-11,9.862308426441466,9.862308426441466,9.862308421970825
18,4,10,0,100,9,3,8.742942929909711e-11,9.877113598422744,9.877113598422744,9.877113593949753
19,4,10,0,100,9,3,8.425661109742787e-11,9.889656232353888,9.889656232353888,9.889656227878923
20,4,10,0,100,9,3,8.157702170958154e-11,9.900374379867264,9.900374379867264,9.900374375390623
2,8,10,0,100,9,3,2.5113427305486226e-10,1.0011291554076127,1.0011291554076127,1.0011291503906248
3,8,10,0,100,9,3,0.9852705087003382,3.4393203689233416,3.4393203689233416,3.8974434312894557
4,8,10,0,100,9,3,0.9775332956632637,4.166432215281571,4.166432215281571,5.967194738332181
5,8,10,0,100,9,3,0.9496668112120609,4.9615506787428885,4.9615506787428885,7.2138957898383325
6,8,10,0,100,9,3,0.9071354378730385,5.732263329880913,5.732263329880913,7.982232045172884
7,8,10,0,100,9,3,0.8506730991671444,6.441069926711668,6.441069926711668,8.47932455732095
8,8,10,0,100,9,3,0.7811857590145724,7.076789871731206,7.076789871731206,8.816264350298331
9,8,10,0,100,9,3,0.6996000328289681,7.6383999995239975,7.6383999995239975,9.053984463275278
10,8,10,0,100,9,3,0.6067820709662719,8.12865803946385,8.12865803946385,9.227446944279198
11,8,10,0,100,9,3,0.5035131709077793,8.551568599758719,8.551568599758719,9.357654490606247
12,8,10,0,100,9,3,0.39048871538536206,8.91136413979373,8.91136413979373,9.457761606960561
13,8,10,0,100,9,3,0.2683253934088103,9.212103511822905,9.212103511822905,9.53631563263899
14,8,10,0,100,9,3,0.13757061940749335,9.457529345758928,9.457529345758928,9.599051463050108
15,8,10,0,100,9,3,9.201761499920394e-8,9.649926342799851,9.649926342799851,9.649926417564785
16,8,10,0,100,9,3,8.706122181059842e-10,9.69173924861024,9.69173924861024,9.69173924480955
17,8,10,0,100,9,3,4.612418518688454e-10,9.726512745159955,9.726512745159955,9.726512741007674
18,8,10,0,100,9,3,3.240411064528095e-10,9.755737299048194,9.755737299048194,9.755737294778706
19,8,10,0,100,9,3,2.553325089853217e-10,9.780530034890278,9.780530034890278,9.780530030562442
20,8,10,0,100,9,3,2.1408870622400818e-10,9.80174128165179,9.80174128165179,9.801741277289134
2,16,10,0,100,9,3,5.954943932473837e-11,0.10022596257435729,0.10022596257435729,0.10022595757618545
3,16,10,0,100,9,3,0.1912824662970459,1.3452540425940864,1.3452540425940864,1.5190065300101339
4,16,10,0,100,9,3,0.9840295950801601,3.0800394578780974,3.0800394578780974,3.5607413045179275
5,16,10,0,100,9,3,0.9977621549074096,3.331870208994822,3.331870208994822,5.204029246664723
6,16,10,0,100,9,3,0.9945524178953197,3.636146830006582,3.636146830006582,6.371602842298491
7,16,10,0,100,9,3,0.9886426772921176,3.9960538558982592,3.9960538558982592,7.189894494838615
8,16,10,0,100,9,3,0.9796204559029561,4.3839370213160995,4.3839370213160995,7.772651709434126
9,16,10,0,100,9,3,0.9672658313284697,4.781049816878317,4.781049816878317,8.197463466123013
10,16,10,0,100,9,3,0.9515093999642986,5.175570144752708,5.175570144752708,8.514577710948753
11,16,10,0,100,9,3,0.9323754482421835,5.560306910844996,5.560306910844996,8.756569756556328
12,16,10,0,100,9,3,0.9099418743446775,5.9310160032378,5.9310160032378,8.944925461409722
13,16,10,0,100,9,3,0.8843149287011475,6.28529866118939,6.28529866118939,9.094131584531478
14,16,10,0,100,9,3,0.8556139610540011,6.621907258140999,6.621907258140999,9.214178899028443
15,16,10,0,100,9,3,0.8239624299293611,6.940311769453947,6.940311769453947,9.312107986441475
16,16,10,0,100,9,3,0.7894827256994319,7.240428368601047,7.240428368601047,9.392980958938162
17,16,10,0,100,9,3,0.7522932924714811,7.522448350716548,7.522448350716548,9.460505010098464
18,16,10,0,100,9,3,0.7125071291679118,7.78672945293927,7.78672945293927,9.517441016473617
19,16,10,0,100,9,3,0.6702311137367365,8.033726343835554,8.033726343835554,9.565876767873378
20,16,10,0,100,9,3,0.6255658136820086,8.263945966761927,8.263945966761927,9.607413206691362
2,32,10,0,100,9,3,5.016124219050837e-11,0.001004529257210056,0.001004529257210056,0.0010045242572065403
3,32,10,0,100,9,3,9.284640153013165e-11,0.23073808880123625,0.23073808880123625,0.2307380838213424
4,32,10,0,100,9,3,0.16658084427875872,0.9863054554498171,0.9863054554498171,1.2678878637700028
5,32,10,0,100,9,3,0.5850934206538551,1.876636880422905,1.876636880422905,2.708192040014181
6,32,10,0,100,9,3,0.9999229170190906,3.0348720547744397,3.0348720547744397,4.05973227799862
7,32,10,0,100,9,3,0.9998500975674899,3.085979234702703,3.085979234702703,5.169458284691063
8,32,10,0,100,9,3,0.9996100104881237,3.165979194164856,3.165979194164856,6.041411459616927
9,32,10,0,100,9,3,0.9991137458701902,3.274028396665774,3.274028396665774,6.719840727842154
10,32,10,0,100,9,3,0.9982445992031309,3.406709071264604,3.406709071264604,7.249803359578532
11,32,10,0,100,9,3,0.9968893975751301,3.559606512651681,3.559606512651681,7.667751390143696
12,32,10,0,100,9,3,0.9949491340906703,3.7282584533707688,3.7282584533707688,8.001169151017596
13,32,10,0,100,9,3,0.9923432643753403,3.908624186110622,3.908624186110622,8.270322927677304
14,32,10,0,100,9,3,0.9890100350245445,4.097256060408311,4.097256060408311,8.490109278330104
15,32,10,0,100,9,3,0.9849047197348941,4.291313704440774,4.291313704440774,8.671535515114712
16,32,10,0,100,9,3,0.9799970280757057,4.488507296073155,4.488507296073155,8.82280912949749
17,32,10,0,100,9,3,0.974268404729354,4.687016640748551,4.687016640748551,8.950115504609816
18,32,10,0,100,9,3,0.9677095643816898,4.88540883086883,4.88540883086883,9.058168350205438
19,32,10,0,100,9,3,0.9603183904237809,5.082564158992165,5.082564158992165,9.150599833813967
20,32,10,0,100,9,3,0.9520982135709241,5.277613341373121,5.277613341373121,9.230238852410762
2,64,10,0,100,9,3,5.00000322902284e-11,1.0590689838715233e-7,1.0590689838715233e-7,1.0090689839259424e-7
3,64,10,0,100,9,3,5.108797071770832e-11,0.005324011332070564,0.005324011332070564,0.005324006332554364
4,64,10,0,100,9,3,9.61757638365049e-11,0.1607539684816994,0.1607539684816994,0.16075396350952673
5,64,10,0,100,9,3,0.07509870049436672,0.5893932151202333,0.5893932151202333,0.7334304125596168
6,64,10,0,100,9,3,0.26705903876655035,0.9631887036149325,0.9631887036149325,1.648142616902387
7,64,10,0,100,9,3,0.5654472123858981,1.7257292426583124,1.7257292426583124,2.6723298957161075
8,64,10,0,100,9,3,0.9997221191241368,3.001503300088,3.001503300088,3.649865242439074
9,64,10,0,100,9,3,0.9999986491772915,3.00638425008772,3.00638425008772,4.5156259407566175
10,64,10,0,100,9,3,0.9999961383114846,3.0141342062801053,3.0141342062801053,5.255964875255619
11,64,10,0,100,9,3,0.9999893166080634,3.0268779678100257,3.0268779678100257,5.879441138105061
12,64,10,0,100,9,3,0.9999737899007359,3.045682607827494,3.045682607827494,6.401870778319566
13,64,10,0,100,9,3,0.9999427980837043,3.0712939894535816,3.0712939894535816,6.839824132806492
14,64,10,0,100,9,3,0.9998871447636415,3.104122402655431,3.104122402655431,7.208195555798694
15,64,10,0,100,9,3,0.9997954160395877,3.144275885690955,3.144275885690955,7.51955281898958
16,64,10,0,100,9,3,0.9996544294756916,3.191616512380914,3.191616512380914,7.784196093554426
17,64,10,0,100,9,3,0.9994498066807082,3.2458224324975293,3.2458224324975293,8.010456754585704
18,64,10,0,100,9,3,0.9991665693153475,3.3064456663590485,3.3064456663590485,8.205041386066352
19,64,10,0,100,9,3,0.9987896855862449,3.3729609607809854,3.3729609607809854,8.37334773185962
20,64,10,0,100,9,3,0.9983045253762736,3.4448043678259412,3.4448043678259412,8.519730927255317
2,128,10,0,100,9,3,5.000000000000054e-11,5.000001087903023e-9,5.000001087903023e-9,1.1102230246251563e-15
3,128,10,0,100,9,3,5.000113382744637e-11,2.839504343078113e-6,2.839504343078113e-6,2.8345043434629953e-6
4,128,10,0,100,9,3,5.0783910110161406e-11,0.0025841886779372223,0.0025841886779372223,0.002584183678402407
5,128,10,0,100,9,3,6.740376560378147e-11,0.05379202199437905,0.05379202199437905,0.05379201700673741
6,128,10,0,100,9,3,0.005555122761998374,0.2668011162398436,0.2668011162398436,0.27163740856498525
7,128,10,0,100,9,3,0.08499265105567835,0.46421861920828295,0.46421861920828295,0.7141347071538061
