S,D,bespoke_zilch,bespoke_full,comp_zilch,comp_partial,comp_full,asymptotic_compositionality,asymptotic_cost,comp_cost,bespoke_cost
8,4,10,0,100,9,5,4.727585038812419e-10,9.38949644993269,9.38949644993269,9.38949644565582
9,4,10,0,100,9,5,2.61500304580847e-10,9.515242756558909,9.515242756558909,9.515242752171524
10,4,10,0,100,9,5,1.9042340865469107e-10,9.60596010442362,9.60596010442362,9.605960099999995
11,4,10,0,100,9,5,1.5486818495584573e-10,9.673497040470448,9.673497040470448,9.673497036029028
12,4,10,0,100,9,5,1.335723107608543e-10,9.725102372530449,9.725102372530449,9.725102368078474
13,4,10,0,100,9,5,1.1940987809244767e-10,9.76540610591681,9.76540610591681,9.765406101457831
14,4,10,0,100,9,5,1.0932053300264113e-10,9.797474915404102,9.797474915404102,9.797474910940116
15,4,10,0,100,9,5,1.017732953746681e-10,9.823403904117207,9.823403904117207,9.823403899649438
16,4,10,0,100,9,5,9.591790185182296e-11,9.844663149956999,9.844663149956999,9.844663145486262
17,4,10,0,100,9,5,9.124461715624826e-11,9.862308426443965,9.862308426443965,9.862308421970825
18,4,10,0,100,9,5,8.742942929909711e-11,9.877113598424883,9.877113598424883,9.877113593949753
19,4,10,0,100,9,5,8.425661109742787e-11,9.889656232355739,9.889656232355739,9.889656227878923
20,4,10,0,100,9,5,8.157702170958154e-11,9.900374379868884,9.900374379868884,9.900374375390623
2,8,10,0,100,9,5,2.5113427305486226e-10,1.0011291555417023,1.0011291555417023,1.0011291503906248
3,8,10,0,100,9,5,0.9852705087003382,5.254396315251598,5.254396315251598,3.8974434312894557
4,8,10,0,100,9,5,0.9775332956632637,5.747849379654282,5.747849379654282,5.967194738332181
5,8,10,0,100,9,5,0.9496668112120609,6.271166253412163,6.271166253412163,7.2138957898383325
6,8,10,0,100,9,5,0.9071354378730385,6.784293039886542,6.784293039886542,7.982232045172884
7,8,10,0,100,9,5,0.8506730991671444,7.263417451586235,7.263417451586235,8.47932455732095
8,8,10,0,100,9,5,0.7811857590145724,7.7007089744052,7.7007089744052,8.816264350298331
9,8,10,0,100,9,5,0.6996000328289681,8.094777111762603,8.094777111762603,9.053984463275278
10,8,10,0,100,9,5,0.6067820709662719,8.44675171836072,8.44675171836072,9.227446944279198
11,8,10,0,100,9,5,0.5035131709077793,8.758681310241206,8.758681310241206,9.357654490606247
12,8,10,0,100,9,5,0.39048871538536206,9.032865464928712,9.032865464928712,9.457761606960561
13,8,10,0,100,9,5,0.2683253934088103,9.27157663803678,9.27157663803678,9.53631563263899
14,8,10,0,100,9,5,0.13757061940749335,9.476949935626948,9.476949935626948,9.599051463050108
15,8,10,0,100,9,5,9.201761499920394e-8,9.649926349142449,9.649926349142449,9.649926417564785
16,8,10,0,100,9,5,8.706122181059842e-10,9.691739248663183,9.691739248663183,9.69173924480955
17,8,10,0,100,9,5,4.612418518688454e-10,9.726512745184879,9.726512745184879,9.726512741007674
18,8,10,0,100,9,5,3.240411064528095e-10,9.755737299063854,9.755737299063854,9.755737294778706
19,8,10,0,100,9,5,2.553325089853217e-10,9.780530034901378,9.780530034901378,9.780530030562442
20,8,10,0,100,9,5,2.1408870622400818e-10,9.801741281660204,9.801741281660204,9.801741277289134
2,16,10,0,100,9,5,5.954943932473837e-11,0.10022596258072357,0.10022596258072357,0.10022595757618545
3,16,10,0,100,9,5,0.1912824662970459,1.5720489898929788,1.5720489898929788,1.5190065300101339
4,16,10,0,100,9,5,0.9840295950801601,5.005845095123211,5.005845095123211,3.5607413045179275
5,16,10,0,100,9,5,0.9977621549074096,5.217221888581294,5.217221888581294,5.204029246664723
6,16,10,0,100,9,5,0.9945524178953197,5.417852408211663,5.417852408211663,6.371602842298491
7,16,10,0,100,9,5,0.9886426772921176,5.65548143233929,5.65548143233929,7.189894494838615
8,16,10,0,100,9,5,0.9796204559029561,5.912475407806023,5.912475407806023,7.772651709434126
9,16,10,0,100,9,5,0.9672658313284697,6.176789776036548,6.176789776036548,8.197463466123013
10,16,10,0,100,9,5,0.9515093999642986,6.44077581759182,6.44077581759182,8.514577710948753
11,16,10,0,100,9,5,0.9323754482421835,6.6997304400220274,6.6997304400220274,8.756569756556328
12,16,10,0,100,9,5,0.9099418743446775,6.950831179018735,6.950831179018735,8.944925461409722
13,16,10,0,100,9,5,0.8843149287011475,7.192439522271425,7.192439522271425,9.094131584531478
14,16,10,0,100,9,5,0.8556139610540011,7.4236611253092715,7.4236611253092715,9.214178899028443
15,16,10,0,100,9,5,0.8239624299293611,7.6440702406475936,7.6440702406475936,9.312107986441475
16,16,10,0,100,9,5,0.7894827256994319,7.853536362758676,7.853536362758676,9.392980958938162
17,16,10,0,100,9,5,0.7522932924714811,8.052114270249655,8.052114270249655,9.460505010098464
18,16,10,0,100,9,5,0.7125071291679118,8.239973633607056,8.239973633607056,9.517441016473617
19,16,10,0,100,9,5,0.6702311137367365,8.417353571631887,8.417353571631887,9.565876767873378
20,16,10,0,100,9,5,0.6255658136820086,8.584533124907928,8.584533124907928,9.607413206691362
2,32,10,0,100,9,5,5.016124219050837e-11,0.0010045292573175508,0.0010045292573175508,0.0010045242572065403
3,32,10,0,100,9,5,9.284640153013165e-11,0.2307380888183748,0.2307380888183748,0.2307380838213424
4,32,10,0,100,9,5,0.16658084427875872,1.2038003482362862,1.2038003482362862,1.2678878637700028
5,32,10,0,100,9,5,0.5850934206538551,3.0072434600151334,3.0072434600151334,2.708192040014181
6,32,10,0,100,9,5,0.9999229170190906,5.023045344405672,5.023045344405672,4.05973227799862
7,32,10,0,100,9,5,0.9998500975674899,5.0570431545318915,5.0570431545318915,5.169458284691063
8,32,10,0,100,9,5,0.9996100104881237,5.110132871481885,5.110132871481885,6.041411459616927
9,32,10,0,100,9,5,0.9991137458701902,5.181814130099796,5.181814130099796,6.719840727842154
10,32,10,0,100,9,5,0.9982445992031309,5.269852596301267,5.269852596301267,7.249803359578532
11,32,10,0,100,9,5,0.9968893975751301,5.371366839416814,5.371366839416814,7.667751390143696
12,32,10,0,100,9,5,0.9949491340906703,5.483449908763821,5.483449908763821,8.001169151017596
13,32,10,0,100,9,5,0.9923432643753403,5.6034724411460015,5.6034724411460015,8.270322927677304
14,32,10,0,100,9,5,0.9890100350245445,5.729191623766866,5.729191623766866,8.490109278330104
15,32,10,0,100,9,5,0.9849047197348941,5.858758718859845,5.858758718859845,8.671535515114712
16,32,10,0,100,9,5,0.9799970280757057,5.990681369344431,5.990681369344431,8.82280912949749
17,32,10,0,100,9,5,0.974268404729354,6.1237708102112105,6.1237708102112105,8.950115504609816
18,32,10,0,100,9,5,0.9677095643816898,6.257088508424406,6.257088508424406,9.058168350205438
19,32,10,0,100,9,5,0.9603183904237809,6.389898319381675,6.389898319381675,9.150599833813967
20,32,10,0,100,9,5,0.9520982135709241,6.521626029046982,6.521626029046982,9.230238852410762
2,64,10,0,100,9,5,5.00000322902284e-11,1.0590689840875915e-7,1.0590689840875915e-7,1.0090689839259424e-7
3,64,10,0,100,9,5,5.108797071770832e-11,0.005324011332505752,0.005324011332505752,0.005324006332554364
4,64,10,0,100,9,5,9.61757638365049e-11,0.16075396849489249,0.16075396849489249,0.16075396350952673
5,64,10,0,100,9,5,0.07509870049436672,0.6664857817698722,0.6664857817698722,0.7334304125596168
6,64,10,0,100,9,5,0.26705903876655035,1.4467209514882073,1.4467209514882073,1.648142616902387
7,64,10,0,100,9,5,0.5654472123858981,2.8468795146630885,2.8468795146630885,2.6723298957161075
8,64,10,0,100,9,5,0.9997221191241368,5.0001686841051765,5.0001686841051765,3.649865242439074
9,64,10,0,100,9,5,0.9999986491772915,5.0042530592788905,5.0042530592788905,4.5156259407566175
10,64,10,0,100,9,5,0.9999961383114846,5.0094158531574315,5.0094158531574315,5.255964875255619
11,64,10,0,100,9,5,0.9999893166080634,5.017903370657384,5.017903370657384,5.879441138105061
12,64,10,0,100,9,5,0.9999737899007359,5.030424979030715,5.030424979030715,6.401870778319566
13,64,10,0,100,9,5,0.9999427980837043,5.047476186830542,5.047476186830542,6.839824132806492
14,64,10,0,100,9,5,0.9998871447636415,5.069329720112349,5.069329720112349,7.208195555798694
15,64,10,0,100,9,5,0.9997954160395877,5.096058148100172,5.096058148100172,7.51955281898958
16,64,10,0,100,9,5,0.9996544294756916,5.127571568570299,5.127571568570299,7.784196093554426
17,64,10,0,100,9,5,0.9994498066807082,5.163658903396559,5.163658903396559,8.010456754585704
18,64,10,0,100,9,5,0.9991665693153475,5.204026204653292,5.204026204653292,8.205041386066352
19,64,10,0,100,9,5,0.9987896855862449,5.248328917602418,5.248328917602418,8.37334773185962
20,64,10,0,100,9,5,0.9983045253762736,5.296197271018816,5.296197271018816,8.519730927255317
2,128,10,0,100,9,5,5.000000000000054e-11,5.000001088063023e-9,5.000001088063023e-9,1.1102230246251563e-15
3,128,10,0,100,9,5,5.000113382744637e-11,2.839504343531715e-6,2.839504343531715e-6,2.8345043434629953e-6
4,128,10,0,100,9,5,5.0783910110161406e-11,0.0025841886781611963,0.0025841886781611963,0.002584183678402407
5,128,10,0,100,9,5,6.740376560378147e-11,0.05379202199824655,0.05379202199824655,0.05379201700673741
6,128,10,0,100,9,5,0.005555122761998374,0.2684196888455445,0.2684196888455445,0.27163740856498525
7,128,10,0,100,9,5,0.08499265105567835,0.5796888051763445,0.5796888051763445,0.7141347071538061
8,128,10,0,100,9,5,0.19910070713902916,1.0571389144753438,1.0571389144753438,1.3321516287964839
9,128,10,0,100,9,5,0.36536082779331197,1.8407432061646294,1.8407432061646294,2.0390877636834097
10,128,10,0,100,9,5,0.5943467639949473,2.9735396061875936,2.9735396061875936,2.762516676992082
11,128,10,0,100,9,5,0.8918428132038582,4.459354912016078,4.459354912016078,3.456782809644214
12,128,10,0,100,9,5,0.9999999976429121,5.000116443083022,5.000116443083022,4.098394946230196
13,128,10,0,100,9,5,0.999999994593897,5.0002841212481135,5.0002841212481135,4.678319416772209
14,128,10,0,100,9,5,0.9999999832421059,5.000607294385671,5.000607294385671,5.195808317063606
15,128,10,0,100,9,5,0.9999999503588481,5.001168749419155,5.001168749419155,5.654367459757416
16,128,10,0,100,9,5,0.9999998663395944,5.002066814911582,5.002066814911582,6.059370882290802
17,128,10,0,100,9,5,0.9999996734232443,5.003410557572079,5.003410557572079,6.4167417417087735
18,128,10,0,100,9,5,0.9999992696931141,5.005314316497931,5.005314316497931,6.732270414706168
19,128,10,0,100,9,5,0.9999984898423511,5.007892344586071,5.007892344586071,7.011295223863869
20,128,10,0,100,9,5,0.9999970841716065,5.011254085185196,5.011254085185196,7.258581507283076
2,256,10,0,100,9,5,4.999999999999998e-11,4.999999955679999e-9,4.999999955679999e-9,0.0
3,256,10,0,100,9,5,5.000000000064264e-11,5.000803768829909e-9,5.000803768829909e-9,8.038014698286132e-13
4,256,10,0,100,9,5,5.000039890269718e-11,6.728005280930116e-7,6.728005280930116e-7,6.678005282090281e-7
5,256,10,0,100,9,5,5.0139278786105555e-11,0.0002893631093045631,0.0002893631093045631,0.0002893581093654784
6,256,10,0,100,9,5,5.31556837347283e-11,0.007378693171386292,0.007378693171386292,0.00737868817318965
7,256,10,0,100,9,5,7.735052097206601e-11,0.050998842978888494,0.050998842978888494,0.05099883799616566
8,256,10,0,100,9,5,0.003037416352302061,0.17526296716270956,0.17526296716270956,0.1774627962105124
9,256,10,0,100,9,5,0.043251762346477075,0.33491336568215146,0.33491336568215146,0.4157878908003409
10,256,10,0,100,9,5,0.09736293896124018,0.5510893895368444,0.5510893895368444,0.7631498390659374
11,256,10,0,100,9,5,0.17255614384742857,0.8863647999474709,0.8863647999474709,1.1949347393051744
12,256,10,0,100,9,5,0.2743688220570938,1.3775607118178097,1.3775607118178097,1.679684113528522
13,256,10,0,100,9,5,0.40603183757682554,2.0310949780126806,2.0310949780126806,2.188667256534786
14,256,10,0,100,9,5,0.5697068135075138,2.848641090837444,2.848641090837444,2.6996424067667353
15,256,10,0,100,9,5,0.7671754757462264,3.835886188287343,3.835886188287343,3.197187136996354
16,256,10,0,100,9,5,0.9999899800243066,4.999950434947615,4.999950434947615,3.6715975489153614
17,256,10,0,100,9,5,0.9999999995618309,5.000001453371818,5.000001453371818,4.117457457978776
18,256,10,0,100,9,5,0.9999999997608334,5.000003533190716,5.000003533190716,4.5323464936727955
19,256,10,0,100,9,5,0.9999999998248288,5.000007796660448,5.000007796660448,4.915826071617632
20,256,10,0,100,9,5,0.9999999998501918,5.000015860845619,5.000015860845619,5.2687005497871855
2,512,10,0,100,9,5,4.9999999999999976e-11,4.999999911359998e-9,4.999999911359998e-9,0.0
3,512,10,0,100,9,5,4.9999999999999976e-11,4.999999934719998e-9,4.999999934719998e-9,0.0
4,512,10,0,100,9,5,5.0000000000053445e-11,5.000044357640982e-9,5.000044357640982e-9,4.4408920985006255e-14
5,512,10,0,100,9,5,5.000000803790057e-11,1.3372811287910508e-8,1.3372811287910508e-8,8.372811333146045e-9
6,512,10,0,100,9,5,5.0004380876086293e-11,5.449503913186741e-6,5.449503913186741e-6,5.444503915486009e-6
7,512,10,0,100,9,5,5.0180980498090165e-11,0.0002600931475850275,0.0002600931475850275,0.0002600881476955141
8,512,10,0,100,9,5,5.1996213690458546e-11,0.0031493094025302785,0.0031493094025302785,0.0031493044038854996
9,512,10,0,100,9,5,6.158340580794511e-11,0.017287962005260168,0.017287962005260168,0.017287957013619733
10,512,10,0,100,9,5,1.1689870073398487e-10,0.05823977263795156,0.05823977263795156,0.058239767686636405
11,512,10,0,100,9,5,0.006427428228978156,0.1354590471939659,0.1354590471939659,0.14278690311983253
12,512,10,0,100,9,5,0.02814585328420835,0.22125142926131391,0.22125142926131391,0.2821338721240096
13,512,10,0,100,9,5,0.05604088843680856,0.33092403879509835,0.33092403879509835,0.4790264359827511
14,512,10,0,100,9,5,0.09287973886792665,0.4888884032857317,0.4888884032857317,0.7288069124413287
15,512,10,0,100,9,5,0.14109828708456476,0.7142845516484564,0.7142845516484564,1.0222005588974945
16,512,10,0,100,9,5,0.20233738742486118,1.014034325283932,1.014034325283932,1.34806285612013
17,512,10,0,100,9,5,0.27768156809038724,1.3888813987071318,1.3888813987071318,1.6953455918265046
18,512,10,0,100,9,5,0.3679832165809552,1.8399896950275896,1.8399896950275896,2.0542164738708086
19,512,10,0,100,9,5,0.4739815945391307,2.369916950054117,2.369916950054117,2.416534596639564
20,512,10,0,100,9,5,0.596336519272415,2.98168346921354,2.98168346921354,2.7759205483327793
2,2,10,0,100,10,5,1.9999999993999857e-10,5.6250000050937485,5.6250000050937485,5.624999999999998
3,2,10,0,100,10,5,1.2272727270805146e-10,7.901234572627382,7.901234572627382,7.90123456790123
4,2,10,0,100,10,5,9.411764704999776e-11,8.789062504615691,8.789062504615691,8.789062499999996
5,2,10,0,100,10,5,8.116883116351443e-11,9.216000004570363,9.216000004570363,9.215999999999996
6,2,10,0,100,10,5,7.397260273602944e-11,9.452160498374525,9.452160498374525,9.452160493827154
7,2,10,0,100,10,5,6.943319837777045e-11,9.596001670506588,9.596001670506588,9.596001665972507
8,2,10,0,100,10,5,6.63212435210827e-11,9.689941410775699,9.689941410775699,9.689941406249996
9,2,10,0,100,10,5,6.405975395245393e-11,9.75461058217592,9.75461058217592,9.75461057765584
10,2,10,0,100,10,5,6.234413964929485e-11,9.80100000451612,9.80100000451612,9.800999999999995
11,2,10,0,100,10,5,6.099908340834324e-11,9.835393761770243,9.835393761770243,9.835393757257014
12,2,10,0,100,10,5,5.991678224566605e-11,9.86159336870858,9.86159336870858,9.861593364197528
13,2,10,0,100,10,5,5.902740462008503e-11,9.882006937039742,9.882006937039742,9.882006932530368
14,2,10,0,100,10,5,5.828377230148094e-11,9.898219496386428,9.898219496386428,9.89821949187838
15,2,10,0,100,10,5,5.765288691403271e-11,9.91130864648229,9.91130864648229,9.911308641975303
16,2,10,0,100,10,5,5.711098717151188e-11,9.922027592396741,9.922027592396741,9.922027587890621
17,2,10,0,100,10,5,5.664053493121724e-11,9.930915582623479,9.930915582623479,9.930915578118073
18,2,10,0,100,10,5,5.6228306979621457e-11,9.938366869311999,9.938366869311999,9.93836686480719
19,2,10,0,100,10,5,5.586414725458943e-11,9.944675076058394,9.944675076058394,9.944675071554082
20,2,10,0,100,10,5,5.554012774167068e-11,9.95006250450388,9.95006250450388,9.950062499999996
2,4,10,0,100,10,5,3.199999998272006e-10,3.164062505516796,3.164062505516796,3.164062499999999
3,4,10,0,100,10,5,7.866906446132066e-10,6.242950775615408,6.242950775615408,6.242950769699737
4,4,10,0,100,10,5,2.8404993044336965e-10,7.724761967796946,7.724761967796946,7.724761962890621
5,4,10,0,100,10,5,1.7110911554383773e-10,8.49346560469643,8.49346560469643,8.493465599999993
6,4,10,0,100,10,5,1.2907890366019112e-10,8.934333804725869,8.934333804725869,8.934333800106685
7,4,10,0,100,10,5,1.080268905211899e-10,9.208324801915749,9.208324801915749,9.208324797334717
8,4,10,0,100,10,5,9.558891630822302e-11,9.389496450214835,9.389496450214835,9.38949644565582
9,4,10,0,100,10,5,8.744100937891325e-11,9.515242756716564,9.515242756716564,9.515242752171524
10,4,10,0,100,10,5,8.171531560173258e-11,9.605960104535557,9.605960104535557,9.605960099999995
11,4,10,0,100,10,5,7.748272766563382e-11,9.673497040557844,9.673497040557844,9.673497036029028
12,4,10,0,100,10,5,7.423210625848511e-11,9.725102372602317,9.725102372602317,9.725102368078474
13,4,10,0,100,10,5,7.166019455750436e-11,9.765406105977892,9.765406105977892,9.765406101457831
14,4,10,0,100,10,5,6.957619295978584e-11,9.797474915457233,9.797474915457233,9.797474910940116
15,4,10,0,100,10,5,6.785428770713149e-11,9.82340390416422,9.82340390416422,9.823403899649438
16,4,10,0,100,10,5,6.640827134480923e-11,9.844663149999157,9.844663149999157,9.844663145486262
17,4,10,0,100,10,5,6.517715659023894e-11,9.862308426482175,9.862308426482175,9.862308421970825
18,4,10,0,100,10,5,6.411661658702325e-11,9.877113598459818,9.877113598459818,9.877113593949753
19,4,10,0,100,10,5,6.31936795046691e-11,9.889656232387912,9.889656232387912,9.889656227878923
20,4,10,0,100,10,5,6.2383323445071e-11,9.9003743798987,9.9003743798987,9.900374375390623
2,8,10,0,100,10,5,1.072812990971916e-10,1.0011291554837713,1.0011291554837713,1.0011291503906248
3,8,10,0,100,10,5,0.49068528081461305,4.300392810135067,4.300392810135067,3.8974434312894557
4,8,10,0,100,10,5,0.6106098462622905,5.892951587346634,5.892951587346634,5.967194738332181
5,8,10,0,100,10,5,0.451974355506927,7.066158724031711,7.066158724031711,7.2138957898383325
6,8,10,0,100,10,5,0.2317514437956609,7.997855702817191,7.997855702817191,7.982232045172884
7,8,10,0,100,10,5,4.653123556494834e-9,8.47932456518493,8.47932456518493,8.47932455732095
8,8,10,0,100,10,5,4.790212875929378e-10,8.816264355125657,8.816264355125657,8.816264350298331
9,8,10,0,100,10,5,2.700638561525961e-10,9.053984467944836,9.053984467944836,9.053984463275278
10,8,10,0,100,10,5,1.9658127719027738e-10,9.227446948891119,9.227446948891119,9.227446944279198
11,8,10,0,100,10,5,1.5935137406635023e-10,9.35765449518807,9.35765449518807,9.357654490606247
12,8,10,0,100,10,5,1.3695877950298763e-10,9.457761611523907,9.457761611523907,9.457761606960561
13,8,10,0,100,10,5,1.2205343140540934e-10,9.53631563718989,9.53631563718989,9.53631563263899
14,8,10,0,100,10,5,1.1144051323200504e-10,9.599051467592098,9.599051467592098,9.599051463050108
15,8,10,0,100,10,5,1.0351117004899974e-10,9.649926422100126,9.649926422100126,9.649926417564785
16,8,10,0,100,10,5,9.736857591382347e-11,9.691739249339768,9.691739249339768,9.69173924480955
17,8,10,0,100,10,5,9.247401112162475e-11,9.72651274553384,9.72651274553384,9.726512741007674
18,8,10,0,100,10,5,8.848472258958256e-11,9.755737299301611,9.755737299301611,9.755737294778706
19,8,10,0,100,10,5,8.517244959580727e-11,9.780530035082673,9.780530035082673,9.780530030562442
20,8,10,0,100,10,5,8.237941835303226e-11,9.801741281807141,9.801741281807141,9.801741277289134
2,16,10,0,100,10,5,5.5985254079704893e-11,0.1002259625861373,0.1002259625861373,0.10022595757618545
3,16,10,0,100,10,5,5.643590388100445e-10,1.5190065357914486,1.5190065357914486,1.5190065300101339
4,16,10,0,100,10,5,0.7575575905647199,4.1677160925359535,4.1677160925359535,3.5607413045179275
5,16,10,0,100,10,5,0.8972626188283745,5.062088625932343,5.062088625932343,5.204029246664723
6,16,10,0,100,10,5,0.8635230790482648,5.446101956706395,5.446101956706395,6.371602842298491
7,16,10,0,100,10,5,0.8085833481400784,5.9066575582216405,5.9066575582216405,7.189894494838615
8,16,10,0,100,10,5,0.739966453241098,6.434983533100095,6.434983533100095,7.772651709434126
9,16,10,0,100,10,5,0.6599368084184941,6.998487187346937,6.998487187346937,8.197463466123013
10,16,10,0,100,10,5,0.5697877489432542,7.562356586005595,7.562356586005595,8.514577710948753
11,16,10,0,100,10,5,0.4704606876558453,8.0933321399673,8.0933321399673,8.756569756556328
12,16,10,0,100,10,5,0.36270925111515084,8.560614317695844,8.560614317695844,8.944925461409722
13,16,10,0,100,10,5,0.2471632343696174,8.935989671048818,8.935989671048818,9.094131584531478
14,16,10,0,100,10,5,0.12436136467710937,9.193702905801652,9.193702905801652,9.214178899028443
15,16,10,0,100,10,5,2.1986198352980774e-8,9.312107998287937,9.312107998287937,9.312107986441475
16,16,10,0,100,10,5,8.769101774425258e-10,9.392980963726922,9.392980963726922,9.392980958938162
17,16,10,0,100,10,5,4.694489196127095e-10,9.460505014748804,9.460505014748804,9.460505010098464
18,16,10,0,100,10,5,3.3028139157388194e-10,9.517441021075602,9.517441021075602,9.517441016473617
19,16,10,0,100,10,5,2.6012558225434434e-10,9.56587677245038,9.56587677245038,9.565876767873378
20,16,10,0,100,10,5,2.178832988462933e-10,9.607413211252963,9.607413211252963,9.607413206691362
2,32,10,0,100,10,5,5.010737936647173e-11,0.0010045292574247567,0.0010045292574247567,0.0010045242572065403
3,32,10,0,100,10,5,6.914536199327397e-11,0.23073808884171448,0.23073808884171448,0.2307380838213424
4,32,10,0,100,10,5,0.040215222414318595,1.2925157342325757,1.2925157342325757,1.2678878637700028
5,32,10,0,100,10,5,0.5336982541009655,2.872048083878555,2.872048083878555,2.708192040014181
6,32,10,0,100,10,5,0.9721167668115296,4.911423767526116,4.911423767526116,4.05973227799862
7,32,10,0,100,10,5,0.9772646700341234,5.0059035668466105,5.0059035668466105,5.169458284691063
8,32,10,0,100,10,5,0.9686389345426849,5.07888783021673,5.07888783021673,6.041411459616927
9,32,10,0,100,10,5,0.9555967064915242,5.179335968440468,5.179335968440468,6.719840727842154
10,32,10,0,100,10,5,0.9389094510450501,5.311354743204942,5.311354743204942,7.249803359578532
11,32,10,0,100,10,5,0.9188305028633214,5.474248523380966,5.474248523380966,7.667751390143696
12,32,10,0,100,10,5,0.8955297002500925,5.6655224027093425,5.6655224027093425,8.001169151017596
13,32,10,0,100,10,5,0.8691578084843289,5.881795221020275,5.881795221020275,8.270322927677304
14,32,10,0,100,10,5,0.8398578380211978,6.119235029785806,6.119235029785806,8.490109278330104
15,32,10,0,100,10,5,0.8077662754834324,6.373800547910112,6.373800547910112,8.671535515114712
16,32,10,0,100,10,5,0.7730125733498745,6.641382336022198,6.641382336022198,8.82280912949749
17,32,10,0,100,10,5,0.7357186702924242,6.917886803101894,6.917886803101894,8.950115504609816
18,32,10,0,100,10,5,0.6959988337352421,7.199286114738957,7.199286114738957,9.058168350205438
19,32,10,0,100,10,5,0.653959782277419,7.481647250033403,7.481647250033403,9.150599833813967
20,32,10,0,100,10,5,0.6097009936614014,7.76114811101169,7.76114811101169,9.230238852410762
2,64,10,0,100,10,5,5.0000021526814324e-11,1.0590689843036595e-7,1.0590689843036595e-7,1.0090689839259424e-7
3,64,10,0,100,10,5,5.0647149790713996e-11,0.00532401133336674,0.00532401133336674,0.005324006332554364
4,64,10,0,100,10,5,6.890406725883005e-11,0.16075396852511914,0.16075396852511914,0.16075396350952673
5,64,10,0,100,10,5,2.263181577527452e-9,0.7334304197361262,0.7334304197361262,0.7334304125596168
6,64,10,0,100,10,5,0.2333455363464651,1.4390925035362447,1.4390925035362447,1.648142616902387
7,64,10,0,100,10,5,0.5551993731059714,2.8160653132514923,2.8160653132514923,2.6723298957161075
8,64,10,0,100,10,5,0.9782506542774041,4.8947209113443595,4.8947209113443595,3.649865242439074
9,64,10,0,100,10,5,0.9974261090490077,4.995262572754702,4.995262572754702,4.5156259407566175
10,64,10,0,100,10,5,0.9966604502164451,5.0013622334666845,5.0013622334666845,5.255964875255619
11,64,10,0,100,10,5,0.9951076462837705,5.010130778829908,5.010130778829908,5.879441138105061
12,64,10,0,100,10,5,0.9928753846168559,5.023743596512193,5.023743596512193,6.401870778319566
13,64,10,0,100,10,5,0.9899319695595493,5.043398610831702,5.043398610831702,6.839824132806492
14,64,10,0,100,10,5,0.9862371566229557,5.069932844808377,5.069932844808377,7.208195555798694
15,64,10,0,100,10,5,0.9817589253096036,5.103917579324471,5.103917579324471,7.51955281898958
16,64,10,0,100,10,5,0.9764756067617957,5.1457034858546535,5.1457034858546535,7.784196093554426
17,64,10,0,100,10,5,0.970374886686839,5.195458051435838,5.195458051435838,8.010456754585704
18,64,10,0,100,10,5,0.9634521395448838,5.253199268369698,5.253199268369698,8.205041386066352
19,64,10,0,100,10,5,0.9557087812093849,5.318825161094588,5.318825161094588,8.37334773185962
20,64,10,0,100,10,5,0.9471508396495482,5.392138816540687,5.392138816540687,8.519730927255317
2,128,10,0,100,10,5,5.000000000000036e-11,5.000001088223024e-9,5.000001088223024e-9,1.1102230246251563e-15
3,128,10,0,100,10,5,5.000068029029772e-11,2.8395043444389098e-6,2.8395043444389098e-6,2.8345043434629953e-6
4,128,10,0,100,10,5,5.0444958854005603e-11,0.0025841886788293827,0.0025841886788293827,0.002584183678402407
5,128,10,0,100,10,5,5.837339353618853e-11,0.05379202201242115,0.05379202201242115,0.05379201700673741
6,128,10,0,100,10,5,1.2377772114698796e-10,0.2716374136128846,0.2716374136128846,0.27163740856498525
7,128,10,0,100,10,5,0.04841439767615457,0.659471403906001,0.659471403906001,0.7141347071538061
8,128,10,0,100,10,5,0.18406084904394546,1.0590276692485896,1.0590276692485896,1.3321516287964839
9,128,10,0,100,10,5,0.3610028612564119,1.8325889269697404,1.8325889269697404,2.0390877636834097
10,128,10,0,100,10,5,0.5933820177057681,2.9703352731456714,2.9703352731456714,2.762516676992082
11,128,10,0,100,10,5,0.8915265852536227,4.45789797271836,4.45789797271836,3.456782809644214
12,128,10,0,100,10,5,0.9998688661474464,4.999562986948305,4.999562986948305,4.098394946230196
13,128,10,0,100,10,5,0.9998534094335121,4.999800583195397,4.999800583195397,4.678319416772209
14,128,10,0,100,10,5,0.999780759672614,5.000044866269475,5.000044866269475,5.195808317063606
15,128,10,0,100,10,5,0.999660122088023,5.000498658116312,5.000498658116312,5.654367459757416
16,128,10,0,100,10,5,0.9994810799519975,5.001297463909134,5.001297463909134,6.059370882290802
17,128,10,0,100,10,5,0.9992301131129314,5.002583993614979,5.002583993614979,6.4167417417087735
18,128,10,0,100,10,5,0.9988927950564227,5.004510012464583,5.004510012464583,6.732270414706168
19,128,10,0,100,10,5,0.9984546482002554,5.007231724502497,5.007231724502497,7.011295223863869
20,128,10,0,100,10,5,0.9979016567736525,5.010904541492594,5.010904541492594,7.258581507283076
2,256,10,0,100,10,5,4.999999999999998e-11,4.999999955999999e-9,4.999999955999999e-9,0.0
3,256,10,0,100,10,5,5.000000000038558e-11,5.0008037691148675e-9,5.0008037691148675e-9,8.038014698286132e-13
4,256,10,0,100,10,5,5.000022794361929e-11,6.728005284351674e-7,6.728005284351674e-7,6.678005282090281e-7
