S,D,bespoke_zilch,bespoke_full,comp_zilch,comp_partial,comp_full,gen,cost,compositionality
5,81,10,0,10.001,6,2,38,0.36623804169879676,5.222432984687947e-5
5,81,10,0,10.001,6,2,39,0.3662184837601558,5.808912658375483e-5
5,81,10,0,10.001,6,2,40,0.3661967431437608,6.460811559151726e-5
5,81,10,0,10.001,6,2,41,0.3661725796187019,7.185322252230431e-5
5,81,10,0,10.001,6,2,42,0.36614572730788475,7.990403343902413e-5
5,81,10,0,10.001,6,2,43,0.36611589213830115,8.884855206284487e-5
5,81,10,0,10.001,6,2,44,0.3660827490828817,9.878401782841918e-5
5,81,10,0,10.001,6,2,45,0.36604593918817474,0.00010981778610932019
5,81,10,0,10.001,6,2,46,0.3660050663852108,0.00012206827096040897
5,81,10,0,10.001,6,2,47,0.3659596940851893,0.00013566594936587027
5,81,10,0,10.001,6,2,48,0.3659093415671801,0.0001507544242063694
5,81,10,0,10.001,6,2,49,0.36585348017228364,0.00016749154088004114
5,81,10,0,10.001,6,2,50,0.365791529327851,0.00018605054963235127
5,81,10,0,10.001,6,2,51,0.36572285243686153,0.00020662130206136782
5,81,10,0,10.001,6,2,52,0.36564675268176916,0.00022941146585112463
5,81,10,0,10.001,6,2,53,0.365562468809439,0.0002546477364250615
5,81,10,0,10.001,6,2,54,0.36546917098469983,0.00028257701778340263
5,81,10,0,10.001,6,2,55,0.36536595682485046,0.00031346753718203957
5,81,10,0,10.001,6,2,56,0.3652518477565871,0.00034760984943810766
5,81,10,0,10.001,6,2,57,0.3651257858704592,0.0003853176764617046
5,81,10,0,10.001,6,2,58,0.36498663148614885,0.0004269285161314676
5,81,10,0,10.001,6,2,59,0.3648331616843426,0.00047280394196668943
5,81,10,0,10.001,6,2,60,0.3646640701070891,0.0005233295014468412
5,81,10,0,10.001,6,2,61,0.3644779683770326,0.0005789141067168271
5,81,10,0,10.001,6,2,62,0.3642733895348741,0.0006399887974509634
5,81,10,0,10.001,6,2,63,0.36404879394090245,0.0007070047427762135
5,81,10,0,10.001,6,2,64,0.3638025781264699,0.0007804303386631026
5,81,10,0,10.001,6,2,65,0.3635330871095891,0.0008607472507547881
5,81,10,0,10.001,6,2,66,0.3632386306986343,0.0009484452523026665
5,81,10,0,10.001,6,2,67,0.3629175042914257,0.0010440157151835074
5,81,10,0,10.001,6,2,68,0.36256801462438787,0.0011479436316751104
5,81,10,0,10.001,6,2,69,0.36218851082794523,0.001260698078705039
5,81,10,0,10.001,6,2,70,0.3617774209897365,0.0013827210874858232
5,81,10,0,10.001,6,2,71,0.36133329420775384,0.001514414952128296
5,81,10,0,10.001,6,2,72,0.3608548478250598,0.0016561281022689654
5,81,10,0,10.001,6,2,73,0.3603410191752764,0.0018081397765768576
5,81,10,0,10.001,6,2,74,0.35979102073972513,0.0019706438634748374
5,81,10,0,10.001,6,2,75,0.35920439713887303,0.0021437324167499854
5,81,10,0,10.001,6,2,76,0.35858108188014626,0.002327379497659111
5,81,10,0,10.001,6,2,77,0.3579214513014238,0.002521426128751306
5,81,10,0,10.001,6,2,78,0.3572263727367056,0.0027255672518291976
5,81,10,0,10.001,6,2,79,0.35649724364856267,0.002939341645126504
5,81,10,0,10.001,6,2,80,0.35573601838497904,0.0031621257547121764
5,81,10,0,10.001,6,2,81,0.3549452193846361,0.003393132316819506
5,81,10,0,10.001,6,2,82,0.35412793011699406,0.0036314144815414646
5,81,10,0,10.001,6,2,83,0.3532877678169946,0.003875875893353251
5,81,10,0,10.001,6,2,84,0.35242883513747275,0.004125286850730915
5,81,10,0,10.001,6,2,85,0.3515556511322506,0.004378306278428112
5,81,10,0,10.001,6,2,86,0.3506730633953332,0.004633508835485679
5,81,10,0,10.001,6,2,87,0.34978614458106116,0.004889416091129752
5,81,10,0,10.001,6,2,88,0.3489000777654589,0.005144530372917227
5,81,10,0,10.001,6,2,89,0.34802003603598153,0.005397369666019976
5,81,10,0,10.001,6,2,90,0.34715106220052155,0.005646501847811293
5,81,10,0,10.001,6,2,91,0.3462979545213472,0.005890576590584885
5,81,10,0,10.001,6,2,92,0.34546516390112925,0.0061283534518610985
5,81,10,0,10.001,6,2,93,0.3446567070342091,0.006358724973644844
5,81,10,0,10.001,6,2,94,0.34387609879705183,0.0065807339931539645
5,81,10,0,10.001,6,2,95,0.3431263057315188,0.006793584784528502
5,81,10,0,10.001,6,2,96,0.3424097210279299,0.006996648059904652
5,81,10,0,10.001,6,2,97,0.3417281600842326,0.0071894602207227135
5,81,10,0,10.001,6,2,98,0.34108287461470765,0.0073717175381934315
5,81,10,0,10.001,6,2,99,0.34047458247678863,0.0075432661399016665
5,81,10,0,10.001,6,2,100,0.33990350990397517,0.0077040887844181845
5,81,10,0,10.001,6,2,101,0.33936944266319535,0.007854289424838228
10,81,10,0,10.001,6,2,1,2.0e-6,1.0e-6
10,81,10,0,10.001,6,2,2,4.430454442069231,6.88738495209147e-6
10,81,10,0,10.001,6,2,3,4.430305056650551,4.7433858933977645e-5
10,81,10,0,10.001,6,2,4,4.429276417119499,0.00032658875276348365
10,81,10,0,10.001,6,2,5,4.42220291479336,0.0022443037346665798
10,81,10,0,10.001,6,2,6,4.374008540284751,0.015221644319433464
10,81,10,0,10.001,6,2,7,4.065515118118789,0.09463624052556788
10,81,10,0,10.001,6,2,8,2.7176937006464414,0.37008287441861776
10,81,10,0,10.001,6,2,9,1.4204180589205229,0.5978172789473258
10,81,10,0,10.001,6,2,10,1.4813516470698551,0.7214589038709072
10,81,10,0,10.001,6,2,11,1.610103674339482,0.7977664650190963
10,81,10,0,10.001,6,2,12,1.7054889367988466,0.8487618584544285
10,81,10,0,10.001,6,2,13,1.774548697779903,0.8846207475834033
10,81,10,0,10.001,6,2,14,1.8254394461050956,0.9107275612187984
10,81,10,0,10.001,6,2,15,1.863654938550949,0.9302116152068326
10,81,10,0,10.001,6,2,16,1.8928046303745816,0.9450206797349573
10,81,10,0,10.001,6,2,17,1.9153166707878393,0.9564319818904816
10,81,10,0,10.001,6,2,18,1.9328728199614484,0.9653178323151076
10,81,10,0,10.001,6,2,19,1.9466694864226566,0.9722935610181429
10,81,10,0,10.001,6,2,20,1.9575775698960913,0.9778046334753576
10,81,10,0,10.001,6,2,21,1.9662433337511895,0.9821803801038013
10,81,10,0,10.001,6,2,22,1.973154053172557,0.9856684560712361
10,81,10,0,10.001,6,2,23,1.9786819882681272,0.9884576962823304
10,81,10,0,10.001,6,2,24,1.9831146191175026,0.9906937202857878
10,81,10,0,10.001,6,2,25,1.986675927095843,0.9924898596520904
10,81,10,0,10.001,6,2,26,1.9895416881145578,0.9939349802431039
10,81,10,0,10.001,6,2,27,1.9918506651933148,0.9950991899828749
10,81,10,0,10.001,6,2,28,1.993712931516004,0.9960380733898088
10,81,10,0,10.001,6,2,29,1.9952161456926298,0.9967958783587954
10,81,10,0,10.001,6,2,30,1.9964303395364913,0.9974079439714699
10,81,10,0,10.001,6,2,31,1.997411608102799,0.9979025694501543
10,81,10,0,10.001,6,2,32,1.9982049781530666,0.9983024656141058
10,81,10,0,10.001,6,2,33,1.9988466540985608,0.9986258904646461
10,81,10,0,10.001,6,2,34,1.9993657871580817,0.9988875431442776
10,81,10,0,10.001,6,2,35,1.9997858759540394,0.9990992713049568
10,81,10,0,10.001,6,2,36,2.000125879944723,0.999270633215819
10,81,10,0,10.001,6,2,37,2.000401107609969,0.999409346008883
10,81,10,0,10.001,6,2,38,2.000623926958348,0.9995216441588262
10,81,10,0,10.001,6,2,39,2.0008043352161247,0.9996125668519122
10,81,10,0,10.001,6,2,40,2.0009504164729277,0.9996861887962087
10,81,10,0,10.001,6,2,41,2.0010687098891484,0.9997458058978235
10,81,10,0,10.001,6,2,42,2.001164506318049,0.9997940848215038
10,81,10,0,10.001,6,2,43,2.0012420875055055,0.9998331835868729
10,81,10,0,10.001,6,2,44,2.0013049191449985,0.9998648488927038
10,81,10,0,10.001,6,2,45,2.001355806795727,0.9998904947146523
10,81,10,0,10.001,6,2,46,2.001397021877212,0.9999112658155025
10,81,10,0,10.001,6,2,47,2.001430403528931,0.9999280890876032
10,81,10,0,10.001,6,2,48,2.0014574409881525,0.9999417150741217
10,81,10,0,10.001,6,2,49,2.001479340231731,0.9999527515579174
10,81,10,0,10.001,6,2,50,2.001497077900771,0.9999616907401182
10,81,10,0,10.001,6,2,51,2.00151144494337,0.9999689312361297
10,81,10,0,10.001,6,2,52,2.0015230819415044,0.9999747958801869
10,81,10,0,10.001,6,2,53,2.001532507710238,0.999979546139031
10,81,10,0,10.001,6,2,54,2.001540142452866,0.999983393781731
10,81,10,0,10.001,6,2,55,2.0015463265098923,0.9999865103287962
10,81,10,0,10.001,6,2,56,2.001551335541303,0.999989034703698
10,81,10,0,10.001,6,2,57,2.0015553928213428,0.9999910794291246
10,81,10,0,10.001,6,2,58,2.00155867919538,0.9999927356449682
10,81,10,0,10.001,6,2,59,2.0015613411437476,0.9999940771722692
10,81,10,0,10.001,6,2,60,2.0015634973126306,0.9999951638045846
10,81,10,0,10.001,6,2,61,2.001565243803558,0.999996043973729
10,81,10,0,10.001,6,2,62,2.0015666584575467,0.999996756908841
10,81,10,0,10.001,6,2,63,2.001567804325027,0.9999973343851151
10,81,10,0,10.001,6,2,64,2.0015687324763296,0.9999978021401927
10,81,10,0,10.001,6,2,65,2.0015694842780967,0.9999981810213948
10,81,10,0,10.001,6,2,66,2.00157009323709,0.9999984879149386
10,81,10,0,10.001,6,2,67,2.001570586493654,0.9999987364985921
10,81,10,0,10.001,6,2,68,2.001570986031378,0.9999989378513007
10,81,10,0,10.001,6,2,69,2.0015713096569163,0.9999991009469822
10,81,10,0,10.001,6,2,70,2.0015715717936255,0.9999992330544948
10,81,10,0,10.001,6,2,71,2.001571784124403,0.9999993400616006
10,81,10,0,10.001,6,2,72,2.0015719561123824,0.9999994267373807
10,81,10,0,10.001,6,2,73,2.0015720954226985,0.9999994969447885
10,81,10,0,10.001,6,2,74,2.001572208264104,0.9999995538128135
10,81,10,0,10.001,6,2,75,2.0015722996656855,0.9999995998759353
10,81,10,0,10.001,6,2,76,2.001572373701007,0.9999996371870842
10,81,10,0,10.001,6,2,77,2.0015724336696508,0.9999996674091315
10,81,10,0,10.001,6,2,78,2.0015724822442795,0.9999996918890036
10,81,10,0,10.001,6,2,79,2.0015725215897526,0.999999711717712
10,81,10,0,10.001,6,2,80,2.0015725534596056,0.9999997277789755
10,81,10,0,10.001,6,2,81,2.0015725792742036,0.9999997407886076
10,81,10,0,10.001,6,2,82,2.0015726001840415,0.9999997513264166
10,81,10,0,10.001,6,2,83,2.001572617121021,0.9999997598620471
10,81,10,0,10.001,6,2,84,2.0015726308399837,0.9999997667759127
10,81,10,0,10.001,6,2,85,2.001572641952351,0.9999997723761476
10,81,10,0,10.001,6,2,86,2.0015726509533738,0.9999997769123404
10,81,10,0,10.001,6,2,87,2.0015726582442084,0.9999997805866597
10,81,10,0,10.001,6,2,88,2.001572664149787,0.9999997835628598
10,81,10,0,10.001,6,2,89,2.00157266893331,0.9999997859735837
10,81,10,0,10.001,6,2,90,2.0015726728079657,0.9999997879262714
10,81,10,0,10.001,6,2,91,2.0015726759464396,0.9999997895079497
10,81,10,0,10.001,6,2,92,2.001572678488605,0.9999997907891099
10,81,10,0,10.001,6,2,93,2.0015726805477607,0.9999997918268507
10,81,10,0,10.001,6,2,94,2.0015726822156785,0.9999997926674213
10,81,10,0,10.001,6,2,95,2.001572683566692,0.9999997933482837
10,81,10,0,10.001,6,2,96,2.0015726846610145,0.999999793899783
10,81,10,0,10.001,6,2,97,2.001572685547415,0.9999997943464972
10,81,10,0,10.001,6,2,98,2.001572686265401,0.9999997947083362
10,81,10,0,10.001,6,2,99,2.001572686846969,0.9999997950014258
10,81,10,0,10.001,6,2,100,2.0015726873180397,0.9999997952388284
10,81,10,0,10.001,6,2,101,2.001572687699607,0.9999997954311247
5,243,10,0,10.001,6,2,1,2.0e-6,1.0e-6
5,243,10,0,10.001,6,2,2,0.0004919227166485938,4.53261915972085e-9
5,243,10,0,10.001,6,2,3,0.0004919375912036314,7.031871930086411e-11
5,243,10,0,10.001,6,2,4,0.0004919376578820428,5.031522316209038e-11
5,243,10,0,10.001,6,2,5,0.0004919376581809473,5.022555194285854e-11
5,243,10,0,10.001,6,2,6,0.0004919376581822874,5.0225149966748557e-11
5,243,10,0,10.001,6,2,7,0.0004919376581822935,5.0225148164779155e-11
5,243,10,0,10.001,6,2,8,0.0004919376581822933,5.022514815670131e-11
5,243,10,0,10.001,6,2,9,0.0004919376581822933,5.0225148156665095e-11
5,243,10,0,10.001,6,2,10,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,11,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,12,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,13,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,14,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,15,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,16,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,17,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,18,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,19,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,20,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,21,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,22,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,23,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,24,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,25,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,26,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,27,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,28,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,29,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,30,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,31,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,32,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,33,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,34,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,35,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,36,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,37,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,38,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,39,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,40,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,41,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,42,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,43,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,44,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,45,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,46,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,47,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,48,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,49,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,50,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,51,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,52,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,53,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,54,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,55,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,56,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,57,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,58,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,59,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,60,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,61,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,62,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,63,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,64,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,65,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,66,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,67,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,68,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,69,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,70,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,71,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,72,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,73,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,74,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,75,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,76,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,77,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,78,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,79,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,80,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,81,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,82,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,83,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,84,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,85,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,86,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,87,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,88,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,89,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,90,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,91,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,92,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,93,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,94,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,95,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,96,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,97,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,98,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,99,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,100,0.0004919376581822933,5.022514815666493e-11
5,243,10,0,10.001,6,2,101,0.0004919376581822933,5.022514815666493e-11
10,243,10,0,10.001,6,2,1,2.0e-6,1.0e-6
10,243,10,0,10.001,6,2,2,0.8696506491725475,4.055769804542686e-6
10,243,10,0,10.001,6,2,3,0.8696049911474744,1.64480715887865e-5
10,243,10,0,10.001,6,2,4,0.8694198630546409,6.668741276403817e-5
10,243,10,0,10.001,6,2,5,0.8686698728504813,0.00027009672721123426
10,243,10,0,10.001,6,2,6,0.8656420356662335,0.0010893359885085579
10,243,10,0,10.001,6,2,7,0.8535879103234273,0.00431971094490974
10,243,10,0,10.001,6,2,8,0.8081858370554127,0.01604243939409418
10,243,10,0,10.001,6,2,9,0.668917660406846,0.04769475257186519
10,243,10,0,10.001,6,2,10,0.4375576931719354,0.08728872031731634
10,243,10,0,10.001,6,2,11,0.31585427657516496,0.10595345526189526
10,243,10,0,10.001,6,2,12,0.2917848933341394,0.11201148765151027
10,243,10,0,10.001,6,2,13,0.28678785347088454,0.11388317109636482
10,243,10,0,10.001,6,2,14,0.2854738976607337,0.1144571092966253
10,243,10,0,10.001,6,2,15,0.28509145726950796,0.11463280455712149
10,243,10,0,10.001,6,2,16,0.28497626995926206,0.11468656368100527
10,243,10,0,10.001,6,2,17,0.2849412006862737,0.1147030105936223
10,243,10,0,10.001,6,2,18,0.2849304881086859,0.11470804210487169
10,243,10,0,10.001,6,2,19,0.2849272124057882,0.11470958134713832
10,243,10,0,10.001,6,2,20,0.2849262104449162,0.11471005223101625
10,243,10,0,10.001,6,2,21,0.2849259039392207,0.11471019628329973
10,243,10,0,10.001,6,2,22,0.28492581017458973,0.1147102403516012
10,243,10,0,10.001,6,2,23,0.2849257814903448,0.11471025383292177
10,243,10,0,10.001,6,2,24,0.28492577271530567,0.1147102579571101
10,243,10,0,10.001,6,2,25,0.2849257700308602,0.11471025921877745
10,243,10,0,10.001,6,2,26,0.28492576920963675,0.11471025960474505
10,243,10,0,10.001,6,2,27,0.28492576895840893,0.11471025972281966
10,243,10,0,10.001,6,2,28,0.28492576888155435,0.11471025975894111
10,243,10,0,10.001,6,2,29,0.28492576885804227,0.11471025976999115
10,243,10,0,10.001,6,2,30,0.2849257688508513,0.11471025977337218
10,243,10,0,10.001,6,2,31,0.28492576884864684,0.114710259774405
10,243,10,0,10.001,6,2,32,0.28492576884797777,0.11471025977472224
10,243,10,0,10.001,6,2,33,0.2849257688477733,0.11471025977482009
10,243,10,0,10.001,6,2,34,0.28492576884770565,0.11471025977484843
10,243,10,0,10.001,6,2,35,0.28492576884768883,0.11471025977485776
10,243,10,0,10.001,6,2,36,0.2849257688476824,0.11471025977486046
10,243,10,0,10.001,6,2,37,0.284925768847681,0.11471025977486145
10,243,10,0,10.001,6,2,38,0.284925768847679,0.11471025977486118
10,243,10,0,10.001,6,2,39,0.2849257688476801,0.11471025977486148
10,243,10,0,10.001,6,2,40,0.28492576884768017,0.1147102597748617
10,243,10,0,10.001,6,2,41,0.28492576884768017,0.1147102597748618
10,243,10,0,10.001,6,2,42,0.28492576884767906,0.1147102597748614
10,243,10,0,10.001,6,2,43,0.28492576884767895,0.11471025977486117
10,243,10,0,10.001,6,2,44,0.2849257688476808,0.11471025977486178
10,243,10,0,10.001,6,2,45,0.28492576884768095,0.11471025977486218
10,243,10,0,10.001,6,2,46,0.28492576884768084,0.11471025977486236
10,243,10,0,10.001,6,2,47,0.2849257688476785,0.1147102597748615
10,243,10,0,10.001,6,2,48,0.28492576884767906,0.1147102597748612
10,243,10,0,10.001,6,2,49,0.2849257688476785,0.11471025977486084
10,243,10,0,10.001,6,2,50,0.28492576884768017,0.11471025977486128
10,243,10,0,10.001,6,2,51,0.28492576884767995,0.11471025977486149
10,243,10,0,10.001,6,2,52,0.28492576884767906,0.11471025977486121
10,243,10,0,10.001,6,2,53,0.2849257688476823,0.11471025977486238
10,243,10,0,10.001,6,2,54,0.2849257688476772,0.11471025977486095
10,243,10,0,10.001,6,2,55,0.28492576884767884,0.11471025977486081
10,243,10,0,10.001,6,2,56,0.2849257688476816,0.1147102597748619
10,243,10,0,10.001,6,2,57,0.28492576884767956,0.11471025977486166
10,243,10,0,10.001,6,2,58,0.28492576884767873,0.11471025977486116
10,243,10,0,10.001,6,2,59,0.28492576884767845,0.11471025977486082
10,243,10,0,10.001,6,2,60,0.2849257688476806,0.11471025977486146
10,243,10,0,10.001,6,2,61,0.284925768847679,0.11471025977486118
10,243,10,0,10.001,6,2,62,0.2849257688476801,0.11471025977486148
10,243,10,0,10.001,6,2,63,0.28492576884768017,0.1147102597748617
10,243,10,0,10.001,6,2,64,0.28492576884768017,0.1147102597748618
10,243,10,0,10.001,6,2,65,0.28492576884767906,0.1147102597748614
10,243,10,0,10.001,6,2,66,0.28492576884767895,0.11471025977486117
10,243,10,0,10.001,6,2,67,0.2849257688476808,0.11471025977486178
10,243,10,0,10.001,6,2,68,0.28492576884768095,0.11471025977486218
10,243,10,0,10.001,6,2,69,0.28492576884768084,0.11471025977486236
10,243,10,0,10.001,6,2,70,0.2849257688476785,0.1147102597748615
10,243,10,0,10.001,6,2,71,0.28492576884767906,0.1147102597748612
10,243,10,0,10.001,6,2,72,0.2849257688476785,0.11471025977486084
10,243,10,0,10.001,6,2,73,0.28492576884768017,0.11471025977486128
10,243,10,0,10.001,6,2,74,0.28492576884767995,0.11471025977486149
10,243,10,0,10.001,6,2,75,0.28492576884767906,0.11471025977486121
10,243,10,0,10.001,6,2,76,0.2849257688476823,0.11471025977486238
10,243,10,0,10.001,6,2,77,0.2849257688476772,0.11471025977486095
10,243,10,0,10.001,6,2,78,0.28492576884767884,0.11471025977486081
10,243,10,0,10.001,6,2,79,0.2849257688476816,0.1147102597748619
10,243,10,0,10.001,6,2,80,0.28492576884767956,0.11471025977486166
10,243,10,0,10.001,6,2,81,0.28492576884767873,0.11471025977486116
10,243,10,0,10.001,6,2,82,0.28492576884767845,0.11471025977486082
10,243,10,0,10.001,6,2,83,0.2849257688476806,0.11471025977486146
10,243,10,0,10.001,6,2,84,0.284925768847679,0.11471025977486118
10,243,10,0,10.001,6,2,85,0.2849257688476801,0.11471025977486148
10,243,10,0,10.001,6,2,86,0.28492576884768017,0.1147102597748617
10,243,10,0,10.001,6,2,87,0.28492576884768017,0.1147102597748618
10,243,10,0,10.001,6,2,88,0.28492576884767906,0.1147102597748614
10,243,10,0,10.001,6,2,89,0.28492576884767895,0.11471025977486117
10,243,10,0,10.001,6,2,90,0.2849257688476808,0.11471025977486178
10,243,10,0,10.001,6,2,91,0.28492576884768095,0.11471025977486218
10,243,10,0,10.001,6,2,92,0.28492576884768084,0.11471025977486236
10,243,10,0,10.001,6,2,93,0.2849257688476785,0.1147102597748615
10,243,10,0,10.001,6,2,94,0.28492576884767906,0.1147102597748612
10,243,10,0,10.001,6,2,95,0.2849257688476785,0.11471025977486084
10,243,10,0,10.001,6,2,96,0.28492576884768017,0.11471025977486128
10,243,10,0,10.001,6,2,97,0.28492576884767995,0.11471025977486149
10,243,10,0,10.001,6,2,98,0.28492576884767906,0.11471025977486121
10,243,10,0,10.001,6,2,99,0.2849257688476823,0.11471025977486238
10,243,10,0,10.001,6,2,100,0.2849257688476772,0.11471025977486095
10,243,10,0,10.001,6,2,101,0.28492576884767884,0.11471025977486081
5,3,10,0,10.001,7,2,1,2.0e-6,1.0e-6
5,3,10,0,10.001,7,2,2,8.84735756703384,9.953777095964994e-7
5,3,10,0,10.001,7,2,3,8.84735757827998,9.90777017211761e-7
5,3,10,0,10.001,7,2,4,8.847357589473573,9.861978219150078e-7
5,3,10,0,10.001,7,2,5,8.847357600614865,9.816400232472454e-7
5,3,10,0,10.001,7,2,6,8.847357611704096,9.771035212190502e-7
5,3,10,0,10.001,7,2,7,8.847357622741514,9.725882163083785e-7
5,3,10,0,10.001,7,2,8,8.84735763372736,9.680940094583747e-7
5,3,10,0,10.001,7,2,9,8.847357644661871,9.636208020752022e-7
5,3,10,0,10.001,7,2,10,8.847357655545292,9.591684960258755e-7
5,3,10,0,10.001,7,2,11,8.847357666377855,9.547369936361029e-7
5,3,10,0,10.001,7,2,12,8.847357677159804,9.503261976881425e-7
