comp_full,comp_partial,comp_none,bespoke_full,bespoke_none,bespoke_cost,free_cost,free_comp
1.0,1.4444444444444444,5.0,1,5,1.683930555555574,1.1899583333333335,0.82428125
1.0,1.8888888888888888,5.0,1,5,1.711958333333346,1.1932777777777779,0.82990625
1.4444444444444444,1.8888888888888888,5.0,1,5,1.7332361111111145,1.3888611111111102,0.52271875
1.0,2.333333333333333,5.0,1,5,1.7171666666666685,1.1956250000000002,0.82428125
1.4444444444444444,2.333333333333333,5.0,1,5,1.733097222222225,1.408861111111109,0.53040625
1.8888888888888888,2.333333333333333,5.0,1,5,1.7896944444444463,1.6237361111111093,0.52634375
1.0,2.7777777777777777,5.0,1,5,1.7495416666666737,1.1940277777777781,0.82715625
1.4444444444444444,2.7777777777777777,5.0,1,5,1.7755416666666657,1.412930555555557,0.52540625
1.8888888888888888,2.7777777777777777,5.0,1,5,1.8174583333333334,1.6357916666666663,0.53190625
2.333333333333333,2.7777777777777777,5.0,1,5,1.8470833333333347,1.8643750000000006,0.53040625
1.0,3.2222222222222223,5.0,1,5,1.774694444444437,1.19825,0.82253125
1.4444444444444444,3.2222222222222223,5.0,1,5,1.8096111111111093,1.4340972222222221,0.52071875
1.8888888888888888,3.2222222222222223,5.0,1,5,1.837291666666667,1.6500833333333351,0.53640625
2.333333333333333,3.2222222222222223,5.0,1,5,1.8419027777777788,1.878291666666668,0.5283125
2.7777777777777777,3.2222222222222223,5.0,1,5,1.885916666666666,2.0944444444444454,0.5316875
1.0,3.6666666666666665,5.0,1,5,1.7964583333333293,1.1945,0.82715625
1.4444444444444444,3.6666666666666665,5.0,1,5,1.8335694444444448,1.4415694444444467,0.53009375
1.8888888888888888,3.6666666666666665,5.0,1,5,1.8372499999999972,1.6571388888888905,0.52959375
2.333333333333333,3.6666666666666665,5.0,1,5,1.8634166666666647,1.886166666666666,0.52846875
2.7777777777777777,3.6666666666666665,5.0,1,5,1.907972222222222,2.110597222222222,0.5308125
3.2222222222222223,3.6666666666666665,5.0,1,5,1.9403611111111094,2.350125000000002,0.53640625
1.0,4.111111111111111,5.0,1,5,1.8389444444444307,1.1991944444444445,0.82875
1.4444444444444444,4.111111111111111,5.0,1,5,1.8521944444444427,1.4648055555555552,0.52896875
1.8888888888888888,4.111111111111111,5.0,1,5,1.855027777777774,1.665555555555555,0.52740625
2.333333333333333,4.111111111111111,5.0,1,5,1.8954722222222196,1.8906111111111124,0.52540625
2.7777777777777777,4.111111111111111,5.0,1,5,1.9218749999999982,2.114583333333334,0.5238125
3.2222222222222223,4.111111111111111,5.0,1,5,1.9291666666666645,2.350638888888885,0.5283125
3.6666666666666665,4.111111111111111,5.0,1,5,1.9630972222222225,2.5499027777777816,0.5248125
1.0,4.555555555555555,5.0,1,5,1.8690416666666456,1.2019722222222222,0.824
1.4444444444444444,4.555555555555555,5.0,1,5,1.8608055555555536,1.475402777777778,0.52915625
1.8888888888888888,4.555555555555555,5.0,1,5,1.8888749999999959,1.6751388888888878,0.527875
2.333333333333333,4.555555555555555,5.0,1,5,1.929986111111112,1.9067500000000008,0.531375
2.7777777777777777,4.555555555555555,5.0,1,5,1.9393888888888873,2.136194444444445,0.53021875
3.2222222222222223,4.555555555555555,5.0,1,5,1.955472222222221,2.366861111111108,0.53325
3.6666666666666665,4.555555555555555,5.0,1,5,2.032874999999997,2.564569444444446,0.526
4.111111111111111,4.555555555555555,5.0,1,5,2.016083333333331,2.7926388888888876,0.52684375
1.0,1.4444444444444444,5.555555555555555,1,5,1.690114583333346,1.1979583333333332,0.8258125
1.0,1.8888888888888888,5.555555555555555,1,5,1.7131319444444542,1.1911388888888887,0.827125
1.4444444444444444,1.8888888888888888,5.555555555555555,1,5,1.729295138888888,1.3918090277777777,0.524
1.0,2.333333333333333,5.555555555555555,1,5,1.738739583333334,1.1983333333333333,0.82165625
1.4444444444444444,2.333333333333333,5.555555555555555,1,5,1.767295138888892,1.398059027777778,0.52340625
1.8888888888888888,2.333333333333333,5.555555555555555,1,5,1.7800486111111096,1.6152604166666655,0.51821875
1.0,2.7777777777777777,5.555555555555555,1,5,1.7619930555555587,1.1934305555555556,0.8268125
1.4444444444444444,2.7777777777777777,5.555555555555555,1,5,1.7926250000000017,1.4141215277777799,0.5199375
1.8888888888888888,2.7777777777777777,5.555555555555555,1,5,1.7982152777777767,1.639222222222221,0.52196875
2.333333333333333,2.7777777777777777,5.555555555555555,1,5,1.8567569444444438,1.8531527777777774,0.522875
1.0,3.2222222222222223,5.555555555555555,1,5,1.7874965277777741,1.2038055555555556,0.8214375
1.4444444444444444,3.2222222222222223,5.555555555555555,1,5,1.8078020833333341,1.4339965277777766,0.53109375
1.8888888888888888,3.2222222222222223,5.555555555555555,1,5,1.8239270833333352,1.6407534722222237,0.52703125
2.333333333333333,3.2222222222222223,5.555555555555555,1,5,1.870993055555554,1.8668541666666651,0.52234375
2.7777777777777777,3.2222222222222223,5.555555555555555,1,5,1.8759722222222242,2.0839444444444464,0.5216875
1.0,3.6666666666666665,5.555555555555555,1,5,1.8221145833333299,1.1909583333333336,0.8223125
1.4444444444444444,3.6666666666666665,5.555555555555555,1,5,1.838111111111112,1.4426354166666673,0.5161875
1.8888888888888888,3.6666666666666665,5.555555555555555,1,5,1.8809097222222242,1.6609479166666672,0.52778125
2.333333333333333,3.6666666666666665,5.555555555555555,1,5,1.897583333333332,1.8918888888888914,0.532375
2.7777777777777777,3.6666666666666665,5.555555555555555,1,5,1.9022847222222248,2.092336805555555,0.515625
3.2222222222222223,3.6666666666666665,5.555555555555555,1,5,1.9386805555555535,2.319524305555555,0.5220625
1.0,4.111111111111111,5.555555555555555,1,5,1.8313611111111032,1.1974305555555553,0.82421875
1.4444444444444444,4.111111111111111,5.555555555555555,1,5,1.8649097222222248,1.4466979166666647,0.520375
1.8888888888888888,4.111111111111111,5.555555555555555,1,5,1.8790763888888893,1.6690763888888915,0.5226875
2.333333333333333,4.111111111111111,5.555555555555555,1,5,1.9191180555555545,1.8839652777777776,0.51803125
2.7777777777777777,4.111111111111111,5.555555555555555,1,5,1.9364618055555542,2.110083333333331,0.524625
3.2222222222222223,4.111111111111111,5.555555555555555,1,5,1.95251736111111,2.321493055555554,0.5175625
3.6666666666666665,4.111111111111111,5.555555555555555,1,5,1.9871944444444458,2.5430833333333354,0.51765625
1.0,4.555555555555555,5.555555555555555,1,5,1.8407187499999829,1.2025138888888887,0.818875
1.4444444444444444,4.555555555555555,5.555555555555555,1,5,1.8842673611111083,1.4606736111111103,0.51796875
1.8888888888888888,4.555555555555555,5.555555555555555,1,5,1.9031770833333301,1.6870833333333335,0.527625
2.333333333333333,4.555555555555555,5.555555555555555,1,5,1.9298715277777774,1.911013888888889,0.5209375
2.7777777777777777,4.555555555555555,5.555555555555555,1,5,1.9488576388888872,2.118517361111112,0.524375
3.2222222222222223,4.555555555555555,5.555555555555555,1,5,1.98939236111111,2.3333715277777793,0.519875
3.6666666666666665,4.555555555555555,5.555555555555555,1,5,2.023180555555553,2.5575694444444452,0.52359375
4.111111111111111,4.555555555555555,5.555555555555555,1,5,2.0122222222222237,2.79198263888889,0.52215625
1.0,5.0,5.555555555555555,1,5,1.8703749999999915,1.20275,0.8254375
1.4444444444444444,5.0,5.555555555555555,1,5,1.8991215277777842,1.5017430555555542,0.41175
1.8888888888888888,5.0,5.555555555555555,1,5,1.9419201388888954,1.6763159722222238,0.41184375
2.333333333333333,5.0,5.555555555555555,1,5,1.9610138888888855,1.8514548611111126,0.4071875
2.7777777777777777,5.0,5.555555555555555,1,5,1.9706388888888935,2.020076388888888,0.42059375
3.2222222222222223,5.0,5.555555555555555,1,5,1.9911284722222187,2.1783055555555553,0.4139375
3.6666666666666665,5.0,5.555555555555555,1,5,2.0391909722222157,2.3487187499999993,0.40671875
4.111111111111111,5.0,5.555555555555555,1,5,2.068166666666657,2.522416666666668,0.414125
4.555555555555555,5.0,5.555555555555555,1,5,2.0558854166666447,2.6868402777777796,0.41484375
1.0,1.4444444444444444,6.111111111111111,1,5,1.7053958333333412,1.1972083333333334,0.82625
1.0,1.8888888888888888,6.111111111111111,1,5,1.728986111111119,1.202597222222222,0.823625
1.4444444444444444,1.8888888888888888,6.111111111111111,1,5,1.7478541666666676,1.3965972222222232,0.5278125
1.0,2.333333333333333,6.111111111111111,1,5,1.739486111111111,1.2024583333333332,0.82571875
1.4444444444444444,2.333333333333333,6.111111111111111,1,5,1.7833749999999982,1.3974097222222206,0.522875
1.8888888888888888,2.333333333333333,6.111111111111111,1,5,1.8048263888888891,1.620736111111112,0.52665625
1.0,2.7777777777777777,6.111111111111111,1,5,1.7782916666666713,1.1974861111111113,0.829625
1.4444444444444444,2.7777777777777777,6.111111111111111,1,5,1.7806458333333346,1.4170833333333333,0.5325
1.8888888888888888,2.7777777777777777,6.111111111111111,1,5,1.8371249999999995,1.6385555555555535,0.5224375
2.333333333333333,2.7777777777777777,6.111111111111111,1,5,1.8396319444444444,1.844208333333333,0.517875
1.0,3.2222222222222223,6.111111111111111,1,5,1.77945833333333,1.198972222222222,0.82284375
1.4444444444444444,3.2222222222222223,6.111111111111111,1,5,1.8310347222222239,1.4215416666666678,0.5265625
1.8888888888888888,3.2222222222222223,6.111111111111111,1,5,1.8641944444444436,1.6429236111111136,0.52115625
2.333333333333333,3.2222222222222223,6.111111111111111,1,5,1.8784930555555572,1.87836111111111,0.52540625
2.7777777777777777,3.2222222222222223,6.111111111111111,1,5,1.9199375000000027,2.0876944444444434,0.52353125
1.0,3.6666666666666665,6.111111111111111,1,5,1.8233819444444452,1.198875,0.824375
1.4444444444444444,3.6666666666666665,6.111111111111111,1,5,1.8459166666666673,1.443861111111111,0.51628125
1.8888888888888888,3.6666666666666665,6.111111111111111,1,5,1.880194444444444,1.6658888888888894,0.5255
2.333333333333333,3.6666666666666665,6.111111111111111,1,5,1.904631944444447,1.878361111111111,0.5261875
2.7777777777777777,3.6666666666666665,6.111111111111111,1,5,1.9486319444444429,2.081284722222223,0.51490625
3.2222222222222223,3.6666666666666665,6.111111111111111,1,5,1.9395416666666667,2.324736111111112,0.52534375
1.0,4.111111111111111,6.111111111111111,1,5,1.8209861111110999,1.203166666666667,0.82246875
1.4444444444444444,4.111111111111111,6.111111111111111,1,5,1.8669791666666649,1.453451388888887,0.523625
1.8888888888888888,4.111111111111111,6.111111111111111,1,5,1.8745972222222196,1.6774861111111086,0.52590625
2.333333333333333,4.111111111111111,6.111111111111111,1,5,1.9294374999999995,1.8970763888888904,0.5221875
2.7777777777777777,4.111111111111111,6.111111111111111,1,5,1.9210416666666665,2.1063541666666663,0.5195625
3.2222222222222223,4.111111111111111,6.111111111111111,1,5,1.964680555555556,2.356770833333333,0.53190625
3.6666666666666665,4.111111111111111,6.111111111111111,1,5,1.9902291666666667,2.548131944444448,0.52309375
1.0,4.555555555555555,6.111111111111111,1,5,1.8726805555555448,1.2009583333333336,0.82628125
1.4444444444444444,4.555555555555555,6.111111111111111,1,5,1.8983611111111112,1.4781111111111127,0.52003125
1.8888888888888888,4.555555555555555,6.111111111111111,1,5,1.9139027777777757,1.694173611111108,0.52434375
2.333333333333333,4.555555555555555,6.111111111111111,1,5,1.9305624999999988,1.8977361111111126,0.51978125
2.7777777777777777,4.555555555555555,6.111111111111111,1,5,1.9707569444444435,2.122520833333333,0.518375
3.2222222222222223,4.555555555555555,6.111111111111111,1,5,1.9822152777777793,2.3342708333333344,0.52096875
3.6666666666666665,4.555555555555555,6.111111111111111,1,5,2.0141527777777792,2.5560833333333313,0.52028125
4.111111111111111,4.555555555555555,6.111111111111111,1,5,2.0575138888888875,2.7888958333333336,0.522875
1.0,5.0,6.111111111111111,1,5,1.8807291666666577,1.202875,0.82103125
1.4444444444444444,5.0,6.111111111111111,1,5,1.9139305555555632,1.4983888888888883,0.422125
1.8888888888888888,5.0,6.111111111111111,1,5,1.9313611111111164,1.6794375,0.40065625
2.333333333333333,5.0,6.111111111111111,1,5,1.9699999999999966,1.8462569444444425,0.418125
2.7777777777777777,5.0,6.111111111111111,1,5,1.9998333333333362,2.016145833333334,0.4125
3.2222222222222223,5.0,6.111111111111111,1,5,2.0368611111111052,2.1783611111111094,0.40953125
3.6666666666666665,5.0,6.111111111111111,1,5,2.023090277777778,2.3481111111111117,0.41634375
4.111111111111111,5.0,6.111111111111111,1,5,2.0832708333333207,2.504201388888888,0.40978125
